"GeneID","geneSymbol","neg_n_sig","neg_event_types","neg_n_SE","neg_n_microexon","neg_n_inclusion","neg_n_exclusion","neg_mean_dPSI","neg_mean_abs_dPSI","pos_n_sig","pos_event_types","pos_n_SE","pos_n_microexon","pos_n_inclusion","pos_n_exclusion","pos_mean_dPSI","pos_mean_abs_dPSI"
"ENSMUSG00000028995","Hycc1",1,"SE",1,0,0,1,-0.161,0.161,1,"SE",1,0,0,1,-0.178,0.178
"ENSMUSG00000029001","Fbxo44",1,"SE",1,0,0,1,-0.149,0.149,1,"SE",1,0,0,1,-0.211,0.211
"ENSMUSG00000029022","Miip",1,"SE",1,0,0,1,-0.108,0.108,3,"MXE,SE",2,0,1,2,-0.091,0.3277
"ENSMUSG00000029055","Plch2",2,"RI,SE",1,1,1,1,-0.05,0.194,4,"A5SS,RI",0,0,0,4,-0.2212,0.2212
"ENSMUSG00000029127","Zbtb49",2,"MXE,SE",1,0,2,0,0.1265,0.1265,2,"MXE,SE",1,0,1,1,0.0065,0.1705
"ENSMUSG00000029148","Nrbp1",1,"SE",1,1,1,0,0.114,0.114,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029152","Ociad1",1,"SE",1,0,0,1,-0.116,0.116,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029165","Agbl5",2,"RI,SE",1,0,0,2,-0.1505,0.1505,2,"RI,SE",1,0,0,2,-0.2025,0.2025
"ENSMUSG00000029206","Nsun7",1,"SE",1,0,0,1,-0.508,0.508,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029208","Guf1",1,"SE",1,0,1,0,0.123,0.123,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029221","Slc30a9",1,"SE",1,0,1,0,0.167,0.167,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029328","Hnrnpdl",1,"SE",1,0,0,1,-0.135,0.135,3,"MXE,SE",2,0,0,3,-0.309,0.309
"ENSMUSG00000029405","G3bp2",1,"SE",1,0,1,0,0.121,0.121,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029422","Rsrc2",1,"SE",1,0,0,1,-0.133,0.133,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029461","Fam168a",1,"SE",1,1,0,1,-0.191,0.191,2,"MXE,SE",1,1,0,2,-0.1945,0.1945
"ENSMUSG00000029470","P2rx4",1,"SE",1,0,1,0,0.112,0.112,1,"SE",1,0,1,0,0.136,0.136
"ENSMUSG00000029478","Ncor2",1,"SE",1,0,0,1,-0.145,0.145,1,"SE",1,0,0,1,-0.104,0.104
"ENSMUSG00000029505","Ep400",1,"SE",1,0,1,0,0.188,0.188,2,"A3SS,SE",1,0,2,0,0.13,0.13
"ENSMUSG00000029528","Pxn",1,"SE",1,0,1,0,0.501,0.501,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029534","St7",1,"SE",1,0,1,0,0.107,0.107,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029538","Srsf9",1,"SE",1,0,1,0,0.109,0.109,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029635","Cdk8",1,"SE",1,0,1,0,0.127,0.127,2,"SE",2,0,2,0,0.15,0.15
"ENSMUSG00000029673","Auts2",4,"A5SS,MXE,SE",1,0,2,2,0.0472,0.2568,1,"SE",1,0,0,1,-0.218,0.218
"ENSMUSG00000029676","Pot1a",1,"SE",1,0,0,1,-0.18,0.18,1,"SE",1,0,0,1,-0.194,0.194
"ENSMUSG00000029712","Actl6b",1,"SE",1,0,1,0,0.179,0.179,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029716","Tfr2",1,"SE",1,0,1,0,0.13,0.13,1,"SE",1,0,1,0,0.13,0.13
"ENSMUSG00000029767","Calu",2,"MXE,SE",1,0,1,1,-0.001,0.111,3,"MXE,SE",2,0,2,1,0.0357,0.1463
"ENSMUSG00000029780","Nt5c3",1,"SE",1,0,1,0,0.166,0.166,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029810","Tmem176b",1,"SE",1,0,1,0,0.225,0.225,1,"SE",1,0,1,0,0.242,0.242
"ENSMUSG00000029863","Casp2",1,"SE",1,0,1,0,0.378,0.378,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029916","Agk",1,"SE",1,0,0,1,-0.371,0.371,1,"SE",1,0,0,1,-0.327,0.327
"ENSMUSG00000029924","Slc37a3",1,"SE",1,0,1,0,0.136,0.136,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030016","Zfp638",1,"SE",1,0,1,0,0.133,0.133,4,"SE",4,0,2,2,0.0152,0.1467
"ENSMUSG00000030060","Hmces",1,"SE",1,0,0,1,-0.17,0.17,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030254","Rad18",1,"SE",1,0,1,0,0.107,0.107,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030263","Irag2",2,"RI,SE",1,0,1,1,0.03,0.37,1,"RI",0,0,0,1,-0.189,0.189
"ENSMUSG00000030279","C2cd5",1,"SE",1,0,1,0,0.132,0.132,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030281","Il17rc",1,"SE",1,0,1,0,0.114,0.114,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030304","Ergic2",1,"SE",1,0,0,1,-0.109,0.109,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030314","Atg7",1,"SE",1,0,1,0,0.246,0.246,1,"SE",1,0,1,0,0.429,0.429
"ENSMUSG00000030345","Dyrk4",1,"SE",1,0,1,0,0.111,0.111,1,"SE",1,0,1,0,0.101,0.101
"ENSMUSG00000030406","Gipr",1,"SE",1,0,0,1,-0.159,0.159,3,"A3SS,SE",2,0,0,3,-0.2603,0.2603
"ENSMUSG00000030409","Dmpk",2,"RI,SE",1,0,0,2,-0.155,0.155,3,"A5SS,RI,SE",1,0,1,2,-0.0713,0.144
"ENSMUSG00000030498","Gas2",1,"SE",1,0,1,0,0.143,0.143,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030509","Asb7",1,"SE",1,0,0,1,-0.118,0.118,2,"MXE,SE",1,0,0,2,-0.118,0.118
"ENSMUSG00000030660","Pik3c2a",1,"SE",1,0,1,0,0.115,0.115,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030688","Stard10",1,"SE",1,0,1,0,0.239,0.239,1,"SE",1,0,1,0,0.265,0.265
"ENSMUSG00000030691","Fchsd2",1,"SE",1,0,1,0,0.12,0.12,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030846","Tial1",2,"RI,SE",1,0,0,2,-0.1315,0.1315,2,"RI,SE",1,0,0,2,-0.1755,0.1755
"ENSMUSG00000030852","Tacc2",1,"SE",1,0,1,0,0.125,0.125,1,"SE",1,0,1,0,0.111,0.111
"ENSMUSG00000030922","Lyrm1",1,"SE",1,0,1,0,0.351,0.351,1,"SE",1,0,1,0,0.421,0.421
"ENSMUSG00000030924","Rexo5",3,"A5SS,MXE,SE",1,0,2,1,0.001,0.169,2,"SE",2,0,0,2,-0.1685,0.1685
"ENSMUSG00000030960","Eef1akmt2",1,"SE",1,0,0,1,-0.111,0.111,1,"SE",1,0,0,1,-0.144,0.144
"ENSMUSG00000030987","Stim1",1,"SE",1,0,1,0,0.188,0.188,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030990","Pgap2",1,"SE",1,0,1,0,0.105,0.105,0,"",0,0,0,0,NA,NA
"ENSMUSG00000031078","Cttn",1,"SE",1,0,0,1,-0.138,0.138,1,"SE",1,0,0,1,-0.12,0.12
"ENSMUSG00000031105","Slc25a14",1,"SE",1,0,1,0,0.299,0.299,2,"SE",2,0,1,1,0.05,0.217
"ENSMUSG00000031150","Ccdc120",1,"SE",1,0,1,0,0.103,0.103,1,"SE",1,0,1,0,0.109,0.109
"ENSMUSG00000031314","Taf1",1,"SE",1,1,1,0,0.201,0.201,0,"",0,0,0,0,NA,NA
"ENSMUSG00000031485","Plpbp",1,"SE",1,0,0,1,-0.104,0.104,2,"SE",2,0,0,2,-0.203,0.203
"ENSMUSG00000031488","Rab11fip1",1,"SE",1,0,1,0,0.102,0.102,0,"",0,0,0,0,NA,NA
"ENSMUSG00000031502","Col4a1",1,"SE",1,1,1,0,0.116,0.116,1,"SE",1,1,0,1,-0.264,0.264
"ENSMUSG00000031508","Ankrd10",1,"SE",1,0,1,0,0.12,0.12,0,"",0,0,0,0,NA,NA
"ENSMUSG00000031774","Psme3ip1",1,"SE",1,0,1,0,0.36,0.36,1,"SE",1,0,1,0,0.416,0.416
"ENSMUSG00000031819","Emc8",1,"SE",1,0,0,1,-0.243,0.243,2,"SE",2,0,0,2,-0.1795,0.1795
"ENSMUSG00000031842","Pde4c",2,"A3SS,SE",1,0,0,2,-0.1355,0.1355,0,"",0,0,0,0,NA,NA
"ENSMUSG00000031860","Pbx4",1,"SE",1,0,0,1,-0.176,0.176,0,"",0,0,0,0,NA,NA
"ENSMUSG00000031872","Bean1",1,"SE",1,0,1,0,0.127,0.127,0,"",0,0,0,0,NA,NA
"ENSMUSG00000031959","Wdr59",1,"SE",1,0,1,0,0.118,0.118,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032182","Yipf2",1,"SE",1,0,1,0,0.216,0.216,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032212","Sltm",1,"SE",1,0,0,1,-0.132,0.132,1,"SE",1,0,0,1,-0.102,0.102
"ENSMUSG00000032254","Kif23",1,"SE",1,0,0,1,-0.186,0.186,1,"SE",1,0,0,1,-0.243,0.243
"ENSMUSG00000032258","Lca5",1,"SE",1,0,1,0,0.199,0.199,1,"SE",1,0,1,0,0.285,0.285
"ENSMUSG00000032366","Tpm1",2,"A3SS,SE",1,0,1,1,0.005,0.115,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032412","Atp1b3",1,"SE",1,0,0,1,-0.144,0.144,1,"SE",1,0,0,1,-0.158,0.158
"ENSMUSG00000032423","Syncrip",1,"SE",1,0,0,1,-0.109,0.109,1,"SE",1,0,0,1,-0.131,0.131
"ENSMUSG00000032425","Zfp949",1,"SE",1,0,0,1,-0.105,0.105,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032463","Faim",1,"SE",1,0,1,0,0.182,0.182,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032479","Map4",1,"SE",1,0,1,0,0.134,0.134,3,"MXE,SE",1,0,3,0,0.1877,0.1877
"ENSMUSG00000032570","Atp2c1",1,"SE",1,1,1,0,0.168,0.168,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032586","Traip",2,"MXE,SE",1,0,0,2,-0.133,0.133,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032594","Ip6k1",2,"RI,SE",1,0,0,2,-0.141,0.141,2,"RI,SE",1,0,0,2,-0.1595,0.1595
"ENSMUSG00000032621","Srek1",1,"SE",1,0,1,0,0.134,0.134,1,"SE",1,0,1,0,0.131,0.131
"ENSMUSG00000032637","Atxn2l",3,"A5SS,SE",1,0,0,3,-0.1827,0.1827,3,"A5SS,SE",2,0,0,3,-0.1783,0.1783
"ENSMUSG00000032735","Ablim3",1,"SE",1,0,1,0,0.285,0.285,1,"SE",1,1,0,1,-0.145,0.145
"ENSMUSG00000032745","Gpbp1",1,"SE",1,0,1,0,0.147,0.147,1,"SE",1,0,1,0,0.152,0.152
"ENSMUSG00000032999","Nlrp4f",1,"SE",1,0,1,0,0.254,0.254,1,"A3SS",0,0,0,1,-0.116,0.116
"ENSMUSG00000033004","Mycbp2",2,"MXE,SE",1,0,2,0,0.111,0.111,0,"",0,0,0,0,NA,NA
"ENSMUSG00000033014","Trim33",1,"SE",1,0,0,1,-0.121,0.121,0,"",0,0,0,0,NA,NA
"ENSMUSG00000033256","Shf",1,"SE",1,0,1,0,0.133,0.133,0,"",0,0,0,0,NA,NA
"ENSMUSG00000033306","Lpp",1,"SE",1,0,1,0,0.164,0.164,1,"SE",1,0,1,0,0.164,0.164
"ENSMUSG00000033335","Dnm2",1,"SE",1,1,1,0,0.118,0.118,0,"",0,0,0,0,NA,NA
"ENSMUSG00000033382","Trappc8",1,"SE",1,1,1,0,0.11,0.11,0,"",0,0,0,0,NA,NA
"ENSMUSG00000033392","Clasp2",1,"SE",1,1,1,0,0.252,0.252,1,"SE",1,1,0,1,-0.131,0.131
"ENSMUSG00000033543","Gtf2a2",1,"SE",1,0,0,1,-0.147,0.147,1,"SE",1,0,0,1,-0.139,0.139
"ENSMUSG00000033697","Arhgap39",1,"SE",1,0,1,0,0.25,0.25,1,"SE",1,0,1,0,0.173,0.173
"ENSMUSG00000033819","Ppp1r16a",1,"SE",1,0,1,0,0.114,0.114,1,"RI",0,0,0,1,-0.179,0.179
"ENSMUSG00000033902","Mapkbp1",1,"SE",1,1,1,0,0.12,0.12,0,"",0,0,0,0,NA,NA
"ENSMUSG00000034006","Slc66a2",1,"SE",1,0,0,1,-0.121,0.121,1,"SE",1,0,0,1,-0.167,0.167
"ENSMUSG00000034032","Rpap1",1,"SE",1,0,0,1,-0.138,0.138,1,"SE",1,0,0,1,-0.129,0.129
"ENSMUSG00000034071","Zfp551",1,"SE",1,0,0,1,-0.184,0.184,1,"SE",1,0,0,1,-0.193,0.193
"ENSMUSG00000034274","Thoc5",1,"SE",1,0,1,0,0.174,0.174,1,"SE",1,0,1,0,0.162,0.162
"ENSMUSG00000034312","Iqsec1",1,"SE",1,0,1,0,0.213,0.213,1,"SE",1,0,1,0,0.226,0.226
"ENSMUSG00000034334","Fam151b",1,"SE",1,0,0,1,-0.369,0.369,1,"SE",1,0,0,1,-0.396,0.396
"ENSMUSG00000034343","Ube2f",2,"MXE,SE",1,0,1,1,0.012,0.147,3,"A3SS,MXE,SE",1,0,1,2,-0.0643,0.1537
"ENSMUSG00000034377","Tulp4",1,"SE",1,0,1,0,0.184,0.184,1,"SE",1,0,0,1,-0.497,0.497
"ENSMUSG00000034401","Spata6",1,"SE",1,0,1,0,0.11,0.11,0,"",0,0,0,0,NA,NA
"ENSMUSG00000034462","Pkd2",1,"SE",1,0,1,0,0.212,0.212,1,"SE",1,0,1,0,0.236,0.236
"ENSMUSG00000034473","Sec22a",1,"SE",1,0,0,1,-0.144,0.144,0,"",0,0,0,0,NA,NA
"ENSMUSG00000034602","Mon2",1,"SE",1,1,1,0,0.104,0.104,1,"SE",1,1,0,1,-0.106,0.106
"ENSMUSG00000034757","Tmub2",1,"SE",1,0,1,0,0.101,0.101,1,"SE",1,0,1,0,0.142,0.142
"ENSMUSG00000034973","Dop1a",2,"A3SS,SE",1,1,1,1,-0.0035,0.1985,0,"",0,0,0,0,NA,NA
"ENSMUSG00000035021","Baz1a",2,"A3SS,SE",1,0,1,1,0.022,0.16,2,"A3SS,SE",1,0,1,1,-0.0075,0.1995
"ENSMUSG00000035469","Rcbtb1",1,"SE",1,0,0,1,-0.509,0.509,0,"",0,0,0,0,NA,NA
"ENSMUSG00000035476","Tab3",2,"MXE,SE",1,0,1,1,0.038,0.143,2,"A3SS,SE",1,0,2,0,0.12,0.12
"ENSMUSG00000035513","Ntng2",1,"SE",1,0,1,0,0.184,0.184,0,"",0,0,0,0,NA,NA
"ENSMUSG00000035597","Prpf39",1,"SE",1,0,0,1,-0.126,0.126,3,"SE",3,0,0,3,-0.143,0.143
"ENSMUSG00000035629","Rubcn",1,"SE",1,0,1,0,0.329,0.329,1,"SE",1,0,1,0,0.138,0.138
"ENSMUSG00000035642","Aamdc",2,"MXE,SE",1,0,1,1,-0.0275,0.1285,2,"SE",2,0,2,0,0.1255,0.1255
"ENSMUSG00000035770","Dync1li2",1,"SE",1,0,0,1,-0.276,0.276,1,"SE",1,0,0,1,-0.271,0.271
"ENSMUSG00000035773","Kiss1r",2,"RI,SE",1,0,1,1,-0.055,0.176,0,"",0,0,0,0,NA,NA
"ENSMUSG00000035954","Dock4",1,"SE",1,1,1,0,0.164,0.164,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036009","Mettl25",1,"SE",1,0,1,0,0.144,0.144,1,"SE",1,0,1,0,0.246,0.246
"ENSMUSG00000036053","Fmnl2",2,"A5SS,SE",1,0,0,2,-0.1815,0.1815,2,"A5SS,SE",1,0,0,2,-0.1825,0.1825
"ENSMUSG00000036091","Hyal3",1,"SE",1,0,0,1,-0.359,0.359,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036104","Rab3gap1",1,"SE",1,1,1,0,0.191,0.191,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036167","Pphln1",1,"SE",1,0,0,1,-0.129,0.129,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036180","Gatad2a",1,"SE",1,0,1,0,0.199,0.199,2,"MXE,SE",1,0,1,1,0.058,0.207
"ENSMUSG00000036281","Snapc4",2,"RI,SE",1,0,0,2,-0.1535,0.1535,3,"A5SS,RI,SE",1,0,1,2,-0.1353,0.294
"ENSMUSG00000036333","Kidins220",1,"SE",1,0,1,0,0.144,0.144,2,"SE",2,0,1,1,0.012,0.14
"ENSMUSG00000036435","Exoc1",1,"SE",1,1,1,0,0.252,0.252,1,"SE",1,1,1,0,0.186,0.186
"ENSMUSG00000036528","Ppfibp2",1,"SE",1,0,1,0,0.114,0.114,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036529","Sbf1",1,"SE",1,1,1,0,0.134,0.134,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036578","Fxyd7",1,"SE",1,1,1,0,0.198,0.198,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036591","Arhgap21",1,"SE",1,1,1,0,0.21,0.21,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036639","Nudt1",1,"SE",1,0,1,0,0.122,0.122,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036745","Ttll7",1,"SE",1,0,1,0,0.158,0.158,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036768","Kif15",1,"SE",1,0,1,0,0.143,0.143,2,"A3SS,SE",1,0,1,1,0.032,0.151
"ENSMUSG00000036882","Arhgap33",1,"SE",1,0,1,0,0.106,0.106,1,"SE",1,0,1,0,0.13,0.13
"ENSMUSG00000037126","Psd",1,"SE",1,0,0,1,-0.107,0.107,1,"SE",1,0,0,1,-0.193,0.193
"ENSMUSG00000037151","Lrrc20",1,"SE",1,0,1,0,0.141,0.141,1,"SE",1,0,1,0,0.137,0.137
"ENSMUSG00000037211","Spry1",1,"SE",1,0,0,1,-0.151,0.151,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037236","Matr3",1,"SE",1,0,1,0,0.172,0.172,1,"SE",1,0,1,0,0.11,0.11
"ENSMUSG00000037270","Bltp1",1,"SE",1,0,1,0,0.105,0.105,2,"SE",2,0,1,1,-0.038,0.16
"ENSMUSG00000037519","Ppfia1",1,"SE",1,1,1,0,0.265,0.265,2,"SE",2,2,1,1,-0.037,0.208
"ENSMUSG00000037541","Shank2",1,"SE",1,1,1,0,0.216,0.216,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037736","Limch1",1,"SE",1,0,0,1,-0.131,0.131,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037822","Smim14",1,"SE",1,0,0,1,-0.122,0.122,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037857","Nufip2",1,"SE",1,0,1,0,0.315,0.315,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037997","Parp11",1,"SE",1,0,1,0,0.298,0.298,0,"",0,0,0,0,NA,NA
"ENSMUSG00000038005","Hpf1",1,"SE",1,0,0,1,-0.128,0.128,1,"SE",1,0,1,0,0.118,0.118
"ENSMUSG00000038143","Stox2",1,"SE",1,0,1,0,0.109,0.109,1,"SE",1,0,1,0,0.168,0.168
"ENSMUSG00000038174","Hycc2",2,"A5SS,SE",1,0,0,2,-0.408,0.408,1,"A5SS",0,0,0,1,-0.367,0.367
"ENSMUSG00000038290","Smg6",1,"SE",1,0,1,0,0.119,0.119,0,"",0,0,0,0,NA,NA
"ENSMUSG00000038371","Sbf2",1,"SE",1,0,1,0,0.239,0.239,1,"SE",1,0,1,0,0.222,0.222
"ENSMUSG00000038696","Mapkap1",1,"SE",1,0,1,0,0.263,0.263,2,"SE",2,0,1,1,0.004,0.148
"ENSMUSG00000038775","Vill",1,"SE",1,0,1,0,0.141,0.141,0,"",0,0,0,0,NA,NA
"ENSMUSG00000038780","Smurf1",1,"SE",1,0,1,0,0.11,0.11,0,"",0,0,0,0,NA,NA
"ENSMUSG00000038807","Rap1gap2",1,"SE",1,0,1,0,0.148,0.148,1,"SE",1,0,1,0,0.148,0.148
"ENSMUSG00000038876","Rnf146",1,"SE",1,0,1,0,0.111,0.111,1,"SE",1,0,1,0,0.173,0.173
"ENSMUSG00000039159","Ube2h",1,"SE",1,0,1,0,0.13,0.13,1,"SE",1,0,1,0,0.147,0.147
"ENSMUSG00000039262","Prrc2b",1,"SE",1,0,1,0,0.157,0.157,1,"SE",1,0,1,0,0.132,0.132
"ENSMUSG00000039275","Foxk2",1,"SE",1,0,0,1,-0.253,0.253,1,"SE",1,0,0,1,-0.276,0.276
"ENSMUSG00000039361","Picalm",1,"SE",1,1,1,0,0.118,0.118,1,"SE",1,1,0,1,-0.188,0.188
"ENSMUSG00000039367","Sec24c",1,"SE",1,0,1,0,0.143,0.143,1,"SE",1,0,1,0,0.148,0.148
"ENSMUSG00000039470","Zdhhc2",1,"SE",1,0,1,0,0.185,0.185,0,"",0,0,0,0,NA,NA
"ENSMUSG00000039477","Tnrc18",1,"SE",1,0,0,1,-0.125,0.125,1,"SE",1,0,0,1,-0.152,0.152
"ENSMUSG00000039628","Hs3st6",1,"SE",1,0,1,0,0.455,0.455,1,"SE",1,0,1,0,0.111,0.111
"ENSMUSG00000039671","Zmynd8",1,"SE",1,1,1,0,0.206,0.206,2,"A5SS,SE",1,1,1,1,-0.012,0.146
"ENSMUSG00000039860","Srrm3",1,"SE",1,1,1,0,0.114,0.114,0,"",0,0,0,0,NA,NA
"ENSMUSG00000039934","Gsap",2,"RI,SE",1,0,0,2,-0.2605,0.2605,2,"RI,SE",1,0,0,2,-0.364,0.364
"ENSMUSG00000039943","Plcb4",1,"SE",1,0,1,0,0.112,0.112,0,"",0,0,0,0,NA,NA
"ENSMUSG00000039952","Dag1",1,"SE",1,0,1,0,0.104,0.104,0,"",0,0,0,0,NA,NA
"ENSMUSG00000039958","Etfbkmt",1,"SE",1,0,1,0,0.132,0.132,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040111","Gramd1b",1,"SE",1,1,1,0,0.133,0.133,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040123","Zmym5",1,"SE",1,0,1,0,0.114,0.114,1,"SE",1,0,0,1,-0.257,0.257
"ENSMUSG00000040139","9430038I01Rik",1,"SE",1,0,0,1,-0.186,0.186,1,"SE",1,0,0,1,-0.162,0.162
"ENSMUSG00000040354","Mars1",2,"RI,SE",1,1,0,2,-0.1295,0.1295,2,"RI,SE",1,1,0,2,-0.193,0.193
"ENSMUSG00000040428","Plekha4",1,"SE",1,0,1,0,0.177,0.177,1,"SE",1,0,0,1,-0.133,0.133
"ENSMUSG00000040451","Sgms1",1,"SE",1,0,1,0,0.14,0.14,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040455","Usp45",1,"SE",1,0,0,1,-0.102,0.102,1,"SE",1,0,0,1,-0.153,0.153
"ENSMUSG00000040537","Adam22",1,"SE",1,1,1,0,0.13,0.13,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040557","Mettl27",1,"SE",1,0,1,0,0.186,0.186,1,"SE",1,0,1,0,0.178,0.178
"ENSMUSG00000040669","Phc1",1,"SE",1,0,0,1,-0.108,0.108,1,"RI",0,0,0,1,-0.11,0.11
"ENSMUSG00000040687","Madd",1,"SE",1,1,1,0,0.143,0.143,2,"A5SS",0,0,2,0,0.165,0.165
"ENSMUSG00000040711","Sh3pxd2b",1,"SE",1,0,1,0,0.172,0.172,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040782","Cop1",1,"SE",1,0,0,1,-0.103,0.103,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040929","Rfx3",1,"SE",1,0,1,0,0.122,0.122,2,"SE",2,0,2,0,0.1265,0.1265
"ENSMUSG00000040940","Arhgef1",1,"SE",1,1,1,0,0.131,0.131,2,"A3SS,SE",1,0,1,1,-0.0125,0.2345
"ENSMUSG00000040990","Sh3kbp1",2,"MXE,SE",1,0,0,2,-0.4705,0.4705,0,"",0,0,0,0,NA,NA
"ENSMUSG00000041225","Arhgap12",1,"SE",1,0,1,0,0.105,0.105,1,"SE",1,0,1,0,0.116,0.116
"ENSMUSG00000041258","Zfp236",1,"SE",1,0,1,0,0.124,0.124,0,"",0,0,0,0,NA,NA
"ENSMUSG00000041570","Camsap2",1,"SE",1,0,1,0,0.246,0.246,1,"SE",1,0,1,0,0.169,0.169
"ENSMUSG00000041607","Mbp",1,"SE",1,0,0,1,-0.267,0.267,1,"SE",1,0,0,1,-0.191,0.191
"ENSMUSG00000041654","Slc39a11",1,"SE",1,0,1,0,0.224,0.224,0,"",0,0,0,0,NA,NA
"ENSMUSG00000041769","Ppp2r2d",1,"SE",1,0,0,1,-0.426,0.426,1,"SE",1,0,0,1,-0.343,0.343
"ENSMUSG00000041890","Git2",1,"SE",1,0,0,1,-0.106,0.106,2,"SE",2,2,0,2,-0.149,0.149
"ENSMUSG00000041921","Metap1d",1,"SE",1,0,1,0,0.233,0.233,0,"",0,0,0,0,NA,NA
"ENSMUSG00000041977","Arhgef11",1,"SE",1,1,1,0,0.146,0.146,1,"SE",1,0,0,1,-0.106,0.106
"ENSMUSG00000042133","Ppig",1,"SE",1,0,0,1,-0.251,0.251,0,"",0,0,0,0,NA,NA
"ENSMUSG00000042156","Dzip1",1,"SE",1,0,0,1,-0.149,0.149,1,"SE",1,0,0,1,-0.175,0.175
"ENSMUSG00000042354","Gnl3",1,"SE",1,0,0,1,-0.446,0.446,0,"",0,0,0,0,NA,NA
"ENSMUSG00000042439","Zfp532",1,"SE",1,0,1,0,0.249,0.249,3,"SE",3,0,1,2,-0.0673,0.2127
"ENSMUSG00000042632","Pla2g6",1,"SE",1,0,0,1,-0.126,0.126,1,"SE",1,1,0,1,-0.205,0.205
"ENSMUSG00000042675","Ypel3",1,"SE",1,0,0,1,-0.36,0.36,0,"",0,0,0,0,NA,NA
"ENSMUSG00000042787","Exog",1,"SE",1,0,0,1,-0.15,0.15,2,"SE",2,0,0,2,-0.2035,0.2035
"ENSMUSG00000042997","Nhlrc3",1,"SE",1,0,0,1,-0.174,0.174,0,"",0,0,0,0,NA,NA
"ENSMUSG00000043384","Gprasp1",2,"MXE,SE",1,0,1,1,-0.0035,0.1125,1,"MXE",0,0,0,1,-0.146,0.146
"ENSMUSG00000043411","Usp48",1,"SE",1,0,0,1,-0.126,0.126,1,"SE",1,0,0,1,-0.138,0.138
"ENSMUSG00000043831","Lysmd4",1,"SE",1,1,1,0,0.106,0.106,1,"SE",1,1,0,1,-0.241,0.241
"ENSMUSG00000044164","Rnf182",1,"SE",1,0,1,0,0.115,0.115,1,"SE",1,0,1,0,0.108,0.108
"ENSMUSG00000044712","Slc38a6",1,"SE",1,0,1,0,0.319,0.319,1,"SE",1,0,1,0,0.309,0.309
"ENSMUSG00000045098","Kmt5b",1,"SE",1,0,1,0,0.138,0.138,0,"",0,0,0,0,NA,NA
"ENSMUSG00000045251","Zfp688",1,"SE",1,0,0,1,-0.101,0.101,0,"",0,0,0,0,NA,NA
"ENSMUSG00000045252","Zfp574",1,"SE",1,0,0,1,-0.227,0.227,0,"",0,0,0,0,NA,NA
"ENSMUSG00000045438","Cox19",1,"SE",1,0,0,1,-0.201,0.201,1,"SE",1,0,0,1,-0.271,0.271
"ENSMUSG00000045659","Plekha7",1,"SE",1,0,1,0,0.228,0.228,1,"SE",1,0,0,1,-0.131,0.131
