"GeneID","geneSymbol","max_abs_dPSI","best_dPSI","min_FDR","n_events","event_types"
"ENSMUSG00000019878","Hsf2",0.135,0.135,1.55494827807468e-05,1,"SE"
"ENSMUSG00000036555","Iqce",0.111,-0.111,1.55494827807468e-05,1,"SE"
"ENSMUSG00000028608","Czib",0.12,-0.12,1.5554723835629e-05,1,"RI"
"ENSMUSG00000021140","Pcnx",0.219,0.219,1.65998905050769e-05,4,"SE,MXE"
"ENSMUSG00000032480","Dhx30",0.332,-0.332,1.7389259144905e-05,2,"SE,RI"
"ENSMUSG00000024180","Pgap6",0.209,0.209,1.75436698033925e-05,2,"RI"
"ENSMUSG00000023942","Slc29a1",0.117,0.117,1.78279092179806e-05,2,"SE"
"ENSMUSG00000094870","Zfp131",0.127,-0.127,1.79092749414568e-05,1,"RI"
"ENSMUSG00000001134","Uxt",0.304,-0.304,1.8838970051458e-05,1,"SE"
"ENSMUSG00000035164","Zc3h12c",0.135,-0.135,1.90128423900859e-05,1,"SE"
"ENSMUSG00000042328","Hps4",0.127,-0.127,1.91772265809203e-05,1,"RI"
"ENSMUSG00000055632","Hmcn2",0.106,-0.106,1.9381829736783e-05,1,"SE"
"ENSMUSG00000050357","Carmil2",0.133,-0.133,1.96523039723309e-05,1,"SE"
"ENSMUSG00000044348","Slc25a53",0.161,0.161,1.97235780443901e-05,2,"SE"
"ENSMUSG00000027550","Lrrcc1",0.118,-0.118,2.01428518630461e-05,1,"A3SS"
"ENSMUSG00000028803","Nipal3",0.153,0.153,2.03845803510113e-05,1,"SE"
"ENSMUSG00000025272","Tro",0.116,-0.116,2.05882406649308e-05,1,"RI"
"ENSMUSG00000006281","Tep1",0.123,-0.123,2.08945366409815e-05,1,"SE"
"ENSMUSG00000090290","Tarbp1",0.19,0.19,2.10175151268717e-05,2,"SE"
"ENSMUSG00000038777","Sema6c",0.2,-0.2,2.142720006416e-05,3,"A5SS,A3SS,MXE"
"ENSMUSG00000029238","Clock",0.137,0.137,2.18442253316646e-05,1,"SE"
"ENSMUSG00000037369","Kdm6a",0.184,-0.184,2.24472145048661e-05,3,"SE,MXE"
"ENSMUSG00000026721","Rabgap1l",0.108,0.108,2.35549231268745e-05,1,"SE"
"ENSMUSG00000098098","Bvht",0.2,-0.2,2.40205472085346e-05,1,"A5SS"
"ENSMUSG00000022263","Trio",0.112,0.112,2.42694366486411e-05,1,"SE"
"ENSMUSG00000018999","Slc35b4",0.16,-0.16,2.42808243549289e-05,1,"SE"
"ENSMUSG00000024743","Syt7",0.137,0.137,2.46393202228475e-05,3,"SE,MXE"
"ENSMUSG00000039477","Tnrc18",0.152,-0.152,2.5423405300001e-05,1,"SE"
"ENSMUSG00000015363","Trabd",0.129,-0.129,2.59113569974066e-05,1,"MXE"
"ENSMUSG00000024843","Chka",0.13,0.13,2.59457583068219e-05,1,"SE"
"ENSMUSG00000040123","Zmym5",0.257,-0.257,2.72650929155964e-05,1,"SE"
"ENSMUSG00000039307","Hexdc",0.178,-0.178,2.77562641339823e-05,1,"A3SS"
"ENSMUSG00000052373","Mpp3",0.287,-0.287,2.79407271451267e-05,1,"A3SS"
"ENSMUSG00000044937","Ttc41",0.552,0.552,2.90695863609589e-05,4,"SE,MXE"
"ENSMUSG00000038533","Cbfa2t2",0.126,-0.126,2.93427147062171e-05,1,"SE"
"ENSMUSG00000028232","Tmem68",0.129,0.129,2.93604005525419e-05,1,"SE"
"ENSMUSG00000037426","Depdc5",0.191,0.191,2.96916896782272e-05,1,"A3SS"
"ENSMUSG00000037519","Ppfia1",0.245,-0.245,3.10346821548892e-05,2,"SE"
"ENSMUSG00000102976","Zc3h11a",0.13,0.13,3.14035198120558e-05,1,"SE"
"ENSMUSG00000035266","Helq",0.103,-0.103,3.1845494850088e-05,1,"A3SS"
"ENSMUSG00000019861","Gopc",0.466,-0.466,3.18726643492752e-05,1,"RI"
"ENSMUSG00000021782","Dlg5",0.2,0.2,3.21301936253784e-05,1,"SE"
"ENSMUSG00000001053","N4bp3",0.4,0.4,3.301150455564e-05,2,"SE"
"ENSMUSG00000060206","Zfp462",0.105,0.105,3.34966338150747e-05,1,"A3SS"
"ENSMUSG00000023007","Prpf40b",0.244,-0.244,3.4059672206175e-05,2,"SE,RI"
"ENSMUSG00000026584","Scyl3",0.135,-0.135,3.46035379606108e-05,1,"A3SS"
"ENSMUSG00000036138","Acaa1a",0.101,-0.101,3.47842379500198e-05,1,"A3SS"
"ENSMUSG00000004018","Fancl",0.415,0.415,3.48516826541624e-05,2,"SE"
"ENSMUSG00000021495","Fam193b",0.166,-0.166,3.52706147381082e-05,2,"SE"
"ENSMUSG00000023999","Kif6",0.312,-0.312,3.61083174456127e-05,1,"SE"
"ENSMUSG00000026648","Dclre1c",0.341,-0.341,3.84338005360231e-05,3,"SE,A3SS"
"ENSMUSG00000020732","Rab37",0.132,-0.132,3.87278373001197e-05,1,"SE"
"ENSMUSG00000032502","Stac",0.108,-0.108,4.08732219436128e-05,1,"SE"
"ENSMUSG00000029290","Zfp326",0.113,-0.113,4.1341582944059e-05,1,"RI"
"ENSMUSG00000042289","Hsd3b7",0.506,-0.506,4.17505835581551e-05,3,"SE"
"ENSMUSG00000094707","A830019P07Rik",0.197,0.197,4.17895702909678e-05,2,"SE,MXE"
"ENSMUSG00000005501","Usp40",0.45,0.45,4.2733933794174e-05,3,"SE"
"ENSMUSG00000029470","P2rx4",0.136,0.136,4.2733933794174e-05,1,"SE"
"ENSMUSG00000037907","Ankrd13b",0.112,-0.112,4.35291210008517e-05,1,"SE"
"ENSMUSG00000086629","2810403D21Rik",0.24,-0.24,4.4076127164896e-05,4,"SE,MXE"
"ENSMUSG00000014856","Tmem208",0.143,-0.143,4.46844904194545e-05,2,"SE,RI"
"ENSMUSG00000045679","Pqlc3",0.291,-0.291,4.63002303079279e-05,1,"SE"
"ENSMUSG00000026857","Ntmt1",0.117,0.117,4.66553786739839e-05,1,"SE"
"ENSMUSG00000024926","Kat5",0.139,-0.139,4.70464776275041e-05,1,"SE"
"ENSMUSG00000028188","Spata1",0.28,-0.28,4.70464776275041e-05,1,"SE"
"ENSMUSG00000030199","Etv6",0.151,-0.151,4.71597423114658e-05,1,"SE"
"ENSMUSG00000036882","Arhgap33",0.13,0.13,4.78884520823887e-05,1,"SE"
"ENSMUSG00000027936","Crtc2",0.258,-0.258,4.83284141313497e-05,1,"RI"
"ENSMUSG00000003847","Nfat5",0.181,0.181,5.01560445755399e-05,1,"SE"
"ENSMUSG00000037935","Smarce1",0.51,-0.51,5.23687259779767e-05,1,"SE"
"ENSMUSG00000038174","Hycc2",0.367,-0.367,5.31634547412658e-05,1,"A5SS"
"ENSMUSG00000027879","Sec22b",0.437,-0.437,5.44219002521102e-05,1,"SE"
"ENSMUSG00000035342","Lzts2",0.455,0.455,5.53412016750923e-05,1,"SE"
"ENSMUSG00000024381","Bin1",0.168,-0.168,5.60443015233383e-05,1,"SE"
"ENSMUSG00000021313","Ryr2",0.199,0.199,5.62550019090521e-05,1,"SE"
"ENSMUSG00000068686","Cd59b",0.344,0.344,5.62550019090521e-05,1,"SE"
"ENSMUSG00000037885","Stk35",0.154,-0.154,5.81443173539401e-05,1,"SE"
"ENSMUSG00000041229","Phf8",0.162,-0.162,5.82565132619382e-05,1,"SE"
"ENSMUSG00000033467","Crlf2",0.153,-0.153,5.8499206511038e-05,2,"SE"
"ENSMUSG00000003809","Gcdh",0.24,-0.24,5.95597719296359e-05,1,"MXE"
"ENSMUSG00000028467","Gba2",0.224,-0.224,6.0372484480033e-05,1,"RI"
"ENSMUSG00000058503","Fam133b",0.138,-0.138,6.20219772855631e-05,1,"RI"
"ENSMUSG00000107271","BC028471",0.119,-0.119,6.28851338269173e-05,1,"SE"
"ENSMUSG00000058486","Wdr91",0.599,-0.599,6.38126107351054e-05,1,"SE"
"ENSMUSG00000001995","Sipa1l2",0.157,0.157,6.38313611492324e-05,1,"SE"
"ENSMUSG00000110218","Tincr",0.158,-0.158,6.38313611492324e-05,1,"SE"
"ENSMUSG00000023764","Sfi1",0.173,0.173,6.38691009313994e-05,3,"SE,A5SS"
"ENSMUSG00000051297","2410124H12Rik",0.209,-0.209,6.47204161820732e-05,3,"SE"
"ENSMUSG00000053510","Nrd1",0.236,-0.236,6.49148509418852e-05,1,"SE"
"ENSMUSG00000034570","Inpp5j",0.254,-0.254,6.67913257397157e-05,1,"RI"
"ENSMUSG00000026121","Sema4c",0.133,0.133,6.68530402090925e-05,1,"A3SS"
"ENSMUSG00000025050","Pcgf6",0.192,-0.192,6.80291273311075e-05,1,"SE"
"ENSMUSG00000021327","Zkscan3",0.243,-0.243,6.8107876541556e-05,1,"SE"
"ENSMUSG00000022044","Stmn4",0.11,0.11,6.8547636495382e-05,1,"SE"
"ENSMUSG00000030016","Zfp638",0.182,0.182,7.13418326664609e-05,4,"SE"
"ENSMUSG00000001082","Mfsd10",0.123,0.123,7.18703713717513e-05,1,"RI"
"ENSMUSG00000054808","Actn4",0.11,-0.11,7.33396025610593e-05,1,"SE"
"ENSMUSG00000014767","Tbp",0.12,-0.12,7.4493073450418e-05,1,"A5SS"
"ENSMUSG00000070003","Ssbp4",0.116,0.116,7.50143687149244e-05,1,"RI"
"ENSMUSG00000073427","Gm4924",0.426,0.426,7.51877716939103e-05,1,"SE"
"ENSMUSG00000025813","Homer2",0.122,-0.122,7.52817146279924e-05,1,"A5SS"
"ENSMUSG00000064302","Clasp1",0.148,0.148,7.84067209058939e-05,2,"SE"
"ENSMUSG00000036580","Spg20",0.109,-0.109,7.87292144297463e-05,1,"SE"
"ENSMUSG00000037236","Matr3",0.11,0.11,7.9989984690331e-05,1,"SE"
"ENSMUSG00000041617","Ccdc74a",0.362,0.362,8.03774897972506e-05,1,"MXE"
"ENSMUSG00000031367","Ap1s2",0.755,-0.755,8.08260460600262e-05,1,"SE"
"ENSMUSG00000037994","Slc9b2",0.207,0.207,8.22259994007547e-05,4,"SE"
"ENSMUSG00000005682","Pan2",0.114,-0.114,8.27880971527687e-05,1,"RI"
"ENSMUSG00000028487","Bnc2",0.15,0.15,8.28312764529383e-05,3,"SE"
"ENSMUSG00000055013","Agap1",0.145,-0.145,8.28312764529383e-05,1,"SE"
"ENSMUSG00000002477","Snrpd1",0.108,-0.108,8.64525148203521e-05,1,"SE"
"ENSMUSG00000030960","Eef1akmt2",0.144,-0.144,8.64525148203521e-05,1,"SE"
"ENSMUSG00000028106","Rprd2",0.227,0.227,8.70069424723236e-05,1,"SE"
"ENSMUSG00000018669","Cdk5rap3",0.241,-0.241,8.75270001301511e-05,1,"A3SS"
"ENSMUSG00000025958","Creb1",0.169,0.169,8.89599809892104e-05,2,"SE,MXE"
"ENSMUSG00000091474","2610021A01Rik",0.24,-0.24,9.0611329107281e-05,3,"SE"
"ENSMUSG00000026867","Gapvd1",0.133,-0.133,9.25465424568475e-05,1,"A5SS"
"ENSMUSG00000059273","Zc3h4",0.179,-0.179,9.45733713744004e-05,1,"SE"
"ENSMUSG00000034164","Emid1",0.141,0.141,9.49141602654357e-05,1,"SE"
"ENSMUSG00000038005","Hpf1",0.118,0.118,9.52976432449854e-05,1,"SE"
"ENSMUSG00000027858","Tspan2",0.111,0.111,9.56900357245781e-05,1,"MXE"
"ENSMUSG00000100826","Snhg14",0.234,-0.234,9.56900357245781e-05,1,"MXE"
"ENSMUSG00000040842","Szrd1",0.103,0.103,9.67694947276558e-05,1,"SE"
"ENSMUSG00000039298","Cdk5rap2",0.2,-0.2,9.75081230277943e-05,1,"SE"
"ENSMUSG00000020831","0610010K14Rik",0.107,-0.107,9.82594444425382e-05,1,"SE"
"ENSMUSG00000007035","Msh5",0.322,-0.322,9.86006679279446e-05,2,"SE"
"ENSMUSG00000021809","Nudt13",0.227,-0.227,9.93229412540958e-05,7,"SE,RI"
"ENSMUSG00000025586","Cpeb1",0.114,0.114,0.000100183303536097,2,"MXE"
"ENSMUSG00000037720","Tmem33",0.109,0.109,0.000101846410831981,1,"RI"
"ENSMUSG00000022324","Matn2",0.407,-0.407,0.00010369191856306,1,"A3SS"
"ENSMUSG00000019982","Myb",0.12,-0.12,0.000103745957149079,1,"SE"
"ENSMUSG00000031150","Ccdc120",0.109,0.109,0.000109920254721906,1,"SE"
"ENSMUSG00000027340","Slc23a2",0.127,0.127,0.000110574371411442,1,"SE"
"ENSMUSG00000118663","Spata5l1",0.157,-0.157,0.000111154817662421,1,"SE"
"ENSMUSG00000027677","Ttc14",0.183,0.183,0.000112639655519061,1,"A3SS"
"ENSMUSG00000116953","9030025P20Rik",0.176,-0.176,0.000112639655519061,2,"SE,A3SS"
"ENSMUSG00000000296","Tpd52l1",0.592,-0.592,0.000113527244093131,2,"SE"
"ENSMUSG00000006649","Nphs1",0.366,0.366,0.000113889022767306,3,"SE,MXE"
"ENSMUSG00000071176","Arhgef10",0.152,-0.152,0.000114883422208277,1,"SE"
"ENSMUSG00000024013","Fgd2",0.114,-0.114,0.000115103588951085,1,"RI"
"ENSMUSG00000026821","Ralgds",0.121,0.121,0.000116536458280487,1,"A3SS"
"ENSMUSG00000030409","Dmpk",0.186,-0.186,0.000116923917166716,3,"SE,A5SS,RI"
"ENSMUSG00000015452","Ager",0.155,-0.155,0.000118115100493857,3,"SE,RI"
"ENSMUSG00000015957","Wnt11",0.436,-0.436,0.000119033121062084,1,"A5SS"
"ENSMUSG00000010086","Rnf112",0.405,-0.405,0.000119537807668699,2,"SE"
"ENSMUSG00000044229","Nxpe4",0.209,-0.209,0.000122573363335157,6,"SE"
"ENSMUSG00000045349","Sh2d5",0.58,0.58,0.00012291311113261,2,"SE"
"ENSMUSG00000021952","Xpo4",0.152,-0.152,0.000122946455953211,1,"SE"
"ENSMUSG00000047021","Cfap65",0.194,0.194,0.000123179837771212,2,"SE,MXE"
"ENSMUSG00000036202","Rif1",0.101,0.101,0.000123252539866031,1,"SE"
"ENSMUSG00000032423","Syncrip",0.131,-0.131,0.000125063340246492,1,"SE"
"ENSMUSG00000058318","Phf21a",0.307,-0.307,0.000129630711321597,3,"SE"
"ENSMUSG00000073609","D2hgdh",0.169,-0.169,0.000129992332700237,1,"SE"
"ENSMUSG00000098488","Pla2g4b",0.265,-0.265,0.000130865569082792,1,"RI"
"ENSMUSG00000042210","Abhd14a",0.414,-0.414,0.000131182860728079,1,"SE"
"ENSMUSG00000000631","Myo18a",0.444,-0.444,0.000131915200960212,2,"SE"
"ENSMUSG00000039623","Ap5z1",0.14,-0.14,0.000132275495713173,1,"RI"
"ENSMUSG00000035158","Mitf",0.133,-0.133,0.00013416782293556,1,"SE"
"ENSMUSG00000004677","Myo9b",0.168,0.168,0.000135381923667282,3,"SE,A3SS,RI"
"ENSMUSG00000031993","Snx19",0.151,-0.151,0.000136871884304084,1,"SE"
"ENSMUSG00000037022","Mmaa",0.373,-0.373,0.000138368747953419,1,"SE"
"ENSMUSG00000037148","Arhgap10",0.102,0.102,0.000138605833264212,1,"SE"
"ENSMUSG00000087411","Gm16048",0.273,-0.273,0.000140073937080836,1,"SE"
"ENSMUSG00000039065","Atpsckmt",0.191,0.191,0.000141988828635254,1,"SE"
"ENSMUSG00000021747","Cfap20dc",0.181,-0.181,0.000148485998014432,1,"SE"
"ENSMUSG00000030534","Vps33b",0.2,0.2,0.000149710864898505,2,"MXE"
"ENSMUSG00000045659","Plekha7",0.131,-0.131,0.00014979744909032,1,"SE"
"ENSMUSG00000067424","Zfp563",0.109,0.109,0.000151098256343276,1,"SE"
"ENSMUSG00000034616","Ssh3",0.267,-0.267,0.000151679272847905,3,"SE,RI"
"ENSMUSG00000027035","Cers6",0.146,-0.146,0.00015261431686225,1,"SE"
"ENSMUSG00000021901","Bap1",0.145,-0.145,0.000155157624738601,1,"RI"
"ENSMUSG00000079509","Zfx",0.279,-0.279,0.000155866825924027,1,"SE"
"ENSMUSG00000001988","Npas1",0.117,0.117,0.000155889898031129,2,"SE,A5SS"
"ENSMUSG00000045962","Wnk1",0.329,-0.329,0.000157355165073903,1,"A5SS"
"ENSMUSG00000042901","Aida",0.37,0.37,0.000157673920517548,1,"SE"
"ENSMUSG00000030505","Prmt3",0.186,-0.186,0.000158285060328964,1,"SE"
"ENSMUSG00000087177","E130307A14Rik",0.421,-0.421,0.000159046178629461,6,"SE"
"ENSMUSG00000032217","Rnf111",0.122,0.122,0.000161509182999405,3,"SE,A3SS"
"ENSMUSG00000002496","Tsc2",0.136,-0.136,0.00016420310232901,1,"SE"
"ENSMUSG00000027284","Cdan1",0.234,-0.234,0.000164315004129418,5,"SE,A5SS,MXE"
"ENSMUSG00000031497","Tnfsf13b",0.177,-0.177,0.000166593777625775,1,"SE"
"ENSMUSG00000034343","Ube2f",0.203,-0.203,0.000169952569417112,3,"SE,A3SS,MXE"
"ENSMUSG00000029283","Cdc7",0.117,-0.117,0.000172118653446014,1,"RI"
"ENSMUSG00000029478","Ncor2",0.104,-0.104,0.000172308444465244,1,"SE"
"ENSMUSG00000034462","Pkd2",0.236,0.236,0.000175165537319768,1,"SE"
"ENSMUSG00000042500","Ago4",0.312,-0.312,0.000178270325410636,1,"SE"
"ENSMUSG00000022364","Tbc1d31",0.285,0.285,0.000181330356383035,1,"SE"
"ENSMUSG00000005687","Bcas2",0.144,-0.144,0.000185063981603644,1,"RI"
"ENSMUSG00000039963","Ccdc40",0.11,0.11,0.00018529351727452,2,"SE,RI"
"ENSMUSG00000117679","Apbb3",0.142,-0.142,0.000190000996648523,2,"SE,RI"
"ENSMUSG00000012296","Tjap1",0.127,-0.127,0.000192407295570125,1,"SE"
"ENSMUSG00000020409","Slu7",0.112,0.112,0.000192861947503053,1,"SE"
"ENSMUSG00000040940","Arhgef1",0.247,-0.247,0.00019458006140348,2,"SE,A3SS"
"ENSMUSG00000035620","Ric8b",0.376,-0.376,0.000194791423108541,1,"SE"
"ENSMUSG00000024754","Cemip2",0.115,0.115,0.000197172422920368,1,"SE"
"ENSMUSG00000021235","Coq6",0.183,-0.183,0.000198293347477234,1,"RI"
"ENSMUSG00000052748","Swt1",0.316,0.316,0.000198346347251937,1,"SE"
"ENSMUSG00000028060","Khdc4",0.138,-0.138,0.000201582147922291,1,"A3SS"
"ENSMUSG00000044950","Pwwp2a",0.105,-0.105,0.000202594042882483,1,"SE"
"ENSMUSG00000017652","Cd40",0.108,-0.108,0.000206461651473083,1,"SE"
"ENSMUSG00000039662","Icmt",0.109,0.109,0.000207488581034183,1,"SE"
"ENSMUSG00000033102","Cdc14b",0.535,0.535,0.000208947045737529,2,"SE"
"ENSMUSG00000034675","Dbn1",0.182,-0.182,0.000213145988040138,1,"RI"
"ENSMUSG00000022973","Synj1",0.422,0.422,0.000220853498945123,3,"SE,MXE"
"ENSMUSG00000086035","Gm12610",0.284,-0.284,0.000220853498945123,12,"SE"
"ENSMUSG00000026017","Carf",0.292,-0.292,0.000221117254660401,2,"SE,A3SS"
"ENSMUSG00000006342","Susd2",0.103,-0.103,0.000225144159132019,1,"SE"
"ENSMUSG00000022552","Sharpin",0.108,0.108,0.000225632880678854,1,"RI"
"ENSMUSG00000000838","Fmr1",0.141,-0.141,0.000226504396992143,1,"A3SS"
"ENSMUSG00000034377","Tulp4",0.497,-0.497,0.000230168188191636,1,"SE"
"ENSMUSG00000056486","Chn1",0.2,-0.2,0.000230654801698775,2,"SE"
"ENSMUSG00000090086","AI480526",0.194,-0.194,0.000231046609705001,1,"A5SS"
"ENSMUSG00000024983","Vti1a",0.171,0.171,0.000231369095081125,1,"SE"
"ENSMUSG00000026708","Cenpl",0.151,0.151,0.000232970458336873,1,"RI"
"ENSMUSG00000043843","Tmem145",0.132,0.132,0.000232970458336873,1,"RI"
"ENSMUSG00000041936","Agrn",0.154,-0.154,0.000233047696470748,1,"RI"
"ENSMUSG00000024160","Spsb3",0.103,0.103,0.000241058741324915,1,"RI"
"ENSMUSG00000032316","Clk3",0.187,-0.187,0.000241058741324915,1,"RI"
"ENSMUSG00000079671","2610203C22Rik",0.11,0.11,0.000241444484792389,1,"SE"
"ENSMUSG00000026384","Ptpn4",0.193,0.193,0.000244615962471892,2,"SE,MXE"
"ENSMUSG00000024073","Birc6",0.151,0.151,0.000246892324337427,2,"SE,A5SS"
"ENSMUSG00000079011","Gm11033",0.249,0.249,0.000248035357492212,2,"SE"
"ENSMUSG00000019039","Dalrd3",0.137,-0.137,0.000250374632751152,1,"RI"
"ENSMUSG00000059288","Cdyl",0.187,-0.187,0.000250423747500242,1,"SE"
"ENSMUSG00000006344","Ggt5",0.165,-0.165,0.000251059822237387,1,"SE"
"ENSMUSG00000022353","Mtss1",0.124,0.124,0.000251059822237387,1,"SE"
"ENSMUSG00000026087","Mrpl30",0.162,0.162,0.000251829402486045,1,"SE"
"ENSMUSG00000051285","Pcmtd1",0.136,-0.136,0.000253358463558074,1,"SE"
"ENSMUSG00000021149","Gtpbp4",0.129,0.129,0.000254734555845011,1,"RI"
"ENSMUSG00000029141","Slc4a1ap",0.161,0.161,0.000257833989477713,1,"A3SS"
"ENSMUSG00000020604","Arsg",0.178,-0.178,0.000260291157947316,1,"MXE"
"ENSMUSG00000074818","Pdzd7",0.109,0.109,0.000260824319092781,1,"SE"
"ENSMUSG00000021224","Numb",0.109,0.109,0.000270324741562492,1,"SE"
"ENSMUSG00000020451","Limk2",0.334,0.334,0.000270364223648166,3,"SE,MXE"
"ENSMUSG00000056938","Acbd4",0.296,-0.296,0.000270430632618717,1,"RI"
"ENSMUSG00000004933","Matk",0.154,0.154,0.000273546181549599,1,"RI"
"ENSMUSG00000042156","Dzip1",0.175,-0.175,0.000284530970902436,1,"SE"
"ENSMUSG00000023935","Spats1",0.204,-0.204,0.000285035966109889,2,"SE"
"ENSMUSG00000049643","2310022A10Rik",0.137,-0.137,0.000285681015458883,1,"RI"
"ENSMUSG00000020121","Srgap1",0.264,-0.264,0.000289480129796794,1,"SE"
"ENSMUSG00000042831","Alkbh6",0.124,-0.124,0.000291629588036569,1,"A3SS"
"ENSMUSG00000039934","Gsap",0.482,-0.482,0.000291834909686354,2,"SE,RI"
"ENSMUSG00000073125","Xlr3b",0.143,-0.143,0.000293974833715858,1,"RI"
"ENSMUSG00000028528","Dnajc6",0.452,0.452,0.000295766363456992,1,"SE"
"ENSMUSG00000042258","Isl1",0.102,0.102,0.000296558735672374,1,"MXE"
"ENSMUSG00000042594","Sh2b3",0.145,-0.145,0.000296875359253506,1,"SE"
"ENSMUSG00000050944","Efcab5",0.497,0.497,0.000303249166743433,1,"SE"
"ENSMUSG00000097080","1700086O06Rik",0.455,0.455,0.000304020570954701,3,"SE"
"ENSMUSG00000040506","Ambra1",0.121,0.121,0.000310654817624556,1,"SE"
"ENSMUSG00000005936","Kctd20",0.186,0.186,0.000310698993278985,1,"SE"
"ENSMUSG00000042589","Cux2",0.312,0.312,0.000315373777062646,1,"SE"
"ENSMUSG00000020131","Pcsk4",0.157,0.157,0.000318661703243936,2,"SE,MXE"
"ENSMUSG00000025213","Kazald1",0.126,-0.126,0.000319485934799967,2,"SE"
"ENSMUSG00000035597","Prpf39",0.198,-0.198,0.000320191755661519,3,"SE"
"ENSMUSG00000042790","Rnf214",0.137,-0.137,0.000322758609049771,1,"MXE"
"ENSMUSG00000022773","Ypel1",0.122,-0.122,0.000330424867935669,1,"SE"
"ENSMUSG00000121496","Ube2d-ps",0.293,0.293,0.000333030929211868,3,"SE,A5SS,MXE"
"ENSMUSG00000022378","Cyrib",0.147,0.147,0.000334680036304387,1,"SE"
"ENSMUSG00000027200","Sema6d",0.171,-0.171,0.000335248737922367,1,"A3SS"
"ENSMUSG00000031156","Slc35a2",0.102,-0.102,0.000336218499461787,1,"SE"
"ENSMUSG00000054894","Dmac2l",0.11,0.11,0.000336218499461787,1,"SE"
"ENSMUSG00000120204","Gm56850",0.17,-0.17,0.000338447642091397,1,"A5SS"
"ENSMUSG00000086382","Chrna1os",0.45,0.45,0.000345081690782519,1,"A5SS"
"ENSMUSG00000070047","Fat1",0.138,-0.138,0.000348887397739424,1,"SE"
"ENSMUSG00000022012","Enox1",0.115,0.115,0.000352031808409297,1,"SE"
"ENSMUSG00000040183","Ankrd6",0.16,-0.16,0.000357949181969969,1,"SE"
"ENSMUSG00000059439","Bcas3",0.231,0.231,0.000365430890238214,1,"SE"
"ENSMUSG00000026113","Inpp4a",0.191,0.191,0.000369519441417414,3,"SE,A5SS"
"ENSMUSG00000002249","Tead3",0.229,-0.229,0.000370349607954399,1,"RI"
"ENSMUSG00000025648","Pfkfb4",0.141,-0.141,0.000377174615483041,1,"A3SS"
"ENSMUSG00000027601","Mtfr1",0.111,-0.111,0.000379251310856311,1,"SE"
"ENSMUSG00000051517","Arhgef39",0.12,-0.12,0.00038009689710299,1,"RI"
"ENSMUSG00000021614","Vcan",0.46,0.46,0.000385729549511172,1,"SE"
"ENSMUSG00000054426","A930005H10Rik",0.186,0.186,0.000386585561821579,2,"SE"
"ENSMUSG00000032966","Fkbp1a",0.142,-0.142,0.000396544626633196,1,"A3SS"
"ENSMUSG00000055150","Zfp78",0.177,-0.177,0.00039825226049497,1,"SE"
"ENSMUSG00000033364","Usp37",0.162,-0.162,0.000399232129861917,1,"SE"
"ENSMUSG00000020814","Mxra7",0.104,-0.104,0.000399471461342716,1,"SE"
"ENSMUSG00000002012","Pnck",0.135,0.135,0.00040050022321504,1,"SE"
"ENSMUSG00000033730","Egr3",0.126,0.126,0.000400727200939585,1,"SE"
"ENSMUSG00000046311","Zfp62",0.468,0.468,0.00040217081057994,2,"SE"
"ENSMUSG00000031634","Ufsp2",0.12,-0.12,0.000405197619266581,1,"RI"
"ENSMUSG00000069227","Gprin1",0.102,0.102,0.000405519870873261,1,"SE"
"ENSMUSG00000058388","Phtf1",0.288,-0.288,0.000407850806976467,1,"SE"
"ENSMUSG00000027281","Slx4ip",0.302,0.302,0.00041125046024569,1,"SE"
"ENSMUSG00000030688","Stard10",0.265,0.265,0.000416160657644203,1,"SE"
"ENSMUSG00000035086","Becn1",0.116,-0.116,0.000417896791558767,2,"A3SS,MXE"
"ENSMUSG00000074813","Morrbid",0.176,0.176,0.000418863049318098,1,"SE"
"ENSMUSG00000040209","Zfp704",0.634,-0.634,0.000431238644821096,2,"SE,MXE"
"ENSMUSG00000073016","Uprt",0.181,-0.181,0.00043168820308956,2,"SE"
"ENSMUSG00000022637","Cblb",0.2,-0.2,0.000433210228190776,2,"SE,MXE"
"ENSMUSG00000047617","Paxx",0.112,-0.112,0.000445282830365399,1,"SE"
"ENSMUSG00000105068","Gm30835",0.138,0.138,0.000445420048231393,1,"SE"
"ENSMUSG00000034780","B3galt1",0.122,-0.122,0.000446342757155352,1,"SE"
"ENSMUSG00000052917","Senp7",0.103,-0.103,0.000466065381454937,1,"MXE"
"ENSMUSG00000032336","Nptn",0.462,0.462,0.000470544626007719,2,"SE"
"ENSMUSG00000080316","Spaca6",0.21,-0.21,0.000482402194760032,2,"SE,A3SS"
"ENSMUSG00000005917","Otx1",0.193,-0.193,0.000486441898871423,1,"RI"
"ENSMUSG00000086841","2410006H16Rik",0.113,0.113,0.000487556685665283,1,"RI"
"ENSMUSG00000062040","Zfp27",0.323,-0.323,0.000491537957050393,1,"A3SS"
"ENSMUSG00000040270","Bach2",0.13,0.13,0.000494102898587471,1,"SE"
"ENSMUSG00000024566","Atp9b",0.133,0.133,0.000495545117728822,3,"SE,MXE"
"ENSMUSG00000025157","Zdhhc16",0.135,-0.135,0.000496877625633642,1,"SE"
"ENSMUSG00000024045","Akap8",0.122,-0.122,0.000497005202609401,1,"RI"
"ENSMUSG00000042662","Dusp15",0.156,-0.156,0.000498756895547311,1,"SE"
"ENSMUSG00000048285","Frmd6",0.119,0.119,0.000505514586693374,1,"A5SS"
