Gene	Comparison	EventType	dPSI	FDR	Chromosome	Start	End	ExonLength	IGV_coordinate	IGV_narrow
2500002B13Rik	KO_vs_Pos	A3SS	0.416	1.36e-05	chr8	57942624	57942816	NA	chr8:57942124-57943316	chr8:57942524-57942916
Gnmt	KO_vs_Pos	SE	0.416	0.000167	chr17	47037194	47037337	143	chr17:47036694-47037837	chr17:47037094-47037437
Rian	KO_vs_Pos	SE	0.416	0.00299	chr12	109572647	109572777	130	chr12:109572147-109573277	chr12:109572547-109572877
Mindy3	Pos_vs_Neg	SE	-0.416	0.0068	chr2	12405835	12405887	52	chr2:12405335-12406387	chr2:12405735-12405987
Psme3ip1	Pos_vs_Parental	SE	0.416	3.4e-06	chr8	95317800	95317916	116	chr8:95317300-95318416	chr8:95317700-95318016
Zfp2	Pos_vs_Parental	SE	-0.416	0.000174	chr11	50796432	50796513	81	chr11:50795932-50797013	chr11:50796332-50796613
Exoc3l	KO_vs_Neg	MXE	0.415	0.0181	chr8	106019483	106019811	NA	chr8:106018983-106020311	chr8:106019383-106019911
Camsap1	KO_vs_Neg	SE	0.415	1.61e-05	chr2	25845271	25845304	33	chr2:25844771-25845804	chr2:25845171-25845404
Zfp182	KO_vs_Parental	A3SS	0.415	0.000184	chrX	20926741	20926767	NA	chrX:20926241-20927267	chrX:20926641-20926867
Sp110	KO_vs_Parental	RI	-0.415	0.00951	chr1	85506777	85507466	NA	chr1:85506277-85507966	chr1:85506677-85507566
Gnl3	Pos_vs_Neg	SE	0.415	9.99e-05	chr14	30735385	30735522	137	chr14:30734885-30736022	chr14:30735285-30735622
Dlg3	Pos_vs_Neg	SE	-0.415	0.00227	chrX	99853467	99853513	46	chrX:99852967-99854013	chrX:99853367-99853613
Rrnad1	Pos_vs_Neg	SE	0.415	0.0142	chr3	87834361	87834424	63	chr3:87833861-87834924	chr3:87834261-87834524
Mkln1	Pos_vs_Neg	SE	0.415	0.0299	chr6	31428453	31428519	66	chr6:31427953-31429019	chr6:31428353-31428619
Cryzl1	Pos_vs_Parental	MXE	0.415	0.00863	chr16	91509082	91514363	NA	chr16:91508582-91514863	chr16:91508982-91514463
Fancl	Pos_vs_Parental	SE	0.415	3.49e-05	chr11	26349648	26349709	61	chr11:26349148-26350209	chr11:26349548-26349809
Firre	KO_vs_Neg	MXE	0.414	0.00313	chrX	49694952	49697484	NA	chrX:49694452-49697984	chrX:49694852-49697584
Ccdc97	KO_vs_Parental	SE	-0.414	0.00701	chr7	25417569	25417704	135	chr7:25417069-25418204	chr7:25417469-25417804
Tube1	Neg_vs_Parental	A5SS	-0.414	0.0132	chr10	39020370	39020568	NA	chr10:39019870-39021068	chr10:39020270-39020668
Tspan32	Neg_vs_Parental	SE	0.414	0.0311	chr7	142570937	142571021	84	chr7:142570437-142571521	chr7:142570837-142571121
Arhgap1	Pos_vs_Parental	RI	-0.414	2.29e-09	chr2	91481842	91482168	NA	chr2:91481342-91482668	chr2:91481742-91482268
Gm20544	Pos_vs_Parental	RI	-0.414	0.00781	chr18	75497781	75498933	NA	chr18:75497281-75499433	chr18:75497681-75499033
Abhd14a	Pos_vs_Parental	SE	-0.414	0.000131	chr9	106322724	106323033	309	chr9:106322224-106323533	chr9:106322624-106323133
2810429I04Rik	KO_vs_Neg	A5SS	0.413	4.28e-06	chr13	3544480	3544721	NA	chr13:3543980-3545221	chr13:3544380-3544821
4930578M01Rik	KO_vs_Neg	MXE	0.413	0.00583	chr15	98885637	98886026	NA	chr15:98885137-98886526	chr15:98885537-98886126
4930581F22Rik	KO_vs_Parental	A3SS	0.413	8.49e-05	chr9	35028842	35029152	NA	chr9:35028342-35029652	chr9:35028742-35029252
Naip1	KO_vs_Parental	SE	0.413	0.000266	chr13	100561889	100563270	1381	chr13:100561389-100563770	chr13:100561789-100563370
Dpy19l1	Neg_vs_Parental	SE	0.413	0.000211	chr9	24397000	24397025	25	chr9:24396500-24397525	chr9:24396900-24397125
Cyb5rl	Pos_vs_Parental	RI	-0.413	5.95e-06	chr4	106925808	106927744	NA	chr4:106925308-106928244	chr4:106925708-106927844
Prnd	Pos_vs_Parental	RI	-0.413	0.000686	chr2	131794928	131798050	NA	chr2:131794428-131798550	chr2:131794828-131798150
A830019P07Rik	Pos_vs_Parental	SE	0.413	0.0135	chr19	35865634	35865860	226	chr19:35865134-35866360	chr19:35865534-35865960
Firre	Pos_vs_Parental	SE	-0.413	0.0457	chrX	49684337	49684492	155	chrX:49683837-49684992	chrX:49684237-49684592
Mocs2	KO_vs_Neg	SE	-0.412	4.85e-07	chr13	114961746	114961770	24	chr13:114961246-114962270	chr13:114961646-114961870
Shank1	KO_vs_Neg	SE	-0.412	0.0113	chr7	43993721	43993745	24	chr7:43993221-43994245	chr7:43993621-43993845
Klhl3	KO_vs_Parental	SE	0.412	0.000351	chr13	58164259	58164361	102	chr13:58163759-58164861	chr13:58164159-58164461
Gopc	KO_vs_Pos	RI	0.412	1.81e-05	chr10	52230667	52235033	NA	chr10:52230167-52235533	chr10:52230567-52235133
Sh3kbp1	Neg_vs_Parental	MXE	-0.412	0.0225	chrX	158600237	158607545	NA	chrX:158599737-158608045	chrX:158600137-158607645
Zfp330	Neg_vs_Parental	RI	0.412	7.15e-07	chr8	83491483	83493402	NA	chr8:83490983-83493902	chr8:83491383-83493502
Klhl3	Neg_vs_Parental	SE	0.412	0.000329	chr13	58164259	58164361	102	chr13:58163759-58164861	chr13:58164159-58164461
Cdk5rap2	Neg_vs_Parental	SE	-0.412	0.00441	chr4	70208081	70208266	185	chr4:70207581-70208766	chr4:70207981-70208366
Klhl3	Pos_vs_Parental	SE	0.412	0.00019	chr13	58164259	58164361	102	chr13:58163759-58164861	chr13:58164159-58164461
4933405D12Rik	KO_vs_Neg	SE	-0.411	0.00168	chr3	122713327	122713454	127	chr3:122712827-122713954	chr3:122713227-122713554
Gm19744	KO_vs_Neg	SE	-0.411	0.0249	chr8	49311532	49311627	95	chr8:49311032-49312127	chr8:49311432-49311727
Fat1	KO_vs_Pos	SE	-0.411	0.000103	chr8	45500686	45500746	60	chr8:45500186-45501246	chr8:45500586-45500846
Ypel1	KO_vs_Pos	SE	0.411	0.0424	chr16	16895056	16895266	210	chr16:16894556-16895766	chr16:16894956-16895366
Gm36033	Neg_vs_Parental	SE	-0.411	0.0302	chr9	63843924	63844093	169	chr9:63843424-63844593	chr9:63843824-63844193
Pianp	Pos_vs_Neg	RI	0.411	0.000651	chr6	124978389	124980059	NA	chr6:124977889-124980559	chr6:124978289-124980159
Oprl1	Pos_vs_Neg	SE	0.411	3.61e-05	chr2	181358294	181358328	34	chr2:181357794-181358828	chr2:181358194-181358428
Ppt1	Pos_vs_Neg	SE	0.411	0.00291	chr4	122748172	122748271	99	chr4:122747672-122748771	chr4:122748072-122748371
AI480526	KO_vs_Neg	SE	0.41	0.0149	chr5	123272686	123272780	94	chr5:123272186-123273280	chr5:123272586-123272880
Ehmt1	KO_vs_Pos	SE	0.41	0.00297	chr2	24777014	24777078	64	chr2:24776514-24777578	chr2:24776914-24777178
Fat1	KO_vs_Neg	MXE	-0.409	2.15e-08	chr8	45500686	45502914	NA	chr8:45500186-45503414	chr8:45500586-45503014
Bzw2	KO_vs_Neg	SE	0.409	0.0083	chr12	36190693	36190841	148	chr12:36190193-36191341	chr12:36190593-36190941
Scn9a	KO_vs_Pos	SE	-0.409	0.0034	chr2	66393679	66393771	92	chr2:66393179-66394271	chr2:66393579-66393871
Iqsec2	KO_vs_Pos	SE	0.409	0.0197	chrX	150963992	150964088	96	chrX:150963492-150964588	chrX:150963892-150964188
Scn5a	Neg_vs_Parental	SE	-0.409	0.00676	chr9	119372389	119372481	92	chr9:119371889-119372981	chr9:119372289-119372581
Cdhr5	Neg_vs_Parental	SE	-0.409	0.00998	chr7	140851429	140851633	204	chr7:140850929-140852133	chr7:140851329-140851733
Srpk2	Pos_vs_Neg	SE	-0.409	6.31e-05	chr5	23834329	23834475	146	chr5:23833829-23834975	chr5:23834229-23834575
Tafazzin	Pos_vs_Parental	SE	-0.409	0	chrX	73332534	73332625	91	chrX:73332034-73333125	chrX:73332434-73332725
Mapkapk3	KO_vs_Neg	A5SS	0.408	0.000927	chr9	107139621	107140963	NA	chr9:107139121-107141463	chr9:107139521-107141063
Fat1	KO_vs_Neg	SE	-0.408	1.6e-05	chr8	45500686	45500746	60	chr8:45500186-45501246	chr8:45500586-45500846
Bin1	KO_vs_Neg	SE	-0.408	0.00628	chr18	32562752	32562776	24	chr18:32562252-32563276	chr18:32562652-32562876
Liph	KO_vs_Parental	SE	0.408	0.0148	chr16	21792807	21792891	84	chr16:21792307-21793391	chr16:21792707-21792991
Ssbp2	KO_vs_Pos	SE	0.408	0.000183	chr13	91687453	91687515	62	chr13:91686953-91688015	chr13:91687353-91687615
Decr2	Pos_vs_Parental	SE	0.408	0.00166	chr17	26307902	26307971	69	chr17:26307402-26308471	chr17:26307802-26308071
4933431E20Rik	Pos_vs_Parental	SE	-0.408	0.00212	chr3	107801904	107801972	68	chr3:107801404-107802472	chr3:107801804-107802072
Crtc2	KO_vs_Neg	SE	-0.407	0.00195	chr3	90168003	90168410	407	chr3:90167503-90168910	chr3:90167903-90168510
Mrps18b	KO_vs_Neg	SE	0.407	0.0209	chr17	36223229	36223296	67	chr17:36222729-36223796	chr17:36223129-36223396
Iqce	KO_vs_Parental	SE	0.407	4.02e-05	chr5	140654776	140654860	84	chr5:140654276-140655360	chr5:140654676-140654960
Crtc2	KO_vs_Parental	SE	-0.407	0.00192	chr3	90168003	90168410	407	chr3:90167503-90168910	chr3:90167903-90168510
Sfmbt1	KO_vs_Pos	SE	0.407	7.26e-06	chr14	30460495	30460587	92	chr14:30459995-30461087	chr14:30460395-30460687
Crtc2	KO_vs_Pos	SE	-0.407	0.00225	chr3	90168003	90168410	407	chr3:90167503-90168910	chr3:90167903-90168510
Nmnat2	Neg_vs_Parental	SE	-0.407	0.000228	chr1	152843667	152843727	60	chr1:152843167-152844227	chr1:152843567-152843827
Sirt5	Pos_vs_Neg	RI	0.407	0.0326	chr13	43538973	43541132	NA	chr13:43538473-43541632	chr13:43538873-43541232
Myl6	Pos_vs_Neg	SE	-0.407	0	chr10	128327154	128327216	62	chr10:128326654-128327716	chr10:128327054-128327316
Matn2	Pos_vs_Parental	A3SS	-0.407	0.000104	chr15	34433178	34433313	NA	chr15:34432678-34433813	chr15:34433078-34433413
Fos	KO_vs_Parental	RI	-0.406	0.000122	chr12	85521464	85521960	NA	chr12:85520964-85522460	chr12:85521364-85522060
Pphln1	KO_vs_Parental	SE	-0.406	0.0414	chr15	93357552	93357672	120	chr15:93357052-93358172	chr15:93357452-93357772
Slc4a9	KO_vs_Neg	A3SS	0.405	0.00403	chr18	36664404	36664579	NA	chr18:36663904-36665079	chr18:36664304-36664679
Gm9801	KO_vs_Parental	SE	-0.405	0.0209	chr7	61767470	61767650	180	chr7:61766970-61768150	chr7:61767370-61767750
1700123M08Rik	KO_vs_Pos	SE	0.405	1.98e-05	chr4	11980141	11980408	267	chr4:11979641-11980908	chr4:11980041-11980508
Skp1	KO_vs_Pos	SE	-0.405	0.000407	chr11	52129077	52129177	100	chr11:52128577-52129677	chr11:52128977-52129277
Ift46	Neg_vs_Parental	SE	0.405	5.87e-05	chr9	44685479	44685528	49	chr9:44684979-44686028	chr9:44685379-44685628
AI480526	Neg_vs_Parental	SE	0.405	0.000434	chr5	123272686	123272780	94	chr5:123272186-123273280	chr5:123272586-123272880
Snapc4	Pos_vs_Parental	SE	-0.405	0	chr2	26268172	26268291	119	chr2:26267672-26268791	chr2:26268072-26268391
Rnf112	Pos_vs_Parental	SE	-0.405	0.00035	chr11	61344253	61344322	69	chr11:61343753-61344822	chr11:61344153-61344422
Micu1	KO_vs_Neg	SE	-0.404	0.000167	chr10	59602905	59602911	6	chr10:59602405-59603411	chr10:59602805-59603011
Gphn	KO_vs_Neg	SE	-0.404	0.000233	chr12	78579430	78579472	42	chr12:78578930-78579972	chr12:78579330-78579572
Gm12610	KO_vs_Neg	SE	0.404	0.00158	chr4	89275354	89275446	92	chr4:89274854-89275946	chr4:89275254-89275546
Platr25	KO_vs_Parental	SE	-0.404	0.00017	chr13	62871911	62872031	120	chr13:62871411-62872531	chr13:62871811-62872131
Irag1	KO_vs_Pos	SE	-0.404	0.000336	chr7	110545039	110545188	149	chr7:110544539-110545688	chr7:110544939-110545288
Gm33023	Neg_vs_Parental	SE	-0.404	0.00564	chr8	105360139	105360350	211	chr8:105359639-105360850	chr8:105360039-105360450
Cacna1c	Pos_vs_Neg	SE	-0.404	2.32e-07	chr6	118614690	118614774	84	chr6:118614190-118615274	chr6:118614590-118614874
Ift46	Pos_vs_Neg	SE	0.404	0.0156	chr9	44685479	44685528	49	chr9:44684979-44686028	chr9:44685379-44685628
Sh3glb2	Pos_vs_Parental	RI	-0.404	0	chr2	30235710	30236465	NA	chr2:30235210-30236965	chr2:30235610-30236565
Cacna1c	Pos_vs_Parental	SE	-0.404	1.52e-06	chr6	118614690	118614774	84	chr6:118614190-118615274	chr6:118614590-118614874
Homer2	KO_vs_Neg	A3SS	-0.403	0.0411	chr7	81268323	81268463	NA	chr7:81267823-81268963	chr7:81268223-81268563
Src	KO_vs_Neg	SE	0.403	0.00155	chr2	157266747	157266855	108	chr2:157266247-157267355	chr2:157266647-157266955
Slc4a9	Neg_vs_Parental	RI	-0.403	0.00208	chr18	36664152	36664579	NA	chr18:36663652-36665079	chr18:36664052-36664679
Chchd3	Pos_vs_Parental	MXE	0.403	2.42e-12	chr6	32870326	32945253	NA	chr6:32869826-32945753	chr6:32870226-32945353
Card14	Pos_vs_Parental	RI	-0.403	0.000964	chr11	119229060	119229761	NA	chr11:119228560-119230261	chr11:119228960-119229861
Pprc1	KO_vs_Neg	A3SS	-0.402	0.0251	chr19	46056456	46056527	NA	chr19:46055956-46057027	chr19:46056356-46056627
Firre	KO_vs_Neg	MXE	-0.402	0.00278	chrX	49692247	49695039	NA	chrX:49691747-49695539	chrX:49692147-49695139
Cdiptos	KO_vs_Neg	SE	0.402	0.001	chr7	126573780	126573884	104	chr7:126573280-126574384	chr7:126573680-126573984
Erbin	KO_vs_Parental	SE	-0.402	3.92e-06	chr13	104022648	104022846	198	chr13:104022148-104023346	chr13:104022548-104022946
Uba7	Neg_vs_Parental	RI	-0.402	0.0217	chr9	107856592	107856890	NA	chr9:107856092-107857390	chr9:107856492-107856990
Zfp467	Neg_vs_Parental	SE	0.402	0.0422	chr6	48419769	48419836	67	chr6:48419269-48420336	chr6:48419669-48419936
Dlst	KO_vs_Pos	SE	0.401	0.0128	chr12	85158271	85158305	34	chr12:85157771-85158805	chr12:85158171-85158405
Gm38708	Pos_vs_Neg	SE	-0.401	0.00176	chr6	88166200	88166322	122	chr6:88165700-88166822	chr6:88166100-88166422
Nubp2	Pos_vs_Parental	A3SS	-0.401	0.00715	chr17	25103374	25103560	NA	chr17:25102874-25104060	chr17:25103274-25103660
Zdhhc3	Pos_vs_Parental	A5SS	-0.401	0.025	chr9	122929323	122929657	NA	chr9:122928823-122930157	chr9:122929223-122929757
Irf7	KO_vs_Neg	RI	0.4	0.0173	chr7	140844405	140844696	NA	chr7:140843905-140845196	chr7:140844305-140844796
Eps8l2	KO_vs_Parental	RI	-0.4	0.0392	chr7	140937154	140937604	NA	chr7:140936654-140938104	chr7:140937054-140937704
A830011K09Rik	KO_vs_Pos	SE	0.4	0.00313	chr6	138402669	138402978	309	chr6:138402169-138403478	chr6:138402569-138403078
Irag2	Neg_vs_Parental	SE	0.4	0.000207	chr6	145083771	145083812	41	chr6:145083271-145084312	chr6:145083671-145083912
Gm15927	Neg_vs_Parental	SE	0.4	0.0208	chr7	3637642	3638494	852	chr7:3637142-3638994	chr7:3637542-3638594
Vps26a	Pos_vs_Neg	SE	0.4	4.24e-05	chr10	62305679	62305836	157	chr10:62305179-62306336	chr10:62305579-62305936
Serbp1	Pos_vs_Neg	SE	0.4	0.0347	chr6	67249140	67249216	76	chr6:67248640-67249716	chr6:67249040-67249316
Atp13a2	Pos_vs_Parental	A3SS	-0.4	0.005	chr4	140721258	140721702	NA	chr4:140720758-140722202	chr4:140721158-140721802
N4bp3	Pos_vs_Parental	SE	0.4	3.3e-05	chr11	51540975	51541181	206	chr11:51540475-51541681	chr11:51540875-51541281
Kcnq2	Pos_vs_Parental	SE	0.4	0.0171	chr2	180754855	180755031	176	chr2:180754355-180755531	chr2:180754755-180755131
Catsperg1	Pos_vs_Parental	SE	0.4	0.0263	chr7	28884103	28884193	90	chr7:28883603-28884693	chr7:28884003-28884293
Ceacam1	KO_vs_Neg	SE	-0.399	0.0294	chr7	25164892	25164945	53	chr7:25164392-25165445	chr7:25164792-25165045
Slc37a3	KO_vs_Parental	SE	-0.399	0.0144	chr6	39349012	39349071	59	chr6:39348512-39349571	chr6:39348912-39349171
Ceacam1	KO_vs_Pos	SE	-0.399	0.0321	chr7	25164892	25164945	53	chr7:25164392-25165445	chr7:25164792-25165045
Or51e2	Neg_vs_Parental	SE	-0.399	0.000672	chr7	102401471	102402340	869	chr7:102400971-102402840	chr7:102401371-102402440
Sf1	Pos_vs_Parental	SE	-0.399	5.29e-06	chr19	6425687	6425892	205	chr19:6425187-6426392	chr19:6425587-6425992
Catsperg1	KO_vs_Parental	SE	0.398	7.74e-06	chr7	28905753	28905826	73	chr7:28905253-28906326	chr7:28905653-28905926
Slc27a1	KO_vs_Parental	SE	-0.398	0.00456	chr8	72021985	72022092	107	chr8:72021485-72022592	chr8:72021885-72022192
Gnb1l	KO_vs_Pos	SE	0.398	0.0143	chr16	18359721	18359847	126	chr16:18359221-18360347	chr16:18359621-18359947
Pomgnt2	Neg_vs_Parental	SE	0.398	0.00432	chr9	121824132	121824179	47	chr9:121823632-121824679	chr9:121824032-121824279
A630001G21Rik	Pos_vs_Parental	A3SS	-0.398	6.68e-06	chr1	85650818	85651108	NA	chr1:85650318-85651608	chr1:85650718-85651208
Zscan25	Pos_vs_Parental	A5SS	0.398	0.0288	chr5	145220161	145220594	NA	chr5:145219661-145221094	chr5:145220061-145220694
Nfatc4	KO_vs_Parental	RI	-0.397	1.52e-05	chr14	56069679	56071081	NA	chr14:56069179-56071581	chr14:56069579-56071181
Actr2	Pos_vs_Parental	SE	-0.397	0.002	chr11	20030661	20030798	137	chr11:20030161-20031298	chr11:20030561-20030898
Dlst	Pos_vs_Parental	SE	-0.397	0.0108	chr12	85158271	85158305	34	chr12:85157771-85158805	chr12:85158171-85158405
Ap1s2	KO_vs_Neg	SE	-0.396	0.0309	chrX	162703901	162703996	95	chrX:162703401-162704496	chrX:162703801-162704096
Zbtb20	KO_vs_Parental	SE	0.396	0.0322	chr16	43053121	43053183	62	chr16:43052621-43053683	chr16:43053021-43053283
Scamp4	KO_vs_Parental	SE	0.396	0.0478	chr10	80444636	80444684	48	chr10:80444136-80445184	chr10:80444536-80444784
Sh3glb2	Pos_vs_Neg	RI	-0.396	0	chr2	30235710	30236465	NA	chr2:30235210-30236965	chr2:30235610-30236565
Fam151b	Pos_vs_Parental	SE	-0.396	0.0103	chr13	92610470	92610636	166	chr13:92609970-92611136	chr13:92610370-92610736
Firre	KO_vs_Neg	MXE	0.395	0.00131	chrX	49694952	49697484	NA	chrX:49694452-49697984	chrX:49694852-49697584
Dok3	KO_vs_Neg	RI	-0.395	0.00278	chr13	55675144	55676367	NA	chr13:55674644-55676867	chr13:55675044-55676467
Zkscan8	KO_vs_Parental	SE	0.395	2.08e-06	chr13	21706393	21706485	92	chr13:21705893-21706985	chr13:21706293-21706585
Ube2d-ps	KO_vs_Pos	A3SS	-0.395	0.00179	chr11	5718885	5719072	NA	chr11:5718385-5719572	chr11:5718785-5719172
Ica1	KO_vs_Pos	SE	0.395	6.16e-06	chr6	8754588	8754751	163	chr6:8754088-8755251	chr6:8754488-8754851
Gm34086	KO_vs_Pos	SE	0.395	0.0133	chr5	124174578	124174657	79	chr5:124174078-124175157	chr5:124174478-124174757
Fam53a	Neg_vs_Parental	A3SS	-0.395	0.000425	chr5	33757699	33765571	NA	chr5:33757199-33766071	chr5:33757599-33765671
Slc36a1	Pos_vs_Neg	SE	-0.395	0.00115	chr11	55109833	55109924	91	chr11:55109333-55110424	chr11:55109733-55110024
Mipol1	Pos_vs_Neg	SE	0.395	0.00269	chr12	57507627	57507770	143	chr12:57507127-57508270	chr12:57507527-57507870
Ccdc97	Neg_vs_Parental	SE	-0.394	0.00938	chr7	25417569	25417704	135	chr7:25417069-25418204	chr7:25417469-25417804
Nfatc4	Pos_vs_Parental	RI	-0.394	0.000519	chr14	56069679	56071081	NA	chr14:56069179-56071581	chr14:56069579-56071181
Eed	KO_vs_Neg	SE	0.393	0.00206	chr7	89619513	89619639	126	chr7:89619013-89620139	chr7:89619413-89619739
Cacna2d2	KO_vs_Parental	A3SS	0.393	0.000653	chr9	107402808	107402859	NA	chr9:107402308-107403359	chr9:107402708-107402959
Cfap46	KO_vs_Pos	MXE	-0.393	0.00103	chr7	139255882	139258516	NA	chr7:139255382-139259016	chr7:139255782-139258616
Zfp384	Neg_vs_Parental	RI	0.393	0.000504	chr6	125000995	125002045	NA	chr6:125000495-125002545	chr6:125000895-125002145
Exoc3l4	Neg_vs_Parental	SE	0.393	0.000448	chr12	111385193	111385298	105	chr12:111384693-111385798	chr12:111385093-111385398
Pear1	Pos_vs_Parental	SE	0.393	0.00509	chr3	87669518	87669588	70	chr3:87669018-87670088	chr3:87669418-87669688
Zfp37	KO_vs_Neg	A3SS	-0.392	0.0449	chr4	62123260	62123345	NA	chr4:62122760-62123845	chr4:62123160-62123445
Psmd13	Pos_vs_Neg	RI	-0.392	0.00555	chr7	140466300	140466758	NA	chr7:140465800-140467258	chr7:140466200-140466858
Exoc3l4	KO_vs_Neg	SE	-0.391	1.61e-05	chr12	111385193	111385298	105	chr12:111384693-111385798	chr12:111385093-111385398
Dync1li2	KO_vs_Neg	SE	0.391	0.000109	chr8	105147916	105148035	119	chr8:105147416-105148535	chr8:105147816-105148135
Ift46	KO_vs_Parental	SE	0.391	1.5e-05	chr9	44685479	44685528	49	chr9:44684979-44686028	chr9:44685379-44685628
Tmbim4	KO_vs_Parental	SE	-0.391	0.00259	chr10	120038006	120038100	94	chr10:120037506-120038600	chr10:120037906-120038200
Armcx1	Neg_vs_Parental	A5SS	-0.391	6.04e-05	chrX	133619668	133619857	NA	chrX:133619168-133620357	chrX:133619568-133619957
Gm36199	Neg_vs_Parental	RI	-0.391	0.00136	chr17	29684249	29684514	NA	chr17:29683749-29685014	chr17:29684149-29684614
Pfkp	Pos_vs_Neg	SE	-0.391	2.17e-06	chr13	6643136	6643200	64	chr13:6642636-6643700	chr13:6643036-6643300
Zzz3	Pos_vs_Neg	SE	0.391	0.0117	chr3	152152265	152152326	61	chr3:152151765-152152826	chr3:152152165-152152426
Catsperg1	Pos_vs_Parental	SE	-0.391	0.0115	chr7	28889637	28889756	119	chr7:28889137-28890256	chr7:28889537-28889856
Eno4	KO_vs_Neg	SE	0.39	0.000546	chr19	58957504	58957622	118	chr19:58957004-58958122	chr19:58957404-58957722
Sema3b	KO_vs_Parental	SE	-0.39	0.000429	chr9	107483748	107484133	385	chr9:107483248-107484633	chr9:107483648-107484233
Rad23a	KO_vs_Parental	SE	-0.39	0.00177	chr8	85564635	85564763	128	chr8:85564135-85565263	chr8:85564535-85564863
Psd	KO_vs_Parental	SE	0.39	0.00897	chr19	46315336	46315446	110	chr19:46314836-46315946	chr19:46315236-46315546
Sema3b	KO_vs_Pos	SE	-0.39	0.000116	chr9	107483748	107484133	385	chr9:107483248-107484633	chr9:107483648-107484233
Oprl1	KO_vs_Pos	SE	-0.39	0.00116	chr2	181358294	181358328	34	chr2:181357794-181358828	chr2:181358194-181358428
Dph7	Neg_vs_Parental	A3SS	-0.39	0.0432	chr2	24855568	24855666	NA	chr2:24855068-24856166	chr2:24855468-24855766
Eno4	Neg_vs_Parental	SE	-0.39	0.000545	chr19	58957504	58957622	118	chr19:58957004-58958122	chr19:58957404-58957722
1700123M08Rik	Neg_vs_Parental	SE	0.39	0.0133	chr4	11976443	11977102	659	chr4:11975943-11977602	chr4:11976343-11977202
Cntrl	Pos_vs_Neg	SE	-0.39	0.0239	chr2	35022980	35023124	144	chr2:35022480-35023624	chr2:35022880-35023224
Gm26760	Pos_vs_Parental	SE	-0.39	0.00449	chr15	92261664	92261733	69	chr15:92261164-92262233	chr15:92261564-92261833
Lrch3	KO_vs_Neg	SE	-0.389	0	chr16	32829558	32829806	248	chr16:32829058-32830306	chr16:32829458-32829906
Tbc1d4	KO_vs_Neg	SE	-0.389	9.93e-07	chr14	101698134	101698137	3	chr14:101697634-101698637	chr14:101698034-101698237
Ccz1	KO_vs_Neg	SE	-0.389	0.0018	chr5	143934980	143935423	443	chr5:143934480-143935923	chr5:143934880-143935523
A630001G21Rik	KO_vs_Parental	A3SS	-0.389	0.00179	chr1	85650818	85651108	NA	chr1:85650318-85651608	chr1:85650718-85651208
Slc22a17	KO_vs_Parental	SE	-0.389	1.15e-05	chr14	55145342	55145823	481	chr14:55144842-55146323	chr14:55145242-55145923
Entr1	KO_vs_Parental	SE	0.389	0.0309	chr2	26276001	26276075	74	chr2:26275501-26276575	chr2:26275901-26276175
Dnah17	KO_vs_Parental	SE	-0.389	0.0456	chr11	117927157	117927306	149	chr11:117926657-117927806	chr11:117927057-117927406
Scamp4	KO_vs_Pos	SE	0.389	0.0272	chr10	80445163	80445292	129	chr10:80444663-80445792	chr10:80445063-80445392
Card14	Pos_vs_Neg	SE	0.389	3.46e-06	chr11	119233968	119234090	122	chr11:119233468-119234590	chr11:119233868-119234190
Zfp62	Pos_vs_Neg	SE	-0.389	0.0107	chr11	49094822	49094995	173	chr11:49094322-49095495	chr11:49094722-49095095
Chchd3	Pos_vs_Parental	MXE	0.389	0	chr6	32870326	32945201	NA	chr6:32869826-32945701	chr6:32870226-32945301
F630040K05Rik	Pos_vs_Parental	SE	0.389	3.6e-06	chr17	46090184	46090317	133	chr17:46089684-46090817	chr17:46090084-46090417
Cyp2d22	KO_vs_Neg	RI	0.388	0.00138	chr15	82257311	82258034	NA	chr15:82256811-82258534	chr15:82257211-82258134
Racgap1	KO_vs_Parental	SE	-0.388	0.0047	chr15	99537494	99537700	206	chr15:99536994-99538200	chr15:99537394-99537800
Gas5	KO_vs_Pos	A5SS	0.388	0	chr1	160863777	160864734	NA	chr1:160863277-160865234	chr1:160863677-160864834
Bvht	KO_vs_Pos	A5SS	0.388	6.82e-05	chr18	61771285	61771662	NA	chr18:61770785-61772162	chr18:61771185-61771762
Racgap1	KO_vs_Pos	SE	-0.388	0.00541	chr15	99537494	99537700	206	chr15:99536994-99538200	chr15:99537394-99537800
Gm32085	Neg_vs_Parental	SE	0.388	0.0281	chr3	152413486	152413934	448	chr3:152412986-152414434	chr3:152413386-152414034
Xpo6	Pos_vs_Neg	SE	-0.388	0.0368	chr7	125770201	125770314	113	chr7:125769701-125770814	chr7:125770101-125770414
Bin1	KO_vs_Neg	SE	-0.387	0.000121	chr18	32562752	32562776	24	chr18:32562252-32563276	chr18:32562652-32562876
Gm20544	Pos_vs_Neg	A3SS	-0.387	0.0307	chr18	75497177	75497574	NA	chr18:75496677-75498074	chr18:75497077-75497674
Dnah17	Pos_vs_Neg	SE	-0.387	0.0131	chr11	118016102	118016228	126	chr11:118015602-118016728	chr11:118016002-118016328
Pparg	Pos_vs_Parental	MXE	0.387	0.00184	chr6	115362557	115384281	NA	chr6:115362057-115384781	chr6:115362457-115384381
Zfp457	Pos_vs_Parental	SE	-0.387	0.00013	chr13	67444368	67444495	127	chr13:67443868-67444995	chr13:67444268-67444595
