Gene	Comparison	EventType	dPSI	FDR	Chromosome	Start	End	ExonLength	IGV_coordinate	IGV_narrow
Sh3bp1	Neg_vs_Parental	A5SS	-0.496	0.00187	chr15	78794207	78794299	NA	chr15:78793707-78794799	chr15:78794107-78794399
Auts2	Neg_vs_Parental	A5SS	0.494	0.00699	chr5	131501075	131501317	NA	chr5:131500575-131501817	chr5:131500975-131501417
Pafah1b2	Neg_vs_Parental	SE	-0.491	0.000894	chr9	45895148	45895337	189	chr9:45894648-45895837	chr9:45895048-45895437
Pcnx	Neg_vs_Parental	SE	0.491	0.00626	chr12	81975015	81975148	133	chr12:81974515-81975648	chr12:81974915-81975248
5430401H09Rik	Neg_vs_Parental	RI	-0.49	0.00564	chr12	32166067	32166419	NA	chr12:32165567-32166919	chr12:32165967-32166519
Itga8	Neg_vs_Parental	SE	0.489	6.84e-06	chr2	12198080	12198093	13	chr2:12197580-12198593	chr2:12197980-12198193
4930594M22Rik	Neg_vs_Parental	SE	0.483	0.00414	chr14	123161033	123161089	56	chr14:123160533-123161589	chr14:123160933-123161189
Gm32085	Neg_vs_Parental	A5SS	-0.479	0.000878	chr3	152413486	152414250	NA	chr3:152412986-152414750	chr3:152413386-152414350
Gm26760	Neg_vs_Parental	SE	-0.477	5.71e-06	chr15	92258919	92259050	131	chr15:92258419-92259550	chr15:92258819-92259150
Gm15417	Neg_vs_Parental	SE	-0.476	0.0333	chr3	89303127	89303389	262	chr3:89302627-89303889	chr3:89303027-89303489
Decr2	Neg_vs_Parental	SE	0.473	0.000368	chr17	26307902	26307971	69	chr17:26307402-26308471	chr17:26307802-26308071
Tspan13	Neg_vs_Parental	SE	-0.471	0.0139	chr12	36071799	36071913	114	chr12:36071299-36072413	chr12:36071699-36072013
Dync1i2	Neg_vs_Parental	A3SS	-0.468	0.000586	chr2	71058094	71058188	NA	chr2:71057594-71058688	chr2:71057994-71058288
Cnot2	Neg_vs_Parental	SE	-0.465	1.09e-05	chr10	116363731	116363854	123	chr10:116363231-116364354	chr10:116363631-116363954
Spns1	Neg_vs_Parental	SE	-0.465	0.0297	chr7	125973372	125973451	79	chr7:125972872-125973951	chr7:125973272-125973551
Platr14	Neg_vs_Parental	A5SS	-0.463	6.24e-07	chr2	104389526	104389829	NA	chr2:104389026-104390329	chr2:104389426-104389929
1700087I21Rik	Neg_vs_Parental	SE	-0.463	0.0011	chr14	103662577	103662677	100	chr14:103662077-103663177	chr14:103662477-103662777
Lrp8os2	Neg_vs_Parental	SE	0.463	0.00545	chr4	107667959	107668143	184	chr4:107667459-107668643	chr4:107667859-107668243
Ubl7	Neg_vs_Parental	A3SS	0.462	0.000887	chr9	57818992	57819108	NA	chr9:57818492-57819608	chr9:57818892-57819208
Sgip1	Neg_vs_Parental	SE	0.461	0.00482	chr4	102757722	102757734	12	chr4:102757222-102758234	chr4:102757622-102757834
Nrg4	Neg_vs_Parental	SE	0.46	0.00551	chr9	55188173	55188267	94	chr9:55187673-55188767	chr9:55188073-55188367
H2-Q4	Neg_vs_Parental	RI	-0.459	0.00221	chr17	35598795	35599612	NA	chr17:35598295-35600112	chr17:35598695-35599712
Nr2c2	Neg_vs_Parental	SE	-0.459	0.000107	chr6	92082262	92082346	84	chr6:92081762-92082846	chr6:92082162-92082446
Bin1	Neg_vs_Parental	SE	0.456	0.0187	chr18	32562752	32562776	24	chr18:32562252-32563276	chr18:32562652-32562876
Sipa1	Neg_vs_Parental	A3SS	-0.455	0.0374	chr19	5711623	5711686	NA	chr19:5711123-5712186	chr19:5711523-5711786
Erbin	Neg_vs_Parental	SE	-0.455	5.13e-06	chr13	104022648	104022846	198	chr13:104022148-104023346	chr13:104022548-104022946
Hs3st6	Neg_vs_Parental	SE	0.455	0.00041	chr17	24975426	24975518	92	chr17:24974926-24976018	chr17:24975326-24975618
Slc4a9	Neg_vs_Parental	A3SS	-0.454	0.00121	chr18	36664404	36664579	NA	chr18:36663904-36665079	chr18:36664304-36664679
Rian	Neg_vs_Parental	SE	-0.453	0.0238	chr12	109600627	109600788	161	chr12:109600127-109601288	chr12:109600527-109600888
Cyp27b1	Neg_vs_Parental	A3SS	-0.449	0.0023	chr10	126884907	126885124	NA	chr10:126884407-126885624	chr10:126884807-126885224
Fermt1	Neg_vs_Parental	SE	0.448	0.000835	chr2	132781201	132781307	106	chr2:132780701-132781807	chr2:132781101-132781407
Gnl3	Neg_vs_Parental	SE	-0.446	3.07e-06	chr14	30735385	30735522	137	chr14:30734885-30736022	chr14:30735285-30735622
1600020E01Rik	Neg_vs_Parental	SE	0.445	0.00356	chr6	86527898	86528096	198	chr6:86527398-86528596	chr6:86527798-86528196
Adam8	Neg_vs_Parental	RI	-0.444	9.77e-05	chr7	139567091	139567650	NA	chr7:139566591-139568150	chr7:139566991-139567750
Pprc1	Neg_vs_Parental	A3SS	0.443	0.00539	chr19	46056456	46056527	NA	chr19:46055956-46057027	chr19:46056356-46056627
Dkc1	Neg_vs_Parental	SE	-0.443	0.00573	chrX	74140238	74140320	82	chrX:74139738-74140820	chrX:74140138-74140420
Paip2	Neg_vs_Parental	SE	-0.442	0.0225	chr18	35741790	35741872	82	chr18:35741290-35742372	chr18:35741690-35741972
Agrn	Neg_vs_Parental	RI	-0.438	0	chr4	156252233	156253026	NA	chr4:156251733-156253526	chr4:156252133-156253126
Jpx	Neg_vs_Parental	SE	0.435	3.71e-06	chrX	102561916	102561963	47	chrX:102561416-102562463	chrX:102561816-102562063
Brme1	Neg_vs_Parental	SE	-0.435	0.00522	chr8	84875466	84875514	48	chr8:84874966-84876014	chr8:84875366-84875614
Zup1	Neg_vs_Parental	SE	0.434	0.00263	chr10	33826478	33826613	135	chr10:33825978-33827113	chr10:33826378-33826713
Gm46430	Neg_vs_Parental	SE	-0.433	0.00188	chr13	74731765	74731992	227	chr13:74731265-74732492	chr13:74731665-74732092
Gm15564	Neg_vs_Parental	SE	0.429	0.000135	chr16	35802094	35802165	71	chr16:35801594-35802665	chr16:35801994-35802265
Gm11457	Neg_vs_Parental	SE	-0.429	0.0307	chr2	164604640	164604801	161	chr2:164604140-164605301	chr2:164604540-164604901
Pde4c	Neg_vs_Parental	SE	0.428	0.000795	chr8	71182756	71182933	177	chr8:71182256-71183433	chr8:71182656-71183033
9630028I04Rik	Neg_vs_Parental	SE	-0.428	0.00888	chr17	27458358	27458522	164	chr17:27457858-27459022	chr17:27458258-27458622
Akap1	Neg_vs_Parental	SE	-0.427	3.37e-06	chr11	88734415	88734522	107	chr11:88733915-88735022	chr11:88734315-88734622
Ptprr	Neg_vs_Parental	SE	0.427	0.00195	chr10	116013622	116013733	111	chr10:116013122-116014233	chr10:116013522-116013833
Gm4924	Neg_vs_Parental	SE	0.426	0.00013	chr10	82236587	82236820	233	chr10:82236087-82237320	chr10:82236487-82236920
Ppp2r2d	Neg_vs_Parental	SE	-0.426	0.00327	chr7	138472118	138472231	113	chr7:138471618-138472731	chr7:138472018-138472331
Paip2	Neg_vs_Parental	SE	0.423	1.06e-06	chr18	35733097	35733170	73	chr18:35732597-35733670	chr18:35732997-35733270
Car14	Neg_vs_Parental	SE	0.423	6.2e-05	chr3	95808770	95808792	22	chr3:95808270-95809292	chr3:95808670-95808892
Psma3	Neg_vs_Parental	SE	-0.423	0.0291	chr12	71031266	71031519	253	chr12:71030766-71032019	chr12:71031166-71031619
Mir670hg	Neg_vs_Parental	SE	-0.421	0.0457	chr2	94084067	94084161	94	chr2:94083567-94084661	chr2:94083967-94084261
Rundc3a	Neg_vs_Parental	A3SS	-0.42	2.1e-09	chr11	102291462	102291624	NA	chr11:102290962-102292124	chr11:102291362-102291724
Ric8a	Neg_vs_Parental	SE	-0.42	0.00128	chr7	140437894	140438185	291	chr7:140437394-140438685	chr7:140437794-140438285
Catsper2	Neg_vs_Parental	SE	0.42	0.00164	chr2	121236809	121236934	125	chr2:121236309-121237434	chr2:121236709-121237034
Pex26	Neg_vs_Parental	SE	-0.42	0.016	chr6	121174840	121174973	133	chr6:121174340-121175473	chr6:121174740-121175073
Col11a2	Neg_vs_Parental	SE	0.419	0.00175	chr17	34266071	34266251	180	chr17:34265571-34266751	chr17:34265971-34266351
Gm16845	Neg_vs_Parental	SE	-0.419	0.0404	chr9	21987315	21987379	64	chr9:21986815-21987879	chr9:21987215-21987479
Zfp532	Neg_vs_Parental	SE	-0.418	0.00751	chr18	65777263	65777440	177	chr18:65776763-65777940	chr18:65777163-65777540
A730090N16Rik	Neg_vs_Parental	SE	0.417	0.0424	chr3	65233573	65233804	231	chr3:65233073-65234304	chr3:65233473-65233904
Tube1	Neg_vs_Parental	A5SS	-0.414	0.0132	chr10	39020370	39020568	NA	chr10:39019870-39021068	chr10:39020270-39020668
Tspan32	Neg_vs_Parental	SE	0.414	0.0311	chr7	142570937	142571021	84	chr7:142570437-142571521	chr7:142570837-142571121
Dpy19l1	Neg_vs_Parental	SE	0.413	0.000211	chr9	24397000	24397025	25	chr9:24396500-24397525	chr9:24396900-24397125
Sh3kbp1	Neg_vs_Parental	MXE	-0.412	0.0225	chrX	158600237	158607545	NA	chrX:158599737-158608045	chrX:158600137-158607645
Zfp330	Neg_vs_Parental	RI	0.412	7.15e-07	chr8	83491483	83493402	NA	chr8:83490983-83493902	chr8:83491383-83493502
Klhl3	Neg_vs_Parental	SE	0.412	0.000329	chr13	58164259	58164361	102	chr13:58163759-58164861	chr13:58164159-58164461
Cdk5rap2	Neg_vs_Parental	SE	-0.412	0.00441	chr4	70208081	70208266	185	chr4:70207581-70208766	chr4:70207981-70208366
Gm36033	Neg_vs_Parental	SE	-0.411	0.0302	chr9	63843924	63844093	169	chr9:63843424-63844593	chr9:63843824-63844193
Scn5a	Neg_vs_Parental	SE	-0.409	0.00676	chr9	119372389	119372481	92	chr9:119371889-119372981	chr9:119372289-119372581
Cdhr5	Neg_vs_Parental	SE	-0.409	0.00998	chr7	140851429	140851633	204	chr7:140850929-140852133	chr7:140851329-140851733
Nmnat2	Neg_vs_Parental	SE	-0.407	0.000228	chr1	152843667	152843727	60	chr1:152843167-152844227	chr1:152843567-152843827
Ift46	Neg_vs_Parental	SE	0.405	5.87e-05	chr9	44685479	44685528	49	chr9:44684979-44686028	chr9:44685379-44685628
AI480526	Neg_vs_Parental	SE	0.405	0.000434	chr5	123272686	123272780	94	chr5:123272186-123273280	chr5:123272586-123272880
Gm33023	Neg_vs_Parental	SE	-0.404	0.00564	chr8	105360139	105360350	211	chr8:105359639-105360850	chr8:105360039-105360450
Slc4a9	Neg_vs_Parental	RI	-0.403	0.00208	chr18	36664152	36664579	NA	chr18:36663652-36665079	chr18:36664052-36664679
Uba7	Neg_vs_Parental	RI	-0.402	0.0217	chr9	107856592	107856890	NA	chr9:107856092-107857390	chr9:107856492-107856990
Zfp467	Neg_vs_Parental	SE	0.402	0.0422	chr6	48419769	48419836	67	chr6:48419269-48420336	chr6:48419669-48419936
Irag2	Neg_vs_Parental	SE	0.4	0.000207	chr6	145083771	145083812	41	chr6:145083271-145084312	chr6:145083671-145083912
Gm15927	Neg_vs_Parental	SE	0.4	0.0208	chr7	3637642	3638494	852	chr7:3637142-3638994	chr7:3637542-3638594
Or51e2	Neg_vs_Parental	SE	-0.399	0.000672	chr7	102401471	102402340	869	chr7:102400971-102402840	chr7:102401371-102402440
Pomgnt2	Neg_vs_Parental	SE	0.398	0.00432	chr9	121824132	121824179	47	chr9:121823632-121824679	chr9:121824032-121824279
Fam53a	Neg_vs_Parental	A3SS	-0.395	0.000425	chr5	33757699	33765571	NA	chr5:33757199-33766071	chr5:33757599-33765671
Ccdc97	Neg_vs_Parental	SE	-0.394	0.00938	chr7	25417569	25417704	135	chr7:25417069-25418204	chr7:25417469-25417804
Zfp384	Neg_vs_Parental	RI	0.393	0.000504	chr6	125000995	125002045	NA	chr6:125000495-125002545	chr6:125000895-125002145
Exoc3l4	Neg_vs_Parental	SE	0.393	0.000448	chr12	111385193	111385298	105	chr12:111384693-111385798	chr12:111385093-111385398
Armcx1	Neg_vs_Parental	A5SS	-0.391	6.04e-05	chrX	133619668	133619857	NA	chrX:133619168-133620357	chrX:133619568-133619957
Gm36199	Neg_vs_Parental	RI	-0.391	0.00136	chr17	29684249	29684514	NA	chr17:29683749-29685014	chr17:29684149-29684614
Dph7	Neg_vs_Parental	A3SS	-0.39	0.0432	chr2	24855568	24855666	NA	chr2:24855068-24856166	chr2:24855468-24855766
Eno4	Neg_vs_Parental	SE	-0.39	0.000545	chr19	58957504	58957622	118	chr19:58957004-58958122	chr19:58957404-58957722
1700123M08Rik	Neg_vs_Parental	SE	0.39	0.0133	chr4	11976443	11977102	659	chr4:11975943-11977602	chr4:11976343-11977202
Gm32085	Neg_vs_Parental	SE	0.388	0.0281	chr3	152413486	152413934	448	chr3:152412986-152414434	chr3:152413386-152414034
Gm12610	Neg_vs_Parental	SE	-0.383	0.000375	chr4	89271433	89271838	405	chr4:89270933-89272338	chr4:89271333-89271938
Nphs1	Neg_vs_Parental	SE	-0.383	0.00123	chr7	30181165	30181241	76	chr7:30180665-30181741	chr7:30181065-30181341
Catip	Neg_vs_Parental	A5SS	0.382	0.0126	chr1	74401525	74401818	NA	chr1:74401025-74402318	chr1:74401425-74401918
Gm16835	Neg_vs_Parental	SE	-0.382	9.3e-05	chr14	119343557	119343726	169	chr14:119343057-119344226	chr14:119343457-119343826
Ncam1	Neg_vs_Parental	SE	-0.382	0.0375	chr9	49453187	49453202	15	chr9:49452687-49453702	chr9:49453087-49453302
Plch2	Neg_vs_Parental	SE	0.381	0.00135	chr4	155069822	155069849	27	chr4:155069322-155070349	chr4:155069722-155069949
Gm46430	Neg_vs_Parental	SE	-0.38	0.0223	chr13	74731765	74731992	227	chr13:74731265-74732492	chr13:74731665-74732092
Hdac5	Neg_vs_Parental	MXE	0.379	9.33e-05	chr11	102104750	102112677	NA	chr11:102104250-102113177	chr11:102104650-102112777
Casp2	Neg_vs_Parental	SE	0.378	4.32e-05	chr6	42253803	42253864	61	chr6:42253303-42254364	chr6:42253703-42253964
Ppt1	Neg_vs_Parental	SE	-0.377	0.00526	chr4	122748172	122748271	99	chr4:122747672-122748771	chr4:122748072-122748371
Samd13	Neg_vs_Parental	SE	0.377	0.0164	chr3	146390687	146390884	197	chr3:146390187-146391384	chr3:146390587-146390984
Wdr93	Neg_vs_Parental	SE	0.377	0.0289	chr7	79416137	79416173	36	chr7:79415637-79416673	chr7:79416037-79416273
Col11a2	Neg_vs_Parental	SE	0.376	0.032	chr17	34266071	34266251	180	chr17:34265571-34266751	chr17:34265971-34266351
Gm26760	Neg_vs_Parental	SE	-0.374	0.0444	chr15	92258919	92259046	127	chr15:92258419-92259546	chr15:92258819-92259146
ENSMUSG00000121502	Neg_vs_Parental	SE	0.373	3.35e-06	chr7	39120820	39120930	110	chr7:39120320-39121430	chr7:39120720-39121030
Aak1	Neg_vs_Parental	SE	0.373	4.91e-06	chr6	86958277	86958379	102	chr6:86957777-86958879	chr6:86958177-86958479
Fbxl9	Neg_vs_Parental	A3SS	-0.372	0.00143	chr8	106041707	106042700	NA	chr8:106041207-106043200	chr8:106041607-106042800
Agk	Neg_vs_Parental	SE	-0.371	5.82e-07	chr6	40331947	40332027	80	chr6:40331447-40332527	chr6:40331847-40332127
Il15	Neg_vs_Parental	SE	0.371	0.00285	chr8	83129367	83129502	135	chr8:83128867-83130002	chr8:83129267-83129602
Uckl1	Neg_vs_Parental	SE	-0.37	2.43e-05	chr2	181211925	181211973	48	chr2:181211425-181212473	chr2:181211825-181212073
Dennd1a	Neg_vs_Parental	SE	0.37	0.00172	chr2	38026937	38026987	50	chr2:38026437-38027487	chr2:38026837-38027087
Gm11457	Neg_vs_Parental	SE	0.37	0.0305	chr2	164604463	164604528	65	chr2:164603963-164605028	chr2:164604363-164604628
4732471J01Rik	Neg_vs_Parental	A5SS	0.369	0.00488	chr7	25096114	25096401	NA	chr7:25095614-25096901	chr7:25096014-25096501
Jpx	Neg_vs_Parental	SE	-0.369	6.36e-05	chrX	102546465	102546536	71	chrX:102545965-102547036	chrX:102546365-102546636
Fam151b	Neg_vs_Parental	SE	-0.369	0.00116	chr13	92610470	92610636	166	chr13:92609970-92611136	chr13:92610370-92610736
Rnf112	Neg_vs_Parental	SE	-0.368	0.000244	chr11	61344253	61344322	69	chr11:61343753-61344822	chr11:61344153-61344422
Abraxas1	Neg_vs_Parental	SE	0.366	0.00851	chr5	100965827	100965864	37	chr5:100965327-100966364	chr5:100965727-100965964
Tafazzin	Neg_vs_Parental	SE	-0.365	0.000453	chrX	73332589	73332625	36	chrX:73332089-73333125	chrX:73332489-73332725
Ppp4r1l-ps	Neg_vs_Parental	A5SS	-0.364	0.0298	chr2	173456906	173457369	NA	chr2:173456406-173457869	chr2:173456806-173457469
Cep63	Neg_vs_Parental	SE	-0.364	0.0257	chr9	102498894	102498927	33	chr9:102498394-102499427	chr9:102498794-102499027
Pparg	Neg_vs_Parental	MXE	0.362	0.0393	chr6	115362557	115384281	NA	chr6:115362057-115384781	chr6:115362457-115384381
Tmem52	Neg_vs_Parental	RI	0.361	0.0052	chr4	155553759	155553960	NA	chr4:155553259-155554460	chr4:155553659-155554060
1700086O06Rik	Neg_vs_Parental	SE	0.361	2.17e-06	chr18	38373891	38374006	115	chr18:38373391-38374506	chr18:38373791-38374106
Psme3ip1	Neg_vs_Parental	SE	0.36	0.000185	chr8	95317800	95317916	116	chr8:95317300-95318416	chr8:95317700-95318016
Spata2	Neg_vs_Parental	SE	-0.36	0.00627	chr2	167331088	167331288	200	chr2:167330588-167331788	chr2:167330988-167331388
Ypel3	Neg_vs_Parental	SE	-0.36	0.0499	chr7	126376677	126376789	112	chr7:126376177-126377289	chr7:126376577-126376889
Myo1h	Neg_vs_Parental	A5SS	-0.359	0.0129	chr5	114494923	114495074	NA	chr5:114494423-114495574	chr5:114494823-114495174
Gabbr1	Neg_vs_Parental	SE	0.359	5.08e-11	chr17	37360544	37360689	145	chr17:37360044-37361189	chr17:37360444-37360789
Hyal3	Neg_vs_Parental	SE	-0.359	0.00334	chr9	107461950	107462864	914	chr9:107461450-107463364	chr9:107461850-107462964
Chrd	Neg_vs_Parental	SE	-0.358	0.0327	chr16	20553611	20553719	108	chr16:20553111-20554219	chr16:20553511-20553819
Gm48249	Neg_vs_Parental	SE	0.357	7.86e-05	chr10	20161515	20161640	125	chr10:20161015-20162140	chr10:20161415-20161740
Nup35	Neg_vs_Parental	SE	-0.356	0.00538	chr2	80454669	80454704	35	chr2:80454169-80455204	chr2:80454569-80454804
Obscn	Neg_vs_Parental	SE	0.356	0.00758	chr11	58952249	58952513	264	chr11:58951749-58953013	chr11:58952149-58952613
Mrpl33	Neg_vs_Parental	SE	0.356	0.0315	chr5	31798948	31800384	1436	chr5:31798448-31800884	chr5:31798848-31800484
Ppp4r1l-ps	Neg_vs_Parental	MXE	0.355	0.0357	chr2	173446298	173448027	NA	chr2:173445798-173448527	chr2:173446198-173448127
Gm3512	Neg_vs_Parental	SE	0.353	0.00262	chr14	15299928	15300079	151	chr14:15299428-15300579	chr14:15299828-15300179
Kcnq5	Neg_vs_Parental	SE	0.353	0.0168	chr1	21536606	21536633	27	chr1:21536106-21537133	chr1:21536506-21536733
Nfatc4	Neg_vs_Parental	RI	-0.352	0.0137	chr14	56069679	56071081	NA	chr14:56069179-56071581	chr14:56069579-56071181
Arel1	Neg_vs_Parental	SE	-0.352	0.0404	chr12	84998964	84999190	226	chr12:84998464-84999690	chr12:84998864-84999290
Tafazzin	Neg_vs_Parental	SE	-0.351	0.000163	chrX	73332534	73332625	91	chrX:73332034-73333125	chrX:73332434-73332725
Lyrm1	Neg_vs_Parental	SE	0.351	0.000552	chr7	119499333	119499531	198	chr7:119498833-119500031	chr7:119499233-119499631
Zbtb20	Neg_vs_Parental	SE	0.351	0.0249	chr16	43013827	43013901	74	chr16:43013327-43014401	chr16:43013727-43014001
Ntn5	Neg_vs_Parental	SE	-0.35	1.8e-05	chr7	45340470	45340659	189	chr7:45339970-45341159	chr7:45340370-45340759
Gm19605	Neg_vs_Parental	SE	0.349	0.000271	chr12	110444793	110445057	264	chr12:110444293-110445557	chr12:110444693-110445157
Tafazzin	Neg_vs_Parental	SE	-0.346	1.28e-10	chrX	73332534	73332625	91	chrX:73332034-73333125	chrX:73332434-73332725
Pi4ka	Neg_vs_Parental	SE	-0.344	0.00183	chr16	17118354	17118495	141	chr16:17117854-17118995	chr16:17118254-17118595
Srpk2	Neg_vs_Parental	A3SS	0.343	0.000277	chr5	23745372	23745501	NA	chr5:23744872-23746001	chr5:23745272-23745601
Mindy3	Neg_vs_Parental	MXE	-0.343	6.67e-09	chr2	12405835	12408977	NA	chr2:12405335-12409477	chr2:12405735-12409077
4933431E20Rik	Neg_vs_Parental	A3SS	-0.342	0.000547	chr3	107801366	107801531	NA	chr3:107800866-107802031	chr3:107801266-107801631
Pcnx3	Neg_vs_Parental	A3SS	0.342	0.0416	chr19	5731459	5731602	NA	chr19:5730959-5732102	chr19:5731359-5731702
Nrg4	Neg_vs_Parental	A3SS	-0.341	0.000814	chr9	55133899	55134038	NA	chr9:55133399-55134538	chr9:55133799-55134138
Cetn4	Neg_vs_Parental	SE	-0.341	1.91e-05	chr3	37364085	37364214	129	chr3:37363585-37364714	chr3:37363985-37364314
Mapk1	Neg_vs_Parental	SE	-0.341	0.0468	chr16	16836149	16836339	190	chr16:16835649-16836839	chr16:16836049-16836439
Irag2	Neg_vs_Parental	RI	-0.34	0.000164	chr6	145083185	145083812	NA	chr6:145082685-145084312	chr6:145083085-145083912
Pate2	Neg_vs_Parental	SE	-0.338	0.000422	chr9	35523067	35523167	100	chr9:35522567-35523667	chr9:35522967-35523267
Ryr2	Neg_vs_Parental	SE	0.338	0.00383	chr13	11905719	11905734	15	chr13:11905219-11906234	chr13:11905619-11905834
Shank3	Neg_vs_Parental	SE	0.338	0.00566	chr15	89440923	89440951	28	chr15:89440423-89441451	chr15:89440823-89441051
Plekha6	Neg_vs_Parental	SE	0.337	0.0393	chr1	133203549	133203603	54	chr1:133203049-133204103	chr1:133203449-133203703
Dpy19l1	Neg_vs_Parental	SE	0.337	0.0477	chr9	24393224	24393362	138	chr9:24392724-24393862	chr9:24393124-24393462
Klhl5	Neg_vs_Parental	A5SS	0.333	0.0433	chr5	65320132	65320424	NA	chr5:65319632-65320924	chr5:65320032-65320524
1810019D21Rik	Neg_vs_Parental	RI	0.333	0.0285	chr8	106863162	106865355	NA	chr8:106862662-106865855	chr8:106863062-106865455
Arfip1	Neg_vs_Parental	SE	-0.333	0.00359	chr3	84434992	84435105	113	chr3:84434492-84435605	chr3:84434892-84435205
Gm30866	Neg_vs_Parental	SE	-0.332	0.00209	chr5	141110798	141110882	84	chr5:141110298-141111382	chr5:141110698-141110982
2810429I04Rik	Neg_vs_Parental	A5SS	-0.331	0.00273	chr13	3544480	3544721	NA	chr13:3543980-3545221	chr13:3544380-3544821
2410002F23Rik	Neg_vs_Parental	RI	-0.331	0	chr7	43896674	43897719	NA	chr7:43896174-43898219	chr7:43896574-43897819
Cinp	Neg_vs_Parental	SE	-0.331	0.00548	chr12	110843656	110843806	150	chr12:110843156-110844306	chr12:110843556-110843906
Rubcn	Neg_vs_Parental	SE	0.329	0	chr16	32661906	32661951	45	chr16:32661406-32662451	chr16:32661806-32662051
Pcgf2	Neg_vs_Parental	SE	-0.328	7e-04	chr11	97590031	97590126	95	chr11:97589531-97590626	chr11:97589931-97590226
Slc38a10	Neg_vs_Parental	SE	0.327	0	chr11	119999292	119999379	87	chr11:119998792-119999879	chr11:119999192-119999479
2500004C02Rik	Neg_vs_Parental	SE	0.327	4.84e-05	chr2	153187037	153187098	61	chr2:153186537-153187598	chr2:153186937-153187198
Lmntd1	Neg_vs_Parental	SE	0.327	0.0479	chr6	145363125	145363245	120	chr6:145362625-145363745	chr6:145363025-145363345
Mapkapk3	Neg_vs_Parental	A5SS	-0.326	0.00188	chr9	107139621	107140963	NA	chr9:107139121-107141463	chr9:107139521-107141063
Kcnc3	Neg_vs_Parental	SE	0.326	0.000352	chr7	44247013	44247043	30	chr7:44246513-44247543	chr7:44246913-44247143
Mef2d	Neg_vs_Parental	SE	-0.326	0.039	chr3	88065527	88065662	135	chr3:88065027-88066162	chr3:88065427-88065762
Nin	Neg_vs_Parental	SE	0.325	0.00324	chr12	70069054	70069115	61	chr12:70068554-70069615	chr12:70068954-70069215
Large2	Neg_vs_Parental	A5SS	0.324	0.0177	chr2	92200690	92201008	NA	chr2:92200190-92201508	chr2:92200590-92201108
E130307A14Rik	Neg_vs_Parental	SE	-0.324	0.000392	chr10	39521551	39521804	253	chr10:39521051-39522304	chr10:39521451-39521904
Gm12610	Neg_vs_Parental	SE	0.324	0.00661	chr4	89255914	89256050	136	chr4:89255414-89256550	chr4:89255814-89256150
Agrn	Neg_vs_Parental	SE	0.323	0.0041	chr4	156253002	156253026	24	chr4:156252502-156253526	chr4:156252902-156253126
Clk4	Neg_vs_Parental	SE	-0.322	0.00486	chr11	51158991	51159058	67	chr11:51158491-51159558	chr11:51158891-51159158
Uqcc1	Neg_vs_Parental	SE	0.32	0.0414	chr2	155751272	155751345	73	chr2:155750772-155751845	chr2:155751172-155751445
4933431E20Rik	Neg_vs_Parental	SE	-0.32	0.0499	chr3	107801904	107801972	68	chr3:107801404-107802472	chr3:107801804-107802072
Slc38a6	Neg_vs_Parental	SE	0.319	0.00253	chr12	73390442	73390522	80	chr12:73389942-73391022	chr12:73390342-73390622
Sgms1	Neg_vs_Parental	SE	-0.319	0.0225	chr19	32134865	32135077	212	chr19:32134365-32135577	chr19:32134765-32135177
Spdya	Neg_vs_Parental	SE	-0.318	0.0033	chr17	71863234	71863484	250	chr17:71862734-71863984	chr17:71863134-71863584
Pparg	Neg_vs_Parental	SE	-0.318	0.0075	chr6	115384202	115384281	79	chr6:115383702-115384781	chr6:115384102-115384381
Tmod2	Neg_vs_Parental	SE	-0.318	0.0133	chr9	75517810	75517961	151	chr9:75517310-75518461	chr9:75517710-75518061
Cfap410	Neg_vs_Parental	SE	-0.317	6.66e-05	chr10	77815586	77815885	299	chr10:77815086-77816385	chr10:77815486-77815985
Matn2	Neg_vs_Parental	A3SS	-0.316	0.00197	chr15	34433178	34433313	NA	chr15:34432678-34433813	chr15:34433078-34433413
Gm5535	Neg_vs_Parental	SE	0.316	0.000378	chr2	144016446	144016664	218	chr2:144015946-144017164	chr2:144016346-144016764
C530043A13Rik	Neg_vs_Parental	SE	0.316	0.00456	chr1	73567883	73568093	210	chr1:73567383-73568593	chr1:73567783-73568193
Snrpa1	Neg_vs_Parental	RI	-0.315	0	chr7	65719171	65720413	NA	chr7:65718671-65720913	chr7:65719071-65720513
Mnat1	Neg_vs_Parental	SE	-0.315	1.91e-05	chr12	73225978	73226082	104	chr12:73225478-73226582	chr12:73225878-73226182
Sgce	Neg_vs_Parental	SE	-0.315	0.00243	chr6	4711307	4711380	73	chr6:4710807-4711880	chr6:4711207-4711480
Nufip2	Neg_vs_Parental	SE	0.315	0.0121	chr11	77579112	77579157	45	chr11:77578612-77579657	chr11:77579012-77579257
Tafazzin	Neg_vs_Parental	SE	-0.314	3.99e-10	chrX	73332589	73332625	36	chrX:73332089-73333125	chrX:73332489-73332725
Tpd52	Neg_vs_Parental	SE	0.314	4.42e-07	chr3	9008610	9008637	27	chr3:9008110-9009137	chr3:9008510-9008737
Yars	Neg_vs_Parental	SE	0.313	4.87e-05	chr4	129090905	129091081	176	chr4:129090405-129091581	chr4:129090805-129091181
Prr33	Neg_vs_Parental	SE	0.313	0.0015	chr7	142050611	142050708	97	chr7:142050111-142051208	chr7:142050511-142050808
