Gene	Comparison	EventType	dPSI	FDR	Chromosome	Start	End	ExonLength	IGV_coordinate	IGV_narrow
Eif4g1	Neg_vs_Parental	SE	0.166	1.83e-13	chr16	20493535	20493556	21	chr16:20493035-20494056	chr16:20493435-20493656
Arvcf	Neg_vs_Parental	SE	0.166	7.89e-11	chr16	18219530	18219548	18	chr16:18219030-18220048	chr16:18219430-18219648
Dock4	Neg_vs_Parental	SE	0.164	0	chr12	40844595	40844622	27	chr12:40844095-40845122	chr12:40844495-40844722
Dctn4	Neg_vs_Parental	SE	0.164	2.36e-07	chr18	60678428	60678449	21	chr18:60677928-60678949	chr18:60678328-60678549
Cpeb4	Neg_vs_Parental	SE	0.164	3.91e-05	chr11	31868800	31868824	24	chr11:31868300-31869324	chr11:31868700-31868924
Erc1	Neg_vs_Parental	SE	0.163	2.75e-05	chr6	119711041	119711053	12	chr6:119710541-119711553	chr6:119710941-119711153
Zcrb1	Neg_vs_Parental	SE	-0.163	0.000759	chr15	93293467	93293496	29	chr15:93292967-93293996	chr15:93293367-93293596
Vps29	Neg_vs_Parental	SE	0.163	0.00351	chr5	122494856	122494868	12	chr5:122494356-122495368	chr5:122494756-122494968
Bin1	Neg_vs_Parental	SE	0.158	0.00216	chr18	32562752	32562776	24	chr18:32562252-32563276	chr18:32562652-32562876
Strada	Neg_vs_Parental	SE	0.157	9e-04	chr11	106071780	106071809	29	chr11:106071280-106072309	chr11:106071680-106071909
Ssr1	Neg_vs_Parental	SE	0.156	2.11e-08	chr13	38167070	38167085	15	chr13:38166570-38167585	chr13:38166970-38167185
Sidt2	Neg_vs_Parental	SE	0.156	5.41e-06	chr9	45858838	45858850	12	chr9:45858338-45859350	chr9:45858738-45858950
Kcnq2	Neg_vs_Parental	SE	0.153	1.25e-12	chr2	180745434	180745464	30	chr2:180744934-180745964	chr2:180745334-180745564
Kcnc3	Neg_vs_Parental	SE	0.151	1.7e-05	chr7	44247013	44247043	30	chr7:44246513-44247543	chr7:44246913-44247143
Gnas	Neg_vs_Parental	SE	0.15	8.39e-11	chr2	174169900	174169924	24	chr2:174169400-174170424	chr2:174169800-174170024
Mapk8ip3	Neg_vs_Parental	SE	0.149	0	chr17	25127384	25127402	18	chr17:25126884-25127902	chr17:25127284-25127502
Sorbs1	Neg_vs_Parental	SE	0.149	0.0344	chr19	40371199	40371226	27	chr19:40370699-40371726	chr19:40371099-40371326
Max	Neg_vs_Parental	SE	0.148	3.18e-06	chr12	77008036	77008063	27	chr12:77007536-77008563	chr12:77007936-77008163
Arhgef11	Neg_vs_Parental	SE	0.146	2.79e-06	chr3	87625535	87625565	30	chr3:87625035-87626065	chr3:87625435-87625665
Plch2	Neg_vs_Parental	SE	0.144	0.0428	chr4	155069822	155069849	27	chr4:155069322-155070349	chr4:155069722-155069949
Madd	Neg_vs_Parental	SE	0.143	0.000298	chr2	90971153	90971162	9	chr2:90970653-90971662	chr2:90971053-90971262
Adgrl2	Neg_vs_Parental	SE	0.142	8.24e-05	chr3	148566062	148566074	12	chr3:148565562-148566574	chr3:148565962-148566174
Bin1	Neg_vs_Parental	SE	0.14	0.0132	chr18	32562752	32562776	24	chr18:32562252-32563276	chr18:32562652-32562876
Ank2	Neg_vs_Parental	SE	0.138	0.00303	chr3	126772904	126772916	12	chr3:126772404-126773416	chr3:126772804-126773016
Dctn1	Neg_vs_Parental	SE	-0.137	2.37e-05	chr6	83164745	83164766	21	chr6:83164245-83165266	chr6:83164645-83164866
Stk3	Neg_vs_Parental	SE	0.135	2.32e-10	chr15	35115083	35115104	21	chr15:35114583-35115604	chr15:35114983-35115204
Vti1a	Neg_vs_Parental	SE	0.135	0.0167	chr19	55375620	55375641	21	chr19:55375120-55376141	chr19:55375520-55375741
Sbf1	Neg_vs_Parental	SE	0.134	0	chr15	89191374	89191398	24	chr15:89190874-89191898	chr15:89191274-89191498
Gramd1b	Neg_vs_Parental	SE	0.133	6.27e-05	chr9	40211735	40211747	12	chr9:40211235-40212247	chr9:40211635-40211847
Pacsin2	Neg_vs_Parental	SE	0.132	1.48e-08	chr15	83267823	83267829	6	chr15:83267323-83268329	chr15:83267723-83267929
Arhgef1	Neg_vs_Parental	SE	0.131	0.000226	chr7	24617944	24617956	12	chr7:24617444-24618456	chr7:24617844-24618056
Zfyve27	Neg_vs_Parental	SE	0.131	0.041	chr19	42174058	42174079	21	chr19:42173558-42174579	chr19:42173958-42174179
Adam22	Neg_vs_Parental	SE	0.13	0.009	chr5	8136593	8136623	30	chr5:8136093-8137123	chr5:8136493-8136723
Dclk2	Neg_vs_Parental	SE	0.13	0.0358	chr3	86695928	86695941	13	chr3:86695428-86696441	chr3:86695828-86696041
Shank3	Neg_vs_Parental	SE	0.129	0.0037	chr15	89422217	89422241	24	chr15:89421717-89422741	chr15:89422117-89422341
Srrm4	Neg_vs_Parental	SE	0.128	0.00306	chr5	116592731	116592747	16	chr5:116592231-116593247	chr5:116592631-116592847
Bicdl1	Neg_vs_Parental	SE	0.126	2.96e-09	chr5	115810202	115810214	12	chr5:115809702-115810714	chr5:115810102-115810314
Mars1	Neg_vs_Parental	SE	-0.123	8.84e-07	chr10	127132585	127132609	24	chr10:127132085-127133109	chr10:127132485-127132709
Mapkbp1	Neg_vs_Parental	SE	0.12	0.000139	chr2	119843781	119843799	18	chr2:119843281-119844299	chr2:119843681-119843899
Src	Neg_vs_Parental	SE	0.119	0.042	chr2	157300762	157300780	18	chr2:157300262-157301280	chr2:157300662-157300880
Picalm	Neg_vs_Parental	SE	0.118	1.15e-07	chr7	89843480	89843504	24	chr7:89842980-89844004	chr7:89843380-89843604
Dnm2	Neg_vs_Parental	SE	0.118	0.000947	chr9	21401953	21401965	12	chr9:21401453-21402465	chr9:21401853-21402065
Col4a1	Neg_vs_Parental	SE	0.116	0.0293	chr8	11254535	11254552	17	chr8:11254035-11255052	chr8:11254435-11254652
Edem3	Neg_vs_Parental	SE	0.115	0.00405	chr1	151688504	151688519	15	chr1:151688004-151689019	chr1:151688404-151688619
Kif13a	Neg_vs_Parental	SE	0.115	0.0477	chr13	47018294	47018307	13	chr13:47017794-47018807	chr13:47018194-47018407
Nrbp1	Neg_vs_Parental	SE	0.114	1.54e-06	chr5	31403665	31403689	24	chr5:31403165-31404189	chr5:31403565-31403789
Srrm3	Neg_vs_Parental	SE	0.114	0.000269	chr5	135895980	135896000	20	chr5:135895480-135896500	chr5:135895880-135896100
Vps29	Neg_vs_Parental	SE	0.112	1.88e-05	chr5	122494856	122494868	12	chr5:122494356-122495368	chr5:122494756-122494968
Trappc8	Neg_vs_Parental	SE	0.11	7.29e-06	chr18	20988877	20988895	18	chr18:20988377-20989395	chr18:20988777-20988995
Pus7	Neg_vs_Parental	SE	0.11	0.0025	chr5	23968331	23968349	18	chr5:23967831-23968849	chr5:23968231-23968449
Dclk2	Neg_vs_Parental	SE	0.107	9.03e-07	chr3	86695928	86695941	13	chr3:86695428-86696441	chr3:86695828-86696041
Tpd52l2	Neg_vs_Parental	SE	0.106	0.00043	chr2	181152296	181152323	27	chr2:181151796-181152823	chr2:181152196-181152423
Lysmd4	Neg_vs_Parental	SE	0.106	0.0348	chr7	66874123	66874149	26	chr7:66873623-66874649	chr7:66874023-66874249
Mon2	Neg_vs_Parental	SE	0.104	0.00513	chr10	122858990	122858993	3	chr10:122858490-122859493	chr10:122858890-122859093
Zfp58	Neg_vs_Parental	SE	-0.104	0.0176	chr13	67644303	67644330	27	chr13:67643803-67644830	chr13:67644203-67644430
Dlg1	Neg_vs_Parental	SE	-0.104	0.0218	chr16	31673485	31673506	21	chr16:31672985-31674006	chr16:31673385-31673606
Cpeb4	Neg_vs_Parental	SE	0.103	1.13e-05	chr11	31868800	31868824	24	chr11:31868300-31869324	chr11:31868700-31868924
Tenm4	Neg_vs_Parental	SE	0.102	6.03e-06	chr7	96454311	96454338	27	chr7:96453811-96454838	chr7:96454211-96454438
2700062C07Rik	Neg_vs_Parental	SE	-0.102	0.0217	chr18	24604118	24604141	23	chr18:24603618-24604641	chr18:24604018-24604241
Arfgap1	Neg_vs_Parental	SE	0.1	0	chr2	180620204	180620234	30	chr2:180619704-180620734	chr2:180620104-180620334
Spag9	Neg_vs_Parental	SE	0.1	0.000216	chr11	93970024	93970036	12	chr11:93969524-93970536	chr11:93969924-93970136
Itga8	Pos_vs_Neg	SE	-0.525	2.56e-07	chr2	12198080	12198093	13	chr2:12197580-12198593	chr2:12197980-12198193
Prss41	Pos_vs_Neg	SE	-0.474	0.00819	chr17	24062930	24062957	27	chr17:24062430-24063457	chr17:24062830-24063057
Bin1	Pos_vs_Neg	SE	-0.468	7.13e-06	chr18	32562752	32562776	24	chr18:32562252-32563276	chr18:32562652-32562876
Ryr2	Pos_vs_Neg	SE	-0.444	9.78e-05	chr13	11905719	11905734	15	chr13:11905219-11906234	chr13:11905619-11905834
Akap1	Pos_vs_Neg	SE	-0.432	6.65e-06	chr11	88734637	88734650	13	chr11:88734137-88735150	chr11:88734537-88734750
Car14	Pos_vs_Neg	SE	-0.423	0.000117	chr3	95808770	95808792	22	chr3:95808270-95809292	chr3:95808670-95808892
Col4a1	Pos_vs_Neg	SE	-0.38	0	chr8	11254535	11254552	17	chr8:11254035-11255052	chr8:11254435-11254652
Sgip1	Pos_vs_Neg	SE	-0.377	0.0405	chr4	102757722	102757734	12	chr4:102757222-102758234	chr4:102757622-102757834
Rps24	Pos_vs_Neg	SE	-0.367	0	chr14	24544119	24544137	18	chr14:24543619-24544637	chr14:24544019-24544237
Shank3	Pos_vs_Neg	SE	0.329	0.0188	chr15	89440923	89440951	28	chr15:89440423-89441451	chr15:89440823-89441051
Tpd52	Pos_vs_Neg	SE	-0.321	1.95e-11	chr3	9008610	9008637	27	chr3:9008110-9009137	chr3:9008510-9008737
Bak1	Pos_vs_Neg	SE	-0.319	0	chr17	27240636	27240656	20	chr17:27240136-27241156	chr17:27240536-27240756
Lysmd4	Pos_vs_Neg	SE	-0.319	4.17e-07	chr7	66874123	66874149	26	chr7:66873623-66874649	chr7:66874023-66874249
Dync2h1	Pos_vs_Neg	SE	-0.319	4.39e-06	chr9	7045348	7045369	21	chr9:7044848-7045869	chr9:7045248-7045469
Shank2	Pos_vs_Neg	SE	-0.31	0.00307	chr7	143950374	143950383	9	chr7:143949874-143950883	chr7:143950274-143950483
Picalm	Pos_vs_Neg	SE	-0.306	0	chr7	89843480	89843504	24	chr7:89842980-89844004	chr7:89843380-89843604
Mocs2	Pos_vs_Neg	SE	-0.302	1.78e-05	chr13	114961746	114961770	24	chr13:114961246-114962270	chr13:114961646-114961870
Zfp58	Pos_vs_Neg	SE	0.293	0.000501	chr13	67644303	67644330	27	chr13:67643803-67644830	chr13:67644203-67644430
Asap1	Pos_vs_Neg	SE	-0.29	0	chr15	64025692	64025701	9	chr15:64025192-64026201	chr15:64025592-64025801
Agrn	Pos_vs_Neg	SE	-0.281	0.000252	chr4	156253002	156253026	24	chr4:156252502-156253526	chr4:156252902-156253126
Ank2	Pos_vs_Neg	SE	-0.279	9.69e-10	chr3	126772904	126772916	12	chr3:126772404-126773416	chr3:126772804-126773016
Chpt1	Pos_vs_Neg	SE	-0.277	0.00333	chr10	88317214	88317241	27	chr10:88316714-88317741	chr10:88317114-88317341
Tcf7l2	Pos_vs_Neg	SE	-0.274	0.000251	chr19	55916161	55916186	25	chr19:55915661-55916686	chr19:55916061-55916286
Arfgap1	Pos_vs_Neg	SE	-0.268	0	chr2	180620204	180620234	30	chr2:180619704-180620734	chr2:180620104-180620334
Trrap	Pos_vs_Neg	SE	-0.268	7.27e-10	chr5	144747141	144747162	21	chr5:144746641-144747662	chr5:144747041-144747262
Sh3glb1	Pos_vs_Neg	SE	-0.262	0	chr3	144405614	144405638	24	chr3:144405114-144406138	chr3:144405514-144405738
Pacsin2	Pos_vs_Neg	SE	-0.262	0	chr15	83267823	83267829	6	chr15:83267323-83268329	chr15:83267723-83267929
Sh3glb2	Pos_vs_Neg	SE	-0.259	0	chr2	30239237	30239249	12	chr2:30238737-30239749	chr2:30239137-30239349
Adgrl2	Pos_vs_Neg	SE	-0.258	0	chr3	148566062	148566074	12	chr3:148565562-148566574	chr3:148565962-148566174
Snx21	Pos_vs_Neg	SE	-0.258	5.44e-08	chr2	164633477	164633488	11	chr2:164632977-164633988	chr2:164633377-164633588
Vav2	Pos_vs_Neg	SE	-0.251	0	chr2	27190441	27190456	15	chr2:27189941-27190956	chr2:27190341-27190556
Rapgef6	Pos_vs_Neg	SE	-0.249	3.78e-05	chr11	54542574	54542589	15	chr11:54542074-54543089	chr11:54542474-54542689
Sptan1	Pos_vs_Neg	SE	-0.246	0	chr2	29904169	29904184	15	chr2:29903669-29904684	chr2:29904069-29904284
Trim9	Pos_vs_Neg	SE	-0.244	0.039	chr12	70314007	70314037	30	chr12:70313507-70314537	chr12:70313907-70314137
Mef2a	Pos_vs_Neg	SE	-0.242	0	chr7	66894268	66894292	24	chr7:66893768-66894792	chr7:66894168-66894392
Chpt1	Pos_vs_Neg	SE	0.242	0.0305	chr10	88317214	88317241	27	chr10:88316714-88317741	chr10:88317114-88317341
Meaf6	Pos_vs_Neg	SE	-0.24	1.58e-08	chr4	125001309	125001339	30	chr4:125000809-125001839	chr4:125001209-125001439
Sipa1	Pos_vs_Neg	SE	-0.24	0.00158	chr19	5711623	5711651	28	chr19:5711123-5712151	chr19:5711523-5711751
Dop1a	Pos_vs_Neg	SE	-0.238	0.000176	chr9	86388923	86388953	30	chr9:86388423-86389453	chr9:86388823-86389053
Pcgf6	Pos_vs_Neg	SE	-0.232	7.83e-13	chr19	47030560	47030578	18	chr19:47030060-47031078	chr19:47030460-47030678
Ank3	Pos_vs_Neg	SE	-0.232	0.00666	chr10	69765276	69765288	12	chr10:69764776-69765788	chr10:69765176-69765388
Dock4	Pos_vs_Neg	SE	-0.23	0	chr12	40844595	40844622	27	chr12:40844095-40845122	chr12:40844495-40844722
Slc8a1	Pos_vs_Neg	SE	-0.229	0.0333	chr17	81749631	81749652	21	chr17:81749131-81750152	chr17:81749531-81749752
Ergic3	Pos_vs_Neg	SE	-0.228	0	chr2	155857296	155857311	15	chr2:155856796-155857811	chr2:155857196-155857411
Bin1	Pos_vs_Neg	SE	-0.227	2.58e-07	chr18	32562752	32562776	24	chr18:32562252-32563276	chr18:32562652-32562876
Strada	Pos_vs_Neg	SE	-0.219	3.99e-06	chr11	106071780	106071809	29	chr11:106071280-106072309	chr11:106071680-106071909
Dctn1	Pos_vs_Neg	SE	-0.217	1.28e-05	chr6	83160917	83160938	21	chr6:83160417-83161438	chr6:83160817-83161038
Ssr1	Pos_vs_Neg	SE	-0.215	0	chr13	38167070	38167085	15	chr13:38166570-38167585	chr13:38166970-38167185
Sgip1	Pos_vs_Neg	SE	-0.212	0.000319	chr4	102762761	102762773	12	chr4:102762261-102763273	chr4:102762661-102762873
Strada	Pos_vs_Neg	SE	-0.211	0	chr11	106071780	106071809	29	chr11:106071280-106072309	chr11:106071680-106071909
Ppfia1	Pos_vs_Neg	SE	-0.211	0.00355	chr7	144042427	144042454	27	chr7:144041927-144042954	chr7:144042327-144042554
Mon2	Pos_vs_Neg	SE	-0.21	0	chr10	122858990	122858993	3	chr10:122858490-122859493	chr10:122858890-122859093
Sidt2	Pos_vs_Neg	SE	-0.209	0.00206	chr9	45858838	45858850	12	chr9:45858338-45859350	chr9:45858738-45858950
Asap2	Pos_vs_Neg	SE	-0.208	0	chr12	21264362	21264371	9	chr12:21263862-21264871	chr12:21264262-21264471
Mast2	Pos_vs_Neg	SE	-0.208	1.12e-11	chr4	116190609	116190630	21	chr4:116190109-116191130	chr4:116190509-116190730
E2f7	Pos_vs_Neg	SE	-0.208	0.000158	chr10	110601999	110602023	24	chr10:110601499-110602523	chr10:110601899-110602123
Ank3	Pos_vs_Neg	SE	-0.203	0.000271	chr10	69816653	69816680	27	chr10:69816153-69817180	chr10:69816553-69816780
Clec16a	Pos_vs_Neg	SE	-0.202	2.45e-08	chr16	10390781	10390787	6	chr16:10390281-10391287	chr16:10390681-10390887
Eif4g3	Pos_vs_Neg	SE	-0.202	0.0413	chr4	137823219	137823240	21	chr4:137822719-137823740	chr4:137823119-137823340
Mapk8ip3	Pos_vs_Neg	SE	-0.199	0	chr17	25127384	25127402	18	chr17:25126884-25127902	chr17:25127284-25127502
Eml5	Pos_vs_Neg	SE	-0.199	5.67e-07	chr12	98787858	98787873	15	chr12:98787358-98788373	chr12:98787758-98787973
Vav2	Pos_vs_Neg	SE	-0.198	0	chr2	27174850	27174865	15	chr2:27174350-27175365	chr2:27174750-27174965
Psap	Pos_vs_Neg	SE	-0.198	0	chr10	60133316	60133325	9	chr10:60132816-60133825	chr10:60133216-60133425
Pus7	Pos_vs_Neg	SE	-0.195	4.75e-11	chr5	23968331	23968349	18	chr5:23967831-23968849	chr5:23968231-23968449
Ppp6r3	Pos_vs_Neg	SE	-0.194	2.94e-13	chr19	3509746	3509764	18	chr19:3509246-3510264	chr19:3509646-3509864
Carns1	Pos_vs_Neg	SE	0.194	0.0399	chr19	4225003	4225030	27	chr19:4224503-4225530	chr19:4224903-4225130
Shank2	Pos_vs_Neg	SE	-0.193	0.0376	chr7	143961792	143961813	21	chr7:143961292-143962313	chr7:143961692-143961913
Eef1d	Pos_vs_Neg	SE	-0.191	0.00162	chr15	75777734	75777749	15	chr15:75777234-75778249	chr15:75777634-75777849
Clasp2	Pos_vs_Neg	SE	-0.19	0	chr9	113707817	113707841	24	chr9:113707317-113708341	chr9:113707717-113707941
Inpp4a	Pos_vs_Neg	SE	-0.189	0.000253	chr1	37413355	37413370	15	chr1:37412855-37413870	chr1:37413255-37413470
Mfsd6	Pos_vs_Neg	SE	-0.187	0.00377	chr1	52697857	52697882	25	chr1:52697357-52698382	chr1:52697757-52697982
Git2	Pos_vs_Neg	SE	-0.185	0	chr5	114891208	114891214	6	chr5:114890708-114891714	chr5:114891108-114891314
Bin1	Pos_vs_Neg	SE	-0.183	0.00208	chr18	32562752	32562776	24	chr18:32562252-32563276	chr18:32562652-32562876
Dctn1	Pos_vs_Neg	SE	-0.18	0	chr6	83174300	83174315	15	chr6:83173800-83174815	chr6:83174200-83174415
Dctn1	Pos_vs_Neg	SE	-0.179	0	chr6	83160917	83160938	21	chr6:83160417-83161438	chr6:83160817-83161038
Bin1	Pos_vs_Neg	SE	-0.178	2.99e-08	chr18	32562752	32562776	24	chr18:32562252-32563276	chr18:32562652-32562876
Dip2a	Pos_vs_Neg	SE	-0.178	1.93e-05	chr10	76107209	76107239	30	chr10:76106709-76107739	chr10:76107109-76107339
Inpp4a	Pos_vs_Neg	SE	-0.178	0.00122	chr1	37413352	37413370	18	chr1:37412852-37413870	chr1:37413252-37413470
L1cam	Pos_vs_Neg	SE	-0.177	0	chrX	72899257	72899269	12	chrX:72898757-72899769	chrX:72899157-72899369
Eif4g1	Pos_vs_Neg	SE	-0.174	0	chr16	20493535	20493556	21	chr16:20493035-20494056	chr16:20493435-20493656
Atp6v0a1	Pos_vs_Neg	SE	-0.173	0	chr11	100940284	100940302	18	chr11:100939784-100940802	chr11:100940184-100940402
Madd	Pos_vs_Neg	SE	-0.173	1.15e-06	chr2	90971153	90971162	9	chr2:90970653-90971662	chr2:90971053-90971262
Arhgap21	Pos_vs_Neg	SE	-0.173	0.000519	chr2	20888010	20888040	30	chr2:20887510-20888540	chr2:20887910-20888140
Chn1	Pos_vs_Neg	SE	0.173	0.00147	chr2	73540798	73540826	28	chr2:73540298-73541326	chr2:73540698-73540926
Zfyve27	Pos_vs_Neg	SE	-0.171	0.000129	chr19	42174058	42174079	21	chr19:42173558-42174579	chr19:42173958-42174179
Strada	Pos_vs_Neg	SE	-0.169	0	chr11	106071780	106071809	29	chr11:106071280-106072309	chr11:106071680-106071909
Mapkbp1	Pos_vs_Neg	SE	-0.168	3.85e-11	chr2	119843781	119843799	18	chr2:119843281-119844299	chr2:119843681-119843899
Tbc1d24	Pos_vs_Neg	SE	-0.165	4.45e-11	chr17	24403354	24403372	18	chr17:24402854-24403872	chr17:24403254-24403472
Ewsr1	Pos_vs_Neg	SE	-0.164	0	chr11	5041459	5041477	18	chr11:5040959-5041977	chr11:5041359-5041577
Tmem184b	Pos_vs_Neg	SE	-0.164	1.45e-12	chr15	79247857	79247878	21	chr15:79247357-79248378	chr15:79247757-79247978
Nckap1	Pos_vs_Neg	SE	-0.163	0	chr2	80401556	80401574	18	chr2:80401056-80402074	chr2:80401456-80401674
6430548M08Rik	Pos_vs_Neg	SE	-0.163	0.000196	chr8	120884206	120884236	30	chr8:120883706-120884736	chr8:120884106-120884336
Dock9	Pos_vs_Neg	SE	-0.163	0.000475	chr14	121797806	121797812	6	chr14:121797306-121798312	chr14:121797706-121797912
Clasp2	Pos_vs_Neg	SE	-0.162	8.54e-05	chr9	113687648	113687672	24	chr9:113687148-113688172	chr9:113687548-113687772
Nktr	Pos_vs_Neg	SE	-0.162	9.92e-05	chr9	121559062	121559090	28	chr9:121558562-121559590	chr9:121558962-121559190
Ckap5	Pos_vs_Neg	SE	-0.16	1.52e-09	chr2	91429948	91429972	24	chr2:91429448-91430472	chr2:91429848-91430072
Col7a1	Pos_vs_Neg	SE	-0.16	1.11e-08	chr9	108794117	108794144	27	chr9:108793617-108794644	chr9:108794017-108794244
Macf1	Pos_vs_Neg	SE	-0.159	0	chr4	123257849	123257867	18	chr4:123257349-123258367	chr4:123257749-123257967
Atp2c1	Pos_vs_Neg	SE	-0.159	2.75e-05	chr9	105370741	105370753	12	chr9:105370241-105371253	chr9:105370641-105370853
Ppfia3	Pos_vs_Neg	SE	-0.159	0.0475	chr7	44992976	44993003	27	chr7:44992476-44993503	chr7:44992876-44993103
Nrxn2	Pos_vs_Neg	SE	-0.158	0.0467	chr19	6498284	6498314	30	chr19:6497784-6498814	chr19:6498184-6498414
Mef2d	Pos_vs_Neg	SE	-0.157	0	chr3	88069087	88069108	21	chr3:88068587-88069608	chr3:88068987-88069208
Dst	Pos_vs_Neg	SE	-0.156	0	chr1	34335822	34335840	18	chr1:34335322-34336340	chr1:34335722-34335940
Rab3gap1	Pos_vs_Neg	SE	-0.156	0.000152	chr1	127869330	127869351	21	chr1:127868830-127869851	chr1:127869230-127869451
Spag9	Pos_vs_Neg	SE	-0.155	3.5e-13	chr11	93970024	93970036	12	chr11:93969524-93970536	chr11:93969924-93970136
Agap1	Pos_vs_Neg	SE	-0.155	7.57e-05	chr1	89538005	89538017	12	chr1:89537505-89538517	chr1:89537905-89538117
Tenm3	Pos_vs_Neg	SE	-0.154	5.2e-07	chr8	48766272	48766299	27	chr8:48765772-48766799	chr8:48766172-48766399
Marchf7	Pos_vs_Neg	SE	-0.154	0.000679	chr2	60077831	60077856	25	chr2:60077331-60078356	chr2:60077731-60077956
Abi2	Pos_vs_Neg	SE	-0.154	0.00102	chr1	60478100	60478118	18	chr1:60477600-60478618	chr1:60478000-60478218
Cers6	Pos_vs_Neg	SE	-0.153	0.00022	chr2	68936086	68936110	24	chr2:68935586-68936610	chr2:68935986-68936210
Gramd1a	Pos_vs_Neg	SE	-0.15	3.7e-12	chr7	30832644	30832656	12	chr7:30832144-30833156	chr7:30832544-30832756
Shank1	Pos_vs_Neg	SE	-0.15	0.024	chr7	43993721	43993745	24	chr7:43993221-43994245	chr7:43993621-43993845
Daam1	Pos_vs_Neg	SE	-0.149	0.00105	chr12	72005520	72005547	27	chr12:72005020-72006047	chr12:72005420-72005647
Cask	Pos_vs_Neg	SE	-0.147	5.97e-14	chrX	13462924	13462942	18	chrX:13462424-13463442	chrX:13462824-13463042
Git2	Pos_vs_Neg	SE	-0.146	0	chr5	114891208	114891214	6	chr5:114890708-114891714	chr5:114891108-114891314
Synj1	Pos_vs_Neg	SE	-0.145	5.97e-14	chr16	90768451	90768475	24	chr16:90767951-90768975	chr16:90768351-90768575
Arhgef1	Pos_vs_Neg	SE	-0.142	0.00035	chr7	24617944	24617956	12	chr7:24617444-24618456	chr7:24617844-24618056
Ptprs	Pos_vs_Neg	SE	-0.14	0	chr17	56734790	56734817	27	chr17:56734290-56735317	chr17:56734690-56734917
Afdn	Pos_vs_Neg	SE	-0.14	0.000225	chr17	14068616	14068637	21	chr17:14068116-14069137	chr17:14068516-14068737
Htra2	Pos_vs_Neg	SE	-0.139	3.65e-07	chr6	83029678	83029707	29	chr6:83029178-83030207	chr6:83029578-83029807
Tenm3	Pos_vs_Neg	SE	-0.138	1.2e-05	chr8	48740167	48740188	21	chr8:48739667-48740688	chr8:48740067-48740288
Dnm2	Pos_vs_Neg	SE	-0.134	1.28e-05	chr9	21401953	21401965	12	chr9:21401453-21402465	chr9:21401853-21402065
Srrm3	Pos_vs_Neg	SE	-0.133	7.5e-07	chr5	135895980	135896000	20	chr5:135895480-135896500	chr5:135895880-135896100
Clip1	Pos_vs_Neg	SE	-0.133	1.26e-06	chr5	123719654	123719660	6	chr5:123719154-123720160	chr5:123719554-123719760
Meaf6	Pos_vs_Neg	SE	-0.131	0	chr4	125001309	125001339	30	chr4:125000809-125001839	chr4:125001209-125001439
Dctn1	Pos_vs_Neg	SE	-0.131	7.5e-07	chr6	83160917	83160938	21	chr6:83160417-83161438	chr6:83160817-83161038
Edem3	Pos_vs_Neg	SE	-0.131	2.04e-05	chr1	151688504	151688519	15	chr1:151688004-151689019	chr1:151688404-151688619
Asap1	Pos_vs_Neg	SE	-0.13	0	chr15	64025692	64025701	9	chr15:64025192-64026201	chr15:64025592-64025801
Shank3	Pos_vs_Neg	SE	-0.129	0.00476	chr15	89422217	89422241	24	chr15:89421717-89422741	chr15:89422117-89422341
Src	Pos_vs_Neg	SE	-0.129	0.00901	chr2	157300762	157300780	18	chr2:157300262-157301280	chr2:157300662-157300880
Syne1	Pos_vs_Neg	SE	-0.128	0.0321	chr10	5376254	5376275	21	chr10:5375754-5376775	chr10:5376154-5376375
Snx14	Pos_vs_Neg	SE	-0.127	0	chr9	88282775	88282802	27	chr9:88282275-88283302	chr9:88282675-88282902
Sh3glb2	Pos_vs_Neg	SE	-0.127	0	chr2	30236070	30236085	15	chr2:30235570-30236585	chr2:30235970-30236185
Fbxo25	Pos_vs_Neg	SE	-0.126	2.33e-12	chr8	13988921	13988948	27	chr8:13988421-13989448	chr8:13988821-13989048
Plec	Pos_vs_Neg	SE	-0.125	1.86e-06	chr15	76078758	76078773	15	chr15:76078258-76079273	chr15:76078658-76078873
Kif1b	Pos_vs_Neg	SE	-0.124	0	chr4	149349801	149349819	18	chr4:149349301-149350319	chr4:149349701-149349919
Gramd1b	Pos_vs_Neg	SE	-0.124	0.000155	chr9	40211735	40211747	12	chr9:40211235-40212247	chr9:40211635-40211847
Ptprf	Pos_vs_Neg	SE	-0.123	0	chr4	118085015	118085042	27	chr4:118084515-118085542	chr4:118084915-118085142
Taf1	Pos_vs_Neg	SE	-0.123	0.00511	chrX	100634339	100634345	6	chrX:100633839-100634845	chrX:100634239-100634445
Adam22	Pos_vs_Neg	SE	-0.123	0.0194	chr5	8136593	8136623	30	chr5:8136093-8137123	chr5:8136493-8136723
Nrcam	Pos_vs_Neg	SE	-0.121	2.35e-05	chr12	44581839	44581857	18	chr12:44581339-44582357	chr12:44581739-44581957
Eml5	Pos_vs_Neg	SE	-0.12	0	chr12	98786119	98786128	9	chr12:98785619-98786628	chr12:98786019-98786228
Cd47	Pos_vs_Neg	SE	-0.12	1.39e-05	chr16	49728416	49728441	25	chr16:49727916-49728941	chr16:49728316-49728541
Cibar1	Pos_vs_Neg	SE	-0.119	1.6e-12	chr4	12169957	12169978	21	chr4:12169457-12170478	chr4:12169857-12170078
Nbea	Pos_vs_Neg	SE	-0.119	3.64e-05	chr3	55901468	55901477	9	chr3:55900968-55901977	chr3:55901368-55901577
