"GeneID","geneSymbol","neg_n_sig","neg_event_types","neg_n_SE","neg_n_microexon","neg_n_inclusion","neg_n_exclusion","neg_mean_dPSI","neg_mean_abs_dPSI","pos_n_sig","pos_event_types","pos_n_SE","pos_n_microexon","pos_n_inclusion","pos_n_exclusion","pos_mean_dPSI","pos_mean_abs_dPSI"
"ENSMUSG00000032387","Rbpms2",1,"A3SS",0,0,0,1,-0.13,0.13,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032410","Xrn1",1,"A5SS",0,0,1,0,0.119,0.119,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032425","Zfp949",1,"SE",1,0,0,1,-0.105,0.105,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032463","Faim",1,"SE",1,0,1,0,0.182,0.182,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032570","Atp2c1",1,"SE",1,1,1,0,0.168,0.168,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032637","Atxn2l",3,"A5SS,SE",1,0,0,3,-0.1827,0.1827,3,"A5SS,SE",2,0,0,3,-0.1783,0.1783
"ENSMUSG00000032735","Ablim3",1,"SE",1,0,1,0,0.285,0.285,1,"SE",1,1,0,1,-0.145,0.145
"ENSMUSG00000032999","Nlrp4f",1,"SE",1,0,1,0,0.254,0.254,1,"A3SS",0,0,0,1,-0.116,0.116
"ENSMUSG00000033014","Trim33",1,"SE",1,0,0,1,-0.121,0.121,0,"",0,0,0,0,NA,NA
"ENSMUSG00000033249","Hsf4",1,"MXE",0,0,1,0,0.123,0.123,0,"",0,0,0,0,NA,NA
"ENSMUSG00000033256","Shf",1,"SE",1,0,1,0,0.133,0.133,0,"",0,0,0,0,NA,NA
"ENSMUSG00000033335","Dnm2",1,"SE",1,1,1,0,0.118,0.118,0,"",0,0,0,0,NA,NA
"ENSMUSG00000033382","Trappc8",1,"SE",1,1,1,0,0.11,0.11,0,"",0,0,0,0,NA,NA
"ENSMUSG00000033392","Clasp2",1,"SE",1,1,1,0,0.252,0.252,1,"SE",1,1,0,1,-0.131,0.131
"ENSMUSG00000033486","Catsper2",2,"SE",2,0,1,1,0.0025,0.1305,2,"SE",2,0,0,2,-0.2095,0.2095
"ENSMUSG00000033540","Idua",2,"RI",0,0,0,2,-0.2135,0.2135,1,"RI",0,0,0,1,-0.263,0.263
"ENSMUSG00000033543","Gtf2a2",1,"SE",1,0,0,1,-0.147,0.147,1,"SE",1,0,0,1,-0.139,0.139
"ENSMUSG00000033762","Recql4",1,"RI",0,0,0,1,-0.13,0.13,0,"",0,0,0,0,NA,NA
"ENSMUSG00000033768","Nrxn2",1,"A3SS",0,0,0,1,-0.118,0.118,3,"A3SS,SE",2,2,1,2,-0.0107,0.1753
"ENSMUSG00000033809","Alg3",1,"MXE",0,0,0,1,-0.108,0.108,0,"",0,0,0,0,NA,NA
"ENSMUSG00000033819","Ppp1r16a",1,"SE",1,0,1,0,0.114,0.114,1,"RI",0,0,0,1,-0.179,0.179
"ENSMUSG00000033902","Mapkbp1",1,"SE",1,1,1,0,0.12,0.12,0,"",0,0,0,0,NA,NA
"ENSMUSG00000034175","Rhbdd3",1,"A3SS",0,0,1,0,0.149,0.149,0,"",0,0,0,0,NA,NA
"ENSMUSG00000034377","Tulp4",1,"SE",1,0,1,0,0.184,0.184,1,"SE",1,0,0,1,-0.497,0.497
"ENSMUSG00000034401","Spata6",1,"SE",1,0,1,0,0.11,0.11,0,"",0,0,0,0,NA,NA
"ENSMUSG00000034473","Sec22a",1,"SE",1,0,0,1,-0.144,0.144,0,"",0,0,0,0,NA,NA
"ENSMUSG00000034518","Hmgxb4",3,"MXE,SE",2,0,2,1,0.063,0.1343,2,"SE",2,0,1,1,0.072,0.182
"ENSMUSG00000034616","Ssh3",2,"RI",0,0,0,2,-0.193,0.193,3,"RI,SE",2,0,0,3,-0.2053,0.2053
"ENSMUSG00000034818","Celf5",1,"A3SS",0,0,0,1,-0.105,0.105,0,"",0,0,0,0,NA,NA
"ENSMUSG00000034903","Cobll1",1,"A3SS",0,0,1,0,0.168,0.168,0,"",0,0,0,0,NA,NA
"ENSMUSG00000034911","Ushbp1",1,"A3SS",0,0,0,1,-0.303,0.303,0,"",0,0,0,0,NA,NA
"ENSMUSG00000035086","Becn1",2,"A3SS",0,0,0,2,-0.1395,0.1395,2,"A3SS,MXE",0,0,1,1,-0.006,0.11
"ENSMUSG00000035469","Rcbtb1",1,"SE",1,0,0,1,-0.509,0.509,0,"",0,0,0,0,NA,NA
"ENSMUSG00000035513","Ntng2",1,"SE",1,0,1,0,0.184,0.184,0,"",0,0,0,0,NA,NA
"ENSMUSG00000035597","Prpf39",1,"SE",1,0,0,1,-0.126,0.126,3,"SE",3,0,0,3,-0.143,0.143
"ENSMUSG00000035770","Dync1li2",1,"SE",1,0,0,1,-0.276,0.276,1,"SE",1,0,0,1,-0.271,0.271
"ENSMUSG00000035954","Dock4",1,"SE",1,1,1,0,0.164,0.164,0,"",0,0,0,0,NA,NA
"ENSMUSG00000035967","Ints6l",1,"RI",0,0,1,0,0.125,0.125,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036091","Hyal3",1,"SE",1,0,0,1,-0.359,0.359,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036104","Rab3gap1",1,"SE",1,1,1,0,0.191,0.191,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036120","Rfxank",1,"A5SS",0,0,0,1,-0.196,0.196,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036167","Pphln1",1,"SE",1,0,0,1,-0.129,0.129,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036309","Skp1",1,"MXE",0,0,1,0,0.226,0.226,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036452","Arhgap26",1,"A3SS",0,0,1,0,0.178,0.178,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036528","Ppfibp2",1,"SE",1,0,1,0,0.114,0.114,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036529","Sbf1",1,"SE",1,1,1,0,0.134,0.134,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036578","Fxyd7",1,"SE",1,1,1,0,0.198,0.198,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036591","Arhgap21",1,"SE",1,1,1,0,0.21,0.21,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036639","Nudt1",1,"SE",1,0,1,0,0.122,0.122,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036745","Ttll7",1,"SE",1,0,1,0,0.158,0.158,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036962","Cfap221",1,"MXE",0,0,1,0,0.234,0.234,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037058","Paip2",5,"SE",5,0,1,4,-0.1462,0.3154,5,"SE",5,0,2,3,0.0014,0.277
"ENSMUSG00000037211","Spry1",1,"SE",1,0,0,1,-0.151,0.151,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037318","Traf3ip3",1,"RI",0,0,0,1,-0.158,0.158,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037336","Mfsd2b",1,"RI",0,0,0,1,-0.163,0.163,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037339","Fam53a",1,"A3SS",0,0,0,1,-0.395,0.395,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037447","Arid5a",1,"RI",0,0,0,1,-0.102,0.102,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037541","Shank2",1,"SE",1,1,1,0,0.216,0.216,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037552","Plekhg2",1,"RI",0,0,1,0,0.12,0.12,2,"A3SS",0,0,0,2,-0.175,0.175
"ENSMUSG00000037669","Ldah",1,"MXE",0,0,1,0,0.127,0.127,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037697","Ddhd1",3,"SE",3,1,3,0,0.1813,0.1813,3,"MXE,SE",2,0,2,1,0.1013,0.186
"ENSMUSG00000037716","Ccdc33",1,"A5SS",0,0,0,1,-0.305,0.305,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037736","Limch1",1,"SE",1,0,0,1,-0.131,0.131,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037822","Smim14",1,"SE",1,0,0,1,-0.122,0.122,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037857","Nufip2",1,"SE",1,0,1,0,0.315,0.315,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037971","Cfap68",1,"A3SS",0,0,0,1,-0.282,0.282,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037997","Parp11",1,"SE",1,0,1,0,0.298,0.298,0,"",0,0,0,0,NA,NA
"ENSMUSG00000038005","Hpf1",1,"SE",1,0,0,1,-0.128,0.128,1,"SE",1,0,1,0,0.118,0.118
"ENSMUSG00000038174","Hycc2",2,"A5SS,SE",1,0,0,2,-0.408,0.408,1,"A5SS",0,0,0,1,-0.367,0.367
"ENSMUSG00000038290","Smg6",1,"SE",1,0,1,0,0.119,0.119,0,"",0,0,0,0,NA,NA
"ENSMUSG00000038346","Zfp384",1,"RI",0,0,1,0,0.393,0.393,1,"SE",1,0,0,1,-0.122,0.122
"ENSMUSG00000038495","Otud7b",3,"MXE,SE",2,0,2,1,0.0353,0.168,2,"MXE,SE",1,0,1,1,-0.05,0.151
"ENSMUSG00000038569","Rad9b",1,"A5SS",0,0,1,0,0.22,0.22,0,"",0,0,0,0,NA,NA
"ENSMUSG00000038637","Lrrc56",1,"RI",0,0,0,1,-0.178,0.178,0,"",0,0,0,0,NA,NA
"ENSMUSG00000038775","Vill",1,"SE",1,0,1,0,0.141,0.141,0,"",0,0,0,0,NA,NA
"ENSMUSG00000038780","Smurf1",1,"SE",1,0,1,0,0.11,0.11,0,"",0,0,0,0,NA,NA
"ENSMUSG00000038930","Rccd1",1,"RI",0,0,0,1,-0.149,0.149,0,"",0,0,0,0,NA,NA
"ENSMUSG00000039048","Foxred1",1,"A3SS",0,0,1,0,0.101,0.101,0,"",0,0,0,0,NA,NA
"ENSMUSG00000039110","Mycbpap",1,"RI",0,0,0,1,-0.182,0.182,0,"",0,0,0,0,NA,NA
"ENSMUSG00000039205","Ciz1",2,"RI",0,0,0,2,-0.118,0.118,2,"RI",0,0,0,2,-0.1065,0.1065
"ENSMUSG00000039458","Mtmr12",1,"A5SS",0,0,0,1,-0.132,0.132,0,"",0,0,0,0,NA,NA
"ENSMUSG00000039470","Zdhhc2",1,"SE",1,0,1,0,0.185,0.185,0,"",0,0,0,0,NA,NA
"ENSMUSG00000039480","Nt5dc1",1,"A3SS",0,0,1,0,0.126,0.126,0,"",0,0,0,0,NA,NA
"ENSMUSG00000039501","Znfx1",1,"MXE",0,0,1,0,0.125,0.125,0,"",0,0,0,0,NA,NA
"ENSMUSG00000039628","Hs3st6",1,"SE",1,0,1,0,0.455,0.455,1,"SE",1,0,1,0,0.111,0.111
"ENSMUSG00000039860","Srrm3",1,"SE",1,1,1,0,0.114,0.114,0,"",0,0,0,0,NA,NA
"ENSMUSG00000039943","Plcb4",1,"SE",1,0,1,0,0.112,0.112,0,"",0,0,0,0,NA,NA
"ENSMUSG00000039952","Dag1",1,"SE",1,0,1,0,0.104,0.104,0,"",0,0,0,0,NA,NA
"ENSMUSG00000039958","Etfbkmt",1,"SE",1,0,1,0,0.132,0.132,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040111","Gramd1b",1,"SE",1,1,1,0,0.133,0.133,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040123","Zmym5",1,"SE",1,0,1,0,0.114,0.114,1,"SE",1,0,0,1,-0.257,0.257
"ENSMUSG00000040219","Ttc12",1,"RI",0,0,0,1,-0.118,0.118,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040356","Skic2",1,"RI",0,0,0,1,-0.141,0.141,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040370","Etfrf1",1,"RI",0,0,0,1,-0.179,0.179,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040428","Plekha4",1,"SE",1,0,1,0,0.177,0.177,1,"SE",1,0,0,1,-0.133,0.133
"ENSMUSG00000040434","Large2",1,"A5SS",0,0,0,1,-0.125,0.125,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040441","Slc26a10",1,"RI",0,0,0,1,-0.105,0.105,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040451","Sgms1",1,"SE",1,0,1,0,0.14,0.14,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040472","Rabggta",1,"RI",0,0,0,1,-0.229,0.229,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040481","Bptf",3,"MXE,SE",2,0,0,3,-0.12,0.12,4,"SE",4,0,0,4,-0.1175,0.1175
"ENSMUSG00000040537","Adam22",1,"SE",1,1,1,0,0.13,0.13,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040548","Tex2",1,"A3SS",0,0,0,1,-0.101,0.101,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040669","Phc1",1,"SE",1,0,0,1,-0.108,0.108,1,"RI",0,0,0,1,-0.11,0.11
"ENSMUSG00000040687","Madd",1,"SE",1,1,1,0,0.143,0.143,2,"A5SS",0,0,2,0,0.165,0.165
"ENSMUSG00000040711","Sh3pxd2b",1,"SE",1,0,1,0,0.172,0.172,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040782","Cop1",1,"SE",1,0,0,1,-0.103,0.103,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040940","Arhgef1",1,"SE",1,1,1,0,0.131,0.131,2,"A3SS,SE",1,0,1,1,-0.0125,0.2345
"ENSMUSG00000041130","Zfp598",1,"RI",0,0,0,1,-0.111,0.111,0,"",0,0,0,0,NA,NA
"ENSMUSG00000041225","Arhgap12",1,"SE",1,0,1,0,0.105,0.105,1,"SE",1,0,1,0,0.116,0.116
"ENSMUSG00000041258","Zfp236",1,"SE",1,0,1,0,0.124,0.124,0,"",0,0,0,0,NA,NA
"ENSMUSG00000041268","Dmxl2",1,"A3SS",0,0,0,1,-0.179,0.179,0,"",0,0,0,0,NA,NA
"ENSMUSG00000041420","Meis3",1,"RI",0,0,0,1,-0.101,0.101,1,"A5SS",0,0,0,1,-0.11,0.11
"ENSMUSG00000041477","Dcp1b",1,"RI",0,0,0,1,-0.123,0.123,0,"",0,0,0,0,NA,NA
"ENSMUSG00000041530","Ago1",1,"A3SS",0,0,0,1,-0.114,0.114,0,"",0,0,0,0,NA,NA
"ENSMUSG00000041609","Bicdl1",2,"SE",2,1,2,0,0.1625,0.1625,2,"SE",2,0,1,1,-0.0035,0.1055
"ENSMUSG00000041654","Slc39a11",1,"SE",1,0,1,0,0.224,0.224,0,"",0,0,0,0,NA,NA
"ENSMUSG00000041679","Fbxl9",1,"A3SS",0,0,0,1,-0.372,0.372,0,"",0,0,0,0,NA,NA
"ENSMUSG00000041718","Alg13",1,"A3SS",0,0,0,1,-0.129,0.129,0,"",0,0,0,0,NA,NA
"ENSMUSG00000041890","Git2",1,"SE",1,0,0,1,-0.106,0.106,2,"SE",2,2,0,2,-0.149,0.149
"ENSMUSG00000041921","Metap1d",1,"SE",1,0,1,0,0.233,0.233,0,"",0,0,0,0,NA,NA
"ENSMUSG00000041977","Arhgef11",1,"SE",1,1,1,0,0.146,0.146,1,"SE",1,0,0,1,-0.106,0.106
"ENSMUSG00000042133","Ppig",1,"SE",1,0,0,1,-0.251,0.251,0,"",0,0,0,0,NA,NA
"ENSMUSG00000042354","Gnl3",1,"SE",1,0,0,1,-0.446,0.446,0,"",0,0,0,0,NA,NA
"ENSMUSG00000042439","Zfp532",1,"SE",1,0,1,0,0.249,0.249,3,"SE",3,0,1,2,-0.0673,0.2127
"ENSMUSG00000042632","Pla2g6",1,"SE",1,0,0,1,-0.126,0.126,1,"SE",1,1,0,1,-0.205,0.205
"ENSMUSG00000042675","Ypel3",1,"SE",1,0,0,1,-0.36,0.36,0,"",0,0,0,0,NA,NA
"ENSMUSG00000042997","Nhlrc3",1,"SE",1,0,0,1,-0.174,0.174,0,"",0,0,0,0,NA,NA
"ENSMUSG00000043384","Gprasp1",2,"MXE,SE",1,0,1,1,-0.0035,0.1125,1,"MXE",0,0,0,1,-0.146,0.146
"ENSMUSG00000043831","Lysmd4",1,"SE",1,1,1,0,0.106,0.106,1,"SE",1,1,0,1,-0.241,0.241
"ENSMUSG00000043923","Ccdc84",1,"A5SS",0,0,0,1,-0.158,0.158,2,"SE",2,0,0,2,-0.156,0.156
"ENSMUSG00000044258","Ctla2a",1,"A5SS",0,0,0,1,-0.112,0.112,0,"",0,0,0,0,NA,NA
"ENSMUSG00000044966","Fbxo48",1,"RI",0,0,0,1,-0.156,0.156,0,"",0,0,0,0,NA,NA
"ENSMUSG00000045095","Magi1",2,"SE",2,0,2,0,0.1635,0.1635,2,"MXE,SE",1,0,2,0,0.1915,0.1915
"ENSMUSG00000045098","Kmt5b",1,"SE",1,0,1,0,0.138,0.138,0,"",0,0,0,0,NA,NA
"ENSMUSG00000045251","Zfp688",1,"SE",1,0,0,1,-0.101,0.101,0,"",0,0,0,0,NA,NA
"ENSMUSG00000045252","Zfp574",1,"SE",1,0,0,1,-0.227,0.227,0,"",0,0,0,0,NA,NA
"ENSMUSG00000045659","Plekha7",1,"SE",1,0,1,0,0.228,0.228,1,"SE",1,0,0,1,-0.131,0.131
"ENSMUSG00000045983","Eif4g1",1,"SE",1,1,1,0,0.166,0.166,0,"",0,0,0,0,NA,NA
"ENSMUSG00000046311","Zfp62",1,"SE",1,0,1,0,0.285,0.285,2,"SE",2,0,2,0,0.296,0.296
"ENSMUSG00000046798","Cldn12",1,"SE",1,0,1,0,0.112,0.112,0,"",0,0,0,0,NA,NA
"ENSMUSG00000047021","Cfap65",3,"MXE,SE",2,0,2,1,0.0273,0.158,2,"MXE,SE",1,0,1,1,0.0085,0.1855
"ENSMUSG00000047030","Spata2",1,"SE",1,0,0,1,-0.36,0.36,0,"",0,0,0,0,NA,NA
"ENSMUSG00000047036","Zfp445",1,"A5SS",0,0,0,1,-0.102,0.102,0,"",0,0,0,0,NA,NA
"ENSMUSG00000047248","C2cd3",1,"SE",1,0,1,0,0.104,0.104,0,"",0,0,0,0,NA,NA
"ENSMUSG00000047617","Paxx",1,"RI",0,0,0,1,-0.138,0.138,1,"SE",1,0,0,1,-0.112,0.112
"ENSMUSG00000048000","Gigyf2",1,"SE",1,0,1,0,0.202,0.202,0,"",0,0,0,0,NA,NA
"ENSMUSG00000048497","Mmgt2",1,"SE",1,0,1,0,0.124,0.124,0,"",0,0,0,0,NA,NA
"ENSMUSG00000048677","Tpcn2",2,"SE",2,0,1,1,-0.001,0.123,1,"SE",1,0,1,0,0.122,0.122
"ENSMUSG00000048997","Atxn7l2",1,"RI",0,0,0,1,-0.11,0.11,0,"",0,0,0,0,NA,NA
"ENSMUSG00000049411","Tmem241",1,"MXE",0,0,1,0,0.234,0.234,0,"",0,0,0,0,NA,NA
"ENSMUSG00000049439","Cyp20a1",1,"MXE",0,0,1,0,0.133,0.133,0,"",0,0,0,0,NA,NA
"ENSMUSG00000049811","Fam161a",1,"SE",1,0,1,0,0.129,0.129,0,"",0,0,0,0,NA,NA
"ENSMUSG00000050106","Tmc8",1,"A3SS",0,0,1,0,0.102,0.102,0,"",0,0,0,0,NA,NA
"ENSMUSG00000050270","Tmem220",1,"MXE",0,1,0,1,-0.111,0.111,0,"",0,0,0,0,NA,NA
"ENSMUSG00000050549","Fam241a",1,"SE",1,0,1,0,0.154,0.154,0,"",0,0,0,0,NA,NA
"ENSMUSG00000050994","Adgb",1,"SE",1,0,0,1,-0.259,0.259,0,"",0,0,0,0,NA,NA
"ENSMUSG00000051343","Rab11fip5",1,"SE",1,0,1,0,0.117,0.117,0,"",0,0,0,0,NA,NA
"ENSMUSG00000051510","Mafg",2,"SE",2,0,2,0,0.179,0.179,1,"SE",1,0,1,0,0.103,0.103
"ENSMUSG00000051586","Mical3",4,"SE",4,0,3,1,0.081,0.164,4,"SE",4,0,3,1,0.072,0.191
"ENSMUSG00000051984","Sec31b",1,"SE",1,0,1,0,0.165,0.165,1,"SE",1,0,0,1,-0.138,0.138
"ENSMUSG00000052407","Ccdc171",1,"SE",1,0,1,0,0.201,0.201,0,"",0,0,0,0,NA,NA
"ENSMUSG00000052727","Map1b",1,"SE",1,0,0,1,-0.146,0.146,0,"",0,0,0,0,NA,NA
"ENSMUSG00000053158","Fes",1,"RI",0,0,0,1,-0.112,0.112,1,"MXE",0,0,1,0,0.122,0.122
"ENSMUSG00000053332","Gas5",3,"A3SS,A5SS",0,0,0,3,-0.158,0.158,9,"A3SS,A5SS,MXE,RI,SE",1,0,1,8,-0.192,0.2249
"ENSMUSG00000055692","Tmem191",2,"RI",0,0,1,1,0.003,0.143,2,"RI",0,0,2,0,0.1375,0.1375
"ENSMUSG00000055720","Ubl7",1,"A3SS",0,0,1,0,0.462,0.462,0,"",0,0,0,0,NA,NA
"ENSMUSG00000055850","Rnf181",1,"A3SS",0,0,0,1,-0.178,0.178,0,"",0,0,0,0,NA,NA
"ENSMUSG00000055862","Izumo4",1,"RI",0,0,0,1,-0.109,0.109,0,"",0,0,0,0,NA,NA
"ENSMUSG00000056185","Snx32",1,"RI",0,0,0,1,-0.133,0.133,1,"RI",0,0,0,1,-0.16,0.16
"ENSMUSG00000056941","Commd7",1,"RI",0,0,1,0,0.272,0.272,0,"",0,0,0,0,NA,NA
"ENSMUSG00000057110","Cntrl",1,"SE",1,0,1,0,0.138,0.138,0,"",0,0,0,0,NA,NA
"ENSMUSG00000057176","Ccdc189",1,"SE",1,0,1,0,0.158,0.158,0,"",0,0,0,0,NA,NA
"ENSMUSG00000057229","Dmac2",1,"SE",1,0,0,1,-0.203,0.203,0,"",0,0,0,0,NA,NA
"ENSMUSG00000057230","Aak1",3,"SE",3,0,3,0,0.259,0.259,3,"MXE,SE",2,0,2,1,0.1277,0.2037
"ENSMUSG00000057335","Cep170",4,"A5SS,MXE,SE",2,0,1,3,-0.0583,0.1098,5,"A5SS,MXE,RI,SE",2,0,1,4,-0.0946,0.1418
"ENSMUSG00000057541","Pus7",1,"SE",1,1,1,0,0.11,0.11,0,"",0,0,0,0,NA,NA
"ENSMUSG00000057738","Sptan1",1,"SE",1,0,1,0,0.114,0.114,1,"SE",1,1,0,1,-0.216,0.216
"ENSMUSG00000057897","Camk2b",1,"SE",1,0,1,0,0.178,0.178,0,"",0,0,0,0,NA,NA
"ENSMUSG00000058486","Wdr91",1,"SE",1,0,0,1,-0.261,0.261,1,"SE",1,0,0,1,-0.599,0.599
"ENSMUSG00000058690","Ccser2",1,"A5SS",0,0,1,0,0.127,0.127,0,"",0,0,0,0,NA,NA
"ENSMUSG00000058729","Lin9",1,"SE",1,0,0,1,-0.125,0.125,0,"",0,0,0,0,NA,NA
"ENSMUSG00000058966","Tlcd3b",1,"SE",1,0,0,1,-0.153,0.153,3,"A3SS,A5SS,SE",1,0,1,2,-0.1003,0.1783
"ENSMUSG00000059291","Rpl11",1,"SE",1,0,1,0,0.139,0.139,1,"SE",1,0,1,0,0.169,0.169
"ENSMUSG00000059436","Max",2,"MXE,SE",1,1,1,1,0.013,0.135,2,"SE",2,1,1,1,0.0345,0.1455
"ENSMUSG00000059439","Bcas3",1,"SE",1,0,1,0,0.293,0.293,1,"SE",1,0,1,0,0.231,0.231
"ENSMUSG00000059475","Zfp426",1,"SE",1,0,1,0,0.126,0.126,0,"",0,0,0,0,NA,NA
"ENSMUSG00000059772","Slx1b",1,"SE",1,0,0,1,-0.111,0.111,0,"",0,0,0,0,NA,NA
"ENSMUSG00000059890","Ube4a",1,"MXE",0,0,0,1,-0.191,0.191,0,"",0,0,0,0,NA,NA
"ENSMUSG00000059939","9430015G10Rik",1,"RI",0,0,0,1,-0.111,0.111,0,"",0,0,0,0,NA,NA
"ENSMUSG00000060477","Irak2",1,"SE",1,0,0,1,-0.113,0.113,0,"",0,0,0,0,NA,NA
"ENSMUSG00000061136","Prpf40a",1,"A3SS",0,0,1,0,0.101,0.101,0,"",0,0,0,0,NA,NA
"ENSMUSG00000061533","Cep128",1,"SE",1,0,1,0,0.2,0.2,0,"",0,0,0,0,NA,NA
"ENSMUSG00000061887","Ssbp3",1,"SE",1,0,1,0,0.101,0.101,0,"",0,0,0,0,NA,NA
"ENSMUSG00000061911","Myt1l",1,"A5SS",0,0,0,1,-0.116,0.116,0,"",0,0,0,0,NA,NA
"ENSMUSG00000062007","Hsh2d",1,"MXE",0,0,0,1,-0.188,0.188,0,"",0,0,0,0,NA,NA
"ENSMUSG00000062646","Ganc",1,"SE",1,0,0,1,-0.13,0.13,0,"",0,0,0,0,NA,NA
"ENSMUSG00000062729","Ppox",2,"A5SS,RI",0,0,0,2,-0.178,0.178,1,"RI",0,0,0,1,-0.133,0.133
"ENSMUSG00000063142","Kcnma1",2,"SE",2,0,0,2,-0.101,0.101,1,"SE",1,0,0,1,-0.121,0.121
"ENSMUSG00000063659","Zbtb18",2,"SE",2,0,0,2,-0.181,0.181,3,"SE",3,0,1,2,-0.1487,0.2767
"ENSMUSG00000063810","Alms1",1,"A5SS",0,0,0,1,-0.27,0.27,0,"",0,0,0,0,NA,NA
"ENSMUSG00000063884","Ptcd3",1,"SE",1,0,0,1,-0.241,0.241,0,"",0,0,0,0,NA,NA
"ENSMUSG00000063894","Zkscan8",1,"SE",1,0,0,1,-0.165,0.165,2,"SE",2,0,2,0,0.289,0.289
"ENSMUSG00000063919","Srrm4",1,"SE",1,1,1,0,0.128,0.128,0,"",0,0,0,0,NA,NA
"ENSMUSG00000064030","Pym1",1,"SE",1,0,1,0,0.113,0.113,0,"",0,0,0,0,NA,NA
"ENSMUSG00000064179","Tnnt1",1,"SE",1,0,1,0,0.147,0.147,2,"SE",2,0,0,2,-0.157,0.157
"ENSMUSG00000066392","Nrxn3",1,"SE",1,1,0,1,-0.277,0.277,1,"SE",1,1,0,1,-0.107,0.107
"ENSMUSG00000066442","Mthfs",1,"SE",1,0,1,0,0.101,0.101,0,"",0,0,0,0,NA,NA
"ENSMUSG00000066551","Hmgb1",1,"SE",1,0,0,1,-0.178,0.178,0,"",0,0,0,0,NA,NA
"ENSMUSG00000066952","Myo1h",1,"A5SS",0,0,0,1,-0.359,0.359,0,"",0,0,0,0,NA,NA
"ENSMUSG00000067931","Zfp948",1,"MXE",0,0,1,0,0.106,0.106,1,"SE",1,0,1,0,0.128,0.128
"ENSMUSG00000068036","Afdn",1,"SE",1,0,1,0,0.179,0.179,0,"",0,0,0,0,NA,NA
"ENSMUSG00000068114","Ccdc134",1,"RI",0,0,0,1,-0.103,0.103,0,"",0,0,0,0,NA,NA
"ENSMUSG00000068206","Pick1",1,"RI",0,0,0,1,-0.112,0.112,0,"",0,0,0,0,NA,NA
"ENSMUSG00000068328","Aup1",1,"RI",0,0,0,1,-0.104,0.104,0,"",0,0,0,0,NA,NA
"ENSMUSG00000068921","Dap3",1,"SE",1,0,0,1,-0.144,0.144,0,"",0,0,0,0,NA,NA
"ENSMUSG00000069135","Cep43",1,"SE",1,0,0,1,-0.104,0.104,0,"",0,0,0,0,NA,NA
"ENSMUSG00000070031","Sp140",1,"SE",1,0,0,1,-0.183,0.183,0,"",0,0,0,0,NA,NA
"ENSMUSG00000071291","Zfp58",1,"SE",1,1,0,1,-0.104,0.104,0,"",0,0,0,0,NA,NA
"ENSMUSG00000072501","Phf20l1",3,"A3SS,RI,SE",1,0,2,1,0.0407,0.1507,4,"A3SS,RI,SE",1,0,2,2,-0.0428,0.1698
"ENSMUSG00000073427","Gm4924",2,"SE",2,0,2,0,0.2745,0.2745,1,"SE",1,0,1,0,0.426,0.426
"ENSMUSG00000074282","Zfp94",1,"SE",1,0,1,0,0.178,0.178,0,"",0,0,0,0,NA,NA
