"comparison","GeneID","geneSymbol","chr","exonStart_0base","exonEnd","exon_length","IncLevelDifference","FDR"
"Pos_vs_Neg","ENSMUSG00000027506","Tpd52","chr3",9008610,9008637,27,-0.321,1.95434381321732e-11
"Pos_vs_Neg","ENSMUSG00000033902","Mapkbp1","chr2",119843781,119843799,18,-0.168,3.85106681816142e-11
"Pos_vs_Neg","ENSMUSG00000036473","Tbc1d24","chr17",24403354,24403372,18,-0.165,4.45042654580627e-11
"Pos_vs_Neg","ENSMUSG00000057541","Pus7","chr5",23968331,23968349,18,-0.195,4.74896846994781e-11
"Pos_vs_Neg","ENSMUSG00000070733","Fryl","chr5",73182113,73182131,18,-0.118,5.24828037660951e-11
"Pos_vs_Neg","ENSMUSG00000045482","Trrap","chr5",144747141,144747162,21,-0.268,7.26769485678823e-10
"Pos_vs_Neg","ENSMUSG00000032826","Ank2","chr3",126772904,126772916,12,-0.279,9.69109833252022e-10
"Pos_vs_Neg","ENSMUSG00000040549","Ckap5","chr2",91429948,91429972,24,-0.16,1.51728058561834e-09
"Pos_vs_Neg","ENSMUSG00000025650","Col7a1","chr9",108794117,108794144,27,-0.16,1.10752350374598e-08
"Pos_vs_Neg","ENSMUSG00000028863","Meaf6","chr4",125001309,125001339,30,-0.24,1.58046617402657e-08
"Pos_vs_Neg","ENSMUSG00000068663","Clec16a","chr16",10390781,10390787,6,-0.202,2.44670742375471e-08
"Pos_vs_Neg","ENSMUSG00000024381","Bin1","chr18",32562752,32562776,24,-0.178,2.99398542793916e-08
"Pos_vs_Neg","ENSMUSG00000050373","Snx21","chr2",164633477,164633488,11,-0.258,5.44145711601244e-08
"Pos_vs_Neg","ENSMUSG00000026768","Itga8","chr2",12198080,12198093,13,-0.525,2.55919725366272e-07
"Pos_vs_Neg","ENSMUSG00000024381","Bin1","chr18",32562752,32562776,24,-0.227,2.5824826937173e-07
"Pos_vs_Neg","ENSMUSG00000068329","Htra2","chr6",83029678,83029707,29,-0.139,3.64822441415405e-07
"Pos_vs_Neg","ENSMUSG00000043831","Lysmd4","chr7",66874123,66874149,26,-0.319,4.17330923336479e-07
"Pos_vs_Neg","ENSMUSG00000031561","Tenm3","chr8",48766272,48766299,27,-0.154,5.20497027957235e-07
"Pos_vs_Neg","ENSMUSG00000051166","Eml5","chr12",98787858,98787873,15,-0.199,5.66781263985599e-07
"Pos_vs_Neg","ENSMUSG00000039860","Srrm3","chr5",135895980,135896000,20,-0.133,7.50198519159827e-07
"Pos_vs_Neg","ENSMUSG00000031865","Dctn1","chr6",83160917,83160938,21,-0.131,7.50198519159827e-07
"Pos_vs_Neg","ENSMUSG00000041609","Bicdl1","chr5",115810202,115810214,12,-0.108,9.73021597452192e-07
"Pos_vs_Neg","ENSMUSG00000040687","Madd","chr2",90971153,90971162,9,-0.173,1.14790077152693e-06
"Pos_vs_Neg","ENSMUSG00000049550","Clip1","chr5",123719654,123719660,6,-0.133,1.26293883053115e-06
"Pos_vs_Neg","ENSMUSG00000029148","Nrbp1","chr5",31403665,31403689,24,-0.113,1.65308777446094e-06
"Pos_vs_Neg","ENSMUSG00000022565","Plec","chr15",76078758,76078773,15,-0.125,1.85705918742235e-06
"Pos_vs_Neg","ENSMUSG00000069631","Strada","chr11",106071780,106071809,29,-0.219,3.99208245985994e-06
"Pos_vs_Neg","ENSMUSG00000047193","Dync2h1","chr9",7045348,7045369,21,-0.319,4.38744507487686e-06
"Pos_vs_Neg","ENSMUSG00000036452","Arhgap26","chr18",39490851,39490881,30,0.112,6.37419184990565e-06
"Pos_vs_Neg","ENSMUSG00000024381","Bin1","chr18",32562752,32562776,24,-0.468,7.12801985625908e-06
"Pos_vs_Neg","ENSMUSG00000056602","Fry","chr5",150384853,150384862,9,-0.105,8.50071367828821e-06
"Pos_vs_Neg","ENSMUSG00000031561","Tenm3","chr8",48740167,48740188,21,-0.138,1.20377093140584e-05
"Pos_vs_Neg","ENSMUSG00000031865","Dctn1","chr6",83160917,83160938,21,-0.217,1.27740298289617e-05
"Pos_vs_Neg","ENSMUSG00000033335","Dnm2","chr9",21401953,21401965,12,-0.134,1.27740298289617e-05
"Pos_vs_Neg","ENSMUSG00000055447","Cd47","chr16",49728416,49728441,25,-0.12,1.39058557345626e-05
"Pos_vs_Neg","ENSMUSG00000033382","Trappc8","chr18",20988877,20988895,18,-0.108,1.67261195847377e-05
"Pos_vs_Neg","ENSMUSG00000015536","Mocs2","chr13",114961746,114961770,24,-0.302,1.77654450371153e-05
"Pos_vs_Neg","ENSMUSG00000020231","Dip2a","chr10",76107209,76107239,30,-0.178,1.92571144542786e-05
"Pos_vs_Neg","ENSMUSG00000043019","Edem3","chr1",151688504,151688519,15,-0.131,2.04197089610415e-05
"Pos_vs_Neg","ENSMUSG00000020598","Nrcam","chr12",44581839,44581857,18,-0.121,2.34993266324929e-05
"Pos_vs_Neg","ENSMUSG00000032570","Atp2c1","chr9",105370741,105370753,12,-0.159,2.74851229380132e-05
"Pos_vs_Neg","ENSMUSG00000027799","Nbea","chr3",55901468,55901477,9,-0.119,3.6374701663313e-05
"Pos_vs_Neg","ENSMUSG00000037533","Rapgef6","chr11",54542574,54542589,15,-0.249,3.78250609841152e-05
"Pos_vs_Neg","ENSMUSG00000055013","Agap1","chr1",89538005,89538017,12,-0.155,7.57251319184666e-05
"Pos_vs_Neg","ENSMUSG00000033392","Clasp2","chr9",113687648,113687672,24,-0.162,8.53596794246251e-05
"Pos_vs_Neg","ENSMUSG00000032525","Nktr","chr9",121559062,121559090,28,-0.162,9.91544999218054e-05
"Pos_vs_Neg","ENSMUSG00000018820","Zfyve27","chr19",42174058,42174079,21,-0.171,0.000128919431685876
"Pos_vs_Neg","ENSMUSG00000036104","Rab3gap1","chr1",127869330,127869351,21,-0.156,0.000151981335763407
"Pos_vs_Neg","ENSMUSG00000040111","Gramd1b","chr9",40211735,40211747,12,-0.124,0.000154523090506098
"Pos_vs_Neg","ENSMUSG00000020185","E2f7","chr10",110601999,110602023,24,-0.208,0.000157952890008492
"Pos_vs_Neg","ENSMUSG00000034973","Dop1a","chr9",86388923,86388953,30,-0.238,0.00017552197200838
"Pos_vs_Neg","ENSMUSG00000031824","6430548M08Rik","chr8",120884206,120884236,30,-0.163,0.000195855675262046
"Pos_vs_Neg","ENSMUSG00000027035","Cers6","chr2",68936086,68936110,24,-0.153,0.000219561943536123
"Pos_vs_Neg","ENSMUSG00000068036","Afdn","chr17",14068616,14068637,21,-0.14,0.000225318609509415
"Pos_vs_Neg","ENSMUSG00000024985","Tcf7l2","chr19",55916161,55916186,25,-0.274,0.000250926955901035
"Pos_vs_Neg","ENSMUSG00000041936","Agrn","chr4",156253002,156253026,24,-0.281,0.000252317320935641
"Pos_vs_Neg","ENSMUSG00000026113","Inpp4a","chr1",37413355,37413370,15,-0.189,0.000252704296466011
"Pos_vs_Neg","ENSMUSG00000069601","Ank3","chr10",69816653,69816680,27,-0.203,0.000270916767874743
"Pos_vs_Neg","ENSMUSG00000028524","Sgip1","chr4",102762761,102762773,12,-0.212,0.000319100853283944
"Pos_vs_Neg","ENSMUSG00000040940","Arhgef1","chr7",24617944,24617956,12,-0.142,0.000349549322964765
"Pos_vs_Neg","ENSMUSG00000022722","Arl6","chr16",59439028,59439041,13,-0.114,0.000419340324963389
"Pos_vs_Neg","ENSMUSG00000025558","Dock9","chr14",121797806,121797812,6,-0.163,0.00047466755245244
"Pos_vs_Neg","ENSMUSG00000020866","Cacna1g","chr11",94307451,94307481,30,-0.113,0.000505966163220418
"Pos_vs_Neg","ENSMUSG00000036591","Arhgap21","chr2",20888010,20888040,30,-0.173,0.000519375883823197
"Pos_vs_Neg","ENSMUSG00000022558","Mroh1","chr15",76316571,76316598,27,-0.105,0.000627025957532448
"Pos_vs_Neg","ENSMUSG00000026977","Marchf7","chr2",60077831,60077856,25,-0.154,0.000679408276511247
"Pos_vs_Neg","ENSMUSG00000024603","Dctn4","chr18",60678428,60678449,21,-0.116,0.000847431678826536
"Pos_vs_Neg","ENSMUSG00000003352","Cacnb3","chr15",98538839,98538859,20,-0.117,0.000928315746636552
"Pos_vs_Neg","ENSMUSG00000026782","Abi2","chr1",60478100,60478118,18,-0.154,0.00101834698792541
"Pos_vs_Neg","ENSMUSG00000034574","Daam1","chr12",72005520,72005547,27,-0.149,0.00104614113724889
"Pos_vs_Neg","ENSMUSG00000026113","Inpp4a","chr1",37413352,37413370,18,-0.178,0.00121854916777306
"Pos_vs_Neg","ENSMUSG00000056486","Chn1","chr2",73540798,73540826,28,0.173,0.0014749741929655
"Pos_vs_Neg","ENSMUSG00000056917","Sipa1","chr19",5711623,5711651,28,-0.24,0.00158427772684203
"Pos_vs_Neg","ENSMUSG00000055762","Eef1d","chr15",75777734,75777749,15,-0.191,0.00161870393340701
"Pos_vs_Neg","ENSMUSG00000024381","Bin1","chr18",32562752,32562776,24,-0.183,0.00208046661519362
"Pos_vs_Neg","ENSMUSG00000049807","Arhgap23","chr11",97382469,97382492,23,-0.119,0.00281653495104578
"Pos_vs_Neg","ENSMUSG00000037541","Shank2","chr7",143950374,143950383,9,-0.31,0.00307421634037144
"Pos_vs_Neg","ENSMUSG00000060002","Chpt1","chr10",88317214,88317241,27,-0.277,0.00332935003385768
"Pos_vs_Neg","ENSMUSG00000037519","Ppfia1","chr7",144042427,144042454,27,-0.211,0.00355105937779969
"Pos_vs_Neg","ENSMUSG00000041439","Mfsd6","chr1",52697857,52697882,25,-0.187,0.00377390186651676
"Pos_vs_Neg","ENSMUSG00000022623","Shank3","chr15",89422217,89422241,24,-0.129,0.00475512609792908
"Pos_vs_Neg","ENSMUSG00000031314","Taf1","chrX",100634339,100634345,6,-0.123,0.00510598170639072
"Pos_vs_Neg","ENSMUSG00000024660","Incenp","chr19",9860555,9860567,12,-0.107,0.00547648364839144
"Pos_vs_Neg","ENSMUSG00000034621","Gpatch8","chr11",102422138,102422156,18,-0.102,0.00659530528896927
"Pos_vs_Neg","ENSMUSG00000069601","Ank3","chr10",69765276,69765288,12,-0.232,0.00665861882122832
"Pos_vs_Neg","ENSMUSG00000041977","Arhgef11","chr3",87625535,87625565,30,-0.104,0.00694254068583544
"Pos_vs_Neg","ENSMUSG00000066392","Nrxn3","chr12",88799322,88799340,18,-0.107,0.00775182702475399
"Pos_vs_Neg","ENSMUSG00000027646","Src","chr2",157300762,157300780,18,-0.129,0.00901336846699156
"Pos_vs_Neg","ENSMUSG00000030172","Erc1","chr6",119711041,119711053,12,-0.113,0.00939676154670815
"Pos_vs_Neg","ENSMUSG00000039298","Cdk5rap2","chr4",70165184,70165211,27,-0.11,0.0125751854738223
"Pos_vs_Neg","ENSMUSG00000040537","Adam22","chr5",8136593,8136623,30,-0.123,0.0193797588654903
"Pos_vs_Neg","ENSMUSG00000038738","Shank1","chr7",43993721,43993745,24,-0.15,0.0240037690747515
"Pos_vs_Neg","ENSMUSG00000022607","Ptk2","chr15",73154066,73154084,18,-0.103,0.0259964889903592
"Pos_vs_Neg","ENSMUSG00000060002","Chpt1","chr10",88317214,88317241,27,0.242,0.0304520179554488
"Pos_vs_Neg","ENSMUSG00000096054","Syne1","chr10",5376254,5376275,21,-0.128,0.0320830657553067
"Pos_vs_Neg","ENSMUSG00000036578","Fxyd7","chr7",30746797,30746827,30,-0.115,0.0329110538357381
"Pos_vs_Neg","ENSMUSG00000054640","Slc8a1","chr17",81749631,81749652,21,-0.229,0.0332894035650328
"Pos_vs_Neg","ENSMUSG00000037541","Shank2","chr7",143961792,143961813,21,-0.193,0.0376227255319689
"Pos_vs_Neg","ENSMUSG00000075289","Carns1","chr19",4225003,4225030,27,0.194,0.0399296639988636
"Pos_vs_Neg","ENSMUSG00000028524","Sgip1","chr4",102757722,102757734,12,-0.377,0.0404657305882664
"Pos_vs_Neg","ENSMUSG00000028760","Eif4g3","chr4",137823219,137823240,21,-0.202,0.0412773192079174
"Pos_vs_Neg","ENSMUSG00000033768","Nrxn2","chr19",6498284,6498314,30,-0.158,0.0467283876167216
"Pos_vs_Neg","ENSMUSG00000003863","Ppfia3","chr7",44992976,44993003,27,-0.159,0.0474626958112484
"Pos_vs_Parental","ENSMUSG00000013236","Ptprs","chr17",56734790,56734817,27,-0.124,0
"Pos_vs_Parental","ENSMUSG00000057789","Bak1","chr17",27240636,27240656,20,-0.298,0
"Pos_vs_Parental","ENSMUSG00000025290","Rps24","chr14",24544119,24544137,18,-0.36,0
"Pos_vs_Parental","ENSMUSG00000052632","Asap2","chr12",21264362,21264371,9,-0.196,0
"Pos_vs_Parental","ENSMUSG00000069631","Strada","chr11",106071780,106071809,29,-0.143,0
"Pos_vs_Parental","ENSMUSG00000019302","Atp6v0a1","chr11",100940284,100940302,18,-0.134,0
"Pos_vs_Parental","ENSMUSG00000041890","Git2","chr5",114891208,114891214,6,-0.133,0
"Pos_vs_Parental","ENSMUSG00000037062","Sh3glb1","chr3",144405614,144405638,24,-0.208,0
"Pos_vs_Parental","ENSMUSG00000026131","Dst","chr1",34335822,34335840,18,-0.162,0
"Pos_vs_Parental","ENSMUSG00000033295","Ptprf","chr4",118085015,118085042,27,-0.109,0
"Pos_vs_Parental","ENSMUSG00000057738","Sptan1","chr2",29904169,29904184,15,-0.216,0
"Pos_vs_Parental","ENSMUSG00000027506","Tpd52","chr3",9008610,9008637,27,0.115,0
"Pos_vs_Parental","ENSMUSG00000009621","Vav2","chr2",27190441,27190456,15,-0.197,0
"Pos_vs_Parental","ENSMUSG00000027575","Arfgap1","chr2",180620204,180620234,30,-0.169,0
"Pos_vs_Parental","ENSMUSG00000027002","Nckap1","chr2",80401556,80401574,18,-0.142,0
"Pos_vs_Parental","ENSMUSG00000063077","Kif1b","chr4",149349801,149349819,18,-0.122,0
"Pos_vs_Parental","ENSMUSG00000028649","Macf1","chr4",123257849,123257867,18,-0.137,0
"Pos_vs_Parental","ENSMUSG00000031391","L1cam","chrX",72899257,72899269,12,-0.179,0
"Pos_vs_Parental","ENSMUSG00000020212","Mdm1","chr10",117992738,117992768,30,-0.124,0
"Pos_vs_Parental","ENSMUSG00000037032","Apbb1","chr7",105215152,105215158,6,-0.102,0
"Pos_vs_Parental","ENSMUSG00000031708","Tecr","chr8",84299656,84299674,18,-0.111,0
"Pos_vs_Parental","ENSMUSG00000040354","Mars1","chr10",127132585,127132609,24,-0.22,0
"Pos_vs_Parental","ENSMUSG00000026860","Sh3glb2","chr2",30236070,30236085,15,-0.128,0
"Pos_vs_Parental","ENSMUSG00000031502","Col4a1","chr8",11254535,11254552,17,-0.264,6.10355387630414e-14
"Pos_vs_Parental","ENSMUSG00000032422","Snx14","chr9",88282775,88282802,27,-0.115,2.53532237938914e-13
"Pos_vs_Parental","ENSMUSG00000022558","Mroh1","chr15",76316571,76316598,27,-0.123,3.79776685637924e-13
"Pos_vs_Parental","ENSMUSG00000059436","Max","chr12",77008036,77008063,27,0.18,6.74755089948493e-13
"Pos_vs_Parental","ENSMUSG00000022377","Asap1","chr15",64025692,64025701,9,-0.105,3.36458407431524e-12
"Pos_vs_Parental","ENSMUSG00000068329","Htra2","chr6",83029678,83029707,29,-0.175,1.28323871904668e-11
"Pos_vs_Parental","ENSMUSG00000039361","Picalm","chr7",89843480,89843504,24,-0.188,1.78979631253235e-11
"Pos_vs_Parental","ENSMUSG00000004207","Psap","chr10",60133316,60133325,9,-0.129,6.82779603057641e-11
"Pos_vs_Parental","ENSMUSG00000025650","Col7a1","chr9",108794117,108794144,27,-0.16,3.47158990782136e-10
"Pos_vs_Parental","ENSMUSG00000029461","Fam168a","chr7",100467942,100467969,27,-0.253,3.86870988106723e-10
"Pos_vs_Parental","ENSMUSG00000032525","Nktr","chr9",121559062,121559090,28,-0.2,2.01290237575617e-09
"Pos_vs_Parental","ENSMUSG00000022377","Asap1","chr15",64025692,64025701,9,-0.223,1.06657471876529e-08
"Pos_vs_Parental","ENSMUSG00000041890","Git2","chr5",114891208,114891214,6,-0.165,1.10335478096785e-08
"Pos_vs_Parental","ENSMUSG00000055447","Cd47","chr16",49728416,49728441,25,-0.137,1.9594570408698e-08
"Pos_vs_Parental","ENSMUSG00000022565","Plec","chr15",76078758,76078773,15,-0.145,2.63934084002508e-08
"Pos_vs_Parental","ENSMUSG00000051166","Eml5","chr12",98787858,98787873,15,-0.19,3.03047940772426e-08
"Pos_vs_Parental","ENSMUSG00000042632","Pla2g6","chr15",79187773,79187802,29,-0.205,9.75537972425887e-08
"Pos_vs_Parental","ENSMUSG00000031865","Dctn1","chr6",83174300,83174315,15,-0.117,2.54634701482315e-07
"Pos_vs_Parental","ENSMUSG00000069631","Strada","chr11",106071780,106071809,29,-0.172,3.707656846415e-07
"Pos_vs_Parental","ENSMUSG00000033392","Clasp2","chr9",113707817,113707841,24,-0.131,5.85942704572475e-07
"Pos_vs_Parental","ENSMUSG00000070733","Fryl","chr5",73182113,73182131,18,-0.103,1.1914221436475e-06
"Pos_vs_Parental","ENSMUSG00000016346","Kcnq2","chr2",180745434,180745464,30,0.126,1.44977024033862e-06
"Pos_vs_Parental","ENSMUSG00000062785","Kcnc3","chr7",44247013,44247043,30,0.178,1.82748512603246e-06
"Pos_vs_Parental","ENSMUSG00000030557","Mef2a","chr7",66894268,66894292,24,-0.188,3.82827506342898e-06
"Pos_vs_Parental","ENSMUSG00000016664","Pacsin2","chr15",83267823,83267829,6,-0.13,4.78678250710644e-06
"Pos_vs_Parental","ENSMUSG00000004980","Hnrnpa2b1","chr6",51441407,51441431,24,-0.115,9.85658267333971e-06
"Pos_vs_Parental","ENSMUSG00000039671","Zmynd8","chr2",165694787,165694799,12,0.134,1.42618348871355e-05
"Pos_vs_Parental","ENSMUSG00000009621","Vav2","chr2",27174850,27174865,15,-0.111,3.07864615168397e-05
"Pos_vs_Parental","ENSMUSG00000037519","Ppfia1","chr7",144042427,144042454,27,-0.245,3.10346821548892e-05
"Pos_vs_Parental","ENSMUSG00000021313","Ryr2","chr13",11649192,11649216,24,0.199,5.62550019090521e-05
"Pos_vs_Parental","ENSMUSG00000025050","Pcgf6","chr19",47030560,47030578,18,-0.192,6.80291273311075e-05
"Pos_vs_Parental","ENSMUSG00000037519","Ppfia1","chr7",144056603,144056633,30,0.171,8.62476499492149e-05
"Pos_vs_Parental","ENSMUSG00000039298","Cdk5rap2","chr4",70165184,70165211,27,-0.2,9.75081230277943e-05
"Pos_vs_Parental","ENSMUSG00000027035","Cers6","chr2",68936086,68936110,24,-0.146,0.00015261431686225
"Pos_vs_Parental","ENSMUSG00000054640","Slc8a1","chr17",81749631,81749652,21,-0.281,0.000169610867625732
"Pos_vs_Parental","ENSMUSG00000024983","Vti1a","chr19",55375620,55375641,21,0.171,0.000231369095081125
"Pos_vs_Parental","ENSMUSG00000027201","Myef2","chr2",124929596,124929623,27,-0.133,0.000395948924569673
"Pos_vs_Parental","ENSMUSG00000003352","Cacnb3","chr15",98538839,98538859,20,-0.117,0.0004518079449838
"Pos_vs_Parental","ENSMUSG00000060002","Chpt1","chr10",88317214,88317241,27,-0.272,0.000679456720161651
"Pos_vs_Parental","ENSMUSG00000031561","Tenm3","chr8",48766272,48766299,27,-0.107,0.000820526485570748
"Pos_vs_Parental","ENSMUSG00000021711","Trappc13","chr13",104288672,104288690,18,-0.113,0.000914081619341403
"Pos_vs_Parental","ENSMUSG00000057440","Mpp7","chr18",7430394,7430415,21,0.16,0.00103723031333238
"Pos_vs_Parental","ENSMUSG00000017740","Slc12a5","chr2",164838783,164838798,15,-0.12,0.00103894471213766
"Pos_vs_Parental","ENSMUSG00000062785","Kcnc3","chr7",44247013,44247043,30,0.236,0.00103894471213766
"Pos_vs_Parental","ENSMUSG00000034621","Gpatch8","chr11",102422138,102422156,18,-0.107,0.00110545444193773
"Pos_vs_Parental","ENSMUSG00000043323","Fbrsl1","chr5",110543910,110543940,30,0.24,0.00120904652686324
"Pos_vs_Parental","ENSMUSG00000049807","Arhgap23","chr11",97382469,97382492,23,0.109,0.00137006976834466
"Pos_vs_Parental","ENSMUSG00000036435","Exoc1","chr5",76688593,76688614,21,0.186,0.00143974915000025
"Pos_vs_Parental","ENSMUSG00000047193","Dync2h1","chr9",7045348,7045369,21,-0.253,0.00202032281237565
"Pos_vs_Parental","ENSMUSG00000028273","Pdlim5","chr3",142012044,142012059,15,-0.337,0.00250359733477747
"Pos_vs_Parental","ENSMUSG00000028184","Adgrl2","chr3",148566062,148566074,12,-0.116,0.00343523606591965
"Pos_vs_Parental","ENSMUSG00000066392","Nrxn3","chr12",88799322,88799340,18,-0.107,0.00452207672631305
"Pos_vs_Parental","ENSMUSG00000033768","Nrxn2","chr19",6498284,6498314,30,0.247,0.00552988573066778
"Pos_vs_Parental","ENSMUSG00000024985","Tcf7l2","chr19",55916161,55916186,25,-0.197,0.00635973075347412
"Pos_vs_Parental","ENSMUSG00000061130","Ppm1b","chr17",85322836,85322863,27,0.145,0.00672431491383747
"Pos_vs_Parental","ENSMUSG00000027692","Tnik","chr3",28679347,28679371,24,0.111,0.00674559213125424
"Pos_vs_Parental","ENSMUSG00000024349","Sting1","chr18",35872977,35873001,24,-0.252,0.0067723244443014
"Pos_vs_Parental","ENSMUSG00000032735","Ablim3","chr18",61938707,61938715,8,-0.145,0.00680940737724422
"Pos_vs_Parental","ENSMUSG00000043831","Lysmd4","chr7",66874123,66874149,26,-0.241,0.00738641869172005
"Pos_vs_Parental","ENSMUSG00000030592","Ryr1","chr7",28816632,28816653,21,-0.288,0.00891484093789967
"Pos_vs_Parental","ENSMUSG00000021375","Kif13a","chr13",47018294,47018307,13,0.138,0.0103601446742514
"Pos_vs_Parental","ENSMUSG00000021071","Trim9","chr12",70298793,70298817,24,0.3,0.0126767727515466
"Pos_vs_Parental","ENSMUSG00000013033","Adgrl1","chr8",84652890,84652905,15,-0.126,0.0141959276367446
"Pos_vs_Parental","ENSMUSG00000034602","Mon2","chr10",122858990,122858993,3,-0.106,0.0142090723300144
"Pos_vs_Parental","ENSMUSG00000015452","Ager","chr17",34819324,34819351,27,-0.122,0.0171914712868452
"Pos_vs_Parental","ENSMUSG00000021198","Unc79","chr12",103016153,103016182,29,0.211,0.0177010912773212
"Pos_vs_Parental","ENSMUSG00000004562","Arhgef40","chr14",52242335,52242356,21,-0.167,0.0190484496052214
"Pos_vs_Parental","ENSMUSG00000033768","Nrxn2","chr19",6498284,6498314,30,-0.159,0.0202547735468706
"Pos_vs_Parental","ENSMUSG00000055296","Tmem245","chr4",56922386,56922410,24,-0.112,0.0214078981053374
"Pos_vs_Parental","ENSMUSG00000035181","Heatr5a","chr12",51958987,51959014,27,0.22,0.0266003257680887
"Pos_vs_Parental","ENSMUSG00000034574","Daam1","chr12",72005520,72005547,27,-0.117,0.027536144667863
"Pos_vs_Parental","ENSMUSG00000020859","Spag9","chr11",93971565,93971580,15,0.168,0.0320554566746996
"Pos_vs_Parental","ENSMUSG00000075289","Carns1","chr19",4225003,4225030,27,0.185,0.0411710677011618
"Pos_vs_Parental","ENSMUSG00000026005","Rpe","chr1",66740775,66740795,20,0.122,0.042373525672066
"Pos_vs_Parental","ENSMUSG00000048279","Sacs","chr14",61436051,61436078,27,0.166,0.0455419660223283
