Supplementary Table 8:,PSI of endogenous events under 9 experimental conditions,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
ANK3,HsaEX0004145,chr10:60137342-60137353,12,"chr10:60138964,60137342-60137353,60134358+60134373",S,LS,0,"SOK,SOK,0=0=121,Bn,S@0.00,121.00",5.34,"OK,OK,0=1=62,Bn,S@3.36,59.64",43.75,"OK,OK,2=4=27,OK,S@14.44,18.56",7.37,"OK,OK,1=0=44,Bn,S@3.32,41.68",23.6,"OK,OK,1=2=34,OK,S@8.73,28.27",0,"VLOW,VLOW,0=0=14,Bn,S@0.00,14.00",0,"N,N,0=0=9,Bn,S@0.00,9.00",0,"N,N,0=0=2,Bn,S@0.00,2.00",0,"LOW,LOW,0=0=18,Bn,S@0.00,18.00"
VTI1A,HsaEX0070740,chr10:112533530-112533550,21,"chr10:112527164,112533530-112533550,112538246",S,HS,6.67,"SOK,SOK,4=6=175,OK,S@12.34,172.66",15.92,"SOK,SOK,3=12=99,B1,S@18.15,95.85",94.25,"SOK,SOK,25=80=8,B1,S@106.50,6.50",54.57,"SOK,SOK,20=29=51,OK,S@54.57,45.43",91.55,"SOK,SOK,28=76=12,B1,S@106.20,9.80",3.72,"SOK,SOK,0=3=97,Bn,S@3.72,96.28",48.51,"SOK,SOK,18=31=65,OK,S@55.30,58.70",91.49,"OK,SOK,27=59=10,B1,S@87.83,8.17",82.09,"OK,SOK,23=54=21,B1,S@80.45,17.55"
MFSD6,HsaEX0039034,chr2:190499832-190499856,25,"chr2:190497593+190497719,190499832-190499856,190500015+190500177+190500214",S,HS,0,"SOK,SOK,0=0=117,Bn,S@0.00,117.00",5.5,"OK,OK,1=2=50,OK,S@2.92,50.09",97.9,"OK,OK,29=19=1,OK,S@47.97,1.03",44.92,"OK,OK,17=9=31,OK,S@25.60,31.40",85.66,"LOW,OK,31=12=7,B1,S@42.83,7.17",0,"SOK,SOK,0=0=165,Bn,S@0.00,165.00",20.55,"SOK,SOK,20=9=109,B1,S@28.36,109.64",100,"SOK,SOK,66=41=0,OK,S@107.00,0.00",72.49,"SOK,SOK,57=46=38,OK,S@102.21,38.79"
RAPGEF6,HsaEX0052287,chr5:131469801-131469815,15,"chr5:131472587,131469801-131469815,131464281",S,HS,0,"SOK,SOK,0=0=170,Bn,S@0.00,170.00",3.12,"OK,OK,0=1=68,Bn,S@2.15,66.85",91.9,"OK,SOK,53=30=16,OK,S@90.98,8.02",48.78,"OK,SOK,14=13=62,OK,S@43.41,45.59",86.62,"OK,SOK,43=28=24,OK,S@82.29,12.71",0,"OK,OK,0=0=80,Bn,S@0.00,80.00",10.66,"OK,OK,0=3=55,Bl,S@6.18,51.82",82.12,"OK,SOK,26=16=20,OK,S@50.91,11.09",61.75,"OK,SOK,18=13=42,OK,S@45.08,27.92"
PTK2,HsaEX0050846,chr8:140669727-140669735,9,"chr8:140674286+140674298,140669727-140669735,140668418+140668424",S,HS,5.22,"SOK,SOK,1=2=477,OK,S@25.06,454.94",13.94,"SOK,SOK,2=3=270,OK,S@38.34,236.67",83.03,"OK,SOK,19=14=59,OK,S@76.39,15.61",50.46,"SOK,SOK,17=5=189,B1,S@106.47,104.53",76.71,"SOK,SOK,16=16=85,OK,S@89.75,27.25",2.85,"SOK,SOK,1=0=298,B3,S@8.52,290.48",35.86,"SOK,SOK,11=6=266,OK,S@101.48,181.52",88.65,"SOK,SOK,26=24=56,OK,S@93.97,12.03",58.33,"SOK,SOK,14=14=175,OK,S@118.41,84.59"
PTK2,HsaEX0050855,chr8:140769575-140769592,18,"chr8:140789474,140769575-140769592,140764284+140764290",S,HS,3.47,"SOK,SOK,3=1=177,B1,S@6.28,174.72",24.14,"OK,OK,3=7=50,B1,S@14.48,45.52",90.86,"OK,SOK,39=36=12,OK,C1@79.05,7.95",60,"OK,SOK,17=16=35,OK,S@40.80,27.20",88.54,"OK,SOK,26=42=14,OK,C1@72.60,9.40",1.48,"SOK,SOK,0=1=106,Bn,S@1.58,105.42",32.13,"SOK,SOK,18=7=84,B1,S@35.02,73.98",87.61,"OK,SOK,44=36=18,OK,S@85.86,12.14",74.6,"SOK,SOK,30=42=39,OK,C1@82.81,28.19"
PTK2,HsaEX0050856,chr8:140762368-140762388,21,"chr8:140764234,140762368-140762388,140761262",S,HS,0.56,"SOK,SOK,0=1=220,Bn,S@1.24,219.76",22.08,"OK,SOK,3=14=75,B1,S@20.31,71.69",97.79,"SOK,SOK,48=58=3,OK,S@106.59,2.41",62.98,"OK,SOK,21=28=36,OK,S@53.53,31.47",98.47,"SOK,SOK,43=60=2,OK,S@103.39,1.61",0,"SOK,SOK,0=0=141,Bn,S@0.00,141.00",22.22,"SOK,SOK,7=17=105,B1,S@28.66,100.34",92.88,"SOK,SOK,67=79=14,OK,S@148.61,11.39",73.71,"SOK,SOK,51=59=49,OK,S@117.20,41.80"
SNX2,HsaEX0060835,chr5:122826638-122826649,12,"chr5:122826193,122826638-122826649,122827379",S,HS,0,"SOK,SOK,0=0=1349,Bn,S@0.00,1349.00",17.73,"SOK,SOK,27=19=747,OK,S@140.60,652.40",96.34,"SOK,SOK,293=188=64,OK,S@525.05,19.95",61.3,"SOK,SOK,117=73=421,OK,S@374.54,236.46",92.68,"SOK,SOK,254=143=110,OK,S@469.89,37.11",0,"SOK,SOK,0=0=408,Bn,C1@0.00,408.00",41.72,"SOK,SOK,42=21=308,OK,S@154.78,216.22",92.6,"SOK,SOK,152=90=68,OK,S@287.06,22.94",78.5,"SOK,SOK,110=58=162,OK,S@259.05,70.95"
TENM3,HsaEX0044642,chr4:182744143-182744163,21,"chr4:182743419,182744143-182744163,182751800+182751803",S,HS,31.01,"SOK,SOK,13=28=120,B1,S@49.93,111.07",35.53,"OK,OK,8=11=45,OK,S@22.74,41.26",98.61,"OK,SOK,18=36=1,B1,S@54.24,0.76",71.64,"OK,SOK,24=19=22,OK,S@46.57,18.43",95.75,"OK,SOK,25=27=3,OK,S@52.66,2.34",19.88,"OK,OK,4=2=31,OK,S@7.36,29.64",41.41,"OK,OK,7=4=20,OK,S@12.84,18.16",100,"LOW,OK,12=15=0,OK,S@27.00,0.00",72.14,"LOW,OK,15=13=14,OK,S@30.30,11.70"
CELSR3,HsaEX0014560,chr3:48650275-48650289,15,"chr3:48650480,48650275-48650289,48649215",S,Others,0,"VLOW,VLOW,0=0=11,Bn,S@0.00,11.00",6.16,"OK,OK,0=1=37,Bn,S@2.34,35.66",48.33,"OK,SOK,17=14=57,OK,S@42.53,45.47",9.96,"OK,OK,4=1=63,OK,S@6.77,61.23",23.29,"OK,SOK,15=2=72,B1,S@20.73,68.27",0,"OK,OK,0=0=25,Bn,S@0.00,25.00",11.18,"OK,OK,4=0=36,Bn,S@4.47,35.53",81.04,"VLOW,OK,27=5=10,B1,S@34.04,7.96",52.09,"OK,OK,14=6=28,OK,S@25.00,23.00"
FSTL4,HsaEX0026517,chr5:133224190-133224216,27,"chr5:133225150,133224190-133224216,133220866",S,HS,13.34,"OK,OK,3=3=33,OK,S@5.20,33.80",19.42,"OK,OK,4=2=21,OK,C1@5.24,21.76",76.05,"VLOW,OK,13=13=7,OK,S@25.10,7.90",42.81,"LOW,OK,10=7=19,OK,S@15.41,20.59",76.76,"OK,OK,18=20=10,OK,S@36.84,11.16",0,"N,N,0=0=4,Bn,C2@0.00,4.00",51.73,"VLOW,VLOW,7=7=11,OK,C1@12.93,12.07",93.31,"N,VLOW,13=4=1,B1,S@16.80,1.20",74.48,"VLOW,OK,13=8=6,OK,S@20.11,6.89"
KIF1B,HsaEX0034475,chr1:10273014-10273031,18,"chr1:10272306,10273014-10273031,10275428",S,HS,0,"SOK,SOK,0=0=127,Bn,S@0.00,127.00",4.95,"OK,OK,2=0=61,Bn,S@3.12,59.88",95.62,"OK,SOK,26=26=4,OK,S@53.55,2.45",53.73,"OK,SOK,12=13=36,OK,S@32.78,28.22",92.07,"OK,SOK,28=21=7,OK,S@51.56,4.44",0,"OK,OK,0=0=60,Bn,S@0.00,60.00",23.92,"OK,OK,6=3=47,OK,S@13.40,42.60",100,"OK,SOK,24=18=0,OK,S@42.00,0.00",81.82,"OK,SOK,25=21=17,OK,S@51.55,11.45"
CLASP1,HsaEX0015474,chr2:121409024-121409047,24,"chr2:121410866,121409024-121409047,121407715",S,HS,29.72,"SOK,SOK,26=18=100,OK,S@42.80,101.20",46.43,"OK,SOK,28=19=52,OK,S@45.97,53.03",95.94,"SOK,SOK,56=42=4,OK,C1@97.86,4.14",68.3,"OK,SOK,33=23=25,OK,S@55.32,25.68",96.29,"SOK,SOK,63=44=4,OK,S@106.88,4.12",21.63,"SOK,SOK,15=12=95,OK,S@26.39,95.61",45.98,"SOK,SOK,31=28=68,OK,S@58.39,68.61",96.62,"SOK,SOK,66=52=4,OK,S@117.88,4.12",79.72,"SOK,SOK,48=58=27,OK,S@106.03,26.97"
CLASP1,HsaEX0015476,chr2:121427404-121427430,27,"chr2:121430073,121427404-121427430,121425306",S,LS,1.04,"OK,OK,1=0=83,Bn,S@0.87,83.13",0,"OK,OK,0=0=47,Bn,S@0.00,47.00",83.75,"OK,SOK,28=25=9,OK,S@51.93,10.07",20.68,"OK,OK,8=6=47,OK,S@12.61,48.39",71.99,"OK,OK,22=25=16,OK,S@45.35,17.65",2.14,"OK,OK,2=0=80,Bn,S@1.75,80.25",17.24,"OK,OK,7=8=63,OK,S@13.45,64.55",83.62,"OK,SOK,32=38=12,OK,S@68.57,13.43",52.09,"OK,SOK,19=22=33,OK,S@38.55,35.45"
MEF2C,HsaEX0038702,chr5:88730211-88730234,24,"chr5:88731729,88730211-88730234,88729347",S,HS,0,"SOK,SOK,0=0=113,Bn,S@0.00,113.00",11.17,"OK,OK,1=4=44,B1,S@5.47,43.53",96.05,"OK,SOK,22=45=3,B1,S@67.23,2.76",61.82,"OK,SOK,23=14=24,OK,S@37.71,23.29",98.77,"OK,SOK,34=41=1,OK,S@75.07,0.93",0,"N,N,0=0=7,Bn,S@0.00,7.00",84.04,"N,VLOW,6=4=2,OK,S@10.08,1.92",100,"N,N,2=6=0,B1,S@8.00,0.00",100,"N,N,4=3=0,OK,S@7.00,0.00"
MAST2,HsaEX0037980,chr1:46000959-46000979,21,"chr1:45997799,46000959-46000979,46002805",S,HS,18.69,"OK,SOK,10=10=78,B1,S@18.32,79.68",23.27,"OK,OK,16=8=60,OK,C1@19.55,64.45",88.74,"LOW,SOK,65=12=6,B1,S@73.65,9.35",45.11,"OK,SOK,48=8=41,B1,S@43.76,53.24",75.51,"SOK,SOK,66=25=21,OK,S@84.57,27.43",26.96,"OK,OK,17=3=33,B1,S@14.29,38.71",41.24,"OK,OK,26=7=31,OK,S@26.39,37.61",84.41,"LOW,OK,36=12=6,OK,S@45.58,8.42",67.13,"OK,SOK,41=16=20,OK,C1@51.69,25.31"
EXOC1,HsaEX0023428,chr4:55866872-55866892,21,"chr4:55864386,55866872-55866892,55868336",S,LS,0.93,"SOK,SOK,1=0=130,Bn,S@1.22,129.78",0.56,"OK,OK,0=1=88,Bn,S@0.50,88.50",33.21,"OK,SOK,11=24=51,OK,S@28.56,57.44",5.83,"OK,OK,3=2=75,B1,S@4.66,75.34",23.88,"OK,SOK,10=19=69,OK,S@23.40,74.60",0,"SOK,SOK,0=0=102,Bn,S@0.00,102.00",0,"SOK,SOK,0=0=103,Bn,S@0.00,103.00",2.51,"OK,OK,1=2=86,OK,S@2.23,86.77",2.22,"SOK,SOK,0=5=110,Bn,S@2.55,112.45"
NRCAM,HsaEX0043771,chr7:108237752-108237769,18,"chr7:108239959,108237752-108237769,108234688",S,HS,1.03,"SOK,SOK,1=0=148,Bn,C1@1.53,147.47",10.23,"OK,SOK,5=1=81,B1,C1@8.90,78.10",91.98,"OK,SOK,21=17=5,OK,S@39.55,3.45",45.84,"OK,SOK,19=9=51,B1,S@36.21,42.79",83.87,"OK,SOK,22=19=12,OK,S@44.45,8.55",16.19,"N,N,0=1=8,Bn,S@1.46,7.54",66.89,"N,N,1=3=3,B1,C1@4.68,2.32",85.71,"N,N,4=0=1,Bl,C1@4.29,0.71",92.31,"N,N,7=1=1,B2,S@8.31,0.69"
EEA1,HsaEX0021607,chr12:92846262-92846276,15,"chr12:92851111,92846262-92846276,92842581",S,HS,0,"SOK,SOK,0=0=178,Bn,S@0.00,178.00",0.71,"OK,OK,0=1=70,Bn,S@0.50,70.50",97.59,"OK,SOK,21=60=2,OK,S@81.00,2.00",35.21,"OK,OK,7=16=46,B1,S@24.29,44.71",93.05,"SOK,SOK,36=66=9,B1,S@103.29,7.71",0,"OK,OK,0=0=70,Bn,S@0.00,70.00",17.13,"OK,OK,5=3=66,B2,S@12.68,61.32",79.76,"VLOW,SOK,9=43=11,OK,S@50.25,12.75",48.15,"OK,SOK,10=22=38,B1,S@33.70,36.29"
DNM1,HsaEX0020438,chr9:128239985-128239996,12,"chr9:128239779,128239985-128239996,128242232",S,HS,57.13,"OK,SOK,6=15=52,B1,C1@41.70,31.30",85.97,"SOK,SOK,22=43=35,OK,S@85.97,14.03",98.23,"OK,SOK,20=64=5,B1,S@87.42,1.58",90.45,"OK,SOK,23=43=23,OK,C1@80.50,8.50",98.58,"OK,SOK,20=64=4,B1,S@86.75,1.25",39.48,"SOK,SOK,7=10=86,OK,S@40.66,62.34",92.14,"OK,SOK,22=49=20,B1,S@83.85,7.15",97.82,"OK,SOK,28=40=5,OK,S@71.41,1.59",95.35,"SOK,SOK,29=58=14,OK,S@96.30,4.70"
CAMTA2,HsaEX0012302,chr17:4969500-4969520,21,"chr17:4969630,4969500-4969520,4969337",S,HS,2.34,"SOK,SOK,1=1=108,OK,S@2.57,107.43",62.63,"SOK,SOK,31=26=44,OK,S@63.26,37.74",98.88,"SOK,SOK,61=74=2,OK,S@135.47,1.53",82.22,"SOK,SOK,38=54=26,OK,S@97.02,20.98",96.13,"SOK,SOK,54=42=5,OK,S@97.09,3.91",3.04,"OK,OK,0=1=43,Bn,S@1.34,42.66",96.71,"OK,SOK,19=26=2,OK,S@45.45,1.55",100,"OK,SOK,24=18=0,OK,S@42.00,0.00",100,"LOW,OK,14=17=0,OK,S@31.00,0.00"
RAPGEF2,HsaEX0052258,chr4:159344036-159344059,24,"chr4:159343404,159344036-159344059,159345106",S,HS,55.26,"SOK,SOK,64=62=105,OK,S@127.65,103.35",71.85,"OK,SOK,38=24=25,OK,S@62.51,24.49",99.22,"SOK,SOK,71=53=1,OK,S@124.02,0.98",86.41,"SOK,SOK,62=43=17,OK,S@105.42,16.58",98.18,"SOK,SOK,57=48=2,OK,S@105.05,1.95",47.31,"SOK,SOK,51=24=86,B1,S@76.17,84.83",76.39,"SOK,SOK,47=41=28,OK,S@88.61,27.39",100,"OK,SOK,50=38=0,OK,S@88.00,0.00",88.69,"SOK,SOK,51=48=13,OK,S@99.33,12.67"
CPEB4,HsaEX0016976,chr5:173943026-173943049,24,"chr5:173932500,173943026-173943049,173944967",C2,HS,5.99,"OK,OK,3=1=62,B1,C2@3.95,62.05",11.38,"OK,OK,2=5=54,B1,C2@6.94,54.06",86.64,"OK,SOK,18=28=7,OK,C2@45.92,7.08",63.63,"VLOW,OK,8=13=12,OK,C1@21.00,12.00",88.85,"OK,SOK,20=37=7,OK,C2@56.86,7.14",0,"VLOW,VLOW,0=0=10,Bn,C3@0.00,10.00",49.99,"N,N,2=3=5,OK,C2@5.00,5.00",67.15,"N,N,4=4=4,OK,C2@8.06,3.94",61.39,"N,VLOW,5=3=5,OK,C3@7.98,5.02"
ADGRL2,HsaEX0036234,chr1:81942034-81942045,12,"chr1:81936837,81942034-81942045,81942969",S,HS,0,"SOK,SOK,0=0=319,Bn,S@0.00,319.00",0,"SOK,SOK,0=0=140,Bn,S@0.00,140.00",93.27,"OK,SOK,46=24=26,OK,S@89.54,6.46",32.69,"SOK,SOK,6=4=112,OK,S@39.88,82.12",94.13,"OK,SOK,36=29=23,B1,S@82.83,5.17",,"N,N,0=0=0,Bn,S@0,0",,"N,N,0=0=0,Bn,S@0,0",,"N,N,0=0=0,Bn,S@0,0",,"N,N,0=0=0,Bn,S@0,0"
OCRL,HsaEX0044588,chrX:129584344-129584367,24,"chrX:129576552,129584344-129584367,129587002",S,HS,39.61,"SOK,SOK,83=78=269,OK,S@170.32,259.68",62.68,"SOK,SOK,55=58=74,OK,S@117.21,69.79",96.86,"SOK,SOK,70=97=6,OK,S@167.57,5.43",78.43,"SOK,SOK,79=80=48,OK,S@162.35,44.65",96.8,"SOK,SOK,108=112=8,OK,S@220.70,7.30",52.58,"SOK,SOK,41=37=77,OK,S@81.50,73.50",89.17,"SOK,SOK,68=67=18,OK,S@136.43,16.57",100,"SOK,SOK,63=70=0,OK,S@133.00,0.00",98.37,"SOK,SOK,69=94=3,OK,S@163.29,2.71"
PHF21A,HsaEX0047035,chr11:45946076-45946098,23,"chr11:45948886,45946076-45946098,45938312",C3,HS,3.08,"OK,OK,2=0=61,Bn,C3@1.94,61.06",59.85,"OK,OK,19=13=22,OK,C2@32.32,21.68",95.14,"OK,SOK,32=25=3,OK,S@57.08,2.92",73.97,"LOW,SOK,28=14=15,OK,C1@42.16,14.84",89.54,"OK,SOK,31=27=7,OK,C1@58.20,6.80",9.97,"OK,OK,4=1=45,B1,C3@4.99,45.02",91.76,"OK,SOK,37=28=6,OK,S@65.15,5.85",98.58,"OK,SOK,34=33=1,OK,S@67.03,0.97",100,"OK,SOK,47=24=0,OK,S@71.00,0.00"
ABI1,HsaEX0000641,chr10:26771075-26771089,15,"chr10:26777065,26771075-26771089,26770345",S,HS,2.06,"SOK,SOK,5=0=461,B3,S@9.60,456.40",33.73,"SOK,SOK,11=18=179,B1,S@70.16,137.84",95.91,"SOK,SOK,73=60=16,OK,S@142.91,6.09",61.57,"SOK,SOK,42=22=104,OK,S@103.44,64.56",95.18,"SOK,SOK,77=38=15,OK,S@123.73,6.27",2.34,"SOK,SOK,2=0=162,Bn,S@3.84,160.16",85.86,"OK,SOK,29=23=24,OK,S@65.25,10.75",100,"OK,SOK,57=16=0,OK,S@73.00,0.00",98.29,"OK,SOK,57=16=3,OK,S@74.70,1.30"
PTPRF,HsaEX0051134,chr1:43608324-43608335,12,"chr1:43606968,43608324-43608335,43609383",S,NonResponding,0,"SOK,SOK,0=0=408,Bn,S@0.00,408.00",0,"SOK,SOK,0=0=256,Bn,S@0.00,256.00",1.77,"SOK,SOK,1=2=243,B1,S@4.35,241.65",0,"SOK,SOK,0=0=241,Bn,S@0.00,241.00",0.23,"SOK,SOK,0=1=207,Bn,S@0.48,207.52",0,"SOK,SOK,0=0=260,Bn,S@0.00,260.00",0,"SOK,SOK,0=0=328,Bn,S@0.00,328.00",4.91,"SOK,SOK,2=8=207,OK,S@10.65,206.35",1.5,"SOK,SOK,1=3=318,B1,S@4.83,317.17"
ANK2,HsaEX0004128,chr4:113237599-113237622,24,"chr4:113237172,113237599-113237622,113240485",S,HS,0,"OK,OK,0=0=40,Bn,S@0.00,40.00",49.79,"N,VLOW,7=3=9,B1,S@9.46,9.54",95.59,"OK,SOK,24=24=2,OK,S@47.80,2.20",67.31,"VLOW,OK,15=8=10,OK,S@22.21,10.79",100,"OK,SOK,35=22=0,OK,S@57.00,0.00",0,"N,N,0=0=2,Bn,S@0.00,2.00",100,"N,N,2=0=0,Bn,S@2.00,0.00",100,"N,N,2=0=0,Bn,S@2.00,0.00",100,"N,N,1=1=0,OK,S@2.00,0.00"
CASK,HsaEX0012545,chrX:41622617-41622634,18,"chrX:41626604,41622617-41622634,41610025",S,HS,0,"SOK,SOK,0=0=524,Bn,S@0.00,524.00",3.14,"SOK,SOK,2=3=238,OK,S@7.63,235.37",92.49,"SOK,SOK,86=68=19,OK,S@160.01,12.99",28.83,"SOK,SOK,24=24=181,OK,S@66.02,162.98",84.72,"SOK,SOK,68=56=34,OK,S@133.86,24.14",0,"SOK,SOK,0=0=101,Bn,S@0.00,101.00",26.27,"OK,SOK,7=9=69,OK,S@22.33,62.67",94.62,"OK,SOK,34=24=5,OK,S@59.61,3.39",54.56,"OK,SOK,19=12=39,OK,S@38.19,31.81"
DOCK11,HsaEX0020546,chrX:118685520-118685537,18,"chrX:118683621,118685520-118685537,118685688",C3,HS,0,"SOK,SOK,0=0=147,Bn,C3@0.00,147.00",16.84,"OK,SOK,10=4=59,OK,C3@12.29,60.71",96.31,"OK,SOK,48=38=3,OK,C2@85.72,3.28",66.73,"OK,SOK,34=24=26,OK,C3@56.05,27.95",97.4,"OK,SOK,45=37=2,OK,C2@81.82,2.18",0,"VLOW,OK,0=0=13,Bn,C3@0.00,13.00",46,"VLOW,OK,7=3=10,OK,C3@9.20,10.80",100,"N,OK,6=6=0,OK,C2@12.00,0.00",88.63,"N,LOW,6=3=1,OK,C3@8.86,1.14"
FBXO25,HsaEX0025270,chr8:467720-467746,27,"chr8:463150,467720-467746,468715",S,LS,2.12,"SOK,SOK,4=4=312,OK,S@6.78,313.22",4.99,"SOK,SOK,4=8=198,B1,S@10.48,199.52",83.58,"SOK,SOK,76=75=25,OK,S@147.10,28.90",24.45,"SOK,SOK,26=24=130,OK,S@44.01,135.99",74.85,"SOK,SOK,78=71=42,OK,S@142.96,48.04",,"N,N,0=0=0,Bn,S@0,0",,"N,N,0=0=0,Bn,S@0,0",,"N,N,0=0=0,Bn,S@0,0",,"N,N,0=0=0,Bn,S@0,0"
SH3GLB2,HsaEX0058029,chr9:129009453-129009467,15,"chr9:129009692,129009453-129009467,129009346",C3,HS,1.45,"SOK,SOK,2=5=427,OK,C3@6.29,427.71",21.36,"SOK,SOK,24=91=331,OK,C3@95.27,350.73",92.58,"SOK,SOK,89=291=25,OK,C3@374.95,30.05",53.53,"SOK,SOK,52=205=172,OK,C3@229.64,199.36",92.82,"SOK,SOK,86=246=22,OK,C3@328.58,25.42",1.51,"SOK,SOK,3=1=422,B2,C3@6.43,419.57",47.13,"SOK,SOK,41=99=143,OK,C3@133.38,149.62",94.9,"SOK,SOK,65=204=12,OK,C3@266.67,14.33",71.18,"SOK,SOK,58=178=80,OK,C3@224.93,91.07"
TNIK,HsaEX0066242,chr3:171107183-171107206,24,"chr3:171108065,171107183-171107206,171101633",S,LS,45.51,"SOK,SOK,39=42=103,OK,S@83.74,100.26",56.61,"SOK,SOK,29=36=53,OK,S@66.80,51.20",98.48,"SOK,SOK,59=63=2,OK,S@122.12,1.88",69.09,"SOK,SOK,40=34=35,OK,S@75.31,33.69",95.82,"SOK,SOK,56=52=5,OK,S@108.28,4.72",25.55,"N,N,1=0=3,Bn,S@1.02,2.98",0,"N,N,0=0=2,Bn,S@0.00,2.00",100,"N,N,1=2=0,B1,S@3.00,0.00",67.31,"N,N,2=0=1,Bn,S@2.02,0.98"
SYNJ1,HsaEX0063208,chr21:32676332-32676355,24,"chr21:32678645,32676332-32676355,32673531",S,HS,7.75,"SOK,SOK,3=8=131,B1,S@11.01,131.00",12.99,"OK,OK,4=6=67,OK,S@10.00,67.00",97.27,"SOK,SOK,47=60=3,OK,C1@107.00,3.00",61.17,"SOK,SOK,33=30=40,OK,S@63.01,39.99",90.57,"SOK,SOK,47=49=10,OK,C1@96.00,10.00",0,"OK,OK,0=0=29,Bn,S@0.00,29.00",20.69,"OK,OK,1=5=23,B2,S@6.00,23.00",100,"N,LOW,6=9=0,OK,S@15.00,0.00",70.83,"VLOW,LOW,5=12=7,B1,S@17.00,7.00"
CERS6,HsaEX0035450,chr2:168766322-168766345,24,"chr2:168765748,168766322-168766345,168769510",S,HS,0.13,"SOK,SOK,0=1=366,Bn,S@0.48,366.52",2.39,"SOK,SOK,2=5=181,OK,S@4.49,183.51",91.55,"SOK,SOK,65=134=12,OK,S@193.17,17.83",28.87,"SOK,SOK,28=42=121,OK,S@55.14,135.86",85.35,"SOK,SOK,67=150=24,OK,S@205.69,35.31",0,"OK,OK,0=0=74,Bn,S@0.00,74.00",22.08,"SOK,SOK,10=22=73,OK,S@23.18,81.82",94.67,"SOK,SOK,38=68=4,OK,S@104.14,5.86",50.63,"OK,SOK,19=39=37,OK,S@48.10,46.90"
AGRN,HsaEX0003157,chr1:1051993-1052016,24,"chr1:1051815,1051993-1052016,1053461",C3,LS,1.36,"SOK,SOK,3=2=352,OK,C3@4.86,352.14",2.5,"SOK,SOK,6=6=455,OK,C3@11.68,455.32",71.84,"SOK,SOK,141=97=97,OK,C2@240.66,94.34",17.12,"SOK,SOK,44=30=363,OK,C3@74.81,362.19",55.66,"SOK,SOK,144=79=182,OK,C2@225.42,179.58",0.42,"SOK,SOK,2=0=463,Bn,C3@1.95,463.05",15.54,"SOK,SOK,30=27=300,OK,C3@55.48,301.52",94.15,"SOK,SOK,120=67=12,OK,C2@187.36,11.64",60.47,"SOK,SOK,118=76=127,OK,C3@194.11,126.89"
CD47,HsaEX0013877,chr3:108050578-108050602,25,"chr3:108051939,108050578-108050602,108049651",C3,LS,12.16,"SOK,SOK,9=64=297,OK,C3@44.99,325.01",10.67,"SOK,SOK,4=39=198,B1,C3@25.71,215.29",72.54,"SOK,SOK,34=117=41,OK,C1@139.28,52.72",27.09,"SOK,SOK,12=63=128,OK,C3@54.99,148.01",59.01,"SOK,SOK,29=116=70,OK,C2@126.87,88.13",13.61,"SOK,SOK,10=33=181,OK,C3@30.49,193.51",32.2,"SOK,SOK,35=84=195,OK,C3@101.11,212.89",62.79,"SOK,SOK,41=140=77,OK,C2@162.00,96.00",41.37,"SOK,SOK,26=138=150,OK,C2@129.90,184.10"
SFT2D1,HsaEX0057701,chr6:166331385-166331407,23,"chr6:166342419,166331385-166331407+166331447,166330247",S,HS,1.39,"SOK,SOK,1=10=697,B2,S@9.84,698.16",9.92,"SOK,SOK,10=15=169,B1,S@19.24,174.76",65.95,"OK,OK,33=19=17,OK,S@45.51,23.49",22.87,"SOK,SOK,22=14=78,OK,S@26.07,87.93",60.01,"OK,OK,24=22=21,OK,S@40.21,26.79",1.22,"SOK,SOK,1=3=265,B2,S@3.28,265.72",73.55,"OK,OK,20=17=9,OK,S@33.83,12.17",97.37,"OK,OK,32=24=1,OK,S@55.50,1.50",93.47,"OK,OK,26=17=2,OK,S@42.06,2.94"
DCTN1,HsaEX0018764,chr2:74363614-74363628,15,"chr2:74365075,74363614-74363628,74363427",S,HS,1.36,"SOK,SOK,2=2=584,OK,S@8.00,580.00",24.6,"SOK,SOK,20=23=266,OK,S@76.01,232.99",95.7,"SOK,SOK,101=88=17,OK,S@197.14,8.86",60.31,"SOK,SOK,59=59=156,OK,S@165.25,108.75",89.94,"SOK,SOK,97=82=40,OK,S@196.97,22.03",0,"SOK,SOK,0=0=647,Bn,S@0.00,647.00",21.71,"SOK,SOK,31=24=395,OK,S@97.70,352.30",83.15,"SOK,SOK,138=121=105,OK,S@302.67,61.33",51.29,"SOK,SOK,61=69=249,OK,S@194.39,184.61"
