Supplementary Table 17:,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
ACVR2A-HsaEX0002213-TTC_gga-EX_8,49.7,87.66,94.6,98.68,T3
ACVR2A-HsaEX0002213-TTC_gga-UP_36,3.45,18.83,59.97,96.62,T3
ACVR2A-HsaEX0002213-TTC_gga-UP_41,2.44,18.36,60.11,96.68,T3
ACVR2A-HsaEX0002213-TTC_gga-UP_45,0,0,65.38,95.61,T3
ACVR2A-HsaEX0002213-TTC_gga-UP_5,3.32,17.81,61.83,96.58,T3
ACVR2A-HsaEX0002213-TTC_gga-UP_65,32.02,39.79,73.58,96.48,T3
ACVR2A-HsaEX0002213-TTC_gga-UP_83,10.83,11.08,21.15,66.09,T3
ACVR2A-HsaEX0002213-TTC_gga-UP_86,6.41,6.47,23,69.73,T3
ACVR2A-HsaEX0002213-TTC_gga-UP_9,2.67,15.63,59.15,96.12,T3
ACVR2A-HsaEX0002213-TTG_ggt-DO_16,0.4,5.47,41.27,93.37,T3
ACVR2A-HsaEX0002213-TTG_ggt-DO_9,1.37,11.16,54.3,96.15,T3
ACVR2A-HsaEX0002213-TTG_ggt-UP_16,3.01,17.43,61.28,96.56,T3
ACVR2A-HsaEX0002213-TTG_ggt-UP_70,5.81,11.65,52.25,94.99,T3
ACVR2A-HsaEX0002213-TTT_ggg-DO_15,0.14,5.11,42.53,92.02,T3
ACVR2A-HsaEX0002213-TTT_ggg-DO_19,1.76,15.31,58.63,96.59,T3
ACVR2A-HsaEX0002213-TTT_ggg-DO_20,0.12,8.96,53.38,95.42,T3
ACVR2A-HsaEX0002213-TTT_ggg-EX_7,31.83,63.36,83.31,98.79,T3
ACVR2A-HsaEX0002213-TTT_ggg-UP_14,2.81,20.52,63.41,95.98,T3
ACVR2A-HsaEX0002213-TTT_ggg-UP_15,3.7,20.45,63.39,96.29,T3
ACVR2A-HsaEX0002213-TTT_ggg-UP_33,1.96,12.97,56.33,95.22,T3
ACVR2A-HsaEX0002213-TTT_ggg-UP_34,2.65,17.03,60.86,95.96,T3
ACVR2A-HsaEX0002213-TTT_ggg-UP_35,1.15,11.85,56.06,94.25,T3
ACVR2A-HsaEX0002213-TTT_ggg-UP_4,4.64,19.86,65.09,96.73,T3
ACVR2A-HsaEX0002213-TTT_ggg-UP_40,34.83,56.33,88.37,98,T3
ACVR2A-HsaEX0002213-TTT_ggg-UP_64,2.53,1.27,11.1,54.28,T3
ACVR2A-HsaEX0002213-TTT_ggg-UP_68,0.45,0.9,8.57,53.25,T3
ACVR2A-HsaEX0002213-TTT_ggg-UP_69,3.95,4.36,21.23,70.4,T3
ACVR2A-HsaEX0002213-TTT_ggg-UP_79,1.2,1.16,1.71,7.19,T3
ACVR2A-HsaEX0002213-TTT_ggg-UP_80,4.39,2.28,4.52,13.35,T3
ACVR2A-HsaEX0002213-TTT_ggg-UP_81,3.96,4.76,7.4,21.4,T3
ACVR2A-HsaEX0002213-TTT_ggg-UP_82,2.17,0.39,0.69,2.5,T3
ACVR2A-HsaEX0002213-WT,2.35,13.09,58.16,96.21,T3
ANTXR1-HsaEX7001225-AAG_cct-DO_1,0,,0,0,T3
ANTXR1-HsaEX7001225-AAG_cct-EX_7,98.08,98.38,99.17,99.31,T3
ANTXR1-HsaEX7001225-AAG_cct-UP_31,98.37,98.16,98.64,99.03,T3
ANTXR1-HsaEX7001225-ACA_cac-DO_9,99.11,99,99.65,99.4,T3
ANTXR1-HsaEX7001225-ACA_cac-UP_26,98.57,99.16,99.42,99.55,T3
ANTXR1-HsaEX7001225-ACC_caa-DO_6,97.22,99.24,99.32,99.11,T3
ANTXR1-HsaEX7001225-ACC_caa-EX_21,97.72,98.97,99.12,98.83,T3
ANTXR1-HsaEX7001225-ACC_caa-UP_18,97.49,99.69,99.62,99.72,T3
ANTXR1-HsaEX7001225-ACC_caa-UP_70,98.75,99.01,99.4,99.48,T3
ANTXR1-HsaEX7001225-ACT_cag-UP_66,98.47,95.43,95.97,96.61,T3
ANTXR1-HsaEX7001225-AGA_ctc-EX_35,98.5,99.22,99.23,99.34,T3
ANTXR1-HsaEX7001225-AGA_ctc-UP_55,99.43,98.6,99.56,99.81,T3
ANTXR1-HsaEX7001225-AGA_ctc-UP_57,99.6,98.71,99.28,98.12,T3
ANTXR1-HsaEX7001225-AGC_cta-DO_11,98.1,98.8,99.54,98.9,T3
ANTXR1-HsaEX7001225-AGC_cta-UP_28,98.64,99.12,98.92,99.7,T3
ANTXR1-HsaEX7001225-AGC_cta-UP_32,98.05,98.97,99.33,99.25,T3
ANTXR1-HsaEX7001225-AGC_cta-UP_51,97.79,99.46,99.1,99.24,T3
ANTXR1-HsaEX7001225-AGG_ctt-DO_14,99.36,99.33,99.68,99.16,T3
ANTXR1-HsaEX7001225-AGG_ctt-EX_11,98.18,99.28,98.54,98.98,T3
ANTXR1-HsaEX7001225-AGG_ctt-EX_32,98.24,98.08,98.54,99,T3
ANTXR1-HsaEX7001225-AGG_ctt-EX_8,97.65,98.13,98.62,98.25,T3
ANTXR1-HsaEX7001225-AGG_ctt-UP_40,98.51,99.1,98.9,99.18,T3
ANTXR1-HsaEX7001225-AGG_ctt-UP_43,98.84,99.33,99.79,99.77,T3
ANTXR1-HsaEX7001225-AGG_ctt-UP_47,98.49,99.13,98.89,98.97,T3
ANTXR1-HsaEX7001225-AGT_ctg-DO_2,96.61,98.32,98.67,98.78,T3
ANTXR1-HsaEX7001225-AGT_ctg-EX_37,97.74,98.09,99.25,98.75,T3
ANTXR1-HsaEX7001225-ATC_cga-EX_4,98.21,99.15,99.38,99.12,T3
ANTXR1-HsaEX7001225-ATG_cgt-DO_17,99.08,98.44,99.18,99.24,T3
ANTXR1-HsaEX7001225-ATT_cgg-EX_1,98,98.63,99.14,99.34,T3
ANTXR1-HsaEX7001225-ATT_cgg-UP_59,98.82,99.53,99.23,98.8,T3
ANTXR1-HsaEX7001225-CAA_acc-EX_6,98.44,99.6,99.81,99.39,T3
ANTXR1-HsaEX7001225-CAA_acc-UP_30,97.22,99.15,99.3,98.74,T3
ANTXR1-HsaEX7001225-CAC_aca-DO_8,97.51,98.91,99.25,98.36,T3
ANTXR1-HsaEX7001225-CAC_aca-EX_20,97.22,98.69,99.41,99.32,T3
ANTXR1-HsaEX7001225-CAC_aca-UP_65,98.6,98.76,99.37,99.68,T3
ANTXR1-HsaEX7001225-CAG_act-DO_10,93.31,98.95,99.11,99.77,T3
ANTXR1-HsaEX7001225-CAG_act-DO_13,99.47,98.21,98.59,98.35,T3
ANTXR1-HsaEX7001225-CAG_act-UP_27,98.76,99.1,99.28,99.59,T3
ANTXR1-HsaEX7001225-CAG_act-UP_46,98.71,98.68,99.05,99.32,T3
ANTXR1-HsaEX7001225-CAG_act-UP_54,97.87,99.2,98.82,99.53,T3
ANTXR1-HsaEX7001225-CCA_aac-DO_7,98.18,99.58,99.53,99.51,T3
ANTXR1-HsaEX7001225-CCA_aac-EX_19,99.23,99.31,99.58,99.36,T3
ANTXR1-HsaEX7001225-CCA_aac-UP_53,99.31,98.99,100,99.14,T3
ANTXR1-HsaEX7001225-CCC_aaa-EX_15,99.75,98.88,99.32,99.57,T3
ANTXR1-HsaEX7001225-CCC_aaa-EX_22,98.2,99.17,99.48,99.33,T3
ANTXR1-HsaEX7001225-CCC_aaa-EX_23,98.72,99.29,99.46,99.07,T3
ANTXR1-HsaEX7001225-CCC_aaa-EX_24,99.06,99.08,99.7,99.61,T3
ANTXR1-HsaEX7001225-CCG_aat-EX_29,98.66,99.06,99.18,99.34,T3
ANTXR1-HsaEX7001225-CCT_aag-EX_16,99.33,98.64,99.41,99.06,T3
ANTXR1-HsaEX7001225-CCT_aag-EX_25,97.79,98.95,98.38,98.78,T3
ANTXR1-HsaEX7001225-CCT_aag-UP_19,99.35,98.8,99.19,99.1,T3
ANTXR1-HsaEX7001225-CCT_aag-UP_22,99.23,98.68,99.4,99.26,T3
ANTXR1-HsaEX7001225-CCT_aag-UP_34,99.33,98.07,98.44,98.74,T3
ANTXR1-HsaEX7001225-CCT_aag-UP_71,98.99,98.43,98.54,98.71,T3
ANTXR1-HsaEX7001225-CGA_atc-EX_30,98.8,99.08,99.31,99.43,T3
ANTXR1-HsaEX7001225-CTC_aga-EX_17,97.01,98.92,99.22,99.42,T3
ANTXR1-HsaEX7001225-CTC_aga-UP_20,97.83,98.66,99.07,99.56,T3
ANTXR1-HsaEX7001225-CTC_aga-UP_35,98.66,98.35,99.01,98.2,T3
ANTXR1-HsaEX7001225-CTC_aga-UP_77,94.16,92.46,91.75,93.75,T3
ANTXR1-HsaEX7001225-CTG_agt-EX_26,97.88,98.34,98.79,99.49,T3
ANTXR1-HsaEX7001225-CTG_agt-UP_23,98.66,99.07,99.47,99.33,T3
ANTXR1-HsaEX7001225-CTG_agt-UP_67,98.79,98.71,99.46,99.43,T3
ANTXR1-HsaEX7001225-CTG_agt-UP_72,97.33,97.45,98.2,98.01,T3
ANTXR1-HsaEX7001225-CTG_agt-UP_79,99.09,98.57,98.82,98.45,T3
ANTXR1-HsaEX7001225-CTT_agg-UP_37,99.63,99.63,99.04,99.67,T3
ANTXR1-HsaEX7001225-CTT_agg-UP_86,0,9.3,0,0,T3
ANTXR1-HsaEX7001225-GAC_tca-DO_5,98.7,98.9,99.42,99.55,T3
ANTXR1-HsaEX7001225-GAC_tca-UP_25,97.86,98.32,97.46,98.43,T3
ANTXR1-HsaEX7001225-GAC_tca-UP_69,98.62,99.08,98.52,99.52,T3
ANTXR1-HsaEX7001225-GAG_tct-EX_10,99.04,99.37,99.42,99.72,T3
ANTXR1-HsaEX7001225-GAG_tct-EX_31,97.98,99.49,98.55,99.06,T3
ANTXR1-HsaEX7001225-GAG_tct-EX_34,98.57,99.3,99.2,99.21,T3
ANTXR1-HsaEX7001225-GAG_tct-EX_36,90.57,94.95,97.01,99.3,T3
ANTXR1-HsaEX7001225-GAG_tct-EX_40,99.32,98.85,99.06,99.2,T3
ANTXR1-HsaEX7001225-GAG_tct-UP_42,98.93,99.12,99.06,98.9,T3
ANTXR1-HsaEX7001225-GAG_tct-UP_56,98.46,99.36,99.35,98.94,T3
ANTXR1-HsaEX7001225-GAT_tcg-DO_16,98.64,99.33,99.14,99.14,T3
ANTXR1-HsaEX7001225-GAT_tcg-UP_58,97.79,98.23,98.96,99.43,T3
ANTXR1-HsaEX7001225-GCA_tac-DO_12,98.17,98.84,99.68,98.99,T3
ANTXR1-HsaEX7001225-GCA_tac-UP_29,97.17,98.18,98.98,99.34,T3
ANTXR1-HsaEX7001225-GCA_tac-UP_45,98.41,99.2,99.21,99.1,T3
ANTXR1-HsaEX7001225-GCC_taa-EX_28,97.21,99.32,99.21,99.6,T3
ANTXR1-HsaEX7001225-GCC_taa-UP_33,96.06,94.85,97.63,99.62,T3
ANTXR1-HsaEX7001225-GCC_taa-UP_52,99.09,99.36,99.2,99.8,T3
ANTXR1-HsaEX7001225-GGA_ttc-DO_15,98.17,98.59,98.75,99.22,T3
ANTXR1-HsaEX7001225-GGA_ttc-EX_33,98.77,99.05,99.58,99.29,T3
ANTXR1-HsaEX7001225-GGA_ttc-EX_9,99.83,100,99.5,100,T3
ANTXR1-HsaEX7001225-GGA_ttc-UP_41,99.24,99.53,99.15,99.7,T3
ANTXR1-HsaEX7001225-GGC_tta-UP_44,98.39,98.64,99.13,99.12,T3
ANTXR1-HsaEX7001225-GGT_ttg-EX_12,98.58,99.19,99.13,99.39,T3
ANTXR1-HsaEX7001225-GGT_ttg-UP_15,98.78,99.33,99.19,99.11,T3
ANTXR1-HsaEX7001225-GGT_ttg-UP_48,97.44,98.06,98.86,98.6,T3
ANTXR1-HsaEX7001225-GTA_tgc-UP_16,99.34,99.44,98.61,99,T3
ANTXR1-HsaEX7001225-GTA_tgc-UP_49,98.07,99.57,99.43,99.24,T3
ANTXR1-HsaEX7001225-GTC_tga-EX_13,98.77,98.62,99.2,99.6,T3
ANTXR1-HsaEX7001225-GTG_tgt-DO_3,98.61,99.29,99.21,99.46,T3
ANTXR1-HsaEX7001225-GTG_tgt-EX_38,98.67,99.13,98.9,99.55,T3
ANTXR1-HsaEX7001225-GTT_tgg-UP_74,98.53,99.18,99.21,99.25,T3
ANTXR1-HsaEX7001225-GTT_tgg-UP_81,98.7,99.22,99.21,99.7,T3
ANTXR1-HsaEX7001225-TAC_gca-UP_17,98.49,98.76,99.47,99.8,T3
ANTXR1-HsaEX7001225-TAG_gct-UP_39,98.83,98.91,99.26,99.49,T3
ANTXR1-HsaEX7001225-TAG_gct-UP_50,98.43,98.57,98.84,99.28,T3
ANTXR1-HsaEX7001225-TAT_gcg-EX_3,97.98,99.01,98.99,98.93,T3
ANTXR1-HsaEX7001225-TCA_gac-EX_5,98.92,97.81,98.83,99.02,T3
ANTXR1-HsaEX7001225-TCA_gac-UP_64,99.58,99.08,99.42,99.42,T3
ANTXR1-HsaEX7001225-TCC_gaa-EX_14,98.78,99.02,99.62,99.66,T3
ANTXR1-HsaEX7001225-TCC_gaa-EX_18,97.61,97.57,98.57,98.96,T3
ANTXR1-HsaEX7001225-TCC_gaa-UP_21,99.33,98.92,99.35,99.48,T3
ANTXR1-HsaEX7001225-TCT_gag-UP_36,98.01,99.36,98.86,99.2,T3
ANTXR1-HsaEX7001225-TCT_gag-UP_76,98.52,97.6,97.77,97.59,T3
ANTXR1-HsaEX7001225-TCT_gag-UP_78,93.81,93.89,94.06,96.09,T3
ANTXR1-HsaEX7001225-TCT_gag-UP_85,98.21,97.3,98.93,98.82,T3
ANTXR1-HsaEX7001225-TGA_gtc-DO_4,98.72,98.88,99.14,99.39,T3
ANTXR1-HsaEX7001225-TGA_gtc-EX_39,97.36,98.87,97.8,98.45,T3
ANTXR1-HsaEX7001225-TGA_gtc-UP_24,99.57,99.28,99.41,99.67,T3
ANTXR1-HsaEX7001225-TGA_gtc-UP_68,99.41,99,98.54,99.4,T3
ANTXR1-HsaEX7001225-TGC_gta-EX_27,97.58,99.25,99.78,99,T3
ANTXR1-HsaEX7001225-TGT_gtg-UP_73,99.54,96.37,96.56,98.59,T3
ANTXR1-HsaEX7001225-TGT_gtg-UP_80,98.39,99.36,99.63,99.43,T3
ANTXR1-HsaEX7001225-TTA_ggc-EX_2,99.31,99.25,99.44,99,T3
ANTXR1-HsaEX7001225-TTA_ggc-UP_38,99.06,99.39,99.31,99.78,T3
ANTXR1-HsaEX7001225-TTC_gga-UP_63,99.44,99.4,99.39,99.46,T3
ANTXR1-HsaEX7001225-TTC_gga-UP_75,98.46,99.21,99.05,99.32,T3
ANTXR1-HsaEX7001225-TTC_gga-UP_84,98.31,99.12,99.07,97.76,T3
ANTXR1-HsaEX7001225-TTC_gga-UP_89,87.94,86.24,86.59,89.04,T3
ANTXR1-HsaEX7001225-TTT_ggg-UP_60,98.15,98.79,99.12,99.72,T3
ANTXR1-HsaEX7001225-TTT_ggg-UP_61,98.5,99.19,98.98,99.18,T3
ANTXR1-HsaEX7001225-TTT_ggg-UP_62,98.46,99.15,99.57,99.4,T3
ANTXR1-HsaEX7001225-TTT_ggg-UP_82,83.6,89.06,86.52,84.89,T3
ANTXR1-HsaEX7001225-TTT_ggg-UP_83,93.86,89.44,85.77,89.82,T3
ANTXR1-HsaEX7001225-TTT_ggg-UP_87,5.19,6.1,10.34,7.48,T3
ANTXR1-HsaEX7001225-TTT_ggg-UP_88,97.75,96.9,97.71,96.84,T3
ANTXR1-HsaEX7001225-WT,98.81,99.46,99.26,99.47,T3
ARHGAP23-HsaEX7108093-AAG_cct-DO_1,0,0,4.62,0,T3
ARHGAP23-HsaEX7108093-AAG_cct-EX_23,92.83,95.55,95.11,95.56,T3
ARHGAP23-HsaEX7108093-AAG_cct-EX_31,99.1,99.33,99.16,99.66,T3
ARHGAP23-HsaEX7108093-AAG_cct-UP_39,97.73,98.43,96.52,98.34,T3
ARHGAP23-HsaEX7108093-AAT_ccg-UP_26,98.16,98.77,98.72,99.44,T3
ARHGAP23-HsaEX7108093-ACA_cac-EX_29,97.33,96.85,96.73,98.03,T3
ARHGAP23-HsaEX7108093-ACG_cat-EX_20,83.43,80.04,80.49,87.12,T3
ARHGAP23-HsaEX7108093-ACT_cag-EX_5,97.05,97.4,97.17,97.59,T3
ARHGAP23-HsaEX7108093-ACT_cag-UP_44,96.87,97.46,97.78,98.09,T3
ARHGAP23-HsaEX7108093-AGA_ctc-EX_24,97.74,99.37,97.6,98.07,T3
ARHGAP23-HsaEX7108093-AGA_ctc-EX_3,97.69,98.42,98.77,99.19,T3
ARHGAP23-HsaEX7108093-AGA_ctc-EX_36,98.49,99.69,99.58,99.25,T3
ARHGAP23-HsaEX7108093-AGA_ctc-EX_38,98.57,99.12,99.03,99.11,T3
ARHGAP23-HsaEX7108093-AGA_ctc-EX_40,98.57,99.51,99.12,99.79,T3
ARHGAP23-HsaEX7108093-AGA_ctc-UP_40,98.6,98.73,98.76,99.34,T3
ARHGAP23-HsaEX7108093-AGA_ctc-UP_42,97.51,97.97,98.7,99.52,T3
ARHGAP23-HsaEX7108093-AGC_cta-UP_30,98.85,98.75,99.3,99.49,T3
ARHGAP23-HsaEX7108093-AGG_ctt-EX_26,96.42,98.12,97.25,98.39,T3
ARHGAP23-HsaEX7108093-AGG_ctt-EX_32,96.59,97.63,98.5,98.58,T3
ARHGAP23-HsaEX7108093-AGG_ctt-UP_33,97.41,98.18,98.7,99.04,T3
ARHGAP23-HsaEX7108093-AGT_ctg-DO_2,0,0,0,0,T3
ARHGAP23-HsaEX7108093-AGT_ctg-EX_16,98.59,99.4,98.12,99.27,T3
ARHGAP23-HsaEX7108093-ATC_cga-UP_68,99.12,98.63,98.85,99.26,T3
ARHGAP23-HsaEX7108093-ATG_cgt-DO_6,98.18,98.94,98.84,99.06,T3
ARHGAP23-HsaEX7108093-ATG_cgt-UP_27,98.55,97.89,98.2,99.12,T3
ARHGAP23-HsaEX7108093-ATG_cgt-UP_57,99.85,96.77,99.09,97.65,T3
ARHGAP23-HsaEX7108093-ATT_cgg-UP_63,77.13,84.67,85.69,86.67,T3
ARHGAP23-HsaEX7108093-CAA_acc-EX_30,97.94,98.26,98.79,99.6,T3
ARHGAP23-HsaEX7108093-CAG_act-EX_15,95.72,96.17,96.51,96.56,T3
ARHGAP23-HsaEX7108093-CAG_act-EX_2,98.97,99.57,99.65,99.88,T3
ARHGAP23-HsaEX7108093-CAG_act-UP_32,98.17,98.61,98.82,99.61,T3
ARHGAP23-HsaEX7108093-CAT_acg-UP_56,98.21,98.32,98.23,98.85,T3
ARHGAP23-HsaEX7108093-CAT_acg-UP_67,99.43,98.78,98.94,100,T3
ARHGAP23-HsaEX7108093-CCA_aac-UP_55,97.12,97.65,97.58,98.51,T3
ARHGAP23-HsaEX7108093-CCC_aaa-UP_54,98.36,99.17,99.32,99.34,T3
ARHGAP23-HsaEX7108093-CCC_aaa-UP_70,97.42,99.61,99.25,99.33,T3
ARHGAP23-HsaEX7108093-CCG_aat-DO_9,97.44,98.47,98.63,98.92,T3
ARHGAP23-HsaEX7108093-CCT_aag-UP_19,97.61,98.67,99.32,99.32,T3
ARHGAP23-HsaEX7108093-CCT_aag-UP_71,98.16,97.26,97.99,98.73,T3
ARHGAP23-HsaEX7108093-CCT_aag-UP_75,77.99,75.71,77.76,83.1,T3
ARHGAP23-HsaEX7108093-CGA_atc-EX_21,84.78,80.5,82.65,89.55,T3
ARHGAP23-HsaEX7108093-CGC_ata-DO_10,94.54,94.85,96.04,98.27,T3
ARHGAP23-HsaEX7108093-CGG_att-DO_12,98.32,99.05,99.4,99.43,T3
ARHGAP23-HsaEX7108093-CTC_aga-UP_20,98.69,97.72,97.49,98.66,T3
ARHGAP23-HsaEX7108093-CTC_aga-UP_45,98.36,98.86,99.22,99.14,T3
ARHGAP23-HsaEX7108093-CTC_aga-UP_86,0,0,0,0,T3
ARHGAP23-HsaEX7108093-CTG_agt-DO_16,98.21,98.65,99.4,99.32,T3
ARHGAP23-HsaEX7108093-CTG_agt-EX_6,97.56,98.81,98.67,99.65,T3
ARHGAP23-HsaEX7108093-CTG_agt-UP_22,96.9,98.74,98.67,98.85,T3
ARHGAP23-HsaEX7108093-CTG_agt-UP_60,98.31,98.67,98.32,99.01,T3
ARHGAP23-HsaEX7108093-CTG_agt-UP_88,0,0,0,4.35,T3
ARHGAP23-HsaEX7108093-CTT_agg-EX_12,57.3,45.81,46.6,65.48,T3
ARHGAP23-HsaEX7108093-CTT_agg-UP_47,97.71,98.85,98.26,98.86,T3
ARHGAP23-HsaEX7108093-CTT_agg-UP_50,98.38,98.76,99.28,98.88,T3
ARHGAP23-HsaEX7108093-CTT_agg-UP_72,91.65,94.84,91.57,92.44,T3
ARHGAP23-HsaEX7108093-CTT_agg-UP_76,0,3.12,1.84,3.58,T3
ARHGAP23-HsaEX7108093-CTT_agg-UP_83,0,0,0,0,T3
ARHGAP23-HsaEX7108093-GAA_tcc-EX_22,97.67,98.45,97.88,98.56,T3
ARHGAP23-HsaEX7108093-GAA_tcc-UP_25,97.68,97.8,97.53,98.8,T3
ARHGAP23-HsaEX7108093-GAA_tcc-UP_38,98.08,98.63,98.34,98.31,T3
ARHGAP23-HsaEX7108093-GAC_tca-EX_19,97.44,97.12,96,96.9,T3
ARHGAP23-HsaEX7108093-GAC_tca-EX_28,95.84,97.19,96.64,97.02,T3
ARHGAP23-HsaEX7108093-GAC_tca-EX_4,99.2,99.27,99.11,99.22,T3
ARHGAP23-HsaEX7108093-GAC_tca-UP_43,98.54,98.79,99.03,99.28,T3
ARHGAP23-HsaEX7108093-GAG_tct-EX_25,95.99,96.97,96.57,96.02,T3
ARHGAP23-HsaEX7108093-GAG_tct-EX_35,98.47,98.81,98.44,98.85,T3
ARHGAP23-HsaEX7108093-GAG_tct-EX_37,97.5,98.35,98.38,99.26,T3
ARHGAP23-HsaEX7108093-GAG_tct-EX_39,97.73,99.39,98.07,99.01,T3
ARHGAP23-HsaEX7108093-GAG_tct-UP_29,98.57,99.19,99.15,99.57,T3
ARHGAP23-HsaEX7108093-GAG_tct-UP_41,98.84,98.86,99.07,99.44,T3
ARHGAP23-HsaEX7108093-GAT_tcg-DO_5,97.66,97.92,98.95,98.83,T3
ARHGAP23-HsaEX7108093-GAT_tcg-UP_62,94.99,96.03,95.52,96.66,T3
ARHGAP23-HsaEX7108093-GCA_tac-UP_31,98.64,98.68,98.95,99.32,T3
ARHGAP23-HsaEX7108093-GCC_taa-DO_8,95.59,96.25,97.24,97.44,T3
ARHGAP23-HsaEX7108093-GCG_tat-DO_11,96.96,96.42,97.91,97.34,T3
ARHGAP23-HsaEX7108093-GCT_tag-DO_15,98.02,98.95,98.86,99.14,T3
ARHGAP23-HsaEX7108093-GCT_tag-UP_59,95.12,97.75,97.73,98.25,T3
ARHGAP23-HsaEX7108093-GGA_ttc-EX_27,98.82,98.95,99.49,99.31,T3
ARHGAP23-HsaEX7108093-GGA_ttc-EX_34,98.79,99.79,99.3,99.71,T3
ARHGAP23-HsaEX7108093-GGA_ttc-UP_24,97.77,97.09,97.7,98.85,T3
ARHGAP23-HsaEX7108093-GGA_ttc-UP_37,97.71,98.47,98.87,98.63,T3
ARHGAP23-HsaEX7108093-GGC_tta-DO_14,97.24,98.42,98.54,98.84,T3
ARHGAP23-HsaEX7108093-GGG_ttt-DO_13,97.06,98.05,98.27,98.94,T3
ARHGAP23-HsaEX7108093-GGG_ttt-EX_33,98.95,98.99,99.33,99.3,T3
ARHGAP23-HsaEX7108093-GGG_ttt-UP_15,97.16,98.2,98.06,98.23,T3
ARHGAP23-HsaEX7108093-GGT_ttg-EX_8,98.29,97.92,99.24,98.57,T3
ARHGAP23-HsaEX7108093-GGT_ttg-UP_16,98.27,98.84,99,99.15,T3
ARHGAP23-HsaEX7108093-GGT_ttg-UP_34,97.07,97.82,98.45,98.33,T3
ARHGAP23-HsaEX7108093-GTC_tga-UP_17,97.61,98.73,99,99.42,T3
ARHGAP23-HsaEX7108093-GTC_tga-UP_81,98.06,97.07,98.02,98.85,T3
ARHGAP23-HsaEX7108093-GTG_tgt-DO_3,44,58.62,46.38,32.93,T3
ARHGAP23-HsaEX7108093-GTG_tgt-EX_17,98.13,98.89,98.13,98.98,T3
ARHGAP23-HsaEX7108093-GTG_tgt-UP_35,98.46,99.1,98.95,99.29,T3
ARHGAP23-HsaEX7108093-GTT_tgg-EX_9,97.75,98.43,98.39,98.54,T3
ARHGAP23-HsaEX7108093-rem-15,61.99,62.57,63.8,82.35,T3
ARHGAP23-HsaEX7108093-rem-15-AAG_cct-DO_1,0,0,0,0,T3
ARHGAP23-HsaEX7108093-rem-15-AAG_cct-EX_16,81.89,87.45,88.82,94.32,T3
ARHGAP23-HsaEX7108093-rem-15-AAG_cct-UP_39,50.51,65.16,72.21,82.92,T3
ARHGAP23-HsaEX7108093-rem-15-AAT_ccg-UP_26,70.31,73.11,66.7,82.27,T3
ARHGAP23-HsaEX7108093-rem-15-ACT_cag-EX_5,5.94,7.01,9.51,21.47,T3
ARHGAP23-HsaEX7108093-rem-15-ACT_cag-UP_44,54.6,64.05,62.93,81.57,T3
ARHGAP23-HsaEX7108093-rem-15-AGA_ctc-EX_21,77.72,80.16,82,88.37,T3
ARHGAP23-HsaEX7108093-rem-15-AGA_ctc-EX_23,83.51,88.3,87.4,94.23,T3
ARHGAP23-HsaEX7108093-rem-15-AGA_ctc-EX_25,86.77,88.98,89.58,91.52,T3
ARHGAP23-HsaEX7108093-rem-15-AGA_ctc-EX_3,88.57,91.31,89.74,95.17,T3
ARHGAP23-HsaEX7108093-rem-15-AGA_ctc-UP_40,44.74,55.02,66.43,74.22,T3
ARHGAP23-HsaEX7108093-rem-15-AGA_ctc-UP_42,66,65.27,64.87,81.29,T3
ARHGAP23-HsaEX7108093-rem-15-AGC_cta-UP_12,64.56,63.73,66.6,80.99,T3
ARHGAP23-HsaEX7108093-rem-15-AGC_cta-UP_30,60.68,70.5,70.98,81.77,T3
ARHGAP23-HsaEX7108093-rem-15-AGG_ctt-EX_17,75.82,77.56,79.51,85.61,T3
ARHGAP23-HsaEX7108093-rem-15-AGG_ctt-UP_33,67.16,70.54,72.47,85.45,T3
ARHGAP23-HsaEX7108093-rem-15-AGT_ctg-DO_2,0,0,0.24,0,T3
ARHGAP23-HsaEX7108093-rem-15-ATC_cga-UP_68,47.92,52.15,54.16,75.3,T3
ARHGAP23-HsaEX7108093-rem-15-ATG_cgt-DO_6,63.32,61.64,63.88,79.33,T3
ARHGAP23-HsaEX7108093-rem-15-ATG_cgt-UP_27,66.94,67.25,67.72,84.41,T3
ARHGAP23-HsaEX7108093-rem-15-ATG_cgt-UP_57,67.86,69.55,68.27,84.79,T3
ARHGAP23-HsaEX7108093-rem-15-ATT_cgg-UP_63,6.99,3.03,3.33,6.76,T3
ARHGAP23-HsaEX7108093-rem-15-CAA_acc-EX_15,41.7,43.93,53.3,75.02,T3
ARHGAP23-HsaEX7108093-rem-15-CAG_act-EX_2,85.52,85.59,86.6,87.97,T3
ARHGAP23-HsaEX7108093-rem-15-CAG_act-UP_32,75.57,79.66,76.65,87.89,T3
ARHGAP23-HsaEX7108093-rem-15-CAT_acg-UP_56,39.76,43.74,45.77,62.61,T3
ARHGAP23-HsaEX7108093-rem-15-CAT_acg-UP_67,80.91,78.41,79.96,88.74,T3
ARHGAP23-HsaEX7108093-rem-15-CCA_aac-UP_55,37.23,42.86,46.01,70.35,T3
ARHGAP23-HsaEX7108093-rem-15-CCC_aaa-UP_54,80.46,76.99,79.35,87.42,T3
ARHGAP23-HsaEX7108093-rem-15-CCC_aaa-UP_70,44.94,48.67,54.46,77.4,T3
ARHGAP23-HsaEX7108093-rem-15-CCG_aat-DO_9,25.21,32.64,39.29,65.26,T3
