"GeneID","geneSymbol","n_selection_events","event_types","size_categories","event_coords","mean_dPSI"
"ENSMUSG00000021240","Abcd4",1,"RI","Regular (>50bp)","chr12:84659098-84659670",-0.139
"ENSMUSG00000021276","Cinp",1,"SE","Regular (>50bp)","chr12:110843656-110843806",-0.331
"ENSMUSG00000021281","Tnfaip2",1,"RI","Regular (>50bp)","chr12:111414680-111415073",-0.184
"ENSMUSG00000021375","Kif13a",1,"SE","Microexon (0-30bp)","chr13:47018294-47018307",0.115
"ENSMUSG00000021413","Prpf4b",1,"SE","Regular (>50bp)","chr13:35083297-35083438",-0.234
"ENSMUSG00000021427","Ssr1",1,"SE","Microexon (0-30bp)","chr13:38167070-38167085",0.156
"ENSMUSG00000021432","Slc35b3",1,"SE","Regular (>50bp)","chr13:39128475-39128630",-0.124
"ENSMUSG00000021461","Fancc",1,"SE","Regular (>50bp)","chr13:63508009-63508074",-0.193
"ENSMUSG00000021482","Prxl2c",1,"SE","Regular (>50bp)","chr13:64445068-64445200",0.127
"ENSMUSG00000021493","Pdlim7",1,"RI","Regular (>50bp)","chr13:55654118-55655179",-0.179
"ENSMUSG00000021495","Fam193b",1,"SE","Regular (>50bp)","chr13:55712332-55712393",-0.11
"ENSMUSG00000021500","Ddx46",1,"RI","Regular (>50bp)","chr13:55806832-55808612",-0.15
"ENSMUSG00000021548","Ccnh",1,"SE","Regular (>50bp)","chr13:85345469-85345680",-0.285
"ENSMUSG00000021557","Agtpbp1",1,"SE","Small (30-50bp)","chr13:59665466-59665504",0.119
"ENSMUSG00000021686","Ap3b1",1,"SE","Small (30-50bp)","chr13:94680491-94680530",0.15
"ENSMUSG00000021693","Kif2a",1,"SE","Regular (>50bp)","chr13:107106211-107106325",-0.145
"ENSMUSG00000021747","Cfap20dc",1,"SE","Regular (>50bp)","chr14:13987152-13987356",-0.108
"ENSMUSG00000021782","Dlg5",1,"SE","Regular (>50bp)","chr14:24252365-24252434",0.159
"ENSMUSG00000021832","Psmc6",1,"SE","Regular (>50bp)","chr14:45567822-45567978",-0.2
"ENSMUSG00000021838","Samd4",1,"SE","Regular (>50bp)","chr14:47290306-47290570",-0.15
"ENSMUSG00000021843","Ktn1",1,"SE","Regular (>50bp)","chr14:47963385-47963457",-0.143
"ENSMUSG00000021895","Arhgef3",1,"SE","Regular (>50bp)","chr14:26865949-26866087",-0.238
"ENSMUSG00000021901","Bap1",1,"RI","Regular (>50bp)","chr14:30979837-30980487",-0.12
"ENSMUSG00000021903","Galnt15",1,"SE","Regular (>50bp)","chr14:31765045-31765250",-0.171
"ENSMUSG00000021917","Spcs1",1,"RI","Regular (>50bp)","chr14:30722634-30722860",-0.149
"ENSMUSG00000021936","Mapk8",1,"MXE","Regular (>50bp)","chr14:33112198-33112270",0.102
"ENSMUSG00000021969","Zdhhc20",1,"SE","Small (30-50bp)","chr14:58087601-58087637",0.196
"ENSMUSG00000021972","Hmbox1",1,"SE","Regular (>50bp)","chr14:65062747-65062819",-0.127
"ENSMUSG00000022099","Dmtn",1,"SE","Regular (>50bp)","chr14:70842736-70842802",-0.117
"ENSMUSG00000022124","Fbxl3",1,"MXE","Regular (>50bp)","chr14:103329739-103329862",-0.106
"ENSMUSG00000022211","Carmil3",1,"RI","Regular (>50bp)","chr14:55742856-55743116",-0.143
"ENSMUSG00000022228","Zscan26",1,"SE","Regular (>50bp)","chr13:21633443-21633503",-0.195
"ENSMUSG00000022307","Oxr1",1,"SE","Regular (>50bp)","chr15:41712065-41712146",0.246
"ENSMUSG00000022324","Matn2",1,"A3SS","Regular (>50bp)","chr15:34433178-34433313",-0.316
"ENSMUSG00000022329","Stk3",1,"SE","Microexon (0-30bp)","chr15:35115083-35115104",0.135
"ENSMUSG00000022353","Mtss1",1,"SE","Regular (>50bp)","chr15:58819174-58819369",0.177
"ENSMUSG00000022359","Wdyhv1",1,"SE","Regular (>50bp)","chr15:58015992-58016141",0.11
"ENSMUSG00000022378","Cyrib",1,"SE","Regular (>50bp)","chr15:63829433-63829516",0.128
"ENSMUSG00000022420","Dnal4",1,"SE","Regular (>50bp)","chr15:79649987-79650054",0.119
"ENSMUSG00000022453","Naga",1,"SE","Regular (>50bp)","chr15:82220970-82221142",-0.102
"ENSMUSG00000022469","Rapgef3",1,"A3SS","Regular (>50bp)","chr15:97655563-97655695",-0.14
"ENSMUSG00000022487","Gtsf1",1,"SE","Regular (>50bp)","chr15:103338603-103338684",-0.166
"ENSMUSG00000022488","Nckap1l",1,"RI","Regular (>50bp)","chr15:103381943-103382285",-0.155
"ENSMUSG00000022498","Txndc11",1,"SE","Regular (>50bp)","chr16:10911679-10911792",0.108
"ENSMUSG00000022517","Mgrn1",1,"SE","Small (30-50bp)","chr16:4752058-4752103",0.14
"ENSMUSG00000022537","Tmem44",1,"RI","Regular (>50bp)","chr16:30359556-30362306",-0.196
"ENSMUSG00000022552","Sharpin",1,"A3SS","Regular (>50bp)","chr15:76231863-76232007",0.154
"ENSMUSG00000022556","Hsf1",1,"RI","Regular (>50bp)","chr15:76384330-76384536",-0.137
"ENSMUSG00000022565","Plec",1,"SE","Small (30-50bp)","chr15:76078165-76078201",0.101
"ENSMUSG00000022568","Scrib",1,"SE","Regular (>50bp)","chr15:75921305-75921389",-0.132
"ENSMUSG00000022574","Naprt",1,"SE","Regular (>50bp)","chr15:75763811-75763896",-0.293
"ENSMUSG00000022604","Cep97",1,"SE","Regular (>50bp)","chr16:55742433-55742600",0.111
"ENSMUSG00000022617","Chkb",1,"RI","Regular (>50bp)","chr15:89312613-89313030",-0.102
"ENSMUSG00000022623","Shank3",1,"SE","Microexon (0-30bp)","chr15:89422217-89422241",0.129
"ENSMUSG00000022635","Zcrb1",1,"SE","Microexon (0-30bp)","chr15:93293467-93293496",-0.163
"ENSMUSG00000022674","Ube2v2",1,"SE","Regular (>50bp)","chr16:15411554-15411622",0.129
"ENSMUSG00000022701","Ccdc191",1,"SE","Small (30-50bp)","chr16:43712515-43712554",0.186
"ENSMUSG00000022791","Tnk2",1,"SE","Regular (>50bp)","chr16:32499723-32499813",-0.106
"ENSMUSG00000022801","Lrch3",1,"SE","Regular (>50bp)","chr16:32829558-32829806",0.182
"ENSMUSG00000022837","Iqcb1",1,"SE","Regular (>50bp)","chr16:36649365-36649435",-0.139
"ENSMUSG00000022864","D16Ertd472e",1,"A5SS","Regular (>50bp)","chr16:78373078-78373545",-0.164
"ENSMUSG00000022871","Fetub",1,"SE","Regular (>50bp)","chr16:22747824-22748059",-0.102
"ENSMUSG00000022890","Atp5j",1,"SE","Regular (>50bp)","chr16:84630707-84630762",-0.108
"ENSMUSG00000023008","Fmnl3",1,"SE","Regular (>50bp)","chr15:99226974-99227057",-0.157
"ENSMUSG00000023015","Racgap1",1,"SE","Regular (>50bp)","chr15:99541273-99541404",-0.147
"ENSMUSG00000023044","Csad",1,"SE","Regular (>50bp)","chr15:102086961-102087051",-0.112
"ENSMUSG00000023051","Tarbp2",1,"SE","Regular (>50bp)","chr15:102428909-102429012",-0.142
"ENSMUSG00000023072","Cep89",1,"SE","Regular (>50bp)","chr7:35129339-35129536",-0.129
"ENSMUSG00000023153","Tmem52",1,"RI","Regular (>50bp)","chr4:155553759-155553960",0.361
"ENSMUSG00000023191","P3h3",1,"RI","Regular (>50bp)","chr6:124827880-124828094",-0.14
"ENSMUSG00000023764","Sfi1",1,"RI","Regular (>50bp)","chr11:3083071-3085542",-0.143
"ENSMUSG00000023953","Polh",1,"SE","Regular (>50bp)","chr17:46505127-46505342",-0.176
"ENSMUSG00000023977","Ubr2",1,"SE","Regular (>50bp)","chr17:47291245-47291344",-0.15
"ENSMUSG00000024012","Mtch1",1,"A3SS","Regular (>50bp)","chr17:29551049-29551231",0.157
"ENSMUSG00000024050","Wiz",1,"SE","Regular (>50bp)","chr17:32581766-32581937",-0.17
"ENSMUSG00000024073","Birc6",1,"SE","Regular (>50bp)","chr17:74901316-74901448",-0.125
"ENSMUSG00000024118","Tedc2",1,"RI","Regular (>50bp)","chr17:24439225-24439589",-0.145
"ENSMUSG00000024150","Mcfd2",1,"SE","Regular (>50bp)","chr17:87571568-87571793",-0.284
"ENSMUSG00000024220","Zfp523",1,"RI","Regular (>50bp)","chr17:28420234-28421322",-0.113
"ENSMUSG00000024238","Zeb1",1,"SE","Regular (>50bp)","chr18:5633203-5633357",0.273
"ENSMUSG00000024273","2700062C07Rik",1,"SE","Microexon (0-30bp)","chr18:24604118-24604141",-0.102
"ENSMUSG00000024301","Kifc5b",1,"SE","Regular (>50bp)","chr17:27140780-27140834",0.121
"ENSMUSG00000024347","Psd2",1,"A5SS","Regular (>50bp)","chr18:36121232-36121294",0.264
"ENSMUSG00000024357","Sil1",1,"SE","Regular (>50bp)","chr18:35626197-35626286",-0.151
"ENSMUSG00000024454","Hdac3",1,"RI","Regular (>50bp)","chr18:38074005-38074819",-0.114
"ENSMUSG00000024462","Gabbr1",1,"SE","Regular (>50bp)","chr17:37360544-37360689",0.359
"ENSMUSG00000024480","Ap3s1",1,"SE","Small (30-50bp)","chr18:46916825-46916866",-0.757
"ENSMUSG00000024603","Dctn4",1,"SE","Microexon (0-30bp)","chr18:60678428-60678449",0.164
"ENSMUSG00000024645","Timm21",1,"RI","Regular (>50bp)","chr18:84965958-84967416",-0.128
"ENSMUSG00000024663","Rab3il1",1,"SE","Regular (>50bp)","chr19:10005648-10005867",0.181
"ENSMUSG00000024830","Rps6kb2",1,"RI","Regular (>50bp)","chr19:4208608-4208918",-0.195
"ENSMUSG00000024871","Doc2g",1,"RI","Regular (>50bp)","chr19:4054322-4054648",0.125
"ENSMUSG00000024889","Rce1",1,"A5SS","Regular (>50bp)","chr19:4674687-4674791",-0.296
"ENSMUSG00000024937","Ehbp1l1",1,"MXE","Regular (>50bp)","chr19:5769975-5770435",0.101
"ENSMUSG00000024969","Mark2",1,"SE","Regular (>50bp)","chr19:7318532-7318619",0.155
"ENSMUSG00000024985","Tcf7l2",1,"A3SS","Regular (>50bp)","chr19:55905770-55905911",0.123
"ENSMUSG00000025060","Slk",1,"RI","Regular (>50bp)","chr19:47610674-47611133",-0.103
"ENSMUSG00000025076","Casp7",1,"MXE","Regular (>50bp)","chr19:56421673-56421810",0.101
"ENSMUSG00000025085","Ablim1",1,"A3SS","Regular (>50bp)","chr19:57035356-57035503",-0.134
"ENSMUSG00000025161","Slc16a3",1,"SE","Regular (>50bp)","chr11:120844999-120845094",0.118
"ENSMUSG00000025165","Sectm1a",1,"SE","Regular (>50bp)","chr11:120959860-120959914",0.276
"ENSMUSG00000025188","Hps1",1,"RI","Regular (>50bp)","chr19:42744696-42746345",-0.196
"ENSMUSG00000025261","Huwe1",1,"SE","Regular (>50bp)","chrX:150587441-150587536",-0.208
"ENSMUSG00000025266","Gnl3l",1,"A3SS","Regular (>50bp)","chrX:149797016-149797146",-0.27
"ENSMUSG00000025316","Banp",1,"A3SS","Regular (>50bp)","chr8:122733829-122733901",0.128
"ENSMUSG00000025337","Sbds",1,"A3SS","Regular (>50bp)","chr5:130282779-130282850",-0.168
"ENSMUSG00000025420","Katnal2",1,"SE","Regular (>50bp)","chr18:77099685-77099800",0.151
"ENSMUSG00000025464","Paox",1,"SE","Regular (>50bp)","chr7:139707420-139707620",-0.104
"ENSMUSG00000025470","Zfp511",1,"RI","Regular (>50bp)","chr7:139619238-139620515",-0.106
"ENSMUSG00000025485","Ric8a",1,"SE","Regular (>50bp)","chr7:140437894-140438185",-0.42
"ENSMUSG00000025487","Psmd13",1,"RI","Regular (>50bp)","chr7:140466300-140466758",-0.206
"ENSMUSG00000025494","Sigirr",1,"RI","Regular (>50bp)","chr7:140671087-140671905",-0.282
"ENSMUSG00000025558","Dock9",1,"SE","Small (30-50bp)","chr14:121797336-121797372",0.19
"ENSMUSG00000025571","Tnrc6c",1,"A5SS","Regular (>50bp)","chr11:117640402-117643970",-0.141
"ENSMUSG00000025591","Tma16",1,"A3SS","Regular (>50bp)","chr8:66935157-66935251",0.129
"ENSMUSG00000025728","Pigq",1,"SE","Regular (>50bp)","chr17:26153067-26153247",-0.281
"ENSMUSG00000025736","Jmjd8",1,"RI","Regular (>50bp)","chr17:26048915-26049180",0.205
"ENSMUSG00000025762","Larp1b",1,"SE","Regular (>50bp)","chr3:40916603-40916663",0.113
"ENSMUSG00000025792","Slc25a10",1,"RI","Regular (>50bp)","chr11:120387839-120388287",-0.123
"ENSMUSG00000025813","Homer2",1,"A5SS","Regular (>50bp)","chr7:81263930-81264247",-0.122
"ENSMUSG00000025894","Aasdhppt",1,"SE","Regular (>50bp)","chr9:4303093-4303215",-0.116
"ENSMUSG00000025920","Stau2",1,"SE","Regular (>50bp)","chr1:16301226-16301315",-0.106
"ENSMUSG00000025950","Idh1",1,"SE","Regular (>50bp)","chr1:65220786-65220857",-0.307
"ENSMUSG00000025982","Sf3b1",1,"RI","Regular (>50bp)","chr1:55053641-55055649",-0.129
"ENSMUSG00000026004","Kansl1l",1,"A3SS","Regular (>50bp)","chr1:66812580-66812778",-0.168
"ENSMUSG00000026005","Rpe",1,"A5SS","Small (30-50bp)","chr1:66740775-66740807",0.126
"ENSMUSG00000026020","Nop58",1,"A3SS","Regular (>50bp)","chr1:59731710-59731887",-0.126
"ENSMUSG00000026029","Casp8",1,"SE","Regular (>50bp)","chr1:58843157-58843273",0.101
"ENSMUSG00000026074","Map4k4",1,"SE","Regular (>50bp)","chr1:40042922-40043147",0.111
"ENSMUSG00000026082","Rev1",1,"SE","Regular (>50bp)","chr1:38147484-38147548",-0.111
"ENSMUSG00000026096","Osgepl1",1,"SE","Regular (>50bp)","chr1:53360654-53360726",-0.169
"ENSMUSG00000026150","Mff",1,"SE","Small (30-50bp)","chr1:82723244-82723277",0.146
"ENSMUSG00000026153","Fam135a",1,"A3SS","Regular (>50bp)","chr1:24067280-24069609",-0.192
"ENSMUSG00000026177","Slc11a1",1,"RI","Regular (>50bp)","chr1:74422783-74423332",-0.102
"ENSMUSG00000026179","Pnkd",1,"SE","Regular (>50bp)","chr1:74326250-74326367",0.117
"ENSMUSG00000026189","Pecr",1,"SE","Regular (>50bp)","chr1:72315324-72315490",-0.124
"ENSMUSG00000026276","Septin2",1,"SE","Regular (>50bp)","chr1:93407185-93407321",-0.169
"ENSMUSG00000026277","Stk25",1,"RI","Regular (>50bp)","chr1:93553772-93554855",-0.153
"ENSMUSG00000026289","Atg16l1",1,"RI","Regular (>50bp)","chr1:87713597-87714068",-0.111
"ENSMUSG00000026313","Hdac4",1,"SE","Regular (>50bp)","chr1:92019453-92019540",-0.211
"ENSMUSG00000026349","Ccnt2",1,"RI","Regular (>50bp)","chr1:127719341-127723537",0.131
"ENSMUSG00000026456","Cyb5r1",1,"A3SS","Regular (>50bp)","chr1:134335554-134336225",-0.237
"ENSMUSG00000026471","Mr1",1,"A5SS","Regular (>50bp)","chr1:155013259-155013520",-0.118
"ENSMUSG00000026721","Rabgap1l",1,"RI","Regular (>50bp)","chr1:160568321-160568501",-0.14
"ENSMUSG00000026737","Pip4k2a",1,"SE","Small (30-50bp)","chr2:18870922-18870961",-0.154
"ENSMUSG00000026773","Pfkfb3",1,"SE","Regular (>50bp)","chr2:11480564-11480617",0.127
"ENSMUSG00000026781","Acbd5",1,"SE","Small (30-50bp)","chr2:22970679-22970712",0.171
"ENSMUSG00000026816","Gtf3c5",1,"MXE","Regular (>50bp)","chr2:28471142-28471277",-0.717
"ENSMUSG00000026825","Dnm1",1,"SE","Small (30-50bp)","chr2:32200462-32200499",-0.104
"ENSMUSG00000026826","Nr4a2",1,"A3SS","Regular (>50bp)","chr2:57002962-57003301",-0.16
"ENSMUSG00000026848","Tor1b",1,"A3SS","Regular (>50bp)","chr2:30845779-30845965",-0.109
"ENSMUSG00000026853","Crat",1,"SE","Regular (>50bp)","chr2:30303871-30304008",0.102
"ENSMUSG00000026860","Sh3glb2",1,"SE","Microexon (0-30bp)","chr2:30239237-30239249",0.228
"ENSMUSG00000026873","Phf19",1,"SE","Regular (>50bp)","chr2:34788935-34789023",-0.179
"ENSMUSG00000026883","Dab2ip",1,"RI","Regular (>50bp)","chr2:35618069-35621006",-0.152
"ENSMUSG00000026933","Camsap1",1,"MXE","Regular (>50bp)","chr2:25843926-25843986",-0.162
"ENSMUSG00000026946","Nmi",1,"SE","Small (30-50bp)","chr2:51862599-51862639",0.198
"ENSMUSG00000026958","Dpp7",1,"RI","Regular (>50bp)","chr2:25244904-25245965",-0.158
"ENSMUSG00000026959","Grin1",1,"SE","Regular (>50bp)","chr2:25184449-25184560",0.151
"ENSMUSG00000026977","Marchf7",1,"SE","Microexon (0-30bp)","chr2:60077831-60077856",0.187
"ENSMUSG00000026999","Nup35",1,"SE","Small (30-50bp)","chr2:80454669-80454704",-0.356
"ENSMUSG00000027001","Dusp19",1,"SE","Regular (>50bp)","chr2:80451537-80452144",0.124
"ENSMUSG00000027071","P2rx3",1,"SE","Regular (>50bp)","chr2:84854459-84854517",-0.104
"ENSMUSG00000027109","Sp3",1,"MXE","Regular (>50bp)","chr2:72800498-72801858",0.137
"ENSMUSG00000027130","Slc12a6",1,"SE","Small (30-50bp)","chr2:112146585-112146630",0.131
"ENSMUSG00000027201","Myef2",1,"SE","Regular (>50bp)","chr2:124952399-124952591",-0.119
"ENSMUSG00000027207","Galk2",1,"SE","Regular (>50bp)","chr2:125712245-125712381",0.194
"ENSMUSG00000027273","Snap25",1,"SE","Regular (>50bp)","chr2:136611662-136611780",-0.111
"ENSMUSG00000027281","Slx4ip",1,"SE","Regular (>50bp)","chr2:136846853-136846974",-0.22
"ENSMUSG00000027284","Cdan1",1,"SE","Small (30-50bp)","chr2:120560949-120560983",-0.264
"ENSMUSG00000027298","Tyro3",1,"RI","Regular (>50bp)","chr2:119642540-119643780",-0.211
"ENSMUSG00000027356","Fermt1",1,"SE","Regular (>50bp)","chr2:132781201-132781435",0.278
"ENSMUSG00000027469","Tpx2",1,"A5SS","Regular (>50bp)","chr2:152696840-152696935",0.137
"ENSMUSG00000027506","Tpd52",1,"SE","Microexon (0-30bp)","chr3:9008610-9008637",0.314
"ENSMUSG00000027523","Gnas",1,"SE","Microexon (0-30bp)","chr2:174169900-174169924",0.15
"ENSMUSG00000027550","Lrrcc1",1,"SE","Regular (>50bp)","chr3:14619363-14619565",0.119
"ENSMUSG00000027575","Arfgap1",1,"SE","Regular (>50bp)","chr2:180620963-180621020",-0.183
"ENSMUSG00000027584","Oprl1",1,"A5SS","Regular (>50bp)","chr2:181357482-181357739",-0.118
"ENSMUSG00000027615","Hps3",1,"SE","Regular (>50bp)","chr3:20084722-20084969",-0.122
"ENSMUSG00000027624","Epb41l1",1,"SE","Regular (>50bp)","chr2:156366800-156367208",0.112
"ENSMUSG00000027630","Tbl1xr1",1,"SE","Regular (>50bp)","chr3:22143576-22143686",-0.127
"ENSMUSG00000027634","Ndrg3",1,"SE","Small (30-50bp)","chr2:156771851-156771890",0.113
"ENSMUSG00000027646","Src",1,"SE","Microexon (0-30bp)","chr2:157300762-157300780",0.119
"ENSMUSG00000027655","Dhx35",1,"RI","Regular (>50bp)","chr2:158668224-158669919",-0.108
"ENSMUSG00000027660","Skil",1,"A5SS","Regular (>50bp)","chr3:31167556-31167789",-0.133
"ENSMUSG00000027677","Ttc14",1,"SE","Regular (>50bp)","chr3:33857598-33857754",-0.105
"ENSMUSG00000027692","Tnik",1,"SE","Microexon (0-30bp)","chr3:28679347-28679371",0.176
"ENSMUSG00000027708","Dcun1d1",1,"SE","Regular (>50bp)","chr3:35973149-35973318",-0.117
"ENSMUSG00000027722","Spata5",1,"MXE","Regular (>50bp)","chr3:37484194-37484253",0.103
"ENSMUSG00000027763","Mbnl1",1,"SE","Regular (>50bp)","chr3:60522103-60522157",0.146
"ENSMUSG00000027799","Nbea",1,"SE","Microexon (0-30bp)","chr3:55901468-55901477",0.201
"ENSMUSG00000028013","Ppa2",1,"SE","Regular (>50bp)","chr3:133045023-133045110",-0.221
"ENSMUSG00000028033","Kcnq5",1,"SE","Microexon (0-30bp)","chr1:21536606-21536633",0.353
"ENSMUSG00000028047","Thbs3",1,"RI","Regular (>50bp)","chr3:89130309-89130830",-0.115
"ENSMUSG00000028064","Sema4a",1,"RI","Regular (>50bp)","chr3:88358651-88359093",-0.251
"ENSMUSG00000028106","Rprd2",1,"SE","Regular (>50bp)","chr3:95693631-95693763",0.27
"ENSMUSG00000028207","Asph",1,"SE","Small (30-50bp)","chr4:9637658-9637703",0.119
"ENSMUSG00000028232","Tmem68",1,"SE","Regular (>50bp)","chr4:3554353-3554414",0.133
"ENSMUSG00000028248","Pnisr",1,"RI","Regular (>50bp)","chr4:21869515-21870405",-0.15
"ENSMUSG00000028256","Odf2l",1,"SE","Regular (>50bp)","chr3:144832783-144832912",0.141
"ENSMUSG00000028312","Smc2",1,"SE","Regular (>50bp)","chr4:52440200-52440423",0.107
"ENSMUSG00000028391","Wdr31",1,"A5SS","Regular (>50bp)","chr4:62388948-62389124",0.168
"ENSMUSG00000028423","Nfx1",1,"RI","Regular (>50bp)","chr4:41015202-41016150",-0.126
"ENSMUSG00000028433","Ubap2",1,"SE","Small (30-50bp)","chr4:41245455-41245492",0.109
"ENSMUSG00000028467","Gba2",1,"RI","Regular (>50bp)","chr4:43569180-43569955",-0.243
"ENSMUSG00000028487","Bnc2",1,"SE","Regular (>50bp)","chr4:84209929-84211899",0.136
"ENSMUSG00000028545","Bend5",1,"SE","Regular (>50bp)","chr4:111311281-111311495",0.162
"ENSMUSG00000028546","Elavl4",1,"SE","Regular (>50bp)","chr4:110112615-110112702",-0.208
"ENSMUSG00000028549","Itgb3bp",1,"MXE","Regular (>50bp)","chr4:99690333-99690469",-0.109
"ENSMUSG00000028550","Atg4c",1,"SE","Regular (>50bp)","chr4:99116792-99116871",0.143
"ENSMUSG00000028565","Nfia",1,"SE","Regular (>50bp)","chr4:97969961-97970053",0.238
"ENSMUSG00000028621","Cyb5rl",1,"RI","Regular (>50bp)","chr4:106925808-106927744",-0.134
"ENSMUSG00000028631","Kcnq4",1,"SE","Regular (>50bp)","chr4:120568419-120568581",0.294
"ENSMUSG00000028671","Gale",1,"A3SS","Regular (>50bp)","chr4:135692536-135692767",-0.243
"ENSMUSG00000028693","Nasp",1,"SE","Regular (>50bp)","chr4:116467599-116468574",-0.253
"ENSMUSG00000028744","Slc66a1",1,"SE","Regular (>50bp)","chr4:139023084-139023244",-0.155
"ENSMUSG00000028751","Pla2g2e",1,"SE","Regular (>50bp)","chr4:138606733-138606807",0.219
"ENSMUSG00000028760","Eif4g3",1,"SE","Regular (>50bp)","chr4:137811567-137811681",-0.183
"ENSMUSG00000028785","Hpca",1,"SE","Regular (>50bp)","chr4:129013942-129013993",0.133
"ENSMUSG00000028796","Phc2",1,"SE","Regular (>50bp)","chr4:128635708-128635877",-0.202
"ENSMUSG00000028803","Nipal3",1,"SE","Small (30-50bp)","chr4:135182183-135182215",0.158
"ENSMUSG00000028809","Srrm1",1,"RI","Regular (>50bp)","chr4:135071809-135074168",-0.186
"ENSMUSG00000028901","Gmeb1",1,"MXE","Regular (>50bp)","chr4:131964421-131964525",0.113
"ENSMUSG00000028919","Arhgef19",1,"SE","Regular (>50bp)","chr4:140973256-140973363",-0.18
"ENSMUSG00000028931","Kcnab2",1,"SE","Small (30-50bp)","chr4:152519238-152519280",0.133
"ENSMUSG00000028995","Hycc1",1,"SE","Regular (>50bp)","chr5:24171131-24171429",-0.161
"ENSMUSG00000029001","Fbxo44",1,"SE","Regular (>50bp)","chr4:148240851-148240947",-0.149
"ENSMUSG00000029022","Miip",1,"SE","Regular (>50bp)","chr4:147947484-147947593",-0.108
"ENSMUSG00000029060","Mib2",1,"RI","Regular (>50bp)","chr4:155743350-155743722",-0.101
"ENSMUSG00000029141","Slc4a1ap",1,"A3SS","Regular (>50bp)","chr5:31705954-31706025",-0.235
"ENSMUSG00000029148","Nrbp1",1,"SE","Microexon (0-30bp)","chr5:31403665-31403689",0.114
"ENSMUSG00000029152","Ociad1",1,"SE","Small (30-50bp)","chr5:73451308-73451353",-0.116
"ENSMUSG00000029206","Nsun7",1,"SE","Regular (>50bp)","chr5:66421351-66421410",-0.508
"ENSMUSG00000029208","Guf1",1,"SE","Regular (>50bp)","chr5:69720425-69720565",0.123
"ENSMUSG00000029221","Slc30a9",1,"SE","Regular (>50bp)","chr5:67491848-67492011",0.167
"ENSMUSG00000029290","Zfp326",1,"RI","Regular (>50bp)","chr5:106034182-106036705",-0.127
"ENSMUSG00000029328","Hnrnpdl",1,"SE","Regular (>50bp)","chr5:100183493-100183598",-0.135
"ENSMUSG00000029359","Tesc",1,"RI","Regular (>50bp)","chr5:118194441-118194709",0.127
"ENSMUSG00000029405","G3bp2",1,"SE","Regular (>50bp)","chr5:92211195-92211294",0.121
"ENSMUSG00000029422","Rsrc2",1,"SE","Regular (>50bp)","chr5:123884834-123884933",-0.133
"ENSMUSG00000029461","Fam168a",1,"SE","Microexon (0-30bp)","chr7:100467942-100467969",-0.191
"ENSMUSG00000029470","P2rx4",1,"SE","Regular (>50bp)","chr5:122862656-122862737",0.112
"ENSMUSG00000029472","Anapc5",1,"RI","Regular (>50bp)","chr5:122929670-122929997",-0.108
"ENSMUSG00000029478","Ncor2",1,"SE","Regular (>50bp)","chr5:125097023-125097110",-0.145
"ENSMUSG00000029505","Ep400",1,"SE","Regular (>50bp)","chr5:110848387-110848630",0.188
"ENSMUSG00000029528","Pxn",1,"SE","Regular (>50bp)","chr5:115686340-115687171",0.501
"ENSMUSG00000029534","St7",1,"SE","Regular (>50bp)","chr6:17850355-17850424",0.107
"ENSMUSG00000029538","Srsf9",1,"SE","Regular (>50bp)","chr5:115466405-115466763",0.109
"ENSMUSG00000029577","Ube3b",1,"MXE","Regular (>50bp)","chr5:114530158-114530244",0.123
"ENSMUSG00000029635","Cdk8",1,"SE","Regular (>50bp)","chr5:146205024-146205096",0.127
"ENSMUSG00000029676","Pot1a",1,"SE","Small (30-50bp)","chr6:25798007-25798054",-0.18
"ENSMUSG00000029703","Lrwd1",1,"RI","Regular (>50bp)","chr5:136161159-136162904",-0.253
"ENSMUSG00000029712","Actl6b",1,"SE","Regular (>50bp)","chr5:137552774-137552940",0.179
"ENSMUSG00000029716","Tfr2",1,"SE","Regular (>50bp)","chr5:137577140-137577304",0.13
"ENSMUSG00000029730","Mcm7",1,"A3SS","Regular (>50bp)","chr5:138168578-138168684",-0.157
"ENSMUSG00000029780","Nt5c3",1,"SE","Small (30-50bp)","chr6:56900051-56900097",0.166
"ENSMUSG00000029810","Tmem176b",1,"SE","Regular (>50bp)","chr6:48817294-48817387",0.225
"ENSMUSG00000029863","Casp2",1,"SE","Regular (>50bp)","chr6:42253803-42253864",0.378
"ENSMUSG00000029916","Agk",1,"SE","Regular (>50bp)","chr6:40331947-40332027",-0.371
"ENSMUSG00000029924","Slc37a3",1,"SE","Regular (>50bp)","chr6:39349012-39349071",0.136
"ENSMUSG00000030016","Zfp638",1,"SE","Regular (>50bp)","chr6:83934490-83934574",0.133
"ENSMUSG00000030060","Hmces",1,"SE","Regular (>50bp)","chr6:87909840-87909964",-0.17
"ENSMUSG00000030166","Rad52",1,"A3SS","Regular (>50bp)","chr6:119899432-119899784",-0.104
"ENSMUSG00000030177","Ccdc77",1,"A3SS","Regular (>50bp)","chr6:120327167-120327405",-0.167
"ENSMUSG00000030232","Aebp2",1,"MXE","Regular (>50bp)","chr6:140625784-140625940",0.121
"ENSMUSG00000030254","Rad18",1,"SE","Regular (>50bp)","chr6:112605422-112605485",0.107
"ENSMUSG00000030279","C2cd5",1,"SE","Small (30-50bp)","chr6:143011911-143011944",0.132
"ENSMUSG00000030281","Il17rc",1,"SE","Small (30-50bp)","chr6:113451513-113451558",0.114
