"GeneID","geneSymbol","n_events_pos","n_sig_pos","n_event_types","event_types","n_microexon","mean_abs_dPSI","n_selection_events","selection_mean_dPSI"
"ENSMUSG00000026883","Dab2ip",17,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.034,1,-0.152
"ENSMUSG00000026933","Camsap1",19,0,3,"A3SS,MXE,SE",0,0.009,1,-0.162
"ENSMUSG00000026946","Nmi",4,0,1,"SE",0,0.036,1,0.198
"ENSMUSG00000026958","Dpp7",33,0,5,"A3SS,A5SS,MXE,RI,SE",0,0.021,1,-0.158
"ENSMUSG00000026959","Grin1",6,2,2,"A3SS,SE",0,0.097,1,0.151
"ENSMUSG00000026977","Marchf7",15,0,4,"A3SS,A5SS,MXE,SE",1,0.014,1,0.187
"ENSMUSG00000026999","Nup35",10,0,4,"A3SS,MXE,RI,SE",0,0.042,1,-0.356
"ENSMUSG00000027001","Dusp19",9,0,3,"A3SS,MXE,SE",0,0.032,1,0.124
"ENSMUSG00000027071","P2rx3",7,0,2,"MXE,SE",2,0.047,1,-0.104
"ENSMUSG00000027109","Sp3",8,0,2,"MXE,SE",0,0.014,1,0.137
"ENSMUSG00000027130","Slc12a6",2,0,1,"SE",0,0.109,1,0.131
"ENSMUSG00000027201","Myef2",23,2,2,"MXE,SE",1,0.032,1,-0.119
"ENSMUSG00000027207","Galk2",13,0,4,"A3SS,A5SS,MXE,SE",0,0.016,1,0.194
"ENSMUSG00000027273","Snap25",23,0,2,"MXE,SE",0,0.017,1,-0.111
"ENSMUSG00000027281","Slx4ip",5,1,1,"SE",0,0.094,1,-0.22
"ENSMUSG00000027284","Cdan1",11,5,5,"A3SS,A5SS,MXE,RI,SE",0,0.083,1,-0.264
"ENSMUSG00000027298","Tyro3",4,0,2,"RI,SE",0,0.033,1,-0.211
"ENSMUSG00000027356","Fermt1",2,1,1,"SE",0,0.186,1,0.278
"ENSMUSG00000027469","Tpx2",13,1,3,"A3SS,A5SS,SE",0,0.02,1,0.137
"ENSMUSG00000027506","Tpd52",15,1,3,"A5SS,MXE,SE",2,0.025,1,0.314
"ENSMUSG00000027523","Gnas",48,0,4,"A3SS,A5SS,MXE,SE",4,0.015,1,0.15
"ENSMUSG00000027550","Lrrcc1",9,1,4,"A3SS,A5SS,MXE,SE",0,0.058,1,0.119
"ENSMUSG00000027575","Arfgap1",14,2,3,"A3SS,MXE,SE",1,0.052,1,-0.183
"ENSMUSG00000027584","Oprl1",14,3,4,"A5SS,MXE,RI,SE",0,0.099,1,-0.118
"ENSMUSG00000027615","Hps3",10,2,3,"A3SS,RI,SE",0,0.061,1,-0.122
"ENSMUSG00000027624","Epb41l1",19,1,3,"A3SS,MXE,SE",0,0.043,1,0.112
"ENSMUSG00000027630","Tbl1xr1",13,0,2,"A3SS,SE",0,0.047,1,-0.127
"ENSMUSG00000027634","Ndrg3",18,0,2,"MXE,SE",0,0.015,1,0.113
"ENSMUSG00000027646","Src",5,0,1,"SE",1,0.015,1,0.119
"ENSMUSG00000027655","Dhx35",13,1,4,"A3SS,MXE,RI,SE",0,0.031,1,-0.108
"ENSMUSG00000027660","Skil",4,1,2,"A5SS,SE",0,0.038,1,-0.133
"ENSMUSG00000027677","Ttc14",23,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.03,1,-0.105
"ENSMUSG00000027692","Tnik",9,1,2,"MXE,SE",1,0.024,1,0.176
"ENSMUSG00000027708","Dcun1d1",5,0,2,"A5SS,SE",0,0.015,1,-0.117
"ENSMUSG00000027722","Spata5",12,1,3,"A5SS,MXE,SE",0,0.029,1,0.103
"ENSMUSG00000027763","Mbnl1",17,1,3,"A3SS,MXE,SE",0,0.027,1,0.146
"ENSMUSG00000027799","Nbea",16,0,2,"MXE,SE",1,0.012,1,0.201
"ENSMUSG00000028013","Ppa2",23,0,2,"MXE,SE",0,0.021,1,-0.221
"ENSMUSG00000028033","Kcnq5",2,0,1,"SE",1,0.151,1,0.353
"ENSMUSG00000028047","Thbs3",9,0,4,"A3SS,A5SS,RI,SE",0,0.023,1,-0.115
"ENSMUSG00000028064","Sema4a",13,2,3,"A3SS,RI,SE",0,0.075,1,-0.251
"ENSMUSG00000028106","Rprd2",5,1,2,"A3SS,SE",0,0.064,1,0.27
"ENSMUSG00000028207","Asph",21,2,2,"MXE,SE",0,0.033,1,0.119
"ENSMUSG00000028232","Tmem68",12,1,2,"MXE,SE",0,0.031,1,0.133
"ENSMUSG00000028248","Pnisr",10,1,4,"A3SS,A5SS,RI,SE",0,0.019,1,-0.15
"ENSMUSG00000028256","Odf2l",14,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.079,1,0.141
"ENSMUSG00000028312","Smc2",6,0,2,"A5SS,SE",0,0.033,1,0.107
"ENSMUSG00000028391","Wdr31",4,0,3,"A3SS,A5SS,SE",0,0.033,1,0.168
"ENSMUSG00000028423","Nfx1",3,1,2,"RI,SE",0,0.067,1,-0.126
"ENSMUSG00000028433","Ubap2",12,0,2,"MXE,SE",0,0.012,1,0.109
"ENSMUSG00000028467","Gba2",11,1,4,"A3SS,A5SS,RI,SE",0,0.045,1,-0.243
"ENSMUSG00000028487","Bnc2",10,3,2,"MXE,SE",0,0.066,1,0.136
"ENSMUSG00000028545","Bend5",7,1,2,"A3SS,SE",0,0.047,1,0.162
"ENSMUSG00000028546","Elavl4",20,3,3,"A3SS,MXE,SE",0,0.044,1,-0.208
"ENSMUSG00000028549","Itgb3bp",15,1,2,"MXE,SE",0,0.033,1,-0.109
"ENSMUSG00000028550","Atg4c",4,1,1,"SE",0,0.046,1,0.143
"ENSMUSG00000028565","Nfia",2,0,1,"SE",0,0.058,1,0.238
"ENSMUSG00000028621","Cyb5rl",17,1,4,"A5SS,MXE,RI,SE",0,0.054,1,-0.134
"ENSMUSG00000028631","Kcnq4",2,1,1,"SE",0,0.164,1,0.294
"ENSMUSG00000028671","Gale",7,0,3,"A3SS,MXE,SE",0,0.019,1,-0.243
"ENSMUSG00000028693","Nasp",10,2,3,"MXE,RI,SE",0,0.06,1,-0.253
"ENSMUSG00000028744","Slc66a1",3,0,3,"A5SS,RI,SE",0,0.084,1,-0.155
"ENSMUSG00000028751","Pla2g2e",6,1,2,"MXE,SE",0,0.055,1,0.219
"ENSMUSG00000028760","Eif4g3",46,4,3,"A3SS,MXE,SE",4,0.037,1,-0.183
"ENSMUSG00000028785","Hpca",7,1,1,"SE",0,0.03,1,0.133
"ENSMUSG00000028796","Phc2",8,1,3,"A3SS,A5SS,SE",0,0.033,1,-0.202
"ENSMUSG00000028803","Nipal3",1,1,1,"SE",0,0.153,1,0.158
"ENSMUSG00000028809","Srrm1",30,2,4,"A3SS,MXE,RI,SE",0,0.028,1,-0.186
"ENSMUSG00000028901","Gmeb1",10,0,2,"MXE,SE",0,0.018,1,0.113
"ENSMUSG00000028919","Arhgef19",6,1,1,"SE",0,0.08,1,-0.18
"ENSMUSG00000028931","Kcnab2",15,0,2,"MXE,SE",0,0.021,1,0.133
"ENSMUSG00000028995","Hycc1",6,1,1,"SE",0,0.034,1,-0.161
"ENSMUSG00000029001","Fbxo44",9,1,2,"A5SS,SE",0,0.052,1,-0.149
"ENSMUSG00000029022","Miip",17,3,5,"A3SS,A5SS,MXE,RI,SE",0,0.094,1,-0.108
"ENSMUSG00000029060","Mib2",17,0,5,"A3SS,A5SS,MXE,RI,SE",1,0.025,1,-0.101
"ENSMUSG00000029141","Slc4a1ap",19,1,3,"A3SS,MXE,SE",0,0.028,1,-0.235
"ENSMUSG00000029148","Nrbp1",13,0,4,"A5SS,MXE,RI,SE",1,0.01,1,0.114
"ENSMUSG00000029152","Ociad1",10,0,2,"A5SS,SE",0,0.005,1,-0.116
"ENSMUSG00000029206","Nsun7",5,0,2,"MXE,SE",0,0.127,1,-0.508
"ENSMUSG00000029208","Guf1",10,0,3,"MXE,RI,SE",0,0.016,1,0.123
"ENSMUSG00000029221","Slc30a9",13,0,4,"A3SS,MXE,RI,SE",0,0.012,1,0.167
"ENSMUSG00000029290","Zfp326",19,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.028,1,-0.127
"ENSMUSG00000029328","Hnrnpdl",19,3,2,"MXE,SE",0,0.059,1,-0.135
"ENSMUSG00000029359","Tesc",20,2,4,"A5SS,MXE,RI,SE",0,0.029,1,0.127
"ENSMUSG00000029405","G3bp2",5,0,1,"SE",0,0.023,1,0.121
"ENSMUSG00000029422","Rsrc2",16,0,2,"A3SS,SE",0,0.029,1,-0.133
"ENSMUSG00000029461","Fam168a",10,2,2,"MXE,SE",3,0.07,1,-0.191
"ENSMUSG00000029470","P2rx4",3,1,1,"SE",0,0.057,1,0.112
"ENSMUSG00000029472","Anapc5",23,0,5,"A3SS,A5SS,MXE,RI,SE",0,0.015,1,-0.108
"ENSMUSG00000029478","Ncor2",25,1,4,"A3SS,A5SS,MXE,SE",0,0.022,1,-0.145
"ENSMUSG00000029505","Ep400",24,2,3,"A3SS,MXE,SE",0,0.026,1,0.188
"ENSMUSG00000029528","Pxn",4,0,2,"RI,SE",0,0.036,1,0.501
"ENSMUSG00000029534","St7",31,0,5,"A3SS,A5SS,MXE,RI,SE",0,0.021,1,0.107
"ENSMUSG00000029538","Srsf9",7,0,2,"MXE,SE",0,0.009,1,0.109
"ENSMUSG00000029577","Ube3b",11,0,3,"A5SS,MXE,SE",0,0.013,1,0.123
"ENSMUSG00000029635","Cdk8",29,2,3,"A3SS,MXE,SE",0,0.033,1,0.127
"ENSMUSG00000029676","Pot1a",15,1,2,"MXE,SE",0,0.029,1,-0.18
"ENSMUSG00000029703","Lrwd1",11,0,3,"MXE,RI,SE",0,0.016,1,-0.253
"ENSMUSG00000029712","Actl6b",17,0,3,"A3SS,MXE,SE",0,0.04,1,0.179
"ENSMUSG00000029716","Tfr2",2,1,2,"RI,SE",0,0.14,1,0.13
"ENSMUSG00000029730","Mcm7",5,0,2,"RI,SE",0,0.003,1,-0.157
"ENSMUSG00000029780","Nt5c3",12,0,1,"SE",0,0.048,1,0.166
"ENSMUSG00000029810","Tmem176b",18,1,3,"A3SS,MXE,SE",0,0.027,1,0.225
"ENSMUSG00000029863","Casp2",2,0,1,"SE",0,0.041,1,0.378
"ENSMUSG00000029916","Agk",12,1,3,"A5SS,MXE,SE",0,0.04,1,-0.371
"ENSMUSG00000029924","Slc37a3",18,0,2,"MXE,SE",0,0.034,1,0.136
"ENSMUSG00000030016","Zfp638",19,4,3,"A5SS,MXE,SE",0,0.071,1,0.133
"ENSMUSG00000030060","Hmces",4,0,1,"SE",0,0.003,1,-0.17
"ENSMUSG00000030166","Rad52",22,1,4,"A3SS,MXE,RI,SE",0,0.031,1,-0.104
"ENSMUSG00000030177","Ccdc77",19,1,3,"A3SS,MXE,SE",0,0.038,1,-0.167
"ENSMUSG00000030232","Aebp2",8,1,4,"A3SS,MXE,RI,SE",4,0.029,1,0.121
"ENSMUSG00000030254","Rad18",9,0,2,"MXE,SE",0,0.005,1,0.107
"ENSMUSG00000030279","C2cd5",22,0,2,"MXE,SE",0,0.016,1,0.132
"ENSMUSG00000030281","Il17rc",17,0,4,"A3SS,MXE,RI,SE",0,0.022,1,0.114
"ENSMUSG00000030304","Ergic2",20,0,4,"A3SS,A5SS,MXE,SE",0,0.009,1,-0.109
"ENSMUSG00000030314","Atg7",10,1,2,"MXE,SE",0,0.106,1,0.246
"ENSMUSG00000030329","Pianp",1,0,1,"RI",0,0.154,1,-0.257
"ENSMUSG00000030345","Dyrk4",4,1,2,"A5SS,SE",0,0.041,1,0.111
"ENSMUSG00000030346","Rad51ap1",5,1,3,"A3SS,A5SS,SE",0,0.031,1,0.108
"ENSMUSG00000030406","Gipr",13,3,4,"A3SS,MXE,RI,SE",0,0.09,1,-0.159
"ENSMUSG00000030443","Zfp583",3,0,2,"A3SS,SE",0,0.03,1,0.118
"ENSMUSG00000030498","Gas2",6,0,1,"SE",0,0.042,1,0.143
"ENSMUSG00000030509","Asb7",10,2,2,"MXE,SE",0,0.045,1,-0.118
"ENSMUSG00000030512","Snrpa1",7,1,4,"A3SS,MXE,RI,SE",0,0.061,1,-0.315
"ENSMUSG00000030660","Pik3c2a",13,0,2,"MXE,SE",0,0.026,1,0.115
"ENSMUSG00000030688","Stard10",7,1,1,"SE",0,0.043,1,0.239
"ENSMUSG00000030689","Ino80e",20,0,4,"A3SS,MXE,RI,SE",0,0.005,1,-0.11
"ENSMUSG00000030691","Fchsd2",9,0,3,"A5SS,MXE,SE",0,0.017,1,0.12
"ENSMUSG00000030727","Rabep2",5,1,3,"A3SS,RI,SE",0,0.059,1,-0.146
"ENSMUSG00000030741","Spns1",22,1,4,"A3SS,MXE,RI,SE",0,0.023,1,-0.183
"ENSMUSG00000030815","Phkg2",36,1,4,"A5SS,MXE,RI,SE",0,0.02,1,-0.109
"ENSMUSG00000030852","Tacc2",19,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.028,1,0.125
"ENSMUSG00000030922","Lyrm1",3,1,2,"A3SS,SE",0,0.271,1,0.351
"ENSMUSG00000030929","Eri2",7,0,3,"A3SS,RI,SE",0,0.037,1,-0.167
"ENSMUSG00000030960","Eef1akmt2",9,1,2,"A5SS,SE",0,0.034,1,-0.111
"ENSMUSG00000030979","Uros",7,1,3,"A3SS,RI,SE",0,0.049,1,-0.139
"ENSMUSG00000030987","Stim1",6,0,2,"MXE,SE",0,0.025,1,0.188
"ENSMUSG00000030990","Pgap2",22,0,3,"A5SS,MXE,SE",2,0.038,1,0.105
"ENSMUSG00000031078","Cttn",39,1,2,"MXE,SE",0,0.031,1,-0.138
"ENSMUSG00000031105","Slc25a14",25,2,3,"A5SS,MXE,SE",0,0.069,1,0.299
"ENSMUSG00000031109","Enox2",15,0,3,"A5SS,MXE,SE",0,0.023,1,-0.127
"ENSMUSG00000031150","Ccdc120",4,1,2,"A5SS,SE",0,0.036,1,0.103
"ENSMUSG00000031171","Ftsj1",6,1,3,"A3SS,RI,SE",0,0.056,1,-0.227
"ENSMUSG00000031314","Taf1",9,0,3,"A3SS,MXE,SE",1,0.024,1,0.201
"ENSMUSG00000031389","Arhgap4",23,3,5,"A3SS,A5SS,MXE,RI,SE",0,0.073,1,-0.147
"ENSMUSG00000031425","Plp1",1,0,1,"A5SS",0,0.107,1,-0.183
"ENSMUSG00000031485","Plpbp",22,2,3,"A3SS,MXE,SE",0,0.027,1,-0.104
"ENSMUSG00000031488","Rab11fip1",3,0,1,"SE",0,0.049,1,0.102
"ENSMUSG00000031502","Col4a1",5,1,1,"SE",1,0.055,1,0.116
"ENSMUSG00000031508","Ankrd10",8,0,3,"MXE,RI,SE",0,0.026,1,0.12
"ENSMUSG00000031634","Ufsp2",14,1,4,"A5SS,MXE,RI,SE",0,0.036,1,-0.129
"ENSMUSG00000031711","Zfp330",8,0,3,"MXE,RI,SE",0,0.033,1,0.412
"ENSMUSG00000031729","Ist1",22,0,4,"A3SS,MXE,RI,SE",0,0.02,1,-0.132
"ENSMUSG00000031774","Psme3ip1",16,1,1,"SE",0,0.086,1,0.36
"ENSMUSG00000031819","Emc8",23,2,4,"A5SS,MXE,RI,SE",1,0.04,1,-0.243
"ENSMUSG00000031860","Pbx4",7,0,2,"MXE,SE",0,0.036,1,-0.176
"ENSMUSG00000031872","Bean1",3,0,1,"SE",0,0.081,1,0.127
"ENSMUSG00000031885","Cbfb",19,3,3,"A5SS,MXE,SE",0,0.037,1,0.106
"ENSMUSG00000031959","Wdr59",5,0,2,"A3SS,SE",0,0.036,1,0.118
"ENSMUSG00000031969","Acad8",14,1,3,"A3SS,MXE,SE",0,0.03,1,-0.151
"ENSMUSG00000031982","Arv1",7,2,3,"A3SS,MXE,SE",0,0.053,1,-0.112
"ENSMUSG00000032064","Dixdc1",4,0,4,"A3SS,A5SS,RI,SE",0,0.037,1,-0.105
"ENSMUSG00000032127","Vps11",11,1,4,"A3SS,A5SS,RI,SE",0,0.024,1,-0.143
"ENSMUSG00000032182","Yipf2",3,0,2,"RI,SE",0,0.115,1,0.216
"ENSMUSG00000032212","Sltm",25,1,3,"A3SS,MXE,SE",1,0.029,1,-0.132
"ENSMUSG00000032217","Rnf111",7,3,2,"A3SS,SE",0,0.055,1,-0.112
"ENSMUSG00000032254","Kif23",10,1,2,"MXE,SE",0,0.04,1,-0.186
"ENSMUSG00000032258","Lca5",4,1,1,"SE",0,0.11,1,0.199
"ENSMUSG00000032280","Tle3",18,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.021,1,0.105
"ENSMUSG00000032297","Celf6",18,0,3,"A3SS,MXE,SE",0,0.027,1,0.103
"ENSMUSG00000032311","Nrg4",4,0,1,"SE",0,0.145,1,-0.341
"ENSMUSG00000032387","Rbpms2",2,0,2,"A3SS,SE",0,0.024,1,-0.13
"ENSMUSG00000032410","Xrn1",14,0,3,"A5SS,MXE,SE",0,0.023,1,0.119
"ENSMUSG00000032412","Atp1b3",5,1,1,"SE",0,0.033,1,-0.144
"ENSMUSG00000032423","Syncrip",18,1,3,"A5SS,MXE,SE",0,0.018,1,-0.109
"ENSMUSG00000032425","Zfp949",3,0,1,"SE",0,0.025,1,-0.105
"ENSMUSG00000032463","Faim",1,0,1,"SE",0,0.007,1,0.182
"ENSMUSG00000032479","Map4",35,3,3,"A5SS,MXE,SE",0,0.032,1,0.134
"ENSMUSG00000032497","Lrrfip2",36,3,3,"A3SS,MXE,SE",0,0.043,1,0.142
"ENSMUSG00000032570","Atp2c1",14,0,3,"A5SS,MXE,SE",1,0.005,1,0.168
"ENSMUSG00000032621","Srek1",7,1,2,"A3SS,SE",0,0.03,1,0.134
"ENSMUSG00000032633","Flcn",8,1,2,"A3SS,SE",0,0.027,1,-0.169
"ENSMUSG00000032735","Ablim3",9,1,2,"MXE,SE",3,0.125,1,0.285
"ENSMUSG00000032745","Gpbp1",14,1,3,"A5SS,MXE,SE",0,0.018,1,0.147
"ENSMUSG00000032999","Nlrp4f",3,1,2,"A3SS,SE",0,0.057,1,0.254
"ENSMUSG00000033014","Trim33",6,0,1,"SE",0,0.015,1,-0.121
"ENSMUSG00000033249","Hsf4",9,0,3,"A3SS,MXE,SE",0,0.047,1,0.123
"ENSMUSG00000033256","Shf",12,0,4,"A3SS,A5SS,MXE,SE",0,0.03,1,0.133
"ENSMUSG00000033306","Lpp",2,1,1,"SE",0,0.093,1,0.164
"ENSMUSG00000033335","Dnm2",9,0,2,"MXE,SE",2,0.006,1,0.118
"ENSMUSG00000033382","Trappc8",9,0,2,"MXE,SE",1,0.007,1,0.11
"ENSMUSG00000033392","Clasp2",24,1,2,"MXE,SE",6,0.029,1,0.252
"ENSMUSG00000033460","Armcx1",4,1,3,"A5SS,RI,SE",0,0.211,1,-0.391
"ENSMUSG00000033543","Gtf2a2",16,1,4,"A5SS,MXE,RI,SE",0,0.039,1,-0.147
"ENSMUSG00000033697","Arhgap39",8,1,2,"MXE,SE",0,0.033,1,0.25
"ENSMUSG00000033762","Recql4",13,0,5,"A3SS,A5SS,MXE,RI,SE",0,0.013,1,-0.13
"ENSMUSG00000033768","Nrxn2",49,3,4,"A3SS,A5SS,MXE,SE",18,0.029,1,-0.118
"ENSMUSG00000033809","Alg3",11,0,3,"A5SS,MXE,SE",0,0.03,1,-0.108
"ENSMUSG00000033819","Ppp1r16a",8,1,3,"MXE,RI,SE",0,0.052,1,0.114
"ENSMUSG00000033902","Mapkbp1",3,0,1,"SE",1,0.024,1,0.12
"ENSMUSG00000034006","Slc66a2",9,1,3,"MXE,RI,SE",0,0.036,1,-0.121
"ENSMUSG00000034032","Rpap1",13,1,3,"A5SS,MXE,SE",0,0.033,1,-0.138
"ENSMUSG00000034071","Zfp551",2,1,2,"A5SS,SE",0,0.112,1,-0.184
"ENSMUSG00000034175","Rhbdd3",17,0,4,"A3SS,A5SS,MXE,SE",0,0.014,1,0.149
"ENSMUSG00000034274","Thoc5",10,1,2,"MXE,SE",0,0.021,1,0.174
"ENSMUSG00000034312","Iqsec1",7,1,2,"MXE,SE",0,0.043,1,0.213
"ENSMUSG00000034334","Fam151b",1,1,1,"SE",0,0.396,1,-0.369
"ENSMUSG00000034377","Tulp4",21,1,2,"MXE,SE",0,0.101,1,0.184
"ENSMUSG00000034401","Spata6",4,0,2,"A5SS,SE",0,0.044,1,0.11
"ENSMUSG00000034462","Pkd2",3,1,1,"SE",0,0.081,1,0.212
"ENSMUSG00000034473","Sec22a",12,0,2,"MXE,SE",0,0.023,1,-0.144
"ENSMUSG00000034570","Inpp5j",2,1,2,"A3SS,RI",0,0.175,1,-0.311
"ENSMUSG00000034602","Mon2",10,1,2,"A3SS,SE",2,0.014,1,0.104
"ENSMUSG00000034675","Dbn1",10,1,4,"A3SS,MXE,RI,SE",0,0.03,1,-0.171
"ENSMUSG00000034729","Mrps10",20,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.023,1,-0.117
"ENSMUSG00000034757","Tmub2",5,1,2,"A3SS,SE",0,0.041,1,0.101
"ENSMUSG00000034799","Unc13a",28,2,5,"A3SS,A5SS,MXE,RI,SE",5,0.034,1,-0.255
"ENSMUSG00000034818","Celf5",18,0,4,"A3SS,A5SS,MXE,SE",0,0.025,1,-0.105
"ENSMUSG00000034858","Atosa",3,1,2,"A5SS,SE",0,0.073,1,-0.189
"ENSMUSG00000034903","Cobll1",9,0,2,"A3SS,SE",0,0.037,1,0.168
"ENSMUSG00000034911","Ushbp1",6,0,3,"A5SS,RI,SE",0,0.042,1,-0.303
"ENSMUSG00000035215","Lsm7",9,1,4,"A3SS,A5SS,RI,SE",0,0.027,1,-0.169
"ENSMUSG00000035266","Helq",11,1,4,"A3SS,A5SS,MXE,SE",0,0.039,1,-0.121
"ENSMUSG00000035469","Rcbtb1",16,0,2,"MXE,SE",0,0.023,1,-0.509
"ENSMUSG00000035513","Ntng2",28,0,2,"MXE,SE",6,0.019,1,0.184
"ENSMUSG00000035597","Prpf39",20,3,4,"A3SS,A5SS,MXE,SE",0,0.046,1,-0.126
"ENSMUSG00000035629","Rubcn",3,1,1,"SE",0,0.052,1,0.329
"ENSMUSG00000035757","Selenoo",3,1,2,"A5SS,SE",0,0.048,1,-0.115
"ENSMUSG00000035770","Dync1li2",14,1,2,"MXE,SE",0,0.029,1,-0.276
"ENSMUSG00000035851","Ythdc1",10,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.034,1,-0.13
"ENSMUSG00000035954","Dock4",11,0,1,"SE",1,0.01,1,0.164
"ENSMUSG00000035967","Ints6l",5,0,2,"RI,SE",0,0.015,1,0.125
"ENSMUSG00000036009","Mettl25",10,1,2,"MXE,SE",0,0.05,1,0.144
"ENSMUSG00000036091","Hyal3",1,0,1,"SE",0,0.029,1,-0.359
"ENSMUSG00000036104","Rab3gap1",6,0,1,"SE",1,0.01,1,0.191
"ENSMUSG00000036120","Rfxank",3,0,2,"A5SS,SE",0,0.037,1,-0.196
"ENSMUSG00000036167","Pphln1",22,0,2,"MXE,SE",0,0.024,1,-0.129
"ENSMUSG00000036180","Gatad2a",27,2,4,"A3SS,A5SS,MXE,SE",0,0.034,1,0.199
"ENSMUSG00000036309","Skp1",12,0,2,"MXE,SE",0,0.013,1,0.226
"ENSMUSG00000036333","Kidins220",17,2,2,"MXE,SE",0,0.03,1,0.144
"ENSMUSG00000036435","Exoc1",2,1,1,"SE",1,0.127,1,0.252
"ENSMUSG00000036452","Arhgap26",26,0,5,"A3SS,A5SS,MXE,RI,SE",1,0.025,1,0.178
"ENSMUSG00000036503","Rnf13",18,2,4,"A3SS,A5SS,MXE,SE",0,0.034,1,-0.182
"ENSMUSG00000036528","Ppfibp2",7,0,2,"MXE,SE",0,0.006,1,0.114
"ENSMUSG00000036529","Sbf1",15,0,5,"A3SS,A5SS,MXE,RI,SE",1,0.014,1,0.134
"ENSMUSG00000036578","Fxyd7",2,0,2,"A5SS,SE",1,0.049,1,0.198
"ENSMUSG00000036591","Arhgap21",16,0,5,"A3SS,A5SS,MXE,RI,SE",2,0.012,1,0.21
"ENSMUSG00000036639","Nudt1",5,0,2,"A3SS,SE",0,0.026,1,0.122
"ENSMUSG00000036745","Ttll7",5,0,2,"MXE,SE",0,0.028,1,0.158
"ENSMUSG00000036768","Kif15",11,2,3,"A3SS,RI,SE",0,0.055,1,0.143
"ENSMUSG00000036882","Arhgap33",13,1,2,"MXE,SE",0,0.016,1,0.106
"ENSMUSG00000036962","Cfap221",4,0,2,"MXE,SE",0,0.078,1,0.234
"ENSMUSG00000037017","Zscan21",6,1,2,"A5SS,SE",0,0.047,1,0.12
"ENSMUSG00000037103","Dcaf15",13,1,3,"A5SS,MXE,SE",0,0.021,1,-0.116
"ENSMUSG00000037126","Psd",14,1,3,"A3SS,MXE,SE",1,0.029,1,-0.107
"ENSMUSG00000037151","Lrrc20",7,1,2,"MXE,SE",0,0.046,1,0.141
"ENSMUSG00000037211","Spry1",2,0,1,"SE",0,0.05,1,-0.151
"ENSMUSG00000037236","Matr3",25,1,3,"A5SS,MXE,SE",0,0.016,1,0.172
"ENSMUSG00000037270","Bltp1",11,2,3,"A3SS,A5SS,SE",0,0.052,1,0.105
"ENSMUSG00000037318","Traf3ip3",7,0,3,"A3SS,RI,SE",0,0.063,1,-0.158
"ENSMUSG00000037336","Mfsd2b",4,0,2,"A3SS,RI",0,0.192,1,-0.163
"ENSMUSG00000037339","Fam53a",11,0,3,"A3SS,RI,SE",0,0.029,1,-0.395
"ENSMUSG00000037369","Kdm6a",19,3,3,"A5SS,MXE,SE",0,0.049,1,-0.129
"ENSMUSG00000037447","Arid5a",18,0,5,"A3SS,A5SS,MXE,RI,SE",0,0.037,1,-0.102
"ENSMUSG00000037466","Tedc1",5,1,3,"A3SS,MXE,SE",0,0.058,1,-0.153
"ENSMUSG00000037519","Ppfia1",14,2,2,"A3SS,SE",5,0.05,1,0.265
"ENSMUSG00000037541","Shank2",6,0,2,"MXE,SE",5,0.042,1,0.216
"ENSMUSG00000037552","Plekhg2",12,2,4,"A3SS,A5SS,RI,SE",0,0.071,1,0.12
"ENSMUSG00000037669","Ldah",7,0,2,"MXE,SE",0,0.015,1,0.127
"ENSMUSG00000037716","Ccdc33",5,0,3,"A3SS,A5SS,SE",0,0.128,1,-0.305
"ENSMUSG00000037736","Limch1",11,0,3,"MXE,RI,SE",0,0.024,1,-0.131
"ENSMUSG00000037805","Rpl10a",17,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.026,1,0.127
"ENSMUSG00000037822","Smim14",8,0,2,"MXE,SE",0,0.008,1,-0.122
"ENSMUSG00000037857","Nufip2",5,0,2,"MXE,SE",0,0.101,1,0.315
"ENSMUSG00000037971","Cfap68",8,0,4,"A3SS,A5SS,RI,SE",0,0.055,1,-0.282
"ENSMUSG00000037997","Parp11",4,0,2,"A3SS,SE",0,0.066,1,0.298
"ENSMUSG00000038005","Hpf1",40,1,2,"MXE,SE",0,0.025,1,-0.128
"ENSMUSG00000038143","Stox2",5,1,2,"MXE,SE",0,0.052,1,0.109
"ENSMUSG00000038225","Primpol",17,1,4,"A3SS,MXE,RI,SE",0,0.035,1,-0.209
"ENSMUSG00000038290","Smg6",2,0,1,"SE",0,0.058,1,0.119
"ENSMUSG00000038346","Zfp384",26,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.036,1,0.393
"ENSMUSG00000038371","Sbf2",15,1,2,"MXE,SE",0,0.024,1,0.239
"ENSMUSG00000038538","Ubn2",7,1,3,"A5SS,RI,SE",0,0.047,1,-0.13
"ENSMUSG00000038564","Ift172",9,1,3,"A3SS,RI,SE",0,0.025,1,-0.146
"ENSMUSG00000038569","Rad9b",3,0,2,"A5SS,SE",0,0.059,1,0.22
"ENSMUSG00000038637","Lrrc56",5,0,2,"RI,SE",0,0.06,1,-0.178
