"event_key","event_type","GeneID","geneSymbol","chr","strand","exon_start","exon_end","exon_length","size_category","dPSI","FDR"
"chr2:180745434:180745464:180742411:180746679:SE","SE","ENSMUSG00000016346","Kcnq2","chr2","-",180745434,180745464,30,"Microexon (0-30bp)",0.153,1.25008143371497e-12
"chr4:120568419:120568581:120561772:120570208:SE","SE","ENSMUSG00000028631","Kcnq4","chr4","-",120568419,120568581,162,"Regular (>50bp)",0.294,0.01412193452692
"chr1:21536606:21536633:21527848:21539693:SE","SE","ENSMUSG00000028033","Kcnq5","chr1","-",21536606,21536633,27,"Microexon (0-30bp)",0.353,0.016825005150273
"chr6:29502776:29502974:29502776:29502873:29504231:29504308:A3SS","A3SS","ENSMUSG00000059022","Kcp","chr6","-",29502776,29502974,198,"Regular (>50bp)",-0.2,0.00429459981290267
"chr15:78321100:78321163:78319910:78321783:SE","SE","ENSMUSG00000033287","Kctd17","chr15","+",78321100,78321163,63,"Regular (>50bp)",-0.118,4.19312815696982e-08
"chr15:78321100:78321194:78319910:78321783:SE","SE","ENSMUSG00000033287","Kctd17","chr15","+",78321100,78321194,94,"Regular (>50bp)",-0.105,1.22512633473975e-07
"chr15:78321100:78321299:78319910:78321783:SE","SE","ENSMUSG00000033287","Kctd17","chr15","+",78321100,78321299,199,"Regular (>50bp)",-0.104,2.01811057122995e-08
"chr1:58004487:58004699:58004509:58004699:58002226:58002420:A5SS","A5SS","ENSMUSG00000054770","Kctd18","chr1","-",58004487,58004699,212,"Regular (>50bp)",0.128,0.0445932509233664
"chrX:18088995:18089116:18100098:18100153:18075024:18102899:MXE","MXE","ENSMUSG00000037369","Kdm6a","chrX","+",18088995,18089116,121,"Regular (>50bp)",-0.129,0.0232337443460322
"chr12:25090454:25090568:25088549:25101093:SE","SE","ENSMUSG00000036333","Kidins220","chr12","+",25090454,25090568,114,"Regular (>50bp)",0.144,1.89993419291157e-05
"chr13:47018294:47018307:47001862:47082691:SE","SE","ENSMUSG00000021375","Kif13a","chr13","-",47018294,47018307,13,"Microexon (0-30bp)",0.115,0.0476513745860557
"chr9:122800753:122800851:122795051:122804713:SE","SE","ENSMUSG00000036768","Kif15","chr9","+",122800753,122800851,98,"Regular (>50bp)",0.143,0.000982195229411084
"chr9:61831186:61831498:61828528:61831913:SE","SE","ENSMUSG00000032254","Kif23","chr9","-",61831186,61831498,312,"Regular (>50bp)",-0.186,1.59487473534561e-09
"chr13:107106211:107106325:107105296:107111002:SE","SE","ENSMUSG00000021693","Kif2a","chr13","-",107106211,107106325,114,"Regular (>50bp)",-0.145,3.44348512967576e-06
"chr17:27140780:27140834:27140093:27141878:SE","SE","ENSMUSG00000024301","Kifc5b","chr17","+",27140780,27140834,54,"Regular (>50bp)",0.121,0.000577802774270436
"chr10:79756528:79757081:79756664:79756848:RI","RI","ENSMUSG00000035773","Kiss1r","chr10","+",79756528,79757081,553,"Regular (>50bp)",-0.231,0.000153697280613771
"chr10:79756848:79757081:79756664:79757385:SE","SE","ENSMUSG00000035773","Kiss1r","chr10","+",79756848,79757081,233,"Regular (>50bp)",0.121,0.0126045761172172
"chr12:111760082:111760133:111755893:111760770:SE","SE","ENSMUSG00000021288","Klc1","chr12","+",111760082,111760133,51,"Regular (>50bp)",0.126,4.04143840633022e-06
"chr12:111760082:111760133:111755920:111760770:SE","SE","ENSMUSG00000021288","Klc1","chr12","+",111760082,111760133,51,"Regular (>50bp)",0.104,3.23366448185663e-05
"chr19:3827461:3827512:3818340:3832219:SE","SE","ENSMUSG00000045098","Kmt5b","chr19","+",3827461,3827512,51,"Regular (>50bp)",0.138,1.01109542961299e-07
"chr11:78921906:78921948:78919909:78924043:SE","SE","ENSMUSG00000018334","Ksr1","chr11","-",78921906,78921948,42,"Small (30-50bp)",0.203,0.028054910620087
"chr14:47963385:47963457:47962427:47963682:SE","SE","ENSMUSG00000021843","Ktn1","chr14","+",47963385,47963457,72,"Regular (>50bp)",-0.143,7.46915729597831e-08
"chr2:92200907:92201008:92200910:92201008:92200521:92200604:A5SS","A5SS","ENSMUSG00000040434","Large2","chr2","-",92200907,92201008,101,"Regular (>50bp)",-0.125,0.0323421228610287
"chr3:40916603:40916663:40905385:40918402:SE","SE","ENSMUSG00000025762","Larp1b","chr3","+",40916603,40916663,60,"Regular (>50bp)",0.113,9.02202035659034e-10
"chr9:83310932:83311001:83309014:83322961:SE","SE","ENSMUSG00000032258","Lca5","chr9","-",83310932,83311001,69,"Regular (>50bp)",0.199,0.0183381996178987
"chr19:41516999:41517079:41472039:41540887:SE","SE","ENSMUSG00000025019","Lcor","chr19","+",41516999,41517079,80,"Regular (>50bp)",0.214,0.00218961741970944
"chr19:41534313:41534446:41516525:41570216:SE","SE","ENSMUSG00000025019","Lcor","chr19","+",41534313,41534446,133,"Regular (>50bp)",-0.29,0.0138392517594589
"chr12:8318363:8318598:8325807:8325890:8288615:8333899:MXE","MXE","ENSMUSG00000037669","Ldah","chr12","+",8318363,8318598,235,"Regular (>50bp)",0.127,5.77889047725667e-09
"chr5:67150485:67150521:67132005:67154462:SE","SE","ENSMUSG00000037736","Limch1","chr5","+",67150485,67150521,36,"Small (30-50bp)",-0.131,0.0015000099963555
"chr2:181023986:181024337:181024279:181024337:181023150:181023187:A3SS","A3SS","ENSMUSG00000090077","Lime1","chr2","+",181023986,181024337,351,"Regular (>50bp)",0.111,5.52689372155272e-05
"chr11:3311782:3311825:3311108:3342916:SE","SE","ENSMUSG00000020451","Limk2","chr11","-",3311782,3311825,43,"Small (30-50bp)",-0.127,0.00295924060295074
"chr1:180479426:180479531:180475898:180486627:SE","SE","ENSMUSG00000058729","Lin9","chr1","+",180479426,180479531,105,"Regular (>50bp)",-0.125,4.06398523686481e-05
"chr1:36468503:36468536:36467542:36477830:SE","SE","ENSMUSG00000001143","Lman2l","chr1","-",36468503,36468536,33,"Small (30-50bp)",0.204,0
"chr1:36468503:36468536:36467542:36478689:SE","SE","ENSMUSG00000001143","Lman2l","chr1","-",36468503,36468536,33,"Small (30-50bp)",0.228,7.43889692715926e-06
"chr7:45435874:45436384:45436008:45436233:RI","RI","ENSMUSG00000062044","Lmtk3","chr7","+",45435874,45436384,510,"Regular (>50bp)",-0.152,5.26337663805894e-06
"chr13:97619456:97619540:97571600:97629663:SE","SE","ENSMUSG00000078952","Lncenc1","chr13","+",97619456,97619540,84,"Regular (>50bp)",0.195,6.98373217994322e-05
"chr16:24261530:24261640:24212533:24275582:SE","SE","ENSMUSG00000033306","Lpp","chr16","+",24261530,24261640,110,"Regular (>50bp)",0.164,0.00380042718687976
"chr16:32829558:32829806:32826111:32832710:SE","SE","ENSMUSG00000022801","Lrch3","chr16","+",32829558,32829806,248,"Regular (>50bp)",0.182,4.92003807411608e-07
"chr4:107667959:107668143:107666034:107680130:SE","SE","ENSMUSG00000073779","Lrp8os2","chr4","-",107667959,107668143,184,"Regular (>50bp)",0.463,0.0054495911586332
"chr4:107673123:107673264:107666034:107680130:SE","SE","ENSMUSG00000073779","Lrp8os2","chr4","-",107673123,107673264,141,"Regular (>50bp)",0.637,0.00489419159100366
"chr10:61318114:61318261:61311668:61362838:SE","SE","ENSMUSG00000037151","Lrrc20","chr10","+",61318114,61318261,147,"Regular (>50bp)",0.141,3.18745522513594e-10
"chr7:140776894:140778274:140777082:140778186:RI","RI","ENSMUSG00000038637","Lrrc56","chr7","+",140776894,140778274,1380,"Regular (>50bp)",-0.178,0.000955703180094763
"chr3:14619363:14619565:14616587:14622248:SE","SE","ENSMUSG00000027550","Lrrcc1","chr3","+",14619363,14619565,202,"Regular (>50bp)",0.119,0.0263328851166317
"chr9:110996267:110996312:111011886:111011955:110990457:111017829:MXE","MXE","ENSMUSG00000032497","Lrrfip2","chr9","+",110996267,110996312,45,"Small (30-50bp)",0.142,0.0469792286023311
"chr5:136161159:136162904:136161282:136162787:RI","RI","ENSMUSG00000029703","Lrwd1","chr5","-",136161159,136162904,1745,"Regular (>50bp)",-0.253,7.95564629489482e-06
"chr10:80690451:80691027:80690542:80690847:RI","RI","ENSMUSG00000035215","Lsm7","chr10","-",80690451,80691027,576,"Regular (>50bp)",-0.169,0.000843685889111173
"chr17:26471939:26473362:26471939:26472065:26474004:26474099:A5SS","A5SS","ENSMUSG00000024188","Luc7l","chr17","+",26471939,26473362,1423,"Regular (>50bp)",-0.113,0
"chr17:26472947:26474099:26473018:26474004:RI","RI","ENSMUSG00000024188","Luc7l","chr17","+",26472947,26474099,1152,"Regular (>50bp)",-0.28,0
"chr6:38536138:38536239:38531998:38542589:SE","SE","ENSMUSG00000029823","Luc7l2","chr6","+",38536138,38536239,101,"Regular (>50bp)",0.18,0.0360465726098505
"chr6:38542589:38542657:38531998:38547444:SE","SE","ENSMUSG00000029823","Luc7l2","chr6","+",38542589,38542657,68,"Regular (>50bp)",-0.116,0.020952190180818
"chr11:94183219:94183298:94182404:94183752:SE","SE","ENSMUSG00000020863","Luc7l3","chr11","-",94183219,94183298,79,"Regular (>50bp)",-0.265,0.000160819830638747
"chr11:94183232:94183298:94182404:94183752:SE","SE","ENSMUSG00000020863","Luc7l3","chr11","-",94183232,94183298,66,"Regular (>50bp)",-0.274,0.000948284233830729
"chr5:38380477:38380571:38377979:38382061:SE","SE","ENSMUSG00000067367","Lyar","chr5","+",38380477,38380571,94,"Regular (>50bp)",-0.171,3.84837220484821e-10
"chr5:38380477:38380575:38377979:38382061:SE","SE","ENSMUSG00000067367","Lyar","chr5","+",38380477,38380575,98,"Regular (>50bp)",-0.171,7.45315473720614e-10
"chr7:119499333:119499531:119495113:119509026:SE","SE","ENSMUSG00000030922","Lyrm1","chr7","+",119499333,119499531,198,"Regular (>50bp)",0.351,0.000552463023740242
"chr7:66874123:66874149:66873639:66875611:SE","SE","ENSMUSG00000043831","Lysmd4","chr7","+",66874123,66874149,26,"Microexon (0-30bp)",0.106,0.0348177002792262
"chr2:90971153:90971162:90970971:90973100:SE","SE","ENSMUSG00000040687","Madd","chr2","-",90971153,90971162,9,"Microexon (0-30bp)",0.143,0.000297928868703475
"chr11:120520811:120520842:120520707:120521313:SE","SE","ENSMUSG00000051510","Mafg","chr11","-",120520811,120520842,31,"Small (30-50bp)",0.201,0.00025643802318943
"chr11:120520811:120520842:120520707:120524187:SE","SE","ENSMUSG00000051510","Mafg","chr11","-",120520811,120520842,31,"Small (30-50bp)",0.157,0.00124751535681706
"chr6:93657769:93657858:93655983:93659932:SE","SE","ENSMUSG00000045095","Magi1","chr6","-",93657769,93657858,89,"Regular (>50bp)",0.156,0
"chr6:93681257:93681341:93678362:93684984:SE","SE","ENSMUSG00000045095","Magi1","chr6","-",93681257,93681341,84,"Regular (>50bp)",0.171,3.15513116702019e-07
"chr13:99578141:99578282:99563965:99644615:SE","SE","ENSMUSG00000052727","Map1b","chr13","-",99578141,99578282,141,"Regular (>50bp)",-0.146,0.00750360027238407
"chr8:71363588:71365297:71363693:71365156:RI","RI","ENSMUSG00000019261","Map1s","chr8","+",71363588,71365297,1709,"Regular (>50bp)",-0.154,0.00484527900708301
"chr1:66470685:66470778:66464687:66472672:SE","SE","ENSMUSG00000015222","Map2","chr1","+",66470685,66470778,93,"Regular (>50bp)",-0.2,1.27542796908975e-08
"chr9:109893295:109893517:109892191:109896552:SE","SE","ENSMUSG00000032479","Map4","chr9","+",109893295,109893517,222,"Regular (>50bp)",0.134,4.99258529255247e-13
"chr1:40042922:40043147:40040751:40043966:SE","SE","ENSMUSG00000026074","Map4k4","chr1","+",40042922,40043147,225,"Regular (>50bp)",0.111,2.47459982056176e-06
"chr11:61383729:61385092:61383895:61384331:RI","RI","ENSMUSG00000001034","Mapk7","chr11","-",61383729,61385092,1363,"Regular (>50bp)",-0.186,0.0174623359158914
"chr14:33112198:33112270:33112629:33112701:33110939:33114898:MXE","MXE","ENSMUSG00000021936","Mapk8","chr14","-",33112198,33112270,72,"Regular (>50bp)",0.102,0.00272800583642731
"chr17:25127384:25127402:25126360:25128123:SE","SE","ENSMUSG00000024163","Mapk8ip3","chr17","-",25127384,25127402,18,"Microexon (0-30bp)",0.149,0
"chr17:25127384:25127402:25128123:25128135:25126360:25131721:MXE","MXE","ENSMUSG00000024163","Mapk8ip3","chr17","-",25127384,25127402,18,"Microexon (0-30bp)",-0.191,2.92207409784125e-10
"chr2:34322014:34322342:34296860:34334269:SE","SE","ENSMUSG00000038696","Mapkap1","chr2","+",34322014,34322342,328,"Regular (>50bp)",0.263,0.000395077248497826
"chr2:119843781:119843799:119843575:119844099:SE","SE","ENSMUSG00000033902","Mapkbp1","chr2","+",119843781,119843799,18,"Microexon (0-30bp)",0.12,0.000138854636536258
"chr11:104185684:104185750:104173306:104193186:SE","SE","ENSMUSG00000018411","Mapt","chr11","+",104185684,104185750,66,"Regular (>50bp)",0.143,3.9257019947339e-05
"chr11:104185684:104185750:104189323:104190082:104180820:104193186:MXE","MXE","ENSMUSG00000018411","Mapt","chr11","+",104185684,104185750,66,"Regular (>50bp)",0.187,2.13007389504552e-12
"chr11:104185684:104185750:104189371:104190082:104180820:104193186:MXE","MXE","ENSMUSG00000018411","Mapt","chr11","+",104185684,104185750,66,"Regular (>50bp)",0.187,2.13007389504552e-12
"chr11:104189323:104190082:104185750:104193186:SE","SE","ENSMUSG00000018411","Mapt","chr11","+",104189323,104190082,759,"Regular (>50bp)",-0.237,0
"chr11:104189323:104190082:104189371:104190082:104185684:104185750:A3SS","A3SS","ENSMUSG00000018411","Mapt","chr11","+",104189323,104190082,759,"Regular (>50bp)",-0.109,0.000489927903433841
"chr11:104189371:104190082:104185750:104193186:SE","SE","ENSMUSG00000018411","Mapt","chr11","+",104189371,104190082,711,"Regular (>50bp)",-0.208,2.59888001530519e-13
"chr11:104196037:104196235:104193236:104197451:SE","SE","ENSMUSG00000018411","Mapt","chr11","+",104196037,104196235,198,"Regular (>50bp)",0.109,0
"chr2:60077831:60077856:60075604:60078233:SE","SE","ENSMUSG00000026977","Marchf7","chr2","+",60077831,60077856,25,"Microexon (0-30bp)",0.187,2.84857067591192e-07
"chr19:7318532:7318619:7268147:7319131:SE","SE","ENSMUSG00000024969","Mark2","chr19","-",7318532,7318619,87,"Regular (>50bp)",0.155,4.91683066458666e-05
"chr10:127132409:127132813:127132502:127132741:RI","RI","ENSMUSG00000040354","Mars1","chr10","-",127132409,127132813,404,"Regular (>50bp)",-0.136,4.40414144793133e-09
"chr10:127132585:127132609:127132502:127132741:SE","SE","ENSMUSG00000040354","Mars1","chr10","-",127132585,127132609,24,"Microexon (0-30bp)",-0.123,8.84120397101463e-07
"chr4:116190609:116190630:116187666:116194618:SE","SE","ENSMUSG00000003810","Mast2","chr4","-",116190609,116190630,21,"Microexon (0-30bp)",0.248,0
"chr15:34433178:34433313:34433235:34433313:34432825:34432897:A3SS","A3SS","ENSMUSG00000022324","Matn2","chr15","+",34433178,34433313,135,"Regular (>50bp)",-0.316,0.00196738291378422
"chr18:35695947:35696153:35695312:35704895:SE","SE","ENSMUSG00000037236","Matr3","chr18","+",35695947,35696153,206,"Regular (>50bp)",0.172,5.52786366995912e-06
"chr12:76986740:76986864:76999942:77000050:76985529:77008763:MXE","MXE","ENSMUSG00000059436","Max","chr12","-",76986740,76986864,124,"Regular (>50bp)",-0.122,0.000184070078377125
"chr12:77008036:77008063:77000050:77008763:SE","SE","ENSMUSG00000059436","Max","chr12","-",77008036,77008063,27,"Microexon (0-30bp)",0.148,3.18154548488872e-06
"chr3:60522103:60522157:60520941:60523040:SE","SE","ENSMUSG00000027763","Mbnl1","chr3","+",60522103,60522157,54,"Regular (>50bp)",0.146,1.01676195895345e-05
"chr14:120640747:120640783:120634016:120642049:SE","SE","ENSMUSG00000022139","Mbnl2","chr14","+",120640747,120640783,36,"Small (30-50bp)",0.145,2.06151569147105e-05
"chr14:120640747:120640783:120634016:120666346:SE","SE","ENSMUSG00000022139","Mbnl2","chr14","+",120640747,120640783,36,"Small (30-50bp)",0.113,0.00276681893539065
"chr12:24974197:24974293:24932793:24984565:SE","SE","ENSMUSG00000020646","Mboat2","chr12","+",24974197,24974293,96,"Regular (>50bp)",-0.22,0.0205790201384674
"chr18:82597060:82597183:82593758:82602236:SE","SE","ENSMUSG00000041607","Mbp","chr18","+",82597060,82597183,123,"Regular (>50bp)",-0.267,0.00234765851945318
"chr17:87571568:87571793:87566309:87573219:SE","SE","ENSMUSG00000024150","Mcfd2","chr17","-",87571568,87571793,225,"Regular (>50bp)",-0.284,0.026485511386097
"chr5:138168578:138168684:138168578:138168658:138169449:138169528:A3SS","A3SS","ENSMUSG00000029730","Mcm7","chr5","-",138168578,138168684,106,"Regular (>50bp)",-0.157,0.0212838713132843
"chr11:98608534:98608591:98607351:98608735:SE","SE","ENSMUSG00000017210","Med24","chr11","-",98608534,98608591,57,"Regular (>50bp)",0.179,0
"chr3:88065527:88065662:88063832:88066428:SE","SE","ENSMUSG00000001419","Mef2d","chr3","+",88065527,88065662,135,"Regular (>50bp)",-0.326,0.0389513018178845
"chr12:109512312:109512425:109515913:109515987:109510625:109516087:MXE","MXE","ENSMUSG00000021268","Meg3","chr12","+",109512312,109512425,113,"Regular (>50bp)",-0.247,1.11337788015278e-05
"chr12:109515725:109515806:109512425:109515913:SE","SE","ENSMUSG00000021268","Meg3","chr12","+",109515725,109515806,81,"Regular (>50bp)",-0.232,0.0279414616501824
"chr12:109515913:109515987:109512425:109516087:SE","SE","ENSMUSG00000021268","Meg3","chr12","+",109515913,109515987,74,"Regular (>50bp)",0.267,5.49785788679113e-07
"chr12:109515913:109516014:109512425:109516087:SE","SE","ENSMUSG00000021268","Meg3","chr12","+",109515913,109516014,101,"Regular (>50bp)",0.553,4.13673457622211e-08
"chr12:109525073:109538160:109537824:109538160:109524670:109524754:A3SS","A3SS","ENSMUSG00000021268","Meg3","chr12","+",109525073,109538160,13087,"Regular (>50bp)",-0.207,0.0285914544383046
"chr7:15912669:15913025:15912720:15912875:RI","RI","ENSMUSG00000041420","Meis3","chr7","+",15912669,15913025,356,"Regular (>50bp)",-0.101,0.0393636814923913
"chr2:71352876:71352974:71342512:71354145:SE","SE","ENSMUSG00000041921","Metap1d","chr2","+",71352876,71352974,98,"Regular (>50bp)",0.233,5.01587035635454e-06
"chr11:74686577:74686643:74683144:74686807:SE","SE","ENSMUSG00000010554","Mettl16","chr11","+",74686577,74686643,66,"Regular (>50bp)",-0.133,0.0429487944930022
"chr14:52126198:52127092:52126293:52126984:RI","RI","ENSMUSG00000004561","Mettl17","chr14","+",52126198,52127092,894,"Regular (>50bp)",-0.18,0.0110384056112987
"chr14:52126603:52126854:52126293:52126984:SE","SE","ENSMUSG00000004561","Mettl17","chr14","+",52126603,52126854,251,"Regular (>50bp)",-0.157,0.00256657518443105
"chr14:52126603:52126854:52126603:52126674:52126984:52127092:A5SS","A5SS","ENSMUSG00000004561","Mettl17","chr14","+",52126603,52126854,251,"Regular (>50bp)",-0.255,7.72241098228578e-10
"chr10:105671987:105672081:105668876:105676936:SE","SE","ENSMUSG00000036009","Mettl25","chr10","-",105671987,105672081,94,"Regular (>50bp)",0.144,0.00340828093232473
"chr5:134963142:134963278:134962455:134969310:SE","SE","ENSMUSG00000040557","Mettl27","chr5","+",134963142,134963278,136,"Regular (>50bp)",0.186,0.00254301092529718
"chr1:82723244:82723277:82713228:82724803:SE","SE","ENSMUSG00000026150","Mff","chr1","+",82723244,82723277,33,"Small (30-50bp)",0.146,0.00576373073023083
"chr12:4915136:4916268:4915313:4916158:RI","RI","ENSMUSG00000037336","Mfsd2b","chr12","-",4915136,4916268,1132,"Regular (>50bp)",-0.163,0.00316482145610635
"chr16:4752058:4752103:4750162:4754759:SE","SE","ENSMUSG00000022517","Mgrn1","chr16","+",4752058,4752103,45,"Small (30-50bp)",0.14,0.0280652123426945
"chr4:155743350:155743722:155743458:155743579:RI","RI","ENSMUSG00000029060","Mib2","chr4","-",155743350,155743722,372,"Regular (>50bp)",-0.101,0.000806005043630708
"chr10:41354005:41354631:41354005:41354310:41354958:41355067:A5SS","A5SS","ENSMUSG00000019823","Mical1","chr10","+",41354005,41354631,626,"Regular (>50bp)",-0.132,0.0044903833200567
"chr10:41355321:41355495:41355390:41355495:41354958:41355063:A3SS","A3SS","ENSMUSG00000019823","Mical1","chr10","+",41355321,41355495,174,"Regular (>50bp)",0.137,7.77315408646622e-06
"chr6:120930594:120930645:120929446:120934659:SE","SE","ENSMUSG00000051586","Mical3","chr6","-",120930594,120930645,51,"Regular (>50bp)",0.203,0.000632137158367534
"chr6:120943014:120943077:120939826:120950363:SE","SE","ENSMUSG00000051586","Mical3","chr6","-",120943014,120943077,63,"Regular (>50bp)",0.145,0.000509666070865956
"chr6:120948711:120948801:120946453:120950363:SE","SE","ENSMUSG00000051586","Mical3","chr6","-",120948711,120948801,90,"Regular (>50bp)",-0.166,0.0297738924048113
"chr6:120996656:120996740:120986142:120998143:SE","SE","ENSMUSG00000051586","Mical3","chr6","-",120996656,120996740,84,"Regular (>50bp)",0.142,3.09343976434161e-05
"chr4:147947484:147947593:147947406:147949645:SE","SE","ENSMUSG00000029022","Miip","chr4","-",147947484,147947593,109,"Regular (>50bp)",-0.108,1.03483326864201e-07
"chr2:12400989:12401069:12369330:12423969:SE","SE","ENSMUSG00000026767","Mindy3","chr2","-",12400989,12401069,80,"Regular (>50bp)",-0.136,0.0138392517594589
"chr2:12405835:12405887:12408808:12408977:12402377:12410670:MXE","MXE","ENSMUSG00000026767","Mindy3","chr2","-",12405835,12405887,52,"Regular (>50bp)",-0.343,6.6738543372281e-09
"chr11:62540272:62540374:62539642:62555495:SE","SE","ENSMUSG00000048497","Mmgt2","chr11","+",62540272,62540374,102,"Regular (>50bp)",0.124,0.00463868739477756
"chr12:73217367:73217441:73170700:73228557:SE","SE","ENSMUSG00000021103","Mnat1","chr12","+",73217367,73217441,74,"Regular (>50bp)",0.657,2.35822195569196e-06
"chr12:73225978:73226082:73170700:73234913:SE","SE","ENSMUSG00000021103","Mnat1","chr12","+",73225978,73226082,104,"Regular (>50bp)",-0.315,1.90574496674557e-05
"chr13:114961746:114961801:114961746:114961770:114962693:114962817:A5SS","A5SS","ENSMUSG00000015536","Mocs2","chr13","+",114961746,114961801,55,"Regular (>50bp)",-0.103,2.60177642173184e-07
"chr10:122858990:122858993:122858849:122859814:SE","SE","ENSMUSG00000034602","Mon2","chr10","-",122858990,122858993,3,"Microexon (0-30bp)",0.104,0.00513475016025838
"chr3:104725251:104725472:104725251:104725437:104725573:104725879:A3SS","A3SS","ENSMUSG00000002227","Mov10","chr3","-",104725251,104725472,221,"Regular (>50bp)",-0.116,0.0399101374619249
"chr3:104725251:104725472:104725251:104725437:104725672:104725879:A3SS","A3SS","ENSMUSG00000002227","Mov10","chr3","-",104725251,104725472,221,"Regular (>50bp)",-0.141,0.0389947359016771
"chr11:101914527:101915980:101914527:101914608:101916557:101916682:A3SS","A3SS","ENSMUSG00000052373","Mpp3","chr11","-",101914527,101915980,1453,"Regular (>50bp)",-0.232,0.00131625223293979
"chr1:155013259:155013520:155013339:155013520:155012320:155012596:A5SS","A5SS","ENSMUSG00000026471","Mr1","chr1","-",155013259,155013520,261,"Regular (>50bp)",-0.118,0.003124865222664
"chr15:76274230:76274327:76264776:76278002:SE","SE","ENSMUSG00000022558","Mroh1","chr15","+",76274230,76274327,97,"Regular (>50bp)",0.247,0.000517048117576222
"chr15:76305339:76308035:76305413:76307915:RI","RI","ENSMUSG00000022558","Mroh1","chr15","+",76305339,76308035,2696,"Regular (>50bp)",-0.103,2.71802851945387e-06
"chr15:76311711:76312585:76311856:76312443:RI","RI","ENSMUSG00000022558","Mroh1","chr15","+",76311711,76312585,874,"Regular (>50bp)",-0.18,5.50180652741676e-05
"chr15:76316348:76317596:76316495:76317473:RI","RI","ENSMUSG00000022558","Mroh1","chr15","+",76316348,76317596,1248,"Regular (>50bp)",-0.165,0.0185111052571196
"chr5:31798948:31800384:31754365:31807646:SE","SE","ENSMUSG00000106918","Mrpl33","chr5","+",31798948,31800384,1436,"Regular (>50bp)",0.159,0.000415064852633111
"chr17:47683500:47686034:47685897:47686034:47683351:47683416:A3SS","A3SS","ENSMUSG00000034729","Mrps10","chr17","+",47683500,47686034,2534,"Regular (>50bp)",-0.117,0
"chr5:129792747:129792922:129792613:129793790:SE","SE","ENSMUSG00000034211","Mrps17","chr5","+",129792747,129792922,175,"Regular (>50bp)",-0.111,9.57615469921395e-08
"chr5:129792747:129792976:129792613:129793790:SE","SE","ENSMUSG00000034211","Mrps17","chr5","+",129792747,129792976,229,"Regular (>50bp)",-0.108,1.80701390240478e-07
"chr5:129792747:129793005:129792613:129793790:SE","SE","ENSMUSG00000034211","Mrps17","chr5","+",129792747,129793005,258,"Regular (>50bp)",-0.103,4.42357879944787e-07
"chr5:129792747:129793930:129793005:129793790:RI","RI","ENSMUSG00000034211","Mrps17","chr5","+",129792747,129793930,1183,"Regular (>50bp)",-0.151,0.000310727222626155
"chr9:37402751:37402865:37401129:37424909:SE","SE","ENSMUSG00000042138","Msantd2","chr9","+",37402751,37402865,114,"Regular (>50bp)",0.178,0.00118993185014624
"chr9:37424909:37424999:37401129:37428668:SE","SE","ENSMUSG00000042138","Msantd2","chr9","+",37424909,37424999,90,"Regular (>50bp)",-0.217,0.00302076432705106
"chr17:35262704:35262740:35260491:35263000:SE","SE","ENSMUSG00000007035","Msh5","chr17","-",35262704,35262740,36,"Small (30-50bp)",-0.162,0.0499647818891233
"chr17:35263292:35263414:35264905:35265029:35263110:35265206:MXE","MXE","ENSMUSG00000007035","Msh5","chr17","-",35263292,35263414,122,"Regular (>50bp)",0.169,0.00587754934047666
"chr17:29551049:29551231:29551049:29551212:29551634:29551752:A3SS","A3SS","ENSMUSG00000024012","Mtch1","chr17","-",29551049,29551231,182,"Regular (>50bp)",0.157,0.0114290340341222
"chr5:108217027:108217229:108213831:108228690:SE","SE","ENSMUSG00000029267","Mtf2","chr5","+",108217027,108217229,202,"Regular (>50bp)",-0.145,1.6394123091003e-07
"chr5:108217027:108217389:108213831:108228690:SE","SE","ENSMUSG00000029267","Mtf2","chr5","+",108217027,108217389,362,"Regular (>50bp)",-0.143,4.51218165962589e-08
"chr5:108221172:108221320:108213831:108228690:SE","SE","ENSMUSG00000029267","Mtf2","chr5","+",108221172,108221320,148,"Regular (>50bp)",-0.12,6.96191111593124e-08
"chr9:89096464:89096534:89093364:89097261:SE","SE","ENSMUSG00000066442","Mthfs","chr9","+",89096464,89096534,70,"Regular (>50bp)",0.101,0.00391174895594848
"chr15:12236103:12236234:12236103:12236206:12238014:12238105:A5SS","A5SS","ENSMUSG00000039458","Mtmr12","chr15","+",12236103,12236234,131,"Regular (>50bp)",-0.132,0.0346359512768811
"chr15:58819174:58819369:58817868:58823318:SE","SE","ENSMUSG00000022353","Mtss1","chr15","-",58819174,58819369,195,"Regular (>50bp)",0.177,7.8969694359759e-10
"chr4:116673158:116673232:116673035:116673509:SE","SE","ENSMUSG00000028687","Mutyh","chr4","+",116673158,116673232,74,"Regular (>50bp)",-0.14,0.000117113683865585
"chr4:116675084:116675479:116675234:116675437:RI","RI","ENSMUSG00000028687","Mutyh","chr4","+",116675084,116675479,395,"Regular (>50bp)",0.236,0.0271644242222888
"chr16:97256688:97256843:97256428:97257421:SE","SE","ENSMUSG00000000386","Mx1","chr16","-",97256688,97256843,155,"Regular (>50bp)",-0.222,0.00170232807648526
"chr16:97259879:97259932:97258692:97261955:SE","SE","ENSMUSG00000000386","Mx1","chr16","-",97259879,97259932,53,"Regular (>50bp)",0.173,0.00331046029530328
"chr14:103414691:103414766:103412426:103419789:SE","SE","ENSMUSG00000033004","Mycbp2","chr14","-",103414691,103414766,75,"Regular (>50bp)",0.116,2.38844283871793e-09
