"comparison","GeneID","geneSymbol","chr","exonStart_0base","exonEnd","exon_length","size_category","genomic_position","gene_biotype_simple","IncLevelDifference","FDR"
"Neg_vs_Parental","ENSMUSG00000032534","Cep63","chr9",102500754,102500792,38,"Small (30-50bp)","CDS","protein_coding",0.548,0.0030228753200067
"Neg_vs_Parental","ENSMUSG00000031150","Ccdc120","chrX",7601310,7601409,99,"Regular (>50bp)","CDS","protein_coding",0.103,0.00302984682487361
"Neg_vs_Parental","ENSMUSG00000034032","Rpap1","chr2",119617701,119617778,77,"Regular (>50bp)","UTR","protein_coding",-0.138,0.00302989543199504
"Neg_vs_Parental","ENSMUSG00000032826","Ank2","chr3",126772904,126772916,12,"Microexon (0-30bp)","CDS","protein_coding",0.138,0.00303344410374097
"Neg_vs_Parental","ENSMUSG00000021012","Zc3h14","chr12",98745366,98745526,160,"Regular (>50bp)","CDS","protein_coding",-0.101,0.00304385698648381
"Neg_vs_Parental","ENSMUSG00000063919","Srrm4","chr5",116592731,116592747,16,"Microexon (0-30bp)","CDS","protein_coding",0.128,0.00306135752008045
"Neg_vs_Parental","ENSMUSG00000014418","Hps5","chr7",46424577,46424708,131,"Regular (>50bp)","CDS","protein_coding",0.156,0.00309807723083696
"Neg_vs_Parental","ENSMUSG00000026313","Hdac4","chr1",92019453,92019540,87,"Regular (>50bp)","Unknown","protein_coding",-0.211,0.00309807723083696
"Neg_vs_Parental","ENSMUSG00000034462","Pkd2","chr5",104638509,104638630,121,"Regular (>50bp)","CDS","protein_coding",0.212,0.00312821758295085
"Neg_vs_Parental","ENSMUSG00000002031","Ift46","chr9",44685479,44685528,49,"Small (30-50bp)","UTR","protein_coding",0.103,0.00318488327296499
"Neg_vs_Parental","ENSMUSG00000003847","Nfat5","chr8",108064926,108064988,62,"Regular (>50bp)","CDS","protein_coding",0.165,0.00319255376954588
"Neg_vs_Parental","ENSMUSG00000004319","Clcn3","chr8",61428765,61428941,176,"Regular (>50bp)","CDS","protein_coding",-0.103,0.00322273111668182
"Neg_vs_Parental","ENSMUSG00000074513","Arfip1","chr3",84426788,84427010,222,"Regular (>50bp)","CDS","protein_coding",-0.199,0.00323129162114401
"Neg_vs_Parental","ENSMUSG00000021068","Nin","chr12",70069054,70069115,61,"Regular (>50bp)","CDS","protein_coding",0.325,0.00324169310056829
"Neg_vs_Parental","ENSMUSG00000040451","Sgms1","chr19",32237375,32237497,122,"Regular (>50bp)","UTR","protein_coding",0.14,0.00324301571806219
"Neg_vs_Parental","ENSMUSG00000030509","Asb7","chr7",66327904,66327993,89,"Regular (>50bp)","CDS","protein_coding",-0.118,0.00325416271559454
"Neg_vs_Parental","ENSMUSG00000041769","Ppp2r2d","chr7",138472118,138472231,113,"Regular (>50bp)","CDS","protein_coding",-0.426,0.00326530360508196
"Neg_vs_Parental","ENSMUSG00000093979","Gm2237","chr14",19620388,19620523,135,"Regular (>50bp)","CDS","protein_coding",0.173,0.00327938638826421
"Neg_vs_Parental","ENSMUSG00000000386","Mx1","chr16",97259879,97259932,53,"Regular (>50bp)","Unknown","protein_coding",0.173,0.00331046029530328
"Neg_vs_Parental","ENSMUSG00000047021","Cfap65","chr1",74957992,74958143,151,"Regular (>50bp)","CDS","protein_coding",0.106,0.00333735927862648
"Neg_vs_Parental","ENSMUSG00000036091","Hyal3","chr9",107461950,107462864,914,"Regular (>50bp)","CDS","protein_coding",-0.359,0.00333735927862648
"Neg_vs_Parental","ENSMUSG00000024050","Wiz","chr17",32581766,32581937,171,"Regular (>50bp)","CDS","protein_coding",-0.17,0.00333909935749162
"Neg_vs_Parental","ENSMUSG00000052707","Tnrc6a","chr7",122779471,122779618,147,"Regular (>50bp)","CDS","protein_coding",-0.101,0.003340632583046
"Neg_vs_Parental","ENSMUSG00000021461","Fancc","chr13",63508009,63508074,65,"Regular (>50bp)","CDS","protein_coding",-0.193,0.00334844557462196
"Neg_vs_Parental","ENSMUSG00000033014","Trim33","chr3",103260882,103260933,51,"Regular (>50bp)","CDS","protein_coding",-0.121,0.00335937572756558
"Neg_vs_Parental","ENSMUSG00000032624","Eml4","chr17",83732686,83732860,174,"Regular (>50bp)","CDS","protein_coding",0.105,0.00335952453844866
"Neg_vs_Parental","ENSMUSG00000036009","Mettl25","chr10",105671987,105672081,94,"Regular (>50bp)","CDS","protein_coding",0.144,0.00340828093232473
"Neg_vs_Parental","ENSMUSG00000021432","Slc35b3","chr13",39128475,39128630,155,"Regular (>50bp)","CDS","protein_coding",-0.124,0.00343920122050433
"Neg_vs_Parental","ENSMUSG00000059291","Rpl11","chr4",135775122,135775164,42,"Small (30-50bp)","Unknown","protein_coding",0.139,0.00346619934067699
"Neg_vs_Parental","ENSMUSG00000029462","Vps29","chr5",122494856,122494868,12,"Microexon (0-30bp)","CDS","protein_coding",0.163,0.00350628173276468
"Neg_vs_Parental","ENSMUSG00000090336","Cfap97d2","chr8",13788327,13788488,161,"Regular (>50bp)","CDS","protein_coding",-0.164,0.00352582083126976
"Neg_vs_Parental","ENSMUSG00000030314","Atg7","chr6",114649751,114649804,53,"Regular (>50bp)","UTR","protein_coding",0.246,0.00355749151789364
"Neg_vs_Parental","ENSMUSG00000051984","Sec31b","chr19",44531704,44531828,124,"Regular (>50bp)","CDS","protein_coding",0.165,0.00362022944500785
"Neg_vs_Parental","ENSMUSG00000037541","Shank2","chr7",143961792,143961813,21,"Microexon (0-30bp)","CDS","protein_coding",0.216,0.00367211715503187
"Neg_vs_Parental","ENSMUSG00000022623","Shank3","chr15",89422217,89422241,24,"Microexon (0-30bp)","CDS","protein_coding",0.129,0.00370443296087122
"Neg_vs_Parental","ENSMUSG00000021482","Prxl2c","chr13",64445068,64445200,132,"Regular (>50bp)","CDS","protein_coding",0.127,0.00371690750469796
"Neg_vs_Parental","ENSMUSG00000039367","Sec24c","chr14",20735279,20735348,69,"Regular (>50bp)","CDS","protein_coding",0.143,0.00375217365350685
"Neg_vs_Parental","ENSMUSG00000022890","Atp5j","chr16",84630707,84630762,55,"Regular (>50bp)","UTR","protein_coding",-0.108,0.00379255662986247
"Neg_vs_Parental","ENSMUSG00000044164","Rnf182","chr13",43819233,43819298,65,"Regular (>50bp)","UTR","protein_coding",0.115,0.00379761135967753
"Neg_vs_Parental","ENSMUSG00000033306","Lpp","chr16",24261530,24261640,110,"Regular (>50bp)","UTR","protein_coding",0.164,0.00380042718687976
"Neg_vs_Parental","ENSMUSG00000021903","Galnt15","chr14",31765045,31765250,205,"Regular (>50bp)","CDS","protein_coding",-0.171,0.00382594075526214
"Neg_vs_Parental","ENSMUSG00000121374","ENSMUSG00000121374","chr7",29656384,29656459,75,"Regular (>50bp)","Unknown","lncRNA",-0.171,0.0038321614029679
"Neg_vs_Parental","ENSMUSG00000035133","Arhgap5","chr12",52562889,52566750,3861,"Regular (>50bp)","CDS","protein_coding",-0.101,0.00383304362850267
"Neg_vs_Parental","ENSMUSG00000037270","Bltp1","chr3",37077118,37077181,63,"Regular (>50bp)","CDS","protein_coding",0.105,0.00384229255135705
"Neg_vs_Parental","ENSMUSG00000059439","Bcas3","chr11",85434753,85434798,45,"Small (30-50bp)","CDS","protein_coding",0.293,0.00387829859243398
"Neg_vs_Parental","ENSMUSG00000066442","Mthfs","chr9",89096464,89096534,70,"Regular (>50bp)","Unknown","protein_coding",0.101,0.00391174895594848
"Neg_vs_Parental","ENSMUSG00000087177","E130307A14Rik","chr10",39498898,39499087,189,"Regular (>50bp)","Unknown","lncRNA",-0.235,0.00396721263333828
"Neg_vs_Parental","ENSMUSG00000066392","Nrxn3","chr12",88817048,88817078,30,"Microexon (0-30bp)","CDS","protein_coding",-0.277,0.00398410740864226
"Neg_vs_Parental","ENSMUSG00000020454","Eif4enif1","chr11",3183987,3184059,72,"Regular (>50bp)","CDS","protein_coding",0.102,0.00398410740864226
"Neg_vs_Parental","ENSMUSG00000054708","Ankrd24","chr10",81470500,81470587,87,"Regular (>50bp)","CDS","protein_coding",-0.251,0.00399090106339603
"Neg_vs_Parental","ENSMUSG00000027708","Dcun1d1","chr3",35973149,35973318,169,"Regular (>50bp)","CDS","protein_coding",-0.117,0.00403504486996008
"Neg_vs_Parental","ENSMUSG00000020166","Cnot2","chr10",116342945,116343093,148,"Regular (>50bp)","CDS","protein_coding",-0.146,0.00404923577228385
"Neg_vs_Parental","ENSMUSG00000043323","Fbrsl1","chr5",110563895,110563931,36,"Small (30-50bp)","CDS","protein_coding",-0.145,0.00404923577228385
"Neg_vs_Parental","ENSMUSG00000043019","Edem3","chr1",151688504,151688519,15,"Microexon (0-30bp)","CDS","protein_coding",0.115,0.00404923577228385
"Neg_vs_Parental","ENSMUSG00000027281","Slx4ip","chr2",136846853,136846974,121,"Regular (>50bp)","CDS","protein_coding",-0.22,0.00405321759899933
"Neg_vs_Parental","ENSMUSG00000041936","Agrn","chr4",156253002,156253026,24,"Microexon (0-30bp)","CDS","protein_coding",0.323,0.00409956888691432
"Neg_vs_Parental","ENSMUSG00000046613","Vwa5b2","chr16",20409219,20409281,62,"Regular (>50bp)","UTR","protein_coding",-0.117,0.00430703572166353
"Neg_vs_Parental","ENSMUSG00000066235","Pomgnt2","chr9",121824132,121824179,47,"Small (30-50bp)","UTR","protein_coding",0.398,0.00431860832987468
"Neg_vs_Parental","ENSMUSG00000048029","Eno4","chr19",58952870,58953005,135,"Regular (>50bp)","CDS","protein_coding",-0.226,0.00456552838661961
"Neg_vs_Parental","ENSMUSG00000051331","Cacna1c","chr6",118615387,118615471,84,"Regular (>50bp)","CDS","protein_coding",0.194,0.00456565617361802
"Neg_vs_Parental","ENSMUSG00000029761","Cald1","chr6",34724820,34724904,84,"Regular (>50bp)","CDS","protein_coding",-0.107,0.00460643952545561
"Neg_vs_Parental","ENSMUSG00000048497","Mmgt2","chr11",62540272,62540374,102,"Regular (>50bp)","UTR","protein_coding",0.124,0.00463868739477756
"Neg_vs_Parental","ENSMUSG00000022307","Oxr1","chr15",41712065,41712146,81,"Regular (>50bp)","CDS","protein_coding",0.246,0.0046610905054062
"Neg_vs_Parental","ENSMUSG00000036817","Sun1","chr5",139216527,139216593,66,"Regular (>50bp)","CDS","protein_coding",0.152,0.00473141441470963
"Neg_vs_Parental","ENSMUSG00000045252","Zfp574","chr7",24775447,24775538,91,"Regular (>50bp)","Unknown","protein_coding",-0.227,0.00473327235118602
"Neg_vs_Parental","ENSMUSG00000047248","C2cd3","chr7",100029232,100029332,100,"Regular (>50bp)","CDS","protein_coding",0.104,0.00480398491883332
"Neg_vs_Parental","ENSMUSG00000028524","Sgip1","chr4",102757722,102757734,12,"Microexon (0-30bp)","CDS","protein_coding",0.461,0.00482199685480026
"Neg_vs_Parental","ENSMUSG00000026096","Osgepl1","chr1",53360654,53360726,72,"Regular (>50bp)","CDS","protein_coding",-0.169,0.00482744095802014
"Neg_vs_Parental","ENSMUSG00000020385","Clk4","chr11",51158991,51159058,67,"Regular (>50bp)","CDS","protein_coding",-0.322,0.00486314751970413
"Neg_vs_Parental","ENSMUSG00000071176","Arhgef10","chr8",14992609,14992726,117,"Regular (>50bp)","CDS","protein_coding",-0.118,0.00486650585162723
"Neg_vs_Parental","ENSMUSG00000050565","Tor1aip2","chr1",155916820,155916880,60,"Regular (>50bp)","UTR","protein_coding",0.159,0.00488188199476449
"Neg_vs_Parental","ENSMUSG00000073779","Lrp8os2","chr4",107673123,107673264,141,"Regular (>50bp)","Unknown","lncRNA",0.637,0.00489419159100366
"Neg_vs_Parental","ENSMUSG00000085316","D330050G23Rik","chr2",116734522,116734703,181,"Regular (>50bp)","Unknown","lncRNA",0.263,0.00508244723641251
"Neg_vs_Parental","ENSMUSG00000034602","Mon2","chr10",122858990,122858993,3,"Microexon (0-30bp)","CDS","protein_coding",0.104,0.00513475016025838
"Neg_vs_Parental","ENSMUSG00000067424","Zfp563","chr17",33321204,33321331,127,"Regular (>50bp)","CDS","protein_coding",0.102,0.00523025096303828
"Neg_vs_Parental","ENSMUSG00000061533","Cep128","chr12",91222348,91222513,165,"Regular (>50bp)","CDS","protein_coding",0.2,0.00523025096303828
"Neg_vs_Parental","ENSMUSG00000029152","Ociad1","chr5",73451308,73451353,45,"Small (30-50bp)","UTR","protein_coding",-0.116,0.00523039684034936
"Neg_vs_Parental","ENSMUSG00000037697","Ddhd1","chr14",45860297,45860399,102,"Regular (>50bp)","CDS","protein_coding",0.134,0.00534608001040081
"Neg_vs_Parental","ENSMUSG00000023044","Csad","chr15",102086961,102087051,90,"Regular (>50bp)","CDS","protein_coding",-0.112,0.00536438412659678
"Neg_vs_Parental","ENSMUSG00000026672","Optn","chr2",5059350,5059527,177,"Regular (>50bp)","CDS","protein_coding",-0.105,0.00536884011485398
"Neg_vs_Parental","ENSMUSG00000042156","Dzip1","chr14",119161308,119161507,199,"Regular (>50bp)","Unknown","protein_coding",-0.149,0.00537855963073971
"Neg_vs_Parental","ENSMUSG00000026999","Nup35","chr2",80454669,80454704,35,"Small (30-50bp)","CDS","protein_coding",-0.356,0.00538143232175667
"Neg_vs_Parental","ENSMUSG00000015659","Serac1","chr17",6119573,6119663,90,"Regular (>50bp)","CDS","protein_coding",0.163,0.0054059057236589
"Neg_vs_Parental","ENSMUSG00000020131","Pcsk4","chr10",80159316,80159434,118,"Regular (>50bp)","CDS","protein_coding",-0.313,0.0054059057236589
"Neg_vs_Parental","ENSMUSG00000087620","5330434G04Rik","chrX",104433475,104433549,74,"Regular (>50bp)","Unknown","lncRNA",0.124,0.00542655501915266
"Neg_vs_Parental","ENSMUSG00000073779","Lrp8os2","chr4",107667959,107668143,184,"Regular (>50bp)","Unknown","lncRNA",0.463,0.0054495911586332
"Neg_vs_Parental","ENSMUSG00000021276","Cinp","chr12",110843656,110843806,150,"Regular (>50bp)","CDS","protein_coding",-0.331,0.00548380560396285
"Neg_vs_Parental","ENSMUSG00000069601","Ank3","chr10",69765276,69765288,12,"Microexon (0-30bp)","CDS","protein_coding",0.251,0.00548380560396285
"Neg_vs_Parental","ENSMUSG00000030304","Ergic2","chr6",148092416,148092521,105,"Regular (>50bp)","Unknown","protein_coding",-0.109,0.00549010424682853
"Neg_vs_Parental","ENSMUSG00000051331","Cacna1c","chr6",118651515,118651575,60,"Regular (>50bp)","CDS","protein_coding",0.135,0.00571419597402623
"Neg_vs_Parental","ENSMUSG00000026150","Mff","chr1",82723244,82723277,33,"Small (30-50bp)","CDS","protein_coding",0.146,0.00576373073023083
"Neg_vs_Parental","ENSMUSG00000039126","Prune2","chr19",17189655,17189694,39,"Small (30-50bp)","CDS","protein_coding",0.116,0.00583089718009933
"Neg_vs_Parental","ENSMUSG00000037058","Paip2","chr18",35741790,35741872,82,"Regular (>50bp)","UTR","protein_coding",-0.261,0.00583729528933631
"Neg_vs_Parental","ENSMUSG00000038174","Hycc2","chr1",58573643,58573811,168,"Regular (>50bp)","CDS","protein_coding",-0.273,0.00583729528933631
"Neg_vs_Parental","ENSMUSG00000029676","Pot1a","chr6",25798007,25798054,47,"Small (30-50bp)","CDS","protein_coding",-0.18,0.00594642261840523
"Neg_vs_Parental","ENSMUSG00000020859","Spag9","chr11",93970024,93970036,12,"Microexon (0-30bp)","CDS","protein_coding",0.196,0.00595332956613346
"Neg_vs_Parental","ENSMUSG00000026527","Rgs7","chr1",174903582,174903663,81,"Regular (>50bp)","CDS","protein_coding",-0.187,0.00596161908602796
"Neg_vs_Parental","ENSMUSG00000034518","Hmgxb4","chr8",75726626,75726741,115,"Regular (>50bp)","CDS","protein_coding",-0.107,0.00606706097655591
"Neg_vs_Parental","ENSMUSG00000047030","Spata2","chr2",167331088,167331288,200,"Regular (>50bp)","Unknown","protein_coding",-0.36,0.00626746644326413
"Neg_vs_Parental","ENSMUSG00000063142","Kcnma1","chr14",23576603,23576695,92,"Regular (>50bp)","CDS","protein_coding",-0.101,0.00630521314346458
"Neg_vs_Parental","ENSMUSG00000040782","Cop1","chr1",159147317,159147410,93,"Regular (>50bp)","CDS","protein_coding",-0.103,0.00640323077445409
"Neg_vs_Parental","ENSMUSG00000035642","Aamdc","chr7",97207337,97207433,96,"Regular (>50bp)","CDS","protein_coding",-0.156,0.00643484327265245
"Neg_vs_Parental","ENSMUSG00000043384","Gprasp1","chrX",134644311,134644363,52,"Regular (>50bp)","UTR","protein_coding",0.109,0.00646971334921933
"Neg_vs_Parental","ENSMUSG00000086035","Gm12610","chr4",89255914,89256050,136,"Regular (>50bp)","Unknown","lncRNA",0.324,0.00660565594357833
"Neg_vs_Parental","ENSMUSG00000033102","Cdc14b","chr13",64349145,64349262,117,"Regular (>50bp)","CDS","protein_coding",0.53,0.00665417757844717
"Neg_vs_Parental","ENSMUSG00000029924","Slc37a3","chr6",39349012,39349071,59,"Regular (>50bp)","UTR","protein_coding",0.136,0.00666265136344891
"Neg_vs_Parental","ENSMUSG00000034757","Tmub2","chr11",102176489,102176544,55,"Regular (>50bp)","CDS","protein_coding",0.101,0.00667402540408593
"Neg_vs_Parental","ENSMUSG00000024726","Carnmt1","chr19",18667593,18667734,141,"Regular (>50bp)","CDS","protein_coding",0.219,0.00683387935973327
"Neg_vs_Parental","ENSMUSG00000035469","Rcbtb1","chr14",59444252,59444379,127,"Regular (>50bp)","UTR","protein_coding",-0.509,0.0068701276387848
"Neg_vs_Parental","ENSMUSG00000064302","Clasp1","chr1",118463864,118463927,63,"Regular (>50bp)","CDS","protein_coding",0.155,0.00698114473783677
"Neg_vs_Parental","ENSMUSG00000057229","Dmac2","chr7",25320848,25320937,89,"Regular (>50bp)","CDS","protein_coding",-0.203,0.00698114473783677
"Neg_vs_Parental","ENSMUSG00000028545","Bend5","chr4",111311281,111311495,214,"Regular (>50bp)","CDS","protein_coding",0.162,0.00698596716560593
"Neg_vs_Parental","ENSMUSG00000121504","Ppp4r1l-ps","chr2",173448934,173449122,188,"Regular (>50bp)","Unknown","lncRNA",0.3,0.00709252141893229
"Neg_vs_Parental","ENSMUSG00000045411","2410002F23Rik","chr7",43896674,43896840,166,"Regular (>50bp)","UTR","protein_coding",0.12,0.00719072453852466
"Neg_vs_Parental","ENSMUSG00000051331","Cacna1c","chr6",118651515,118651575,60,"Regular (>50bp)","CDS","protein_coding",0.149,0.00730401249273278
"Neg_vs_Parental","ENSMUSG00000030016","Zfp638","chr6",83934490,83934574,84,"Regular (>50bp)","CDS","protein_coding",0.133,0.00746068119617837
"Neg_vs_Parental","ENSMUSG00000025920","Stau2","chr1",16301226,16301315,89,"Regular (>50bp)","CDS","protein_coding",-0.106,0.00747971435750785
"Neg_vs_Parental","ENSMUSG00000052727","Map1b","chr13",99578141,99578282,141,"Regular (>50bp)","CDS","protein_coding",-0.146,0.00750360027238407
"Neg_vs_Parental","ENSMUSG00000061462","Obscn","chr11",58952249,58952513,264,"Regular (>50bp)","CDS","protein_coding",0.356,0.00758220917511042
"Neg_vs_Parental","ENSMUSG00000097910","Hdnr","chr8",57786153,57786666,513,"Regular (>50bp)","Unknown","lncRNA",0.236,0.00767469527043458
"Neg_vs_Parental","ENSMUSG00000035476","Tab3","chrX",84619155,84619216,61,"Regular (>50bp)","UTR","protein_coding",-0.105,0.00789784768877363
"Neg_vs_Parental","ENSMUSG00000021972","Hmbox1","chr14",65062747,65062819,72,"Regular (>50bp)","CDS","protein_coding",-0.127,0.00797309893298637
"Neg_vs_Parental","ENSMUSG00000031860","Pbx4","chr8",70316961,70317200,239,"Regular (>50bp)","CDS","protein_coding",-0.176,0.00802435137533353
"Neg_vs_Parental","ENSMUSG00000038831","Ralgps1","chr2",33045299,33045351,52,"Regular (>50bp)","CDS","protein_coding",0.167,0.00819283384841814
"Neg_vs_Parental","ENSMUSG00000058486","Wdr91","chr6",34886611,34886762,151,"Regular (>50bp)","UTR","protein_coding",-0.261,0.0082031896890259
"Neg_vs_Parental","ENSMUSG00000024357","Sil1","chr18",35626197,35626286,89,"Regular (>50bp)","UTR","protein_coding",-0.151,0.00834411818933639
"Neg_vs_Parental","ENSMUSG00000090173","Fbxw10","chr11",62750665,62750866,201,"Regular (>50bp)","CDS","protein_coding",0.187,0.0086626989299094
"Neg_vs_Parental","ENSMUSG00000068921","Dap3","chr3",88840871,88840973,102,"Regular (>50bp)","CDS","protein_coding",-0.144,0.0086681768154988
"Neg_vs_Parental","ENSMUSG00000021782","Dlg5","chr14",24252365,24252434,69,"Regular (>50bp)","CDS","protein_coding",0.159,0.00869172600910798
"Neg_vs_Parental","ENSMUSG00000089862","Umad1","chr6",8401076,8401154,78,"Regular (>50bp)","CDS","protein_coding",0.173,0.00871396253698632
"Neg_vs_Parental","ENSMUSG00000042787","Exog","chr9",119274352,119274387,35,"Small (30-50bp)","CDS","protein_coding",-0.15,0.00871617407300527
"Neg_vs_Parental","ENSMUSG00000087177","E130307A14Rik","chr10",39530517,39530684,167,"Regular (>50bp)","Unknown","lncRNA",-0.217,0.00875105263647079
"Neg_vs_Parental","ENSMUSG00000004562","Arhgef40","chr14",52242335,52242356,21,"Microexon (0-30bp)","CDS","protein_coding",-0.176,0.00878694833148361
"Neg_vs_Parental","ENSMUSG00000040537","Adam22","chr5",8136593,8136623,30,"Microexon (0-30bp)","CDS","protein_coding",0.13,0.00900364149579749
"Neg_vs_Parental","ENSMUSG00000033486","Catsper2","chr2",121236809,121236934,125,"Regular (>50bp)","CDS","protein_coding",0.133,0.0090493144473826
"Neg_vs_Parental","ENSMUSG00000074513","Arfip1","chr3",84426788,84427010,222,"Regular (>50bp)","CDS","protein_coding",-0.199,0.00908959023874941
"Neg_vs_Parental","ENSMUSG00000029208","Guf1","chr5",69720425,69720565,140,"Regular (>50bp)","CDS","protein_coding",0.123,0.00937281362651569
"Neg_vs_Parental","ENSMUSG00000028524","Sgip1","chr4",102791742,102791802,60,"Regular (>50bp)","CDS","protein_coding",0.135,0.00938056998262256
"Neg_vs_Parental","ENSMUSG00000002608","Ccdc97","chr7",25417569,25417704,135,"Regular (>50bp)","Unknown","protein_coding",-0.394,0.00938056998262256
"Neg_vs_Parental","ENSMUSG00000029780","Nt5c3","chr6",56900051,56900097,46,"Small (30-50bp)","Unknown","protein_coding",0.166,0.00952418497967253
"Neg_vs_Parental","ENSMUSG00000058966","Tlcd3b","chr7",126417465,126417565,100,"Regular (>50bp)","UTR","protein_coding",-0.153,0.00957196931605333
"Neg_vs_Parental","ENSMUSG00000032637","Atxn2l","chr7",126091615,126091780,165,"Regular (>50bp)","CDS","protein_coding",-0.169,0.00962200021749424
"Neg_vs_Parental","ENSMUSG00000032586","Traip","chr9",107833592,107833628,36,"Small (30-50bp)","CDS","protein_coding",-0.128,0.00974138989966312
"Neg_vs_Parental","ENSMUSG00000031012","Cask","chrX",13418611,13418680,69,"Regular (>50bp)","CDS","protein_coding",0.108,0.00985058287082485
"Neg_vs_Parental","ENSMUSG00000029534","St7","chr6",17850355,17850424,69,"Regular (>50bp)","CDS","protein_coding",0.107,0.00997582977773716
"Neg_vs_Parental","ENSMUSG00000022973","Synj1","chr16",90746586,90746625,39,"Small (30-50bp)","CDS","protein_coding",0.218,0.00997582977773716
"Neg_vs_Parental","ENSMUSG00000063142","Kcnma1","chr14",23544606,23544762,156,"Regular (>50bp)","CDS","protein_coding",-0.101,0.0100342288443127
"Neg_vs_Parental","ENSMUSG00000020166","Cnot2","chr10",116363731,116363854,123,"Regular (>50bp)","CDS","protein_coding",-0.112,0.0100692978462117
"Neg_vs_Parental","ENSMUSG00000097755","2010110K18Rik","chr18",34889051,34889204,153,"Regular (>50bp)","Unknown","lncRNA",-0.122,0.0100847040124153
"Neg_vs_Parental","ENSMUSG00000025558","Dock9","chr14",121797336,121797372,36,"Small (30-50bp)","CDS","protein_coding",0.19,0.0101146356328822
"Neg_vs_Parental","ENSMUSG00000053617","Sh3pxd2a","chr19",47308714,47308759,45,"Small (30-50bp)","CDS","protein_coding",0.181,0.0101520790751036
"Neg_vs_Parental","ENSMUSG00000021068","Nin","chr12",70069054,70069115,61,"Regular (>50bp)","CDS","protein_coding",0.263,0.0102616576979792
"Neg_vs_Parental","ENSMUSG00000031105","Slc25a14","chrX",47717012,47717060,48,"Small (30-50bp)","UTR","protein_coding",0.299,0.0103892994683788
"Neg_vs_Parental","ENSMUSG00000038290","Smg6","chr11",74872677,74872739,62,"Regular (>50bp)","CDS","protein_coding",0.119,0.0106177511211038
"Neg_vs_Parental","ENSMUSG00000028312","Smc2","chr4",52440200,52440423,223,"Regular (>50bp)","CDS","protein_coding",0.107,0.0106229348014032
"Neg_vs_Parental","ENSMUSG00000035227","Spcs2","chr7",99498363,99498459,96,"Regular (>50bp)","CDS","protein_coding",0.272,0.0107292740115184
"Neg_vs_Parental","ENSMUSG00000074758","Gm5535","chr2",144031060,144031153,93,"Regular (>50bp)","Unknown","lncRNA",0.186,0.0107733366404324
"Neg_vs_Parental","ENSMUSG00000038876","Rnf146","chr10",29237280,29237341,61,"Regular (>50bp)","UTR","protein_coding",0.111,0.010811363765485
"Neg_vs_Parental","ENSMUSG00000029716","Tfr2","chr5",137577140,137577304,164,"Regular (>50bp)","CDS","protein_coding",0.13,0.0109212511159536
"Neg_vs_Parental","ENSMUSG00000048078","Tenm4","chr7",96378555,96378732,177,"Regular (>50bp)","CDS","protein_coding",0.193,0.0109442627828499
"Neg_vs_Parental","ENSMUSG00000040428","Plekha4","chr7",45179905,45180082,177,"Regular (>50bp)","CDS","protein_coding",0.177,0.0111124707435613
"Neg_vs_Parental","ENSMUSG00000027575","Arfgap1","chr2",180620963,180621020,57,"Regular (>50bp)","CDS","protein_coding",-0.183,0.0111501582822928
"Neg_vs_Parental","ENSMUSG00000098789","Jmjd7","chr2",119861982,119862132,150,"Regular (>50bp)","CDS","protein_coding",-0.115,0.0112543434008751
"Neg_vs_Parental","ENSMUSG00000051048","P4ha3","chr7",99962412,99962572,160,"Regular (>50bp)","CDS","protein_coding",0.213,0.0115301299660962
"Neg_vs_Parental","ENSMUSG00000037822","Smim14","chr5",65608054,65608160,106,"Regular (>50bp)","CDS","protein_coding",-0.122,0.011583997547782
"Neg_vs_Parental","ENSMUSG00000025404","R3hdm2","chr10",127317561,127317663,102,"Regular (>50bp)","CDS","protein_coding",0.148,0.0118247305038172
"Neg_vs_Parental","ENSMUSG00000024983","Vti1a","chr19",55375620,55375641,21,"Microexon (0-30bp)","CDS","protein_coding",0.293,0.0119092933064956
"Neg_vs_Parental","ENSMUSG00000020220","Vps13d","chr4",144830183,144830258,75,"Regular (>50bp)","CDS","protein_coding",0.21,0.0119748671403484
"Neg_vs_Parental","ENSMUSG00000022386","Trmu","chr15",85778378,85778484,106,"Regular (>50bp)","UTR","protein_coding",-0.163,0.0119748671403484
"Neg_vs_Parental","ENSMUSG00000028524","Sgip1","chr4",102762761,102762773,12,"Microexon (0-30bp)","CDS","protein_coding",0.167,0.012020875500013
"Neg_vs_Parental","ENSMUSG00000037857","Nufip2","chr11",77579112,77579157,45,"Small (30-50bp)","Unknown","protein_coding",0.315,0.0120976829385297
"Neg_vs_Parental","ENSMUSG00000070047","Fat1","chr8",45498769,45498822,53,"Regular (>50bp)","CDS","protein_coding",0.239,0.0120987580619089
"Neg_vs_Parental","ENSMUSG00000120166","Zfp33b","chr5",104728722,104728783,61,"Regular (>50bp)","CDS","protein_coding",0.213,0.0122654131218897
"Neg_vs_Parental","ENSMUSG00000046311","Zfp62","chr11",49094822,49094995,173,"Regular (>50bp)","UTR","protein_coding",0.285,0.0122772876275872
"Neg_vs_Parental","ENSMUSG00000022378","Cyrib","chr15",63829433,63829516,83,"Regular (>50bp)","CDS","protein_coding",0.128,0.0123131385382555
"Neg_vs_Parental","ENSMUSG00000026946","Nmi","chr2",51862599,51862639,40,"Small (30-50bp)","UTR","protein_coding",0.198,0.0123671811189928
