"GeneID","geneSymbol","n_events_pos","n_sig_pos","n_event_types","event_types","n_microexon","mean_abs_dPSI","n_selection_events","selection_mean_dPSI"
"ENSMUSG00000038775","Vill",5,0,3,"A3SS,RI,SE",0,0.126,1,0.141
"ENSMUSG00000038780","Smurf1",10,0,4,"A3SS,MXE,RI,SE",0,0.027,1,0.11
"ENSMUSG00000038807","Rap1gap2",6,1,2,"A3SS,SE",0,0.03,1,0.148
"ENSMUSG00000038876","Rnf146",4,1,1,"SE",0,0.073,1,0.111
"ENSMUSG00000039159","Ube2h",5,1,1,"SE",0,0.047,1,0.13
"ENSMUSG00000039262","Prrc2b",19,1,3,"A3SS,MXE,SE",0,0.019,1,0.157
"ENSMUSG00000039275","Foxk2",20,1,2,"MXE,SE",0,0.033,1,-0.253
"ENSMUSG00000039361","Picalm",9,1,3,"A3SS,MXE,SE",1,0.029,1,0.118
"ENSMUSG00000039367","Sec24c",20,1,4,"A5SS,MXE,RI,SE",1,0.024,1,0.143
"ENSMUSG00000039470","Zdhhc2",10,0,2,"MXE,SE",2,0.01,1,0.185
"ENSMUSG00000039477","Tnrc18",11,1,3,"A3SS,MXE,SE",0,0.028,1,-0.125
"ENSMUSG00000039628","Hs3st6",2,1,1,"SE",0,0.16,1,0.455
"ENSMUSG00000039671","Zmynd8",32,2,4,"A3SS,A5SS,MXE,SE",2,0.029,1,0.206
"ENSMUSG00000039860","Srrm3",8,0,2,"MXE,SE",2,0.01,1,0.114
"ENSMUSG00000039934","Gsap",5,2,2,"RI,SE",0,0.183,1,-0.21
"ENSMUSG00000039943","Plcb4",12,0,2,"MXE,SE",0,0.013,1,0.112
"ENSMUSG00000039952","Dag1",11,0,3,"A5SS,MXE,SE",0,0.057,1,0.104
"ENSMUSG00000039958","Etfbkmt",3,0,2,"A3SS,SE",0,0.048,1,0.132
"ENSMUSG00000040111","Gramd1b",4,0,2,"RI,SE",1,0.004,1,0.133
"ENSMUSG00000040123","Zmym5",7,1,3,"A5SS,MXE,SE",0,0.064,1,0.114
"ENSMUSG00000040139","9430038I01Rik",2,1,1,"SE",0,0.13,1,-0.186
"ENSMUSG00000040354","Mars1",16,2,3,"MXE,RI,SE",1,0.027,1,-0.123
"ENSMUSG00000040428","Plekha4",7,1,1,"SE",0,0.098,1,0.177
"ENSMUSG00000040451","Sgms1",29,0,2,"MXE,SE",0,0.016,1,0.14
"ENSMUSG00000040455","Usp45",8,1,2,"A3SS,SE",0,0.024,1,-0.102
"ENSMUSG00000040537","Adam22",3,0,1,"SE",1,0.027,1,0.13
"ENSMUSG00000040557","Mettl27",9,1,3,"A3SS,MXE,SE",0,0.044,1,0.186
"ENSMUSG00000040669","Phc1",11,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.02,1,-0.108
"ENSMUSG00000040687","Madd",17,2,4,"A5SS,MXE,RI,SE",1,0.038,1,0.143
"ENSMUSG00000040711","Sh3pxd2b",7,0,2,"MXE,SE",0,0.013,1,0.172
"ENSMUSG00000040782","Cop1",14,0,4,"A3SS,A5SS,MXE,SE",0,0.009,1,-0.103
"ENSMUSG00000040929","Rfx3",11,2,2,"A5SS,SE",0,0.078,1,0.122
"ENSMUSG00000040940","Arhgef1",19,2,4,"A3SS,MXE,RI,SE",1,0.04,1,0.131
"ENSMUSG00000040990","Sh3kbp1",16,0,2,"MXE,SE",0,0.024,1,-0.529
"ENSMUSG00000041225","Arhgap12",21,1,3,"A3SS,MXE,SE",2,0.022,1,0.105
"ENSMUSG00000041258","Zfp236",6,0,1,"SE",0,0.028,1,0.124
"ENSMUSG00000041570","Camsap2",5,1,2,"A3SS,SE",0,0.041,1,0.246
"ENSMUSG00000041607","Mbp",2,1,1,"SE",0,0.118,1,-0.267
"ENSMUSG00000041654","Slc39a11",16,0,3,"A5SS,MXE,SE",0,0.02,1,0.224
"ENSMUSG00000041769","Ppp2r2d",31,1,3,"A3SS,MXE,SE",0,0.057,1,-0.426
"ENSMUSG00000041890","Git2",16,2,4,"A3SS,A5SS,MXE,SE",2,0.045,1,-0.106
"ENSMUSG00000041921","Metap1d",15,0,3,"MXE,RI,SE",0,0.045,1,0.233
"ENSMUSG00000041977","Arhgef11",16,1,3,"A3SS,MXE,SE",1,0.025,1,0.146
"ENSMUSG00000042133","Ppig",14,0,3,"A3SS,MXE,SE",1,0.02,1,-0.251
"ENSMUSG00000042156","Dzip1",10,1,4,"A3SS,MXE,RI,SE",0,0.035,1,-0.149
"ENSMUSG00000042354","Gnl3",10,0,4,"A3SS,A5SS,MXE,SE",0,0.011,1,-0.446
"ENSMUSG00000042439","Zfp532",30,3,2,"MXE,SE",0,0.06,1,0.249
"ENSMUSG00000042632","Pla2g6",15,1,2,"MXE,SE",1,0.028,1,-0.126
"ENSMUSG00000042675","Ypel3",6,0,2,"A3SS,SE",0,0.043,1,-0.36
"ENSMUSG00000042787","Exog",5,2,1,"SE",0,0.087,1,-0.15
"ENSMUSG00000042997","Nhlrc3",2,0,1,"SE",0,0.068,1,-0.174
"ENSMUSG00000043384","Gprasp1",13,1,2,"MXE,SE",0,0.035,1,0.109
"ENSMUSG00000043411","Usp48",22,1,3,"A3SS,A5SS,SE",1,0.02,1,-0.126
"ENSMUSG00000043831","Lysmd4",4,1,1,"SE",2,0.081,1,0.106
"ENSMUSG00000044164","Rnf182",1,1,1,"SE",0,0.108,1,0.115
"ENSMUSG00000044712","Slc38a6",5,1,2,"MXE,SE",0,0.106,1,0.319
"ENSMUSG00000045098","Kmt5b",10,0,3,"A3SS,MXE,SE",0,0.042,1,0.138
"ENSMUSG00000045251","Zfp688",6,0,1,"SE",0,0.042,1,-0.101
"ENSMUSG00000045252","Zfp574",1,0,1,"SE",0,0.128,1,-0.227
"ENSMUSG00000045438","Cox19",7,1,1,"SE",0,0.059,1,-0.201
"ENSMUSG00000045659","Plekha7",11,1,3,"A3SS,A5SS,SE",0,0.051,1,0.228
"ENSMUSG00000045761","Togaram2",4,1,2,"A3SS,SE",0,0.082,1,0.161
"ENSMUSG00000045983","Eif4g1",43,0,3,"A3SS,MXE,SE",1,0.012,1,0.166
"ENSMUSG00000046311","Zfp62",12,2,2,"A3SS,SE",3,0.084,1,0.285
"ENSMUSG00000046613","Vwa5b2",17,3,3,"A3SS,MXE,SE",0,0.05,1,-0.117
"ENSMUSG00000046798","Cldn12",5,0,2,"A3SS,SE",0,0.023,1,0.112
"ENSMUSG00000046822","Slc39a3",8,3,2,"A3SS,SE",0,0.085,1,0.104
"ENSMUSG00000047030","Spata2",5,0,1,"SE",0,0.068,1,-0.36
"ENSMUSG00000047045","Tmem164",22,3,2,"MXE,SE",0,0.033,1,0.137
"ENSMUSG00000047248","C2cd3",10,0,2,"A3SS,SE",0,0.009,1,0.104
"ENSMUSG00000048000","Gigyf2",27,0,3,"A3SS,MXE,SE",0,0.016,1,0.202
"ENSMUSG00000048440","Cyp4f16",8,1,2,"MXE,SE",0,0.035,1,-0.108
"ENSMUSG00000048497","Mmgt2",3,0,1,"SE",0,0.026,1,0.124
"ENSMUSG00000048537","Phldb1",24,0,3,"A5SS,MXE,SE",0,0.013,1,0.15
"ENSMUSG00000048899","Rimkla",1,1,1,"SE",0,0.217,1,0.227
"ENSMUSG00000049550","Clip1",14,2,3,"A5SS,MXE,SE",2,0.103,1,0.128
"ENSMUSG00000049807","Arhgap23",7,1,1,"SE",1,0.018,1,0.228
"ENSMUSG00000049811","Fam161a",2,0,1,"SE",0,0.05,1,0.129
"ENSMUSG00000050357","Carmil2",6,1,3,"A3SS,RI,SE",0,0.023,1,-0.121
"ENSMUSG00000050549","Fam241a",1,0,1,"SE",0,0.092,1,0.154
"ENSMUSG00000050944","Efcab5",2,1,1,"SE",0,0.276,1,0.541
"ENSMUSG00000050994","Adgb",1,0,1,"SE",0,0.131,1,-0.259
"ENSMUSG00000051285","Pcmtd1",13,1,2,"MXE,SE",0,0.03,1,-0.16
"ENSMUSG00000051343","Rab11fip5",2,0,1,"SE",0,0.022,1,0.117
"ENSMUSG00000051527","Usp29",10,1,2,"A3SS,SE",0,0.081,1,-0.2
"ENSMUSG00000051984","Sec31b",11,1,2,"MXE,SE",0,0.072,1,0.165
"ENSMUSG00000052407","Ccdc171",8,0,2,"MXE,SE",0,0.071,1,0.201
"ENSMUSG00000052446","Zfp961",10,2,2,"A5SS,SE",0,0.048,1,0.115
"ENSMUSG00000052707","Tnrc6a",25,1,2,"MXE,SE",2,0.026,1,-0.101
"ENSMUSG00000052712","BC004004",18,2,3,"A3SS,MXE,SE",0,0.026,1,-0.189
"ENSMUSG00000052727","Map1b",5,0,2,"MXE,SE",0,0.012,1,-0.146
"ENSMUSG00000052949","Rnf157",5,1,2,"A3SS,SE",0,0.054,1,0.238
"ENSMUSG00000054640","Slc8a1",8,5,2,"MXE,SE",2,0.113,1,-0.193
"ENSMUSG00000054708","Ankrd24",22,2,4,"A3SS,A5SS,RI,SE",0,0.068,1,-0.251
"ENSMUSG00000054894","Dmac2l",4,1,1,"SE",0,0.059,1,0.126
"ENSMUSG00000056268","Dennd1b",16,2,2,"MXE,SE",0,0.064,1,0.187
"ENSMUSG00000057110","Cntrl",15,0,4,"A3SS,MXE,RI,SE",0,0.027,1,0.138
"ENSMUSG00000057176","Ccdc189",1,0,1,"SE",0,0.106,1,0.158
"ENSMUSG00000057229","Dmac2",4,0,1,"SE",0,0.025,1,-0.203
"ENSMUSG00000057541","Pus7",5,0,3,"A3SS,A5SS,SE",1,0.025,1,0.11
"ENSMUSG00000057738","Sptan1",16,1,3,"MXE,RI,SE",2,0.016,1,0.114
"ENSMUSG00000057897","Camk2b",9,0,3,"MXE,RI,SE",0,0.03,1,0.178
"ENSMUSG00000058486","Wdr91",14,1,2,"MXE,SE",0,0.065,1,-0.261
"ENSMUSG00000058729","Lin9",13,0,3,"A3SS,MXE,SE",0,0.012,1,-0.125
"ENSMUSG00000058886","Deaf1",10,1,1,"SE",0,0.052,1,-0.207
"ENSMUSG00000058966","Tlcd3b",10,3,4,"A3SS,A5SS,MXE,SE",0,0.069,1,-0.153
"ENSMUSG00000059146","Ntrk3",6,2,2,"MXE,SE",0,0.066,1,0.143
"ENSMUSG00000059291","Rpl11",10,1,3,"A3SS,MXE,SE",0,0.021,1,0.139
"ENSMUSG00000059436","Max",4,2,1,"SE",1,0.074,1,0.148
"ENSMUSG00000059439","Bcas3",13,1,2,"MXE,SE",0,0.048,1,0.293
"ENSMUSG00000059475","Zfp426",22,0,4,"A3SS,A5SS,MXE,SE",0,0.032,1,0.126
"ENSMUSG00000059772","Slx1b",4,0,2,"RI,SE",0,0.032,1,-0.111
"ENSMUSG00000060227","Golm2",8,1,2,"MXE,SE",0,0.028,1,-0.133
"ENSMUSG00000060477","Irak2",3,0,2,"A5SS,SE",0,0.053,1,-0.113
"ENSMUSG00000060510","Zfp266",16,2,3,"A5SS,MXE,SE",0,0.072,1,0.254
"ENSMUSG00000061462","Obscn",16,3,2,"MXE,SE",0,0.134,1,0.356
"ENSMUSG00000061533","Cep128",12,0,3,"A5SS,MXE,SE",0,0.025,1,0.2
"ENSMUSG00000061882","Ccdc62",10,1,3,"A3SS,MXE,SE",0,0.086,1,0.112
"ENSMUSG00000061887","Ssbp3",10,0,2,"MXE,SE",0,0.017,1,0.101
"ENSMUSG00000062646","Ganc",6,0,2,"A5SS,SE",0,0.053,1,-0.13
"ENSMUSG00000063179","Pstk",4,1,2,"A3SS,SE",0,0.066,1,-0.194
"ENSMUSG00000063884","Ptcd3",25,0,5,"A3SS,A5SS,MXE,RI,SE",0,0.023,1,-0.241
"ENSMUSG00000063894","Zkscan8",5,2,2,"MXE,SE",0,0.142,1,-0.165
"ENSMUSG00000063919","Srrm4",2,0,1,"SE",2,0.048,1,0.128
"ENSMUSG00000064030","Pym1",5,0,1,"SE",0,0.051,1,0.113
"ENSMUSG00000064179","Tnnt1",4,2,2,"A3SS,SE",0,0.136,1,0.147
"ENSMUSG00000065954","Tacc1",8,2,2,"A5SS,SE",0,0.042,1,0.109
"ENSMUSG00000066036","Ubr4",21,2,2,"MXE,SE",0,0.017,1,0.263
"ENSMUSG00000066392","Nrxn3",2,1,1,"SE",1,0.068,1,-0.277
"ENSMUSG00000066442","Mthfs",6,0,1,"SE",0,0.025,1,0.101
"ENSMUSG00000066551","Hmgb1",1,0,1,"SE",0,0.001,1,-0.178
"ENSMUSG00000067424","Zfp563",5,1,2,"MXE,SE",0,0.057,1,0.102
"ENSMUSG00000068036","Afdn",11,0,3,"A3SS,MXE,SE",1,0.033,1,0.179
"ENSMUSG00000068699","Flnc",3,1,1,"SE",1,0.07,1,0.118
"ENSMUSG00000068921","Dap3",28,0,2,"MXE,SE",0,0.014,1,-0.144
"ENSMUSG00000069135","Cep43",5,0,1,"SE",0,0.034,1,-0.104
"ENSMUSG00000070031","Sp140",3,0,1,"SE",0,0.056,1,-0.183
"ENSMUSG00000071176","Arhgef10",5,1,2,"A3SS,SE",0,0.046,1,-0.118
"ENSMUSG00000071291","Zfp58",4,0,1,"SE",4,0.03,1,-0.104
"ENSMUSG00000071454","Dtnb",36,1,2,"MXE,SE",1,0.024,1,-0.187
"ENSMUSG00000072501","Phf20l1",20,4,5,"A3SS,A5SS,MXE,RI,SE",0,0.061,1,0.114
"ENSMUSG00000074282","Zfp94",2,0,2,"A5SS,SE",0,0.037,1,0.178
"ENSMUSG00000074305","Peak1",5,1,1,"SE",0,0.097,1,-0.137
"ENSMUSG00000074652","Myh7b",1,0,1,"SE",0,0.081,1,0.16
"ENSMUSG00000074818","Pdzd7",15,1,3,"A3SS,RI,SE",0,0.046,1,0.109
"ENSMUSG00000074887","EU599041",6,2,3,"A5SS,MXE,SE",0,0.077,1,-0.139
"ENSMUSG00000078498","Zfp988",1,0,1,"SE",0,0.079,1,0.29
"ENSMUSG00000078671","Chd2",26,0,5,"A3SS,A5SS,MXE,RI,SE",0,0.02,1,-0.119
"ENSMUSG00000078716","Tmem8b",1,0,1,"SE",0,0.026,1,0.15
"ENSMUSG00000078952","Lncenc1",2,0,1,"SE",0,0.062,1,0.195
"ENSMUSG00000079011","Gm11033",6,2,2,"MXE,SE",0,0.15,1,0.222
"ENSMUSG00000079105","C7",4,1,1,"SE",0,0.073,1,-0.252
"ENSMUSG00000079671","2610203C22Rik",3,1,1,"SE",0,0.043,1,0.117
"ENSMUSG00000085058","8030453O22Rik",4,1,1,"SE",0,0.14,1,0.231
"ENSMUSG00000085316","D330050G23Rik",4,0,2,"A3SS,SE",0,0.104,1,0.263
"ENSMUSG00000085396","Firre",23,1,4,"A3SS,A5SS,MXE,SE",0,0.076,1,-0.547
"ENSMUSG00000085562","2610028E06Rik",17,0,2,"MXE,SE",0,0.039,1,-0.124
"ENSMUSG00000085614","1700123M08Rik",12,1,2,"A5SS,SE",0,0.185,1,0.39
"ENSMUSG00000086324","Gm15564",4,0,1,"SE",0,0.131,1,0.429
"ENSMUSG00000086968","4933431E20Rik",24,5,4,"A3SS,MXE,RI,SE",0,0.093,1,-0.32
"ENSMUSG00000087138","Gm15545",1,0,1,"SE",0,0.01,1,-0.113
"ENSMUSG00000087165","2010001A14Rik",4,0,1,"SE",0,0.032,1,0.105
"ENSMUSG00000087174","5530601H04Rik",25,3,5,"A3SS,A5SS,MXE,RI,SE",0,0.039,1,-0.152
"ENSMUSG00000087268","Gm14486",1,1,1,"SE",0,0.206,1,0.244
"ENSMUSG00000087620","5330434G04Rik",3,0,1,"SE",0,0.049,1,0.124
"ENSMUSG00000089862","Umad1",3,0,1,"SE",0,0.012,1,0.173
"ENSMUSG00000090173","Fbxw10",1,1,1,"SE",0,0.187,1,0.187
"ENSMUSG00000090290","Tarbp1",7,2,1,"SE",0,0.067,1,0.107
"ENSMUSG00000090336","Cfap97d2",1,0,1,"SE",0,0.007,1,-0.164
"ENSMUSG00000090363","Gm3512",2,0,1,"SE",0,0.186,1,0.353
"ENSMUSG00000091474","2610021A01Rik",16,3,2,"MXE,SE",0,0.057,1,-0.186
"ENSMUSG00000091568","Gm8206",5,1,1,"SE",0,0.168,1,-0.572
"ENSMUSG00000091617","Gm3752",1,0,1,"SE",0,0.087,1,-0.117
"ENSMUSG00000091698","Gm6526",4,0,1,"SE",0,0.042,1,0.161
"ENSMUSG00000092335","Zfp977",8,2,3,"A3SS,MXE,SE",0,0.072,1,0.123
"ENSMUSG00000093979","Gm2237",2,0,1,"SE",0,0.049,1,0.173
"ENSMUSG00000096965","3300005D01Rik",3,2,1,"SE",0,0.126,1,-0.121
"ENSMUSG00000097451","Rian",46,6,5,"A3SS,A5SS,MXE,RI,SE",2,0.076,1,0.123
"ENSMUSG00000097571","Jpx",9,1,2,"A5SS,SE",0,0.082,1,-0.242
"ENSMUSG00000097587","4930578M01Rik",3,1,1,"SE",0,0.166,1,-0.128
"ENSMUSG00000097589","Dleu2",16,1,4,"A3SS,A5SS,MXE,SE",0,0.121,1,-0.164
"ENSMUSG00000098789","Jmjd7",10,2,3,"A3SS,MXE,SE",0,0.042,1,-0.115
"ENSMUSG00000099481","Xndc1",20,1,3,"A3SS,MXE,SE",0,0.018,1,-0.157
"ENSMUSG00000100009","Gm7967",2,0,1,"SE",0,0.074,1,0.119
"ENSMUSG00000100510","Hand2os1",99,1,4,"A3SS,MXE,RI,SE",0,0.017,1,0.308
"ENSMUSG00000100783","2310047D07Rik",2,0,2,"A3SS,SE",0,0.047,1,-0.307
"ENSMUSG00000102976","Zc3h11a",19,1,2,"MXE,SE",3,0.023,1,-0.11
"ENSMUSG00000105068","Gm30835",5,1,2,"MXE,SE",0,0.102,1,0.158
"ENSMUSG00000106864","Gtf3c2",6,1,2,"RI,SE",0,0.044,1,-0.124
"ENSMUSG00000106918","Mrpl33",29,3,1,"SE",4,0.058,1,0.159
"ENSMUSG00000107271","BC028471",5,1,1,"SE",0,0.029,1,-0.161
"ENSMUSG00000110605","Gm32856",4,1,1,"SE",0,0.071,1,-0.253
"ENSMUSG00000110652","Gm33023",4,0,1,"SE",0,0.091,1,-0.13
"ENSMUSG00000111058","Gm36033",2,1,1,"SE",0,0.272,1,-0.411
"ENSMUSG00000111447","Gm48249",2,0,1,"SE",0,0.101,1,0.357
"ENSMUSG00000113585","Gm19605",3,1,1,"SE",0,0.146,1,0.349
"ENSMUSG00000117042","2700054A10Rik",5,0,2,"MXE,SE",0,0.022,1,0.143
"ENSMUSG00000118669","Arvcf",10,1,2,"MXE,SE",1,0.03,1,0.166
"ENSMUSG00000120166","Zfp33b",2,0,1,"SE",0,0.018,1,0.213
"ENSMUSG00000121374","ENSMUSG00000121374",2,0,1,"SE",0,0.064,1,-0.171
"ENSMUSG00000121449","Pdxk-ps",2,1,1,"SE",0,0.196,1,-0.243
"ENSMUSG00000121502","ENSMUSG00000121502",5,1,2,"A3SS,SE",0,0.093,1,0.373
