"event_key","event_type","GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","exon_length","size_category","dPSI","FDR"
"chr13:92610470:92610636:92604670:92614335:SE","SE","ENSMUSG00000034334","Fam151b","chr13","-",92610470,92610636,166,"Regular (>50bp)",-0.369,0.00115796740267725
"chr11:22971493:22971661:22971133:22978855:SE","SE","ENSMUSG00000049811","Fam161a","chr11","+",22971493,22971661,168,"Regular (>50bp)",0.129,0.000264057140798722
"chr7:100467942:100467969:100462207:100473338:SE","SE","ENSMUSG00000029461","Fam168a","chr7","+",100467942,100467969,27,"Microexon (0-30bp)",-0.191,1.19363993167714e-06
"chr13:55712332:55712393:55704038:55718587:SE","SE","ENSMUSG00000021495","Fam193b","chr13","-",55712332,55712393,61,"Regular (>50bp)",-0.11,0.0136010293468498
"chr19:60208761:60208792:60208571:60214663:SE","SE","ENSMUSG00000057858","Fam204a","chr19","-",60208761,60208792,31,"Small (30-50bp)",-0.194,5.54044420961763e-11
"chr19:60208761:60208792:60208571:60214741:SE","SE","ENSMUSG00000057858","Fam204a","chr19","-",60208761,60208792,31,"Small (30-50bp)",-0.138,0.0249443254739075
"chr19:60208921:60209009:60208792:60214663:SE","SE","ENSMUSG00000057858","Fam204a","chr19","-",60208921,60209009,88,"Regular (>50bp)",-0.117,1.35232510858353e-05
"chr19:60208921:60209009:60208792:60214741:SE","SE","ENSMUSG00000057858","Fam204a","chr19","-",60208921,60209009,88,"Regular (>50bp)",-0.162,6.66999981402294e-06
"chr19:60209485:60209736:60208571:60214663:SE","SE","ENSMUSG00000057858","Fam204a","chr19","-",60209485,60209736,251,"Regular (>50bp)",-0.134,3.36818616475668e-12
"chr19:60209485:60209736:60208792:60214663:SE","SE","ENSMUSG00000057858","Fam204a","chr19","-",60209485,60209736,251,"Regular (>50bp)",-0.116,3.74688633235429e-05
"chr3:127681603:127681634:127664649:127689682:SE","SE","ENSMUSG00000050549","Fam241a","chr3","-",127681603,127681634,31,"Small (30-50bp)",0.154,0.000166478503906857
"chr13:63508009:63508074:63495398:63545896:SE","SE","ENSMUSG00000021461","Fancc","chr13","-",63508009,63508074,65,"Regular (>50bp)",-0.193,0.00334844557462196
"chr17:28542544:28542639:28539830:28545125:SE","SE","ENSMUSG00000007570","Fance","chr17","+",28542544,28542639,95,"Regular (>50bp)",-0.124,0.0327006117687034
"chr8:45498769:45498822:45498205:45502878:SE","SE","ENSMUSG00000070047","Fat1","chr8","+",45498769,45498822,53,"Regular (>50bp)",0.239,0.0120987580619089
"chr8:45500686:45500746:45498205:45502878:SE","SE","ENSMUSG00000070047","Fat1","chr8","+",45500686,45500746,60,"Regular (>50bp)",0.288,0.0203667767943438
"chr8:45500686:45500746:45498822:45502878:SE","SE","ENSMUSG00000070047","Fat1","chr8","+",45500686,45500746,60,"Regular (>50bp)",0.236,0.000723374244043817
"chr5:110563895:110563931:110543940:110580766:SE","SE","ENSMUSG00000043323","Fbrsl1","chr5","-",110563895,110563931,36,"Small (30-50bp)",-0.145,0.00404923577228385
"chr5:110565708:110565813:110543940:110580766:SE","SE","ENSMUSG00000043323","Fbrsl1","chr5","-",110565708,110565813,105,"Regular (>50bp)",-0.127,0.0233842041949229
"chr4:148240851:148240947:148240738:148241065:SE","SE","ENSMUSG00000029001","Fbxo44","chr4","-",148240851,148240947,96,"Regular (>50bp)",-0.149,9.97834579262941e-05
"chr11:62750665:62750866:62748621:62753455:SE","SE","ENSMUSG00000090173","Fbxw10","chr11","+",62750665,62750866,201,"Regular (>50bp)",0.187,0.0086626989299094
"chr7:100895508:100895580:100893423:100899651:SE","SE","ENSMUSG00000030691","Fchsd2","chr7","+",100895508,100895580,72,"Regular (>50bp)",0.12,0.001016274231496
"chr2:132781201:132781435:132778082:132783856:SE","SE","ENSMUSG00000027356","Fermt1","chr2","-",132781201,132781435,234,"Regular (>50bp)",0.278,0.00112436588777282
"chr16:22747824:22748059:22739245:22748382:SE","SE","ENSMUSG00000022871","Fetub","chr16","+",22747824,22748059,235,"Regular (>50bp)",-0.102,0.000884537230798935
"chrX:49697354:49697481:49695039:49697563:SE","SE","ENSMUSG00000085396","Firre","chrX","-",49697354,49697481,127,"Regular (>50bp)",-0.547,0.000206097439282431
"chr6:29452797:29452896:29452379:29453197:SE","SE","ENSMUSG00000068699","Flnc","chr6","+",29452797,29452896,99,"Regular (>50bp)",0.118,0.000460919086951993
"chr2:53018728:53018854:53016988:53021851:SE","SE","ENSMUSG00000036053","Fmnl2","chr2","+",53018728,53018854,126,"Regular (>50bp)",-0.231,1.47698056988194e-05
"chr15:99226974:99227057:99226047:99227160:SE","SE","ENSMUSG00000023008","Fmnl3","chr15","-",99226974,99227057,83,"Regular (>50bp)",-0.157,0.00281721077343178
"chr11:121187739:121187915:121181716:121197593:SE","SE","ENSMUSG00000039275","Foxk2","chr11","+",121187739,121187915,176,"Regular (>50bp)",-0.253,0.000327331485137548
"chr7:30746797:30746827:30744452:30750780:SE","SE","ENSMUSG00000036578","Fxyd7","chr7","-",30746797,30746827,30,"Microexon (0-30bp)",0.198,0.000914872697111681
"chr5:92211195:92211294:92205929:92212183:SE","SE","ENSMUSG00000029405","G3bp2","chr5","-",92211195,92211294,99,"Regular (>50bp)",0.121,2.84857067591192e-07
"chr17:37360544:37360689:37359498:37361890:SE","SE","ENSMUSG00000024462","Gabbr1","chr17","+",37360544,37360689,145,"Regular (>50bp)",0.359,5.08214924689418e-11
"chr2:125712245:125712381:125708288:125720197:SE","SE","ENSMUSG00000027207","Galk2","chr2","+",125712245,125712381,136,"Regular (>50bp)",0.194,0.0156035339710719
"chr14:31765045:31765250:31751988:31768253:SE","SE","ENSMUSG00000021903","Galnt15","chr14","+",31765045,31765250,205,"Regular (>50bp)",-0.171,0.00382594075526214
"chr2:120274618:120274720:120272081:120276779:SE","SE","ENSMUSG00000062646","Ganc","chr2","+",120274618,120274720,102,"Regular (>50bp)",-0.13,0.00167682594581168
"chr2:34612949:34613030:34610740:34615054:SE","SE","ENSMUSG00000026867","Gapvd1","chr2","-",34612949,34613030,81,"Regular (>50bp)",0.177,1.75910250494988e-07
"chr7:51581111:51581174:51576292:51586301:SE","SE","ENSMUSG00000030498","Gas2","chr7","+",51581111,51581174,63,"Regular (>50bp)",0.143,4.33174365248858e-05
"chr8:70364813:70364888:70364519:70365572:SE","SE","ENSMUSG00000036180","Gatad2a","chr8","-",70364813,70364888,75,"Regular (>50bp)",0.199,0
"chr9:76104309:76104640:76100735:76106215:SE","SE","ENSMUSG00000059383","Gfral","chr9","-",76104309,76104640,331,"Regular (>50bp)",-0.195,0.0281298095176651
"chr1:87301718:87301833:87282208:87331388:SE","SE","ENSMUSG00000048000","Gigyf2","chr1","+",87301718,87301833,115,"Regular (>50bp)",0.202,0.0251771867460651
"chr7:18894519:18894679:18893759:18896473:SE","SE","ENSMUSG00000030406","Gipr","chr7","-",18894519,18894679,160,"Regular (>50bp)",-0.159,0.000411669106957379
"chr5:114881791:114881941:114877342:114883489:SE","SE","ENSMUSG00000041890","Git2","chr5","-",114881791,114881941,150,"Regular (>50bp)",-0.106,0.0251831512160118
"chr16:91505665:91505778:91486168:91510939:SE","SE","ENSMUSG00000085169","Gm10785","chr16","+",91505665,91505778,113,"Regular (>50bp)",-0.242,0.00148250010273968
"chr8:75560078:75560151:75555048:75560479:SE","SE","ENSMUSG00000079011","Gm11033","chr8","-",75560078,75560151,73,"Regular (>50bp)",0.222,0.0321221891972023
"chr2:164601148:164601260:164596224:164609632:SE","SE","ENSMUSG00000086453","Gm11457","chr2","-",164601148,164601260,112,"Regular (>50bp)",0.172,0.0144473357528274
"chr2:164604463:164604528:164601260:164609632:SE","SE","ENSMUSG00000086453","Gm11457","chr2","-",164604463,164604528,65,"Regular (>50bp)",0.37,0.0305499535261416
"chr2:164604640:164604801:164604528:164609632:SE","SE","ENSMUSG00000086453","Gm11457","chr2","-",164604640,164604801,161,"Regular (>50bp)",-0.429,0.0306733575254748
"chr4:89255914:89256050:89214841:89268569:SE","SE","ENSMUSG00000086035","Gm12610","chr4","+",89255914,89256050,136,"Regular (>50bp)",0.324,0.00660565594357833
"chr4:89255914:89256050:89214841:89288010:SE","SE","ENSMUSG00000086035","Gm12610","chr4","+",89255914,89256050,136,"Regular (>50bp)",0.259,8.27328736591769e-09
"chr4:89274945:89274997:89214947:89288010:SE","SE","ENSMUSG00000086035","Gm12610","chr4","+",89274945,89274997,52,"Regular (>50bp)",0.129,0.000308156712682891
"chr4:89340867:89340979:89288109:89402250:SE","SE","ENSMUSG00000086035","Gm12610","chr4","+",89340867,89340979,112,"Regular (>50bp)",0.164,0.00214985522449564
"chr2:30549811:30549897:30549001:30559844:SE","SE","ENSMUSG00000087268","Gm14486","chr2","-",30549811,30549897,86,"Regular (>50bp)",0.244,0.00172506049196521
"chr7:44640800:44640905:44636794:44641446:SE","SE","ENSMUSG00000087138","Gm15545","chr7","+",44640800,44640905,105,"Regular (>50bp)",-0.113,0.000556773037817526
"chr16:35802094:35802165:35787890:35803421:SE","SE","ENSMUSG00000086324","Gm15564","chr16","-",35802094,35802165,71,"Regular (>50bp)",0.429,0.000134731150745085
"chr14:119343557:119343726:119338576:119347030:SE","SE","ENSMUSG00000087479","Gm16835","chr14","+",119343557,119343726,169,"Regular (>50bp)",-0.382,9.29700907370769e-05
"chr12:110444793:110445057:110443435:110450469:SE","SE","ENSMUSG00000113585","Gm19605","chr12","-",110444793,110445057,264,"Regular (>50bp)",0.349,0.000271108393066682
"chr14:19620388:19620523:19619656:19630274:SE","SE","ENSMUSG00000093979","Gm2237","chr14","-",19620388,19620523,135,"Regular (>50bp)",0.173,0.00327938638826421
"chr15:92258919:92259046:92242464:92264059:SE","SE","ENSMUSG00000097068","Gm26760","chr15","+",92258919,92259046,127,"Regular (>50bp)",-0.166,0.001511930362008
"chr15:92258919:92259046:92242464:92265055:SE","SE","ENSMUSG00000097068","Gm26760","chr15","+",92258919,92259046,127,"Regular (>50bp)",-0.168,3.3470602441056e-05
"chr5:7768000:7768090:7730281:7768669:SE","SE","ENSMUSG00000105068","Gm30835","chr5","-",7768000,7768090,90,"Regular (>50bp)",0.158,0.000250968645773305
"chr3:152413486:152413934:152408421:152415071:SE","SE","ENSMUSG00000119993","Gm32085","chr3","+",152413486,152413934,448,"Regular (>50bp)",0.107,0.000152305644525748
"chr3:152413486:152413934:152408409:152415071:SE","SE","ENSMUSG00000119993","Gm32085","chr3","+",152413486,152413934,448,"Regular (>50bp)",0.388,0.0280678457845143
"chr8:129993965:129994180:129990205:129995262:SE","SE","ENSMUSG00000110605","Gm32856","chr8","+",129993965,129994180,215,"Regular (>50bp)",-0.253,0.0262514941996564
"chr8:105360139:105360350:105358127:105361130:SE","SE","ENSMUSG00000110652","Gm33023","chr8","+",105360139,105360350,211,"Regular (>50bp)",-0.13,9.19424120174834e-05
"chr14:15299928:15300079:15295273:15310386:SE","SE","ENSMUSG00000090363","Gm3512","chr14","+",15299928,15300079,151,"Regular (>50bp)",0.353,0.00262144731600515
"chr9:63843924:63844093:63843820:63844322:SE","SE","ENSMUSG00000111058","Gm36033","chr9","-",63843924,63844093,169,"Regular (>50bp)",-0.411,0.0302050280655403
"chr14:14982611:14982725:14981234:14985916:SE","SE","ENSMUSG00000091617","Gm3752","chr14","+",14982611,14982725,114,"Regular (>50bp)",-0.117,0.0157594179638082
"chr13:74731765:74731992:74729359:74739390:SE","SE","ENSMUSG00000113204","Gm46430","chr13","-",74731765,74731992,227,"Regular (>50bp)",-0.38,0.0223443114583391
"chr13:74731765:74731992:74730367:74739390:SE","SE","ENSMUSG00000113204","Gm46430","chr13","-",74731765,74731992,227,"Regular (>50bp)",-0.433,0.00187609735255649
"chr10:20161515:20161640:20154164:20162320:SE","SE","ENSMUSG00000111447","Gm48249","chr10","-",20161515,20161640,125,"Regular (>50bp)",0.357,7.85526742502879e-05
"chr10:82219596:82219678:82204792:82257833:SE","SE","ENSMUSG00000073427","Gm4924","chr10","+",82219596,82219678,82,"Regular (>50bp)",0.123,0.000756859983151857
"chr10:82236587:82236820:82204792:82257833:SE","SE","ENSMUSG00000073427","Gm4924","chr10","+",82236587,82236820,233,"Regular (>50bp)",0.426,0.000129827181205971
"chr2:144016446:144016664:144010546:144031060:SE","SE","ENSMUSG00000074758","Gm5535","chr2","-",144016446,144016664,218,"Regular (>50bp)",0.316,0.00037800936580262
"chr2:144031060:144031153:143942437:144032846:SE","SE","ENSMUSG00000074758","Gm5535","chr2","-",144031060,144031153,93,"Regular (>50bp)",0.258,0.000454169161943709
"chr2:144031060:144031153:144010546:144032846:SE","SE","ENSMUSG00000074758","Gm5535","chr2","-",144031060,144031153,93,"Regular (>50bp)",0.186,0.0107733366404324
"chr2:144031060:144031153:144016664:144032846:SE","SE","ENSMUSG00000074758","Gm5535","chr2","-",144031060,144031153,93,"Regular (>50bp)",0.199,1.36834780664256e-08
"chr14:44798155:44798244:44797471:44799238:SE","SE","ENSMUSG00000092165","Gm5624","chr14","-",44798155,44798244,89,"Regular (>50bp)",0.106,0.000785242525902698
"chr14:44798155:44798287:44797471:44799238:SE","SE","ENSMUSG00000092165","Gm5624","chr14","-",44798155,44798287,132,"Regular (>50bp)",0.124,0.000327339854512147
"chr14:43986205:43986368:43935630:43987358:SE","SE","ENSMUSG00000091698","Gm6526","chr14","+",43986205,43986368,163,"Regular (>50bp)",0.161,0.0497167795366929
"chr1:98524972:98525118:98517382:98532855:SE","SE","ENSMUSG00000100009","Gm7967","chr1","+",98524972,98525118,146,"Regular (>50bp)",0.119,1.00228474147005e-05
"chr14:16433030:16433144:16431648:16437386:SE","SE","ENSMUSG00000091568","Gm8206","chr14","+",16433030,16433144,114,"Regular (>50bp)",-0.572,2.26252336143412e-09
"chr2:174169900:174169924:174169734:174176004:SE","SE","ENSMUSG00000027523","Gnas","chr2","+",174169900,174169924,24,"Microexon (0-30bp)",0.15,8.39408628074766e-11
"chr14:30735385:30735522:30735212:30736009:SE","SE","ENSMUSG00000042354","Gnl3","chr14","-",30735385,30735522,137,"Regular (>50bp)",-0.446,3.06560648323351e-06
"chr2:121756041:121756209:121742522:121763958:SE","SE","ENSMUSG00000060227","Golm2","chr2","+",121756041,121756209,168,"Regular (>50bp)",-0.133,1.65054869771964e-09
"chr13:111584429:111584489:111577350:111585466:SE","SE","ENSMUSG00000032745","Gpbp1","chr13","-",111584429,111584489,60,"Regular (>50bp)",0.147,1.12980666838728e-10
"chrX:134644311:134644363:134643727:134645247:SE","SE","ENSMUSG00000043384","Gprasp1","chrX","+",134644311,134644363,52,"Regular (>50bp)",0.109,0.00646971334921933
"chr7:30832644:30832656:30832290:30833415:SE","SE","ENSMUSG00000001248","Gramd1a","chr7","-",30832644,30832656,12,"Microexon (0-30bp)",0.183,0
"chr9:40211735:40211747:40211392:40214793:SE","SE","ENSMUSG00000040111","Gramd1b","chr9","-",40211735,40211747,12,"Microexon (0-30bp)",0.133,6.265064870653e-05
"chr2:25184449:25184560:25182140:25185803:SE","SE","ENSMUSG00000026959","Grin1","chr2","-",25184449,25184560,111,"Regular (>50bp)",0.151,0.000948284233830729
"chr5:21430560:21430725:21427437:21431241:SE","SE","ENSMUSG00000039934","Gsap","chr5","+",21430560,21430725,165,"Regular (>50bp)",-0.21,0.0476513745860557
"chr12:87202246:87202343:87194282:87204666:SE","SE","ENSMUSG00000021033","Gstz1","chr12","+",87202246,87202343,97,"Regular (>50bp)",0.142,0.00103957699411304
"chr9:69924354:69924473:69924205:69929718:SE","SE","ENSMUSG00000033543","Gtf2a2","chr9","+",69924354,69924473,119,"Regular (>50bp)",-0.147,0.023014654534906
"chr5:134235611:134235668:134232189:134237720:SE","SE","ENSMUSG00000015942","Gtf2ird2","chr5","+",134235611,134235668,57,"Regular (>50bp)",-0.133,0.00170720240343313
"chr5:31330726:31330855:31330405:31331111:SE","SE","ENSMUSG00000106864","Gtf3c2","chr5","-",31330726,31330855,129,"Regular (>50bp)",-0.124,1.61957987530082e-05
"chr15:103338603:103338684:103336811:103338782:SE","SE","ENSMUSG00000022487","Gtsf1","chr15","-",103338603,103338684,81,"Regular (>50bp)",-0.166,0.0171446500513668
"chr5:69720425:69720565:69719200:69721866:SE","SE","ENSMUSG00000029208","Guf1","chr5","+",69720425,69720565,140,"Regular (>50bp)",0.123,0.00937281362651569
"chr8:57771440:57771482:57767649:57773723:SE","SE","ENSMUSG00000100510","Hand2os1","chr8","-",57771440,57771482,42,"Small (30-50bp)",0.308,0.00031990563030739
"chr1:92019453:92019540:91957918:92075977:SE","SE","ENSMUSG00000026313","Hdac4","chr1","-",92019453,92019540,87,"Regular (>50bp)",-0.211,0.00309807723083696
"chr11:102112593:102112677:102097992:102115559:SE","SE","ENSMUSG00000008855","Hdac5","chr11","-",102112593,102112677,84,"Regular (>50bp)",0.131,7.3015169289544e-05
"chr12:34423876:34424137:34362710:34439243:SE","SE","ENSMUSG00000004698","Hdac9","chr12","-",34423876,34424137,261,"Regular (>50bp)",-0.113,0.000855587308772159
"chr8:57786153:57786666:57785668:57792899:SE","SE","ENSMUSG00000097910","Hdnr","chr8","+",57786153,57786666,513,"Regular (>50bp)",0.236,0.00767469527043458
"chr8:57791917:57791982:57786666:57792899:SE","SE","ENSMUSG00000097910","Hdnr","chr8","+",57791917,57791982,65,"Regular (>50bp)",-0.175,0.0268409603391519
"chr10:13879944:13880019:13841964:13942326:SE","SE","ENSMUSG00000015501","Hivep2","chr10","+",13879944,13880019,75,"Regular (>50bp)",-0.278,1.69695378827837e-05
"chr3:20152243:20152379:20146980:20159804:SE","SE","ENSMUSG00000002428","Hltf","chr3","+",20152243,20152379,136,"Regular (>50bp)",-0.134,1.29687565925262e-05
"chr14:65062747:65062819:65054585:65063049:SE","SE","ENSMUSG00000021972","Hmbox1","chr14","-",65062747,65062819,72,"Regular (>50bp)",-0.127,0.00797309893298637
"chr6:87909840:87909964:87898633:87910223:SE","SE","ENSMUSG00000030060","Hmces","chr6","+",87909840,87909964,124,"Regular (>50bp)",-0.17,0.000989789456504887
"chr5:149118808:149118845:148987561:149121257:SE","SE","ENSMUSG00000066551","Hmgb1","chr5","-",149118808,149118845,37,"Small (30-50bp)",-0.178,0.00138310450317866
"chr8:75725462:75725566:75720377:75726187:SE","SE","ENSMUSG00000034518","Hmgxb4","chr8","+",75725462,75725566,104,"Regular (>50bp)",0.177,2.32344502416303e-10
"chr8:75726626:75726741:75726519:75727277:SE","SE","ENSMUSG00000034518","Hmgxb4","chr8","+",75726626,75726741,115,"Regular (>50bp)",-0.107,0.00606706097655591
"chr6:51441407:51441431:51441191:51442158:SE","SE","ENSMUSG00000004980","Hnrnpa2b1","chr6","-",51441407,51441431,24,"Microexon (0-30bp)",-0.167,1.60289999095546e-11
"chr5:100124392:100124449:100115246:100126250:SE","SE","ENSMUSG00000000568","Hnrnpd","chr5","-",100124392,100124449,57,"Regular (>50bp)",0.202,0
"chr5:100183493:100183598:100182843:100183962:SE","SE","ENSMUSG00000029328","Hnrnpdl","chr5","-",100183493,100183598,105,"Regular (>50bp)",-0.135,0.000274731490298617
"chr4:129013942:129013993:129012555:129015362:SE","SE","ENSMUSG00000028785","Hpca","chr4","-",129013942,129013993,51,"Regular (>50bp)",0.133,0.00232139080257435
"chr8:61353117:61353268:61343570:61358581:SE","SE","ENSMUSG00000038005","Hpf1","chr8","+",61353117,61353268,151,"Regular (>50bp)",-0.128,0.0339266958105778
"chr3:20084722:20084969:20084573:20089212:SE","SE","ENSMUSG00000027615","Hps3","chr3","-",20084722,20084969,247,"Regular (>50bp)",-0.122,0.000445359779772204
"chr7:46424577:46424708:46424361:46425188:SE","SE","ENSMUSG00000014418","Hps5","chr7","-",46424577,46424708,131,"Regular (>50bp)",0.156,0.00309807723083696
"chr17:24975426:24975518:24972503:24976934:SE","SE","ENSMUSG00000039628","Hs3st6","chr17","+",24975426,24975518,92,"Regular (>50bp)",0.455,0.000410304083344508
"chrX:150587441:150587536:150586798:150589715:SE","SE","ENSMUSG00000025261","Huwe1","chrX","+",150587441,150587536,95,"Regular (>50bp)",-0.208,0.0301232350321887
"chr9:107461950:107462864:107458134:107463580:SE","SE","ENSMUSG00000036091","Hyal3","chr9","+",107461950,107462864,914,"Regular (>50bp)",-0.359,0.00333735927862648
"chr5:24171131:24171429:24170356:24184485:SE","SE","ENSMUSG00000028995","Hycc1","chr5","-",24171131,24171429,298,"Regular (>50bp)",-0.161,7.39491230381861e-07
"chr1:58573643:58573811:58569418:58574548:SE","SE","ENSMUSG00000038174","Hycc2","chr1","-",58573643,58573811,168,"Regular (>50bp)",-0.273,0.00583729528933631
"chr1:65220786:65220857:65214527:65225367:SE","SE","ENSMUSG00000025950","Idh1","chr1","-",65220786,65220857,71,"Regular (>50bp)",-0.307,0.0136083580405798
"chr9:44685479:44685528:44685081:44689890:SE","SE","ENSMUSG00000002031","Ift46","chr9","+",44685479,44685528,49,"Small (30-50bp)",0.103,0.00318488327296499
"chr2:11724823:11724916:11723269:11728906:SE","SE","ENSMUSG00000023206","Il15ra","chr2","+",11724823,11724916,93,"Regular (>50bp)",0.171,0.00151749163936785
"chr2:11728223:11728421:11723269:11728906:SE","SE","ENSMUSG00000023206","Il15ra","chr2","+",11728223,11728421,198,"Regular (>50bp)",0.26,0.000323814026939444
"chr2:11728223:11728421:11724916:11728906:SE","SE","ENSMUSG00000023206","Il15ra","chr2","+",11728223,11728421,198,"Regular (>50bp)",-0.13,0.0454494029337421
"chr6:113451513:113451558:113451233:113453359:SE","SE","ENSMUSG00000030281","Il17rc","chr6","+",113451513,113451558,45,"Small (30-50bp)",0.114,0.000203557484841374
"chr1:37413355:37413370:37411500:37416658:SE","SE","ENSMUSG00000026113","Inpp4a","chr1","+",37413355,37413370,15,"Microexon (0-30bp)",0.181,0.000806405267909375
"chr1:37422419:37422452:37419141:37426778:SE","SE","ENSMUSG00000026113","Inpp4a","chr1","+",37422419,37422452,33,"Small (30-50bp)",0.23,6.96191111593124e-08
"chr9:107922444:107922512:107922099:107922661:SE","SE","ENSMUSG00000032594","Ip6k1","chr9","+",107922444,107922512,68,"Regular (>50bp)",-0.131,7.33897502342802e-06
"chr9:108673739:108673771:108673595:108673853:SE","SE","ENSMUSG00000032599","Ip6k2","chr9","+",108673739,108673771,32,"Small (30-50bp)",0.141,2.0295899336164e-10
"chr9:108673739:108673771:108673595:108674482:SE","SE","ENSMUSG00000032599","Ip6k2","chr9","+",108673739,108673771,32,"Small (30-50bp)",0.202,0.00135350089455971
"chr16:36649365:36649435:36648854:36655877:SE","SE","ENSMUSG00000022837","Iqcb1","chr16","+",36649365,36649435,70,"Regular (>50bp)",-0.139,3.15878867673424e-05
"chr6:90764099:90764144:90671832:90786749:SE","SE","ENSMUSG00000034312","Iqsec1","chr6","-",90764099,90764144,45,"Small (30-50bp)",0.213,0.000203414095322047
"chr6:145083771:145083812:145083333:145083907:SE","SE","ENSMUSG00000030263","Irag2","chr6","+",145083771,145083812,41,"Small (30-50bp)",0.4,0.00020670684657125
"chr6:113642663:113642807:113624782:113647159:SE","SE","ENSMUSG00000060477","Irak2","chr6","+",113642663,113642807,144,"Regular (>50bp)",-0.113,0.0233905520350226
"chr2:119861982:119862132:119861883:119862321:SE","SE","ENSMUSG00000098789","Jmjd7","chr2","+",119861982,119862132,150,"Regular (>50bp)",-0.115,0.0112543434008751
"chrX:102546465:102546798:102540136:102561916:SE","SE","ENSMUSG00000097571","Jpx","chrX","+",102546465,102546798,333,"Regular (>50bp)",-0.242,0.000157722686902773
"chr15:98429203:98429318:98427334:98429600:SE","SE","ENSMUSG00000022992","Kansl2","chr15","-",98429203,98429318,115,"Regular (>50bp)",-0.107,0.000307856986827618
"chr18:77099685:77099800:77098741:77134869:SE","SE","ENSMUSG00000025420","Katnal2","chr18","-",77099685,77099800,115,"Regular (>50bp)",0.151,0.0186055058252705
"chr4:152519238:152519280:152497317:152520261:SE","SE","ENSMUSG00000028931","Kcnab2","chr4","-",152519238,152519280,42,"Small (30-50bp)",0.133,1.32970738018292e-08
"chr7:44247013:44247043:44245692:44247804:SE","SE","ENSMUSG00000062785","Kcnc3","chr7","+",44247013,44247043,30,"Microexon (0-30bp)",0.151,1.7021590643803e-05
"chr7:44247013:44247043:44245692:44247807:SE","SE","ENSMUSG00000062785","Kcnc3","chr7","+",44247013,44247043,30,"Microexon (0-30bp)",0.326,0.00035228058859102
"chr14:23544606:23544762:23513278:23551192:SE","SE","ENSMUSG00000063142","Kcnma1","chr14","-",23544606,23544762,156,"Regular (>50bp)",-0.101,0.0100342288443127
"chr14:23576603:23576695:23559968:23576792:SE","SE","ENSMUSG00000063142","Kcnma1","chr14","-",23576603,23576695,92,"Regular (>50bp)",-0.101,0.00630521314346458
"chr2:180745434:180745464:180742411:180746679:SE","SE","ENSMUSG00000016346","Kcnq2","chr2","-",180745434,180745464,30,"Microexon (0-30bp)",0.153,1.25008143371497e-12
"chr4:120568419:120568581:120561772:120570208:SE","SE","ENSMUSG00000028631","Kcnq4","chr4","-",120568419,120568581,162,"Regular (>50bp)",0.294,0.01412193452692
"chr1:21536606:21536633:21527848:21539693:SE","SE","ENSMUSG00000028033","Kcnq5","chr1","-",21536606,21536633,27,"Microexon (0-30bp)",0.353,0.016825005150273
"chr15:78321100:78321163:78319910:78321783:SE","SE","ENSMUSG00000033287","Kctd17","chr15","+",78321100,78321163,63,"Regular (>50bp)",-0.118,4.19312815696982e-08
"chr15:78321100:78321194:78319910:78321783:SE","SE","ENSMUSG00000033287","Kctd17","chr15","+",78321100,78321194,94,"Regular (>50bp)",-0.105,1.22512633473975e-07
"chr15:78321100:78321299:78319910:78321783:SE","SE","ENSMUSG00000033287","Kctd17","chr15","+",78321100,78321299,199,"Regular (>50bp)",-0.104,2.01811057122995e-08
"chr12:25090454:25090568:25088549:25101093:SE","SE","ENSMUSG00000036333","Kidins220","chr12","+",25090454,25090568,114,"Regular (>50bp)",0.144,1.89993419291157e-05
"chr13:47018294:47018307:47001862:47082691:SE","SE","ENSMUSG00000021375","Kif13a","chr13","-",47018294,47018307,13,"Microexon (0-30bp)",0.115,0.0476513745860557
"chr9:122800753:122800851:122795051:122804713:SE","SE","ENSMUSG00000036768","Kif15","chr9","+",122800753,122800851,98,"Regular (>50bp)",0.143,0.000982195229411084
"chr9:61831186:61831498:61828528:61831913:SE","SE","ENSMUSG00000032254","Kif23","chr9","-",61831186,61831498,312,"Regular (>50bp)",-0.186,1.59487473534561e-09
"chr13:107106211:107106325:107105296:107111002:SE","SE","ENSMUSG00000021693","Kif2a","chr13","-",107106211,107106325,114,"Regular (>50bp)",-0.145,3.44348512967576e-06
"chr17:27140780:27140834:27140093:27141878:SE","SE","ENSMUSG00000024301","Kifc5b","chr17","+",27140780,27140834,54,"Regular (>50bp)",0.121,0.000577802774270436
"chr10:79756848:79757081:79756664:79757385:SE","SE","ENSMUSG00000035773","Kiss1r","chr10","+",79756848,79757081,233,"Regular (>50bp)",0.121,0.0126045761172172
"chr12:111760082:111760133:111755893:111760770:SE","SE","ENSMUSG00000021288","Klc1","chr12","+",111760082,111760133,51,"Regular (>50bp)",0.126,4.04143840633022e-06
"chr12:111760082:111760133:111755920:111760770:SE","SE","ENSMUSG00000021288","Klc1","chr12","+",111760082,111760133,51,"Regular (>50bp)",0.104,3.23366448185663e-05
"chr19:3827461:3827512:3818340:3832219:SE","SE","ENSMUSG00000045098","Kmt5b","chr19","+",3827461,3827512,51,"Regular (>50bp)",0.138,1.01109542961299e-07
"chr11:78921906:78921948:78919909:78924043:SE","SE","ENSMUSG00000018334","Ksr1","chr11","-",78921906,78921948,42,"Small (30-50bp)",0.203,0.028054910620087
