"GeneID","geneSymbol","n_selection_events","event_types","size_categories","event_coords","mean_dPSI"
"ENSMUSG00000036528","Ppfibp2",1,"SE","Small (30-50bp)","chr7:107327922-107327955",0.114
"ENSMUSG00000036529","Sbf1",1,"SE","Microexon (0-30bp)","chr15:89191374-89191398",0.134
"ENSMUSG00000036578","Fxyd7",1,"SE","Microexon (0-30bp)","chr7:30746797-30746827",0.198
"ENSMUSG00000036591","Arhgap21",1,"SE","Microexon (0-30bp)","chr2:20888010-20888040",0.21
"ENSMUSG00000036639","Nudt1",1,"SE","Regular (>50bp)","chr5:140318149-140318228",0.122
"ENSMUSG00000036745","Ttll7",1,"SE","Regular (>50bp)","chr3:146647573-146647648",0.158
"ENSMUSG00000036962","Cfap221",1,"MXE","Regular (>50bp)","chr1:119889601-119889705",0.234
"ENSMUSG00000037058","Paip2",1,"SE","Regular (>50bp)","chr18:35741790-35741872",-0.442
"ENSMUSG00000037211","Spry1",1,"SE","Regular (>50bp)","chr3:37694668-37694957",-0.151
"ENSMUSG00000037318","Traf3ip3",1,"RI","Regular (>50bp)","chr1:192877132-192877730",-0.158
"ENSMUSG00000037336","Mfsd2b",1,"RI","Regular (>50bp)","chr12:4915136-4916268",-0.163
"ENSMUSG00000037339","Fam53a",1,"A3SS","Regular (>50bp)","chr5:33757699-33765571",-0.395
"ENSMUSG00000037447","Arid5a",1,"RI","Regular (>50bp)","chr1:36356284-36356743",-0.102
"ENSMUSG00000037541","Shank2",1,"SE","Microexon (0-30bp)","chr7:143961792-143961813",0.216
"ENSMUSG00000037552","Plekhg2",1,"RI","Regular (>50bp)","chr7:28069662-28070467",0.12
"ENSMUSG00000037669","Ldah",1,"MXE","Regular (>50bp)","chr12:8318363-8318598",0.127
"ENSMUSG00000037697","Ddhd1",1,"SE","Microexon (0-30bp)","chr14:45866310-45866331",0.202
"ENSMUSG00000037716","Ccdc33",1,"A5SS","Regular (>50bp)","chr9:57938338-57938545",-0.305
"ENSMUSG00000037736","Limch1",1,"SE","Small (30-50bp)","chr5:67150485-67150521",-0.131
"ENSMUSG00000037822","Smim14",1,"SE","Regular (>50bp)","chr5:65608054-65608160",-0.122
"ENSMUSG00000037857","Nufip2",1,"SE","Small (30-50bp)","chr11:77579112-77579157",0.315
"ENSMUSG00000037971","Cfap68",1,"A3SS","Regular (>50bp)","chr9:50675523-50676226",-0.282
"ENSMUSG00000037997","Parp11",1,"SE","Regular (>50bp)","chr6:127448510-127448631",0.298
"ENSMUSG00000038005","Hpf1",1,"SE","Regular (>50bp)","chr8:61353117-61353268",-0.128
"ENSMUSG00000038174","Hycc2",1,"SE","Regular (>50bp)","chr1:58573643-58573811",-0.273
"ENSMUSG00000038290","Smg6",1,"SE","Regular (>50bp)","chr11:74872677-74872739",0.119
"ENSMUSG00000038346","Zfp384",1,"RI","Regular (>50bp)","chr6:125000995-125002045",0.393
"ENSMUSG00000038495","Otud7b",1,"SE","Regular (>50bp)","chr3:96016022-96016080",0.191
"ENSMUSG00000038569","Rad9b",1,"A5SS","Regular (>50bp)","chr5:122490606-122490677",0.22
"ENSMUSG00000038637","Lrrc56",1,"RI","Regular (>50bp)","chr7:140776894-140778274",-0.178
"ENSMUSG00000038775","Vill",1,"SE","Regular (>50bp)","chr9:118898950-118899136",0.141
"ENSMUSG00000038780","Smurf1",1,"SE","Regular (>50bp)","chr5:144830889-144830967",0.11
"ENSMUSG00000038930","Rccd1",1,"RI","Regular (>50bp)","chr7:79970049-79970929",-0.149
"ENSMUSG00000039048","Foxred1",1,"A3SS","Regular (>50bp)","chr9:35120711-35120825",0.101
"ENSMUSG00000039110","Mycbpap",1,"RI","Regular (>50bp)","chr11:94403053-94403603",-0.182
"ENSMUSG00000039205","Ciz1",1,"RI","Regular (>50bp)","chr2:32260875-32261420",-0.109
"ENSMUSG00000039458","Mtmr12",1,"A5SS","Regular (>50bp)","chr15:12236103-12236234",-0.132
"ENSMUSG00000039470","Zdhhc2",1,"SE","Regular (>50bp)","chr8:40900091-40900186",0.185
"ENSMUSG00000039480","Nt5dc1",1,"A3SS","Regular (>50bp)","chr10:34274109-34274194",0.126
"ENSMUSG00000039501","Znfx1",1,"MXE","Regular (>50bp)","chr2:166892233-166892365",0.125
"ENSMUSG00000039628","Hs3st6",1,"SE","Regular (>50bp)","chr17:24975426-24975518",0.455
"ENSMUSG00000039860","Srrm3",1,"SE","Microexon (0-30bp)","chr5:135895980-135896000",0.114
"ENSMUSG00000039943","Plcb4",1,"SE","Small (30-50bp)","chr2:135806971-135807007",0.112
"ENSMUSG00000039952","Dag1",1,"SE","Regular (>50bp)","chr9:108120087-108120222",0.104
"ENSMUSG00000039958","Etfbkmt",1,"SE","Regular (>50bp)","chr6:149044103-149044213",0.132
"ENSMUSG00000040111","Gramd1b",1,"SE","Microexon (0-30bp)","chr9:40211735-40211747",0.133
"ENSMUSG00000040123","Zmym5",1,"SE","Regular (>50bp)","chr14:57048196-57048316",0.114
"ENSMUSG00000040219","Ttc12",1,"RI","Regular (>50bp)","chr9:49383161-49383843",-0.118
"ENSMUSG00000040356","Skic2",1,"RI","Regular (>50bp)","chr17:35065842-35066300",-0.141
"ENSMUSG00000040370","Etfrf1",1,"RI","Regular (>50bp)","chr6:145160247-145160997",-0.179
"ENSMUSG00000040428","Plekha4",1,"SE","Regular (>50bp)","chr7:45179905-45180082",0.177
"ENSMUSG00000040434","Large2",1,"A5SS","Regular (>50bp)","chr2:92200907-92201008",-0.125
"ENSMUSG00000040441","Slc26a10",1,"RI","Regular (>50bp)","chr10:127010152-127010770",-0.105
"ENSMUSG00000040451","Sgms1",1,"SE","Regular (>50bp)","chr19:32237375-32237497",0.14
"ENSMUSG00000040472","Rabggta",1,"RI","Regular (>50bp)","chr14:55959300-55959633",-0.229
"ENSMUSG00000040481","Bptf",1,"MXE","Regular (>50bp)","chr11:106934458-106934651",-0.112
"ENSMUSG00000040537","Adam22",1,"SE","Microexon (0-30bp)","chr5:8136593-8136623",0.13
"ENSMUSG00000040548","Tex2",1,"A3SS","Regular (>50bp)","chr11:106404412-106404538",-0.101
"ENSMUSG00000040669","Phc1",1,"SE","Regular (>50bp)","chr6:122309480-122309612",-0.108
"ENSMUSG00000040687","Madd",1,"SE","Microexon (0-30bp)","chr2:90971153-90971162",0.143
"ENSMUSG00000040711","Sh3pxd2b",1,"SE","Regular (>50bp)","chr11:32358967-32359051",0.172
"ENSMUSG00000040782","Cop1",1,"SE","Regular (>50bp)","chr1:159147317-159147410",-0.103
"ENSMUSG00000040940","Arhgef1",1,"SE","Microexon (0-30bp)","chr7:24617944-24617956",0.131
"ENSMUSG00000041130","Zfp598",1,"RI","Regular (>50bp)","chr17:24896808-24897687",-0.111
"ENSMUSG00000041225","Arhgap12",1,"SE","Regular (>50bp)","chr18:6111684-6112439",0.105
"ENSMUSG00000041258","Zfp236",1,"SE","Regular (>50bp)","chr18:82628729-82628811",0.124
"ENSMUSG00000041268","Dmxl2",1,"A3SS","Regular (>50bp)","chr9:54303523-54303654",-0.179
"ENSMUSG00000041420","Meis3",1,"RI","Regular (>50bp)","chr7:15912669-15913025",-0.101
"ENSMUSG00000041477","Dcp1b",1,"RI","Regular (>50bp)","chr6:119191730-119194940",-0.123
"ENSMUSG00000041530","Ago1",1,"A3SS","Regular (>50bp)","chr4:126354159-126354378",-0.114
"ENSMUSG00000041609","Bicdl1",1,"SE","Microexon (0-30bp)","chr5:115810202-115810214",0.126
"ENSMUSG00000041654","Slc39a11",1,"SE","Regular (>50bp)","chr11:113452831-113452950",0.224
"ENSMUSG00000041679","Fbxl9",1,"A3SS","Regular (>50bp)","chr8:106041707-106042700",-0.372
"ENSMUSG00000041718","Alg13",1,"A3SS","Regular (>50bp)","chrX:143102894-143103057",-0.129
"ENSMUSG00000041890","Git2",1,"SE","Regular (>50bp)","chr5:114881791-114881941",-0.106
"ENSMUSG00000041921","Metap1d",1,"SE","Regular (>50bp)","chr2:71352876-71352974",0.233
"ENSMUSG00000041977","Arhgef11",1,"SE","Microexon (0-30bp)","chr3:87625535-87625565",0.146
"ENSMUSG00000042133","Ppig",1,"SE","Regular (>50bp)","chr2:69561834-69561924",-0.251
"ENSMUSG00000042354","Gnl3",1,"SE","Regular (>50bp)","chr14:30735385-30735522",-0.446
"ENSMUSG00000042439","Zfp532",1,"SE","Regular (>50bp)","chr18:65715797-65715880",0.249
"ENSMUSG00000042632","Pla2g6",1,"SE","Regular (>50bp)","chr15:79211834-79211914",-0.126
"ENSMUSG00000042675","Ypel3",1,"SE","Regular (>50bp)","chr7:126376677-126376789",-0.36
"ENSMUSG00000042997","Nhlrc3",1,"SE","Regular (>50bp)","chr3:53369052-53369200",-0.174
"ENSMUSG00000043366","Or51e2",1,"SE","Regular (>50bp)","chr7:102401471-102402340",-0.399
"ENSMUSG00000043384","Gprasp1",1,"SE","Regular (>50bp)","chrX:134644311-134644363",0.109
"ENSMUSG00000043831","Lysmd4",1,"SE","Microexon (0-30bp)","chr7:66874123-66874149",0.106
"ENSMUSG00000043923","Ccdc84",1,"A5SS","Regular (>50bp)","chr9:44324739-44324830",-0.158
"ENSMUSG00000044258","Ctla2a",1,"A5SS","Regular (>50bp)","chr13:61084199-61084385",-0.112
"ENSMUSG00000044966","Fbxo48",1,"RI","Regular (>50bp)","chr11:16903141-16903681",-0.156
"ENSMUSG00000045095","Magi1",1,"SE","Regular (>50bp)","chr6:93657769-93657858",0.156
"ENSMUSG00000045098","Kmt5b",1,"SE","Regular (>50bp)","chr19:3827461-3827512",0.138
"ENSMUSG00000045251","Zfp688",1,"SE","Regular (>50bp)","chr7:127019181-127019277",-0.101
"ENSMUSG00000045252","Zfp574",1,"SE","Regular (>50bp)","chr7:24775447-24775538",-0.227
"ENSMUSG00000045659","Plekha7",1,"SE","Regular (>50bp)","chr7:115747487-115747568",0.228
"ENSMUSG00000045983","Eif4g1",1,"SE","Microexon (0-30bp)","chr16:20493535-20493556",0.166
"ENSMUSG00000046311","Zfp62",1,"SE","Regular (>50bp)","chr11:49094822-49094995",0.285
"ENSMUSG00000046798","Cldn12",1,"SE","Regular (>50bp)","chr5:5564231-5564376",0.112
"ENSMUSG00000047021","Cfap65",1,"SE","Regular (>50bp)","chr1:74957992-74958143",0.106
"ENSMUSG00000047030","Spata2",1,"SE","Regular (>50bp)","chr2:167331088-167331288",-0.36
"ENSMUSG00000047036","Zfp445",1,"A5SS","Regular (>50bp)","chr9:122686131-122686226",-0.102
"ENSMUSG00000047248","C2cd3",1,"SE","Regular (>50bp)","chr7:100029232-100029332",0.104
"ENSMUSG00000047617","Paxx",1,"RI","Regular (>50bp)","chr2:25350456-25350727",-0.138
"ENSMUSG00000048000","Gigyf2",1,"SE","Regular (>50bp)","chr1:87301718-87301833",0.202
"ENSMUSG00000048497","Mmgt2",1,"SE","Regular (>50bp)","chr11:62540272-62540374",0.124
"ENSMUSG00000048502","Duxbl1",1,"SE","Regular (>50bp)","chr14:25980743-25980945",-0.284
"ENSMUSG00000048677","Tpcn2",1,"SE","Regular (>50bp)","chr7:144815297-144815416",-0.124
"ENSMUSG00000048997","Atxn7l2",1,"RI","Regular (>50bp)","chr3:108113541-108114425",-0.11
"ENSMUSG00000049411","Tmem241",1,"MXE","Regular (>50bp)","chr18:12126620-12126685",0.234
"ENSMUSG00000049439","Cyp20a1",1,"MXE","Regular (>50bp)","chr1:60421562-60421627",0.133
"ENSMUSG00000049811","Fam161a",1,"SE","Regular (>50bp)","chr11:22971493-22971661",0.129
"ENSMUSG00000050106","Tmc8",1,"A3SS","Regular (>50bp)","chr11:117674935-117675021",0.102
"ENSMUSG00000050270","Tmem220",1,"MXE","Microexon (0-30bp)","chr11:66916734-66916764",-0.111
"ENSMUSG00000050549","Fam241a",1,"SE","Small (30-50bp)","chr3:127681603-127681634",0.154
"ENSMUSG00000050994","Adgb",1,"SE","Regular (>50bp)","chr10:10302342-10302477",-0.259
"ENSMUSG00000051343","Rab11fip5",1,"SE","Regular (>50bp)","chr6:85317324-85319343",0.117
"ENSMUSG00000051510","Mafg",1,"SE","Small (30-50bp)","chr11:120520811-120520842",0.157
"ENSMUSG00000051586","Mical3",1,"SE","Regular (>50bp)","chr6:120930594-120930645",0.203
"ENSMUSG00000051984","Sec31b",1,"SE","Regular (>50bp)","chr19:44531704-44531828",0.165
"ENSMUSG00000052407","Ccdc171",1,"SE","Regular (>50bp)","chr4:83539061-83539200",0.201
"ENSMUSG00000052727","Map1b",1,"SE","Regular (>50bp)","chr13:99578141-99578282",-0.146
"ENSMUSG00000053158","Fes",1,"RI","Regular (>50bp)","chr7:80029956-80030640",-0.112
"ENSMUSG00000053332","Gas5",1,"A5SS","Regular (>50bp)","chr1:160862733-160862885",-0.203
"ENSMUSG00000055692","Tmem191",1,"RI","Regular (>50bp)","chr16:17094825-17095114",-0.14
"ENSMUSG00000055720","Ubl7",1,"A3SS","Regular (>50bp)","chr9:57818992-57819108",0.462
"ENSMUSG00000055850","Rnf181",1,"A3SS","Regular (>50bp)","chr6:72337857-72337996",-0.178
"ENSMUSG00000055862","Izumo4",1,"RI","Regular (>50bp)","chr10:80539563-80539762",-0.109
"ENSMUSG00000056185","Snx32",1,"RI","Regular (>50bp)","chr19:5548207-5548534",-0.133
"ENSMUSG00000056941","Commd7",1,"RI","Regular (>50bp)","chr2:153460753-153463739",0.272
"ENSMUSG00000057110","Cntrl",1,"SE","Regular (>50bp)","chr2:35006683-35006814",0.138
"ENSMUSG00000057176","Ccdc189",1,"SE","Regular (>50bp)","chr7:127184316-127184433",0.158
"ENSMUSG00000057229","Dmac2",1,"SE","Regular (>50bp)","chr7:25320848-25320937",-0.203
"ENSMUSG00000057230","Aak1",1,"SE","Regular (>50bp)","chr6:86947972-86948068",0.155
"ENSMUSG00000057335","Cep170",1,"SE","Regular (>50bp)","chr1:176588916-176589066",0.103
"ENSMUSG00000057541","Pus7",1,"SE","Microexon (0-30bp)","chr5:23968331-23968349",0.11
"ENSMUSG00000057738","Sptan1",1,"SE","Regular (>50bp)","chr2:29891111-29891171",0.114
"ENSMUSG00000057897","Camk2b",1,"SE","Regular (>50bp)","chr11:5926764-5926893",0.178
"ENSMUSG00000058486","Wdr91",1,"SE","Regular (>50bp)","chr6:34886611-34886762",-0.261
"ENSMUSG00000058690","Ccser2",1,"A5SS","Regular (>50bp)","chr14:36612250-36612383",0.127
"ENSMUSG00000058729","Lin9",1,"SE","Regular (>50bp)","chr1:180479426-180479531",-0.125
"ENSMUSG00000058966","Tlcd3b",1,"SE","Regular (>50bp)","chr7:126417465-126417565",-0.153
"ENSMUSG00000059291","Rpl11",1,"SE","Small (30-50bp)","chr4:135775122-135775164",0.139
"ENSMUSG00000059383","Gfral",1,"SE","Regular (>50bp)","chr9:76104309-76104640",-0.195
"ENSMUSG00000059436","Max",1,"MXE","Regular (>50bp)","chr12:76986740-76986864",-0.122
"ENSMUSG00000059439","Bcas3",1,"SE","Small (30-50bp)","chr11:85434753-85434798",0.293
"ENSMUSG00000059475","Zfp426",1,"SE","Regular (>50bp)","chr9:20389428-20389575",0.126
"ENSMUSG00000059772","Slx1b",1,"SE","Regular (>50bp)","chr7:126291924-126291976",-0.111
"ENSMUSG00000059890","Ube4a",1,"MXE","Regular (>50bp)","chr9:44871276-44871425",-0.191
"ENSMUSG00000059939","9430015G10Rik",1,"RI","Regular (>50bp)","chr4:156208432-156208579",-0.111
"ENSMUSG00000060477","Irak2",1,"SE","Regular (>50bp)","chr6:113642663-113642807",-0.113
"ENSMUSG00000061136","Prpf40a",1,"A3SS","Regular (>50bp)","chr2:53078459-53078552",0.101
"ENSMUSG00000061533","Cep128",1,"SE","Regular (>50bp)","chr12:91222348-91222513",0.2
"ENSMUSG00000061887","Ssbp3",1,"SE","Regular (>50bp)","chr4:106884413-106884494",0.101
"ENSMUSG00000061911","Myt1l",1,"A5SS","Regular (>50bp)","chr12:29876864-29877836",-0.116
"ENSMUSG00000062007","Hsh2d",1,"MXE","Regular (>50bp)","chr8:72950639-72950729",-0.188
"ENSMUSG00000062646","Ganc",1,"SE","Regular (>50bp)","chr2:120274618-120274720",-0.13
"ENSMUSG00000062729","Ppox",1,"A5SS","Regular (>50bp)","chr1:171107932-171108096",-0.186
"ENSMUSG00000063142","Kcnma1",1,"SE","Regular (>50bp)","chr14:23544606-23544762",-0.101
"ENSMUSG00000063659","Zbtb18",1,"SE","Regular (>50bp)","chr1:177272304-177272388",-0.164
"ENSMUSG00000063810","Alms1",1,"A5SS","Regular (>50bp)","chr6:85585967-85587514",-0.27
"ENSMUSG00000063884","Ptcd3",1,"SE","Regular (>50bp)","chr6:71866577-71866670",-0.241
"ENSMUSG00000063894","Zkscan8",1,"SE","Regular (>50bp)","chr13:21706393-21706485",-0.165
"ENSMUSG00000063919","Srrm4",1,"SE","Microexon (0-30bp)","chr5:116592731-116592747",0.128
"ENSMUSG00000064030","Pym1",1,"SE","Regular (>50bp)","chr10:128586151-128586206",0.113
"ENSMUSG00000064179","Tnnt1",1,"SE","Small (30-50bp)","chr7:4516579-4516612",0.147
"ENSMUSG00000066392","Nrxn3",1,"SE","Microexon (0-30bp)","chr12:88817048-88817078",-0.277
"ENSMUSG00000066442","Mthfs",1,"SE","Regular (>50bp)","chr9:89096464-89096534",0.101
"ENSMUSG00000066551","Hmgb1",1,"SE","Small (30-50bp)","chr5:149118808-149118845",-0.178
"ENSMUSG00000066952","Myo1h",1,"A5SS","Regular (>50bp)","chr5:114494923-114495074",-0.359
"ENSMUSG00000067931","Zfp948",1,"MXE","Regular (>50bp)","chr17:21789310-21789389",0.106
"ENSMUSG00000068036","Afdn",1,"SE","Small (30-50bp)","chr17:14111224-14111260",0.179
"ENSMUSG00000068114","Ccdc134",1,"RI","Regular (>50bp)","chr15:82015624-82018963",-0.103
"ENSMUSG00000068206","Pick1",1,"RI","Regular (>50bp)","chr15:79131464-79132496",-0.112
"ENSMUSG00000068328","Aup1",1,"RI","Regular (>50bp)","chr6:83032109-83032671",-0.104
"ENSMUSG00000068921","Dap3",1,"SE","Regular (>50bp)","chr3:88840871-88840973",-0.144
"ENSMUSG00000069135","Cep43",1,"SE","Regular (>50bp)","chr17:8394350-8394410",-0.104
"ENSMUSG00000070031","Sp140",1,"SE","Regular (>50bp)","chr1:85570923-85571067",-0.183
"ENSMUSG00000070564","Ntn5",1,"SE","Regular (>50bp)","chr7:45340470-45340659",-0.35
"ENSMUSG00000071291","Zfp58",1,"SE","Microexon (0-30bp)","chr13:67644303-67644330",-0.104
"ENSMUSG00000072501","Phf20l1",1,"SE","Regular (>50bp)","chr15:66469513-66469603",0.114
"ENSMUSG00000073427","Gm4924",1,"SE","Regular (>50bp)","chr10:82219596-82219678",0.123
"ENSMUSG00000074282","Zfp94",1,"SE","Small (30-50bp)","chr7:24010889-24010928",0.178
"ENSMUSG00000074652","Myh7b",1,"SE","Regular (>50bp)","chr2:155459781-155459845",0.16
"ENSMUSG00000075590","Nrbp2",1,"RI","Regular (>50bp)","chr15:75962094-75962391",-0.176
"ENSMUSG00000078495","Zfp984",1,"A3SS","Regular (>50bp)","chr4:147845677-147845782",-0.144
"ENSMUSG00000078498","Zfp988",1,"SE","Regular (>50bp)","chr4:147413438-147413565",0.29
"ENSMUSG00000078671","Chd2",1,"SE","Regular (>50bp)","chr7:73157553-73157661",-0.119
"ENSMUSG00000078716","Tmem8b",1,"SE","Regular (>50bp)","chr4:43681045-43681314",0.15
"ENSMUSG00000078923","Ube2v1",1,"A5SS","Regular (>50bp)","chr2:167470988-167471208",0.119
"ENSMUSG00000078952","Lncenc1",1,"SE","Regular (>50bp)","chr13:97619456-97619540",0.195
"ENSMUSG00000079105","C7",1,"SE","Regular (>50bp)","chr15:5075126-5075265",-0.252
"ENSMUSG00000079109","Pms2",1,"A3SS","Regular (>50bp)","chr5:143848738-143848878",-0.103
"ENSMUSG00000079179","Rab10os",1,"RI","Regular (>50bp)","chr12:3285510-3287412",-0.191
"ENSMUSG00000084957","Bbip1",1,"RI","Regular (>50bp)","chr19:53920560-53922001",-0.143
"ENSMUSG00000085156","Snhg15",1,"A5SS","Regular (>50bp)","chr11:6477996-6478374",-0.112
"ENSMUSG00000085169","Gm10785",1,"SE","Regular (>50bp)","chr16:91505665-91505778",-0.242
"ENSMUSG00000085207","Gm11767",1,"A3SS","Regular (>50bp)","chr11:119826543-119827356",-0.119
"ENSMUSG00000085316","D330050G23Rik",1,"SE","Regular (>50bp)","chr2:116734522-116734703",0.263
"ENSMUSG00000085396","Firre",1,"SE","Regular (>50bp)","chrX:49697354-49697481",-0.547
"ENSMUSG00000085562","2610028E06Rik",1,"SE","Regular (>50bp)","chr4:125815665-125815761",-0.124
"ENSMUSG00000085614","1700123M08Rik",1,"SE","Regular (>50bp)","chr4:11976443-11977102",0.39
"ENSMUSG00000086324","Gm15564",1,"SE","Regular (>50bp)","chr16:35802094-35802165",0.429
"ENSMUSG00000086453","Gm11457",1,"SE","Regular (>50bp)","chr2:164604463-164604528",0.37
"ENSMUSG00000087120","Gm12279",1,"A3SS","Regular (>50bp)","chr11:62440872-62441002",-0.295
"ENSMUSG00000087138","Gm15545",1,"SE","Regular (>50bp)","chr7:44640800-44640905",-0.113
"ENSMUSG00000087165","2010001A14Rik",1,"SE","Regular (>50bp)","chr11:57687137-57687223",0.105
"ENSMUSG00000087380","2210408F21Rik",1,"SE","Regular (>50bp)","chr6:31305266-31305324",-0.138
"ENSMUSG00000087385","Frg2f1",1,"A3SS","Regular (>50bp)","chr4:119390509-119390746",-0.16
"ENSMUSG00000087479","Gm16835",1,"SE","Regular (>50bp)","chr14:119343557-119343726",-0.382
"ENSMUSG00000087620","5330434G04Rik",1,"SE","Regular (>50bp)","chrX:104433475-104433549",0.124
"ENSMUSG00000089736","Tgfbr3l",1,"RI","Regular (>50bp)","chr8:4300466-4300921",-0.16
"ENSMUSG00000089798","1700028K03Rik",1,"MXE","Regular (>50bp)","chr5:107693553-107693722",-0.298
"ENSMUSG00000089862","Umad1",1,"SE","Regular (>50bp)","chr6:8401076-8401154",0.173
"ENSMUSG00000090077","Lime1",1,"A3SS","Regular (>50bp)","chr2:181023986-181024337",0.111
"ENSMUSG00000090290","Tarbp1",1,"SE","Regular (>50bp)","chr8:127189921-127189974",0.107
"ENSMUSG00000090336","Cfap97d2",1,"SE","Regular (>50bp)","chr8:13788327-13788488",-0.164
"ENSMUSG00000090363","Gm3512",1,"SE","Regular (>50bp)","chr14:15299928-15300079",0.353
"ENSMUSG00000091474","2610021A01Rik",1,"SE","Regular (>50bp)","chr7:41251171-41251239",-0.186
"ENSMUSG00000091617","Gm3752",1,"SE","Regular (>50bp)","chr14:14982611-14982725",-0.117
"ENSMUSG00000091698","Gm6526",1,"SE","Regular (>50bp)","chr14:43986205-43986368",0.161
"ENSMUSG00000093979","Gm2237",1,"SE","Regular (>50bp)","chr14:19620388-19620523",0.173
"ENSMUSG00000096965","3300005D01Rik",1,"SE","Regular (>50bp)","chr17:5851473-5851616",-0.121
"ENSMUSG00000097068","Gm26760",1,"SE","Regular (>50bp)","chr15:92258919-92259046",-0.166
"ENSMUSG00000097587","4930578M01Rik",1,"SE","Regular (>50bp)","chr15:98885637-98885711",-0.128
"ENSMUSG00000097589","Dleu2",1,"MXE","Small (30-50bp)","chr14:61861881-61861931",-0.116
"ENSMUSG00000097709","2810429I04Rik",1,"A5SS","Regular (>50bp)","chr13:3544480-3544721",-0.331
"ENSMUSG00000097729","2310015A10Rik",1,"A5SS","Regular (>50bp)","chr12:80171606-80171900",0.192
"ENSMUSG00000097910","Hdnr",1,"SE","Regular (>50bp)","chr8:57791917-57791982",-0.175
"ENSMUSG00000098234","Snhg6",1,"A3SS","Regular (>50bp)","chr1:10012547-10012942",-0.233
"ENSMUSG00000100009","Gm7967",1,"SE","Regular (>50bp)","chr1:98524972-98525118",0.119
"ENSMUSG00000100783","2310047D07Rik",1,"SE","Regular (>50bp)","chr5:149174048-149174237",-0.307
"ENSMUSG00000102976","Zc3h11a",1,"SE","Regular (>50bp)","chr1:133583082-133583136",-0.11
"ENSMUSG00000110206","Flt3l",1,"RI","Regular (>50bp)","chr7:44781651-44783450",-0.122
"ENSMUSG00000110605","Gm32856",1,"SE","Regular (>50bp)","chr8:129993965-129994180",-0.253
"ENSMUSG00000110652","Gm33023",1,"SE","Regular (>50bp)","chr8:105360139-105360350",-0.13
"ENSMUSG00000111447","Gm48249",1,"SE","Regular (>50bp)","chr10:20161515-20161640",0.357
"ENSMUSG00000113204","Gm46430",1,"SE","Regular (>50bp)","chr13:74731765-74731992",-0.433
"ENSMUSG00000115367","Gm33301",1,"A3SS","Regular (>50bp)","chr15:40030708-40031472",0.127
"ENSMUSG00000117042","2700054A10Rik",1,"SE","Regular (>50bp)","chr17:13789019-13789145",0.143
"ENSMUSG00000117284","Gm7072",1,"MXE","Small (30-50bp)","chr17:22511388-22511436",0.141
"ENSMUSG00000118669","Arvcf",1,"SE","Microexon (0-30bp)","chr16:18219530-18219548",0.166
"ENSMUSG00000119994","A430046D13Rik",1,"A3SS","Regular (>50bp)","chr10:128337248-128337558",-0.132
"ENSMUSG00000120166","Zfp33b",1,"SE","Regular (>50bp)","chr5:104728722-104728783",0.213
"ENSMUSG00000121374","ENSMUSG00000121374",1,"SE","Regular (>50bp)","chr7:29656384-29656459",-0.171
"ENSMUSG00000121492","6820431F20Rik",1,"A5SS","Regular (>50bp)","chr8:20163109-20163408",-0.102
