"event_key","event_type","GeneID","geneSymbol","exon_length","size_category","dPSI_neg","FDR_neg","dPSI_pos","FDR_pos"
"chr9:96222254:96222439:96217515:96227817:SE","SE","ENSMUSG00000032412","Atp1b3",185,"Regular (>50bp)",-0.144,0.0190141447503712,-0.158,0.0337888415180265
"chr7:18894519:18894679:18893759:18896473:SE","SE","ENSMUSG00000030406","Gipr",160,"Regular (>50bp)",-0.159,0.000411669106957379,-0.28,4.79766390103976e-08
"chr17:26873800:26873927:26871784:26874040:SE","SE","ENSMUSG00000001576","Ergic1",127,"Regular (>50bp)",-0.156,9.56667335520824e-06,-0.2,3.3578016557687e-10
"chr13:92610470:92610636:92604670:92614335:SE","SE","ENSMUSG00000034334","Fam151b",166,"Regular (>50bp)",-0.369,0.00115796740267725,-0.396,0.0102863556746876
"chr7:130975264:130975559:130973118:130975793:SE","SE","ENSMUSG00000063179","Pstk",295,"Regular (>50bp)",-0.194,9.64503146274737e-06,-0.221,8.59135319539105e-08
"chr7:28467056:28467103:28466292:28471235:SE","SE","ENSMUSG00000015149","Sirt2",47,"Small (30-50bp)",0.106,2.07061881689525e-08,0.119,1.55769933639511e-10
"chr8:75725462:75725566:75720377:75726187:SE","SE","ENSMUSG00000034518","Hmgxb4",104,"Regular (>50bp)",0.177,2.32344502416303e-10,0.254,0
"chr8:75726626:75726741:75726519:75727277:SE","SE","ENSMUSG00000034518","Hmgxb4",115,"Regular (>50bp)",-0.107,0.00606706097655591,-0.11,0.000985934857962919
"chr7:30233527:30233637:30232457:30234350:SE","SE","ENSMUSG00000036882","Arhgap33",110,"Regular (>50bp)",0.106,0.00115534978083547,0.13,4.78884520823887e-05
"chr7:35129339:35129536:35128723:35131942:SE","SE","ENSMUSG00000023072","Cep89",197,"Regular (>50bp)",-0.129,9.25568938539902e-06,-0.178,0
"chr7:39120820:39120930:39116858:39122285:SE","SE","ENSMUSG00000121502","ENSMUSG00000121502",110,"Regular (>50bp)",0.373,3.3499803481681e-06,0.261,0.0350742076487607
"chr7:42232329:42232456:42232131:42241860:SE","SE","ENSMUSG00000092335","Zfp977",127,"Regular (>50bp)",0.123,0.0247128369656847,0.142,0.0121252262093826
"chr7:42870265:42870525:42863571:42872998:SE","SE","ENSMUSG00000074887","EU599041",260,"Regular (>50bp)",-0.139,0.000806405267909375,-0.167,6.14330168253398e-06
"chr11:51540975:51541181:51538989:51541504:SE","SE","ENSMUSG00000001053","N4bp3",206,"Regular (>50bp)",0.176,0.0167201831173847,0.4,3.301150455564e-05
"chr7:43896661:43896840:43896247:43897675:SE","SE","ENSMUSG00000045411","2410002F23Rik",179,"Regular (>50bp)",0.186,1.83302648422216e-13,0.12,5.12193912353964e-06
"chr7:43896674:43896840:43896247:43897333:SE","SE","ENSMUSG00000045411","2410002F23Rik",166,"Regular (>50bp)",0.12,0.00719072453852466,0.113,0.011409755523399
"chr7:43896674:43896840:43896247:43897675:SE","SE","ENSMUSG00000045411","2410002F23Rik",166,"Regular (>50bp)",0.211,0,0.152,8.70418073129305e-11
"chr7:43897333:43897483:43896840:43897675:SE","SE","ENSMUSG00000045411","2410002F23Rik",150,"Regular (>50bp)",-0.21,2.452743615685e-11,-0.231,3.13897056497055e-14
"chr6:38542589:38542657:38531998:38547444:SE","SE","ENSMUSG00000029823","Luc7l2",68,"Regular (>50bp)",-0.116,0.020952190180818,-0.12,0.00472121683639357
"chr10:61318114:61318261:61311668:61362838:SE","SE","ENSMUSG00000037151","Lrrc20",147,"Regular (>50bp)",0.141,3.18745522513594e-10,0.137,5.83337387088028e-10
"chr7:66327904:66327993:66310003:66328827:SE","SE","ENSMUSG00000030509","Asb7",89,"Regular (>50bp)",-0.118,0.00325416271559454,-0.12,0.00258624529481522
"chr7:89843480:89843504:89840961:89844862:SE","SE","ENSMUSG00000039361","Picalm",24,"Microexon (0-30bp)",0.118,1.15267724231651e-07,-0.188,1.78979631253235e-11
"chr7:100467942:100467969:100462207:100473338:SE","SE","ENSMUSG00000029461","Fam168a",27,"Microexon (0-30bp)",-0.191,1.19363993167714e-06,-0.253,3.86870988106723e-10
"chr7:101715666:101715836:101715149:101719103:SE","SE","ENSMUSG00000099481","Xndc1",170,"Regular (>50bp)",-0.157,0.000794349425605419,-0.129,0.00969284345408688
"chr5:110848387:110848630:110846782:110849486:SE","SE","ENSMUSG00000029505","Ep400",243,"Regular (>50bp)",0.188,1.51485169599794e-07,0.142,0.00114310847896594
"chr5:142750523:142750652:142748916:142750805:SE","SE","ENSMUSG00000039477","Tnrc18",129,"Regular (>50bp)",-0.125,5.6780257952858e-05,-0.152,2.5423405300001e-05
"chr9:20419314:20419481:20417361:20432650:SE","SE","ENSMUSG00000060510","Zfp266",167,"Regular (>50bp)",0.254,0.0215538923295442,0.193,0.0284430139944923
"chr8:84456739:84456886:84456154:84460042:SE","SE","ENSMUSG00000002885","Adgre5",147,"Regular (>50bp)",0.212,0.00158421278587421,0.214,0.0228343239875342
"chr15:76274230:76274327:76264776:76278002:SE","SE","ENSMUSG00000022558","Mroh1",97,"Regular (>50bp)",0.247,0.000517048117576222,0.247,0.000304164765713024
"chr9:56281659:56281723:56168046:56325224:SE","SE","ENSMUSG00000074305","Peak1",64,"Regular (>50bp)",-0.137,0.00142757390026652,-0.428,5.85942704572475e-07
"chr9:122800753:122800851:122795051:122804713:SE","SE","ENSMUSG00000036768","Kif15",98,"Regular (>50bp)",0.143,0.000982195229411084,0.183,5.18070590168143e-06
"chr7:109940496:109940571:109939281:109948061:SE","SE","ENSMUSG00000038371","Sbf2",75,"Regular (>50bp)",0.239,2.67972427983008e-05,0.222,2.17768155001628e-08
"chr7:119499333:119499531:119495113:119509026:SE","SE","ENSMUSG00000030922","Lyrm1",198,"Regular (>50bp)",0.351,0.000552463023740242,0.421,0.037562655028619
"chr11:116231163:116231204:116229656:116235020:SE","SE","ENSMUSG00000052949","Rnf157",41,"Small (30-50bp)",0.238,4.1730234038217e-08,0.231,1.79336774189163e-12
"chr11:51161363:51161422:51158158:51162626:SE","SE","ENSMUSG00000020385","Clk4",59,"Regular (>50bp)",0.138,1.96680001714449e-06,0.186,3.13897056497055e-14
"chr8:96443548:96443669:96443429:96444820:SE","SE","ENSMUSG00000031671","Setd6",121,"Regular (>50bp)",-0.106,0.00028535479141325,-0.236,0
"chr7:138472118:138472231:138448433:138474729:SE","SE","ENSMUSG00000041769","Ppp2r2d",113,"Regular (>50bp)",-0.426,0.00326530360508196,-0.343,0.016709613525551
"chr2:32102898:32104959:32102303:32106057:SE","SE","ENSMUSG00000039262","Prrc2b",2061,"Regular (>50bp)",0.157,0,0.132,3.47729215573605e-11
"chr7:141552656:141552751:141552459:141554578:SE","SE","ENSMUSG00000053046","Brsk2",95,"Regular (>50bp)",-0.147,0.00203657463379124,-0.145,0.00100616872555047
"chr7:141554578:141554623:141552459:141556211:SE","SE","ENSMUSG00000053046","Brsk2",45,"Small (30-50bp)",0.177,3.78981443433466e-06,0.107,0.00219104248196706
"chr7:144056603:144056633:144054140:144058639:SE","SE","ENSMUSG00000037519","Ppfia1",30,"Microexon (0-30bp)",0.265,7.93719172020803e-12,0.171,8.62476499492149e-05
"chr9:88362658:88362818:88361965:88364108:SE","SE","ENSMUSG00000032423","Syncrip",160,"Regular (>50bp)",-0.109,0.00252005345171679,-0.131,0.000125063340246492
"chr7:144809616:144809698:144750520:144810250:SE","SE","ENSMUSG00000048677","Tpcn2",82,"Regular (>50bp)",0.122,0.0368168755188428,0.122,0.0260609449884544
"chr8:11254535:11254552:11253008:11256225:SE","SE","ENSMUSG00000031502","Col4a1",17,"Microexon (0-30bp)",0.116,0.029292636882421,-0.264,6.10355387630414e-14
"chr11:106935317:106935491:106934651:106937825:SE","SE","ENSMUSG00000040481","Bptf",174,"Regular (>50bp)",-0.128,1.50868295563312e-09,-0.144,7.43826098854854e-13
"chr11:106977537:106977723:106973526:106986541:SE","SE","ENSMUSG00000040481","Bptf",186,"Regular (>50bp)",-0.12,5.21162027294763e-05,-0.101,0.000109870214734505
"chr7:139707420:139707620:139697269:139708930:SE","SE","ENSMUSG00000025464","Paox",200,"Regular (>50bp)",-0.104,0.000196788169873013,-0.178,1.08239753962838e-07
"chr2:121756041:121756209:121742522:121763958:SE","SE","ENSMUSG00000060227","Golm2",168,"Regular (>50bp)",-0.133,1.65054869771964e-09,-0.168,0
"chr8:47644667:47644721:47639607:47644873:SE","SE","ENSMUSG00000038143","Stox2",54,"Regular (>50bp)",0.109,3.06426728887984e-06,0.168,3.13897056497055e-14
"chr8:57771440:57771482:57767649:57773723:SE","SE","ENSMUSG00000100510","Hand2os1",42,"Small (30-50bp)",0.308,0.00031990563030739,0.252,0.00192175018177571
"chr8:57786153:57786666:57785668:57792899:SE","SE","ENSMUSG00000097910","Hdnr",513,"Regular (>50bp)",0.236,0.00767469527043458,0.284,0.0102664952543065
"chr8:61428765:61428941:61394448:61435809:SE","SE","ENSMUSG00000004319","Clcn3",176,"Regular (>50bp)",-0.103,0.00322273111668182,-0.136,1.0702961795562e-05
"chr17:37360544:37360689:37359498:37361890:SE","SE","ENSMUSG00000024462","Gabbr1",145,"Regular (>50bp)",0.359,5.08214924689418e-11,0.251,0.00369490594420728
"chr5:31048217:31048304:31048114:31048403:SE","SE","ENSMUSG00000029165","Agbl5",87,"Regular (>50bp)",-0.115,0.000989570895247771,-0.195,2.53532237938914e-13
"chr8:70364813:70364888:70364519:70365572:SE","SE","ENSMUSG00000036180","Gatad2a",75,"Regular (>50bp)",0.199,0,0.265,0
"chr10:69837752:69838061:69835328:69838340:SE","SE","ENSMUSG00000069601","Ank3",309,"Regular (>50bp)",-0.131,0.00232754871876646,-0.283,0
"chr8:75774620:75774705:75760455:75781204:SE","SE","ENSMUSG00000042870","Tom1",85,"Regular (>50bp)",0.196,0.0147157502727144,0.214,0.000871785097193537
"chr8:84985741:84985880:84985555:84986922:SE","SE","ENSMUSG00000004994","Ccdc130",139,"Regular (>50bp)",-0.115,5.80600321890986e-09,-0.116,4.73830590099076e-09
"chr8:108064926:108064988:108051396:108065440:SE","SE","ENSMUSG00000003847","Nfat5",62,"Regular (>50bp)",0.165,0.00319255376954588,0.181,5.01560445755399e-05
"chr11:77063130:77063287:77042799:77079541:SE","SE","ENSMUSG00000050944","Efcab5",157,"Regular (>50bp)",0.541,3.71457112083881e-06,0.497,0.000303249166743433
"chr8:121387232:121387409:121386756:121387522:SE","SE","ENSMUSG00000031819","Emc8",177,"Regular (>50bp)",-0.243,2.37073992252985e-05,-0.117,0.0016222466614
"chr8:126149931:126149985:126149441:126166002:SE","SE","ENSMUSG00000001995","Sipa1l2",54,"Regular (>50bp)",0.123,0.000471744621888916,0.157,6.38313611492324e-05
"chr11:54831536:54831708:54830561:54846846:SE","SE","ENSMUSG00000020400","Tnip1",172,"Regular (>50bp)",-0.105,9.86385485281311e-05,-0.134,9.64369723831227e-08
"chr11:80283909:80284002:80282818:80285111:SE","SE","ENSMUSG00000017421","Zfp207",93,"Regular (>50bp)",-0.118,0.000179183588215677,-0.245,0
"chr9:45895148:45895337:45890027:45895479:SE","SE","ENSMUSG00000003131","Pafah1b2",189,"Regular (>50bp)",-0.491,0.000893996380585415,-0.418,0.00788053050323619
"chr9:48144510:48144582:48073557:48272726:SE","SE","ENSMUSG00000044229","Nxpe4",72,"Regular (>50bp)",0.138,0.00115534978083547,0.142,0.00243766512733689
"chr9:48144510:48144582:48073557:48287172:SE","SE","ENSMUSG00000044229","Nxpe4",72,"Regular (>50bp)",0.182,0.000314714118745779,0.182,0.000122573363335157
"chr9:48266286:48266387:48073557:48272726:SE","SE","ENSMUSG00000044229","Nxpe4",101,"Regular (>50bp)",0.198,0.0021130485337231,0.151,0.00570096953062247
"chr9:48266286:48266387:48073557:48287172:SE","SE","ENSMUSG00000044229","Nxpe4",101,"Regular (>50bp)",0.161,0.000567537824004322,0.161,0.000221804670894746
"chr18:82597060:82597183:82593758:82602236:SE","SE","ENSMUSG00000041607","Mbp",123,"Regular (>50bp)",-0.267,0.00234765851945318,-0.191,0.00963814581692018
"chr15:76614563:76614656:76611676:76619076:SE","SE","ENSMUSG00000033697","Arhgap39",93,"Regular (>50bp)",0.25,2.32344502416303e-10,0.173,1.34385251940532e-05
"chr9:61831186:61831498:61828528:61831913:SE","SE","ENSMUSG00000032254","Kif23",312,"Regular (>50bp)",-0.186,1.59487473534561e-09,-0.243,3.13897056497055e-14
"chr9:70470095:70470143:70466383:70479430:SE","SE","ENSMUSG00000032212","Sltm",48,"Small (30-50bp)",-0.132,1.40492843640743e-09,-0.102,8.2819968448554e-08
"chr9:83310932:83311001:83309014:83322961:SE","SE","ENSMUSG00000032258","Lca5",69,"Regular (>50bp)",0.199,0.0183381996178987,0.285,0.0464786352753702
"chr9:108673739:108673771:108673595:108674482:SE","SE","ENSMUSG00000032599","Ip6k2",32,"Small (30-50bp)",0.202,0.00135350089455971,0.131,0.044401227577591
"chr10:76686055:76686182:76683646:76728390:SE","SE","ENSMUSG00000001120","Pcbp3",127,"Regular (>50bp)",0.179,3.76564719817768e-08,0.163,7.57467863377302e-09
"chr9:109893295:109893517:109892191:109896552:SE","SE","ENSMUSG00000032479","Map4",222,"Regular (>50bp)",0.134,4.99258529255247e-13,0.131,5.8447631919439e-12
"chr9:113788443:113788551:113788007:113793619:SE","SE","ENSMUSG00000009741","Ubp1",108,"Regular (>50bp)",-0.151,3.11368414230453e-08,-0.124,3.32096234013702e-05
"chr9:119274352:119274387:119274216:119276014:SE","SE","ENSMUSG00000042787","Exog",35,"Small (30-50bp)",-0.15,0.00871617407300527,-0.211,1.14977331671125e-05
"chr15:102428909:102429012:102427037:102429572:SE","SE","ENSMUSG00000023051","Tarbp2",103,"Regular (>50bp)",-0.142,0.0347496144419432,-0.336,2.49622398284526e-06
"chr10:29237280:29237341:29230443:29237959:SE","SE","ENSMUSG00000038876","Rnf146",61,"Regular (>50bp)",0.111,0.010811363765485,0.173,1.17645427431397e-07
"chr7:126091615:126091780:126091387:126091929:SE","SE","ENSMUSG00000032637","Atxn2l",165,"Regular (>50bp)",-0.169,0.00962200021749424,-0.226,0.000970767945911804
"chr10:39498898:39499087:39498723:39508945:SE","SE","ENSMUSG00000087177","E130307A14Rik",189,"Regular (>50bp)",-0.235,0.00396721263333828,-0.257,0.000823706906721409
"chr10:39508945:39509012:39499087:39557468:SE","SE","ENSMUSG00000087177","E130307A14Rik",67,"Regular (>50bp)",-0.183,0.0404283960928313,-0.26,0.00042539375783409
"chr10:39521551:39521804:39516507:39557468:SE","SE","ENSMUSG00000087177","E130307A14Rik",253,"Regular (>50bp)",-0.226,0.00240590744543024,-0.203,0.00262673231533932
"chr10:39530517:39530684:39521804:39557468:SE","SE","ENSMUSG00000087177","E130307A14Rik",167,"Regular (>50bp)",-0.217,0.00875105263647079,-0.421,0.000159046178629461
"chr8:123114431:123114503:123113685:123124556:SE","SE","ENSMUSG00000017478","Zc3h18",72,"Regular (>50bp)",0.143,5.86757446753883e-12,0.214,0
"chr11:61344253:61344322:61343739:61344444:SE","SE","ENSMUSG00000010086","Rnf112",69,"Regular (>50bp)",-0.188,0.000491642700895875,-0.17,0.000119537807668699
"chr11:61344253:61344322:61343773:61344444:SE","SE","ENSMUSG00000010086","Rnf112",69,"Regular (>50bp)",-0.368,0.000243901099516242,-0.405,0.000350009255957578
"chr1:120092494:120092612:120088386:120093864:SE","SE","ENSMUSG00000026388","3110009E18Rik",118,"Regular (>50bp)",-0.105,0.0185740824326234,-0.128,0.000645570877316035
"chr10:80159506:80159610:80159434:80159687:SE","SE","ENSMUSG00000020131","Pcsk4",104,"Regular (>50bp)",0.157,0.000305532660300201,0.157,0.000318661703243936
"chr10:82236587:82236820:82204792:82257833:SE","SE","ENSMUSG00000073427","Gm4924",233,"Regular (>50bp)",0.426,0.000129827181205971,0.426,7.51877716939103e-05
"chr10:122858990:122858993:122858849:122859814:SE","SE","ENSMUSG00000034602","Mon2",3,"Microexon (0-30bp)",0.104,0.00513475016025838,-0.106,0.0142090723300144
"chr10:127132585:127132609:127132502:127132741:SE","SE","ENSMUSG00000040354","Mars1",24,"Microexon (0-30bp)",-0.123,8.84120397101463e-07,-0.22,0
"chr11:4861434:4861470:4860759:4862780:SE","SE","ENSMUSG00000034274","Thoc5",36,"Small (30-50bp)",0.174,0,0.162,0
"chr3:135021641:135021711:135013542:135022814:SE","SE","ENSMUSG00000037994","Slc9b2",70,"Regular (>50bp)",0.121,0.00112495884205944,0.138,0.000219684596163373
"chr3:135024040:135024221:135013542:135027646:SE","SE","ENSMUSG00000037994","Slc9b2",181,"Regular (>50bp)",0.13,0.00216689489824584,0.125,0.00136361444729901
"chr2:91482108:91482168:91480597:91484417:SE","SE","ENSMUSG00000027247","Arhgap1",60,"Regular (>50bp)",0.17,7.37127930058624e-06,0.212,4.26272202721361e-11
"chr11:43327180:43327259:43324646:43328171:SE","SE","ENSMUSG00000020409","Slu7",79,"Regular (>50bp)",0.139,2.58850074362996e-06,0.112,0.000192861947503053
"chr10:80357844:80357983:80357731:80360162:SE","SE","ENSMUSG00000003341","Atp8b3",139,"Regular (>50bp)",-0.173,0.0187672394803098,-0.335,2.23933541925972e-09
"chr17:32766439:32766491:32765733:32769226:SE","SE","ENSMUSG00000048440","Cyp4f16",52,"Regular (>50bp)",-0.108,6.77384982015622e-09,-0.133,0
"chr4:84209929:84211899:84194684:84309125:SE","SE","ENSMUSG00000028487","Bnc2",1970,"Regular (>50bp)",0.136,0.000444651982563322,0.15,8.28312764529383e-05
"chr2:34322014:34322342:34296860:34334269:SE","SE","ENSMUSG00000038696","Mapkap1",328,"Regular (>50bp)",0.263,0.000395077248497826,0.152,0.00393566862714895
"chr5:115789214:115789323:115787628:115789877:SE","SE","ENSMUSG00000041609","Bicdl1",109,"Regular (>50bp)",0.199,7.39161978378268e-13,0.102,0.00129288026233258
"chr12:98745366:98745526:98740578:98749840:SE","SE","ENSMUSG00000021012","Zc3h14",160,"Regular (>50bp)",-0.101,0.00304385698648381,-0.178,2.02563515622433e-10
"chr11:74686577:74686643:74683144:74686807:SE","SE","ENSMUSG00000010554","Mettl16",66,"Regular (>50bp)",-0.133,0.0429487944930022,-0.121,0.0172411813590435
"chr11:74458041:74458077:74375797:74487707:SE","SE","ENSMUSG00000038807","Rap1gap2",36,"Small (30-50bp)",0.148,0.0299974855054127,0.148,0.0236630531751169
"chrX:103539341:103539384:103526955:103543009:SE","SE","ENSMUSG00000073016","Uprt",43,"Small (30-50bp)",-0.101,0.0384734592046101,-0.11,0.002143238424795
"chrX:103541880:103541950:103526955:103543009:SE","SE","ENSMUSG00000073016","Uprt",70,"Regular (>50bp)",-0.206,0.00221702495990371,-0.181,0.00043168820308956
"chr15:66469513:66469603:66469525:66469603:66469207:66469296:A3SS","A3SS","ENSMUSG00000072501","Phf20l1",90,"Regular (>50bp)",0.173,8.70202360366435e-05,0.147,0.000290945214575651
"chr14:52242335:52242492:52242445:52242492:52242068:52242199:A3SS","A3SS","ENSMUSG00000004562","Arhgef40",157,"Regular (>50bp)",-0.15,0.00145124279726143,-0.213,2.60164284683539e-08
"chr19:55905770:55905911:55905785:55905911:55900990:55901077:A3SS","A3SS","ENSMUSG00000024985","Tcf7l2",141,"Regular (>50bp)",0.123,0.0103281024486097,0.11,0.0100275278218631
"chr12:113121090:113121347:113121197:113121347:113120780:113120983:A3SS","A3SS","ENSMUSG00000037466","Tedc1",257,"Regular (>50bp)",-0.153,0.00032009852642027,-0.168,7.364249116398e-06
"chr12:87478169:87478363:87478169:87478308:87480888:87480979:A3SS","A3SS","ENSMUSG00000079036","Alkbh1",194,"Regular (>50bp)",-0.119,6.78896725792226e-06,-0.238,0
"chr11:104189323:104190082:104189371:104190082:104185684:104185750:A3SS","A3SS","ENSMUSG00000018411","Mapt",759,"Regular (>50bp)",-0.109,0.000489927903433841,-0.122,3.00096233644406e-05
"chr11:101914527:101915980:101914527:101914608:101916557:101916682:A3SS","A3SS","ENSMUSG00000052373","Mpp3",1453,"Regular (>50bp)",-0.232,0.00131625223293979,-0.287,2.79407271451267e-05
"chr11:96803042:96803262:96803042:96803221:96804207:96804308:A3SS","A3SS","ENSMUSG00000018669","Cdk5rap3",220,"Regular (>50bp)",-0.182,0.0174394557522156,-0.241,8.75270001301511e-05
"chr5:108515986:108516179:108516110:108516179:108515660:108515773:A3SS","A3SS","ENSMUSG00000072769","Gm10419",193,"Regular (>50bp)",-0.289,7.7199473006156e-05,-0.208,0.000686099774147823
"chr9:70336833:70336961:70336833:70336937:70338212:70338308:A3SS","A3SS","ENSMUSG00000032217","Rnf111",128,"Regular (>50bp)",-0.112,0.00113188630079665,-0.121,0.000286962483744456
"chr19:40287906:40288097:40287906:40287965:40288686:40288746:A3SS","A3SS","ENSMUSG00000025006","Sorbs1",191,"Regular (>50bp)",-0.122,5.52689372155272e-05,-0.133,3.51131047581848e-07
"chr1:134335554:134336225:134336141:134336225:134335311:134335441:A3SS","A3SS","ENSMUSG00000026456","Cyb5r1",671,"Regular (>50bp)",-0.237,1.24102950138886e-12,-0.345,0
"chr11:101184826:101185054:101184826:101184973:101185791:101185990:A3SS","A3SS","ENSMUSG00000035086","Becn1",228,"Regular (>50bp)",-0.134,0.00318015820647922,-0.116,0.00463317426027126
"chr12:54974348:54974498:54974348:54974409:54976311:54976450:A3SS","A3SS","ENSMUSG00000035021","Baz1a",150,"Regular (>50bp)",-0.138,0.00194234024023102,-0.207,1.59557909766938e-06
"chr19:57035356:57035503:57035356:57035497:57037893:57037941:A3SS","A3SS","ENSMUSG00000025085","Ablim1",147,"Regular (>50bp)",-0.134,0.00447785616135476,-0.114,0.00950123059115309
"chr8:66935157:66935251:66935157:66935195:66936709:66936822:A3SS","A3SS","ENSMUSG00000025591","Tma16",94,"Regular (>50bp)",0.129,3.39356383240859e-08,0.111,1.21989975429258e-06
"chr9:57322368:57322755:57322368:57322537:57327445:57327574:A3SS","A3SS","ENSMUSG00000063849","Ppcdc",387,"Regular (>50bp)",-0.133,9.80843684335103e-05,-0.205,2.11759921425795e-10
"chr5:100916147:100916565:100916147:100916321:100918263:100918362:A3SS","A3SS","ENSMUSG00000035266","Helq",418,"Regular (>50bp)",-0.121,3.80911582303627e-07,-0.103,3.1845494850088e-05
"chr2:71058094:71058188:71058170:71058188:71049644:71049762:A3SS","A3SS","ENSMUSG00000027012","Dync1i2",94,"Regular (>50bp)",-0.468,0.000585667734332441,-0.335,0.0289192945524394
"chr1:66812580:66812778:66812580:66812673:66817125:66817267:A3SS","A3SS","ENSMUSG00000026004","Kansl1l",198,"Regular (>50bp)",-0.168,0.000100696773594069,-0.296,5.92292398700691e-12
"chr4:55016813:55017100:55016996:55017100:55014682:55014847:A3SS","A3SS","ENSMUSG00000060206","Zfp462",287,"Regular (>50bp)",0.114,2.05697629589022e-06,0.105,3.34966338150747e-05
"chr1:160864693:160864885:160864857:160864885:160864389:160864422:A3SS","A3SS","ENSMUSG00000053332","Gas5",192,"Regular (>50bp)",-0.169,0.00387878376766347,-0.352,0
"chr10:80870751:80870843:80870751:80870839:80872821:80873084:A3SS","A3SS","ENSMUSG00000046822","Slc39a3",92,"Regular (>50bp)",0.195,0.0415685118354407,0.242,0.00788290748342067
"chr10:62838724:62840555:62840435:62840555:62837961:62838059:A3SS","A3SS","ENSMUSG00000020070","Rufy2",1831,"Regular (>50bp)",-0.102,0.000140729301193923,-0.137,8.47857895002914e-12
"chr1:85650818:85651108:85650818:85650902:85652841:85653010:A3SS","A3SS","ENSMUSG00000052760","A630001G21Rik",290,"Regular (>50bp)",-0.126,0.00748317045305636,-0.398,6.68316704133019e-06
"chr4:141323205:141323287:141323205:141323224:141327158:141327235:A3SS","A3SS","ENSMUSG00000006219","Fblim1",82,"Regular (>50bp)",0.11,0.031043434610178,0.174,0.000768725898129104
"chr2:173457275:173458216:173457275:173457369:173501115:173501160:A3SS","A3SS","ENSMUSG00000121504","Ppp4r1l-ps",941,"Regular (>50bp)",-0.187,0.00142861743935979,-0.191,0.001384476012439
"chr6:29502776:29502974:29502776:29502873:29504231:29504308:A3SS","A3SS","ENSMUSG00000059022","Kcp",198,"Regular (>50bp)",-0.2,0.00429459981290267,-0.174,0.00734983554224278
"chr6:120327167:120327405:120327167:120327351:120330961:120331015:A3SS","A3SS","ENSMUSG00000030177","Ccdc77",238,"Regular (>50bp)",-0.167,0.00242918155085673,-0.333,0
"chr8:80439733:80439908:80439781:80439908:80438448:80438473:A3SS","A3SS","ENSMUSG00000036977","Anapc10",175,"Regular (>50bp)",-0.136,2.52281380735468e-05,-0.153,7.96294219127566e-07
"chr8:80439733:80439908:80439781:80439908:80438479:80438603:A3SS","A3SS","ENSMUSG00000036977","Anapc10",175,"Regular (>50bp)",-0.152,0.0323222718102567,-0.201,3.51131047581848e-07
"chr11:59685966:59686401:59685966:59686090:59686575:59686689:A3SS","A3SS","ENSMUSG00000032633","Flcn",435,"Regular (>50bp)",-0.169,2.50321291472888e-11,-0.197,0
"chr10:89481323:89481419:89481323:89481416:89481538:89481605:A3SS","A3SS","ENSMUSG00000069539","Scyl2",96,"Regular (>50bp)",0.109,0.0231831529907761,0.155,0.000826341516362162
"chr3:104725251:104725472:104725251:104725437:104725672:104725879:A3SS","A3SS","ENSMUSG00000002227","Mov10",221,"Regular (>50bp)",-0.141,0.0389947359016771,-0.127,0.0360785948966784
"chr7:28897537:28897833:28897537:28897645:28899541:28899679:A3SS","A3SS","ENSMUSG00000049676","Catsperg1",296,"Regular (>50bp)",0.112,0.00821908621830262,-0.343,0.00154246211242711
"chr6:31305225:31305295:31305266:31305295:31261937:31262055:A3SS","A3SS","ENSMUSG00000087380","2210408F21Rik",70,"Regular (>50bp)",-0.145,2.54995459858457e-08,-0.219,2.0899578364218e-12
"chr3:57709138:57709958:57709867:57709958:57703618:57703716:A3SS","A3SS","ENSMUSG00000036503","Rnf13",820,"Regular (>50bp)",-0.182,0.0334761828115718,-0.261,0.000208127390745118
"chr4:134653336:134654129:134654045:134654129:134652603:134652743:A3SS","A3SS","ENSMUSG00000037266","Rsrp1",793,"Regular (>50bp)",-0.21,0.000157654484657988,-0.261,0
"chr4:134653336:134654129:134654045:134654129:134653087:134653132:A3SS","A3SS","ENSMUSG00000037266","Rsrp1",793,"Regular (>50bp)",-0.104,0.000937637439928988,-0.106,8.35910125194234e-07
"chr8:125455067:125455221:125455107:125455221:125451994:125452114:A3SS","A3SS","ENSMUSG00000031982","Arv1",154,"Regular (>50bp)",-0.112,0.00536552846756299,-0.158,4.13010905458807e-07
"chr6:126904500:126904653:126904500:126904650:126905103:126905190:A3SS","A3SS","ENSMUSG00000030346","Rad51ap1",153,"Regular (>50bp)",0.108,0.0240451169030378,0.113,0.0115640761446409
"chr9:59647222:59647334:59647222:59647315:59657544:59657654:A3SS","A3SS","ENSMUSG00000051705","Senp8",112,"Regular (>50bp)",-0.272,0.00104239855709609,-0.211,0.0212043285155406
"chr15:34433178:34433313:34433235:34433313:34432825:34432897:A3SS","A3SS","ENSMUSG00000022324","Matn2",135,"Regular (>50bp)",-0.316,0.00196738291378422,-0.407,0.00010369191856306
"chrX:149797016:149797146:149797016:149797085:149800200:149800318:A3SS","A3SS","ENSMUSG00000025266","Gnl3l",130,"Regular (>50bp)",-0.27,0.00900884913747339,-0.182,0.0345933823558136
"chr12:34483079:34483230:34483079:34483221:34487135:34487377:A3SS","A3SS","ENSMUSG00000004698","Hdac9",151,"Regular (>50bp)",0.174,0.00101911551049171,0.128,0.0248088386495284
"chr10:69837752:69838431:69838340:69838431:69835184:69835328:A3SS","A3SS","ENSMUSG00000069601","Ank3",679,"Regular (>50bp)",-0.119,0.000191412186074426,-0.261,0
