"gene_id","gene_symbol","DE_log2FC","DE_padj","DE_baseMean","GeneSymbol","splicing_n_events","splicing_event_types","splicing_max_abs_dPSI","splicing_best_dPSI","splicing_min_FDR"
"ENSMUSG00000097587","4930578M01Rik",0.784484311292435,2.36422097431326e-07,335.740646156713,"4930578M01Rik",1,"SE",0.242,-0.242,0.000599361980674536
"ENSMUSG00000024940","Ltbp3",-0.324889266547198,2.41432808358546e-07,4741.13000051232,"Ltbp3",1,"SE",0.104,-0.104,4.9326680306559e-12
"ENSMUSG00000035713","Usp35",-0.393435266161775,2.57094118760206e-07,1744.92148934752,"Usp35",1,"SE",0.107,-0.107,0.0107516648334911
"ENSMUSG00000109844","ENSMUSG00000109844",0.710592514287866,2.63714015029696e-07,408.438701605981,"Gm31816",2,"SE,MXE",0.294,0.294,0.00427852233774356
"ENSMUSG00000018501","Ncor1",-0.275334476534344,2.64632643447097e-07,17167.2262694,"Ncor1",3,"SE,A3SS",0.167,-0.167,1.25705505124636e-06
"ENSMUSG00000025949","Pikfyve",-0.43555150078435,2.65187171342375e-07,3595.87398443255,"Pikfyve",1,"SE",0.167,0.167,0.0274938260164556
"ENSMUSG00000026860","Sh3glb2",-0.274866442096002,2.72351010970846e-07,9157.77571756356,"Sh3glb2",3,"SE,RI",0.404,-0.404,0
"ENSMUSG00000070315","4930581F22Rik",-0.737623879893073,2.85069333151185e-07,437.976901976896,"4930581F22Rik",1,"A3SS",0.373,0.373,0.00139484444373622
"ENSMUSG00000017677","Wsb1",-0.724918539440923,2.91172717059432e-07,15705.6434506244,"Wsb1",1,"SE",0.511,-0.511,0
"ENSMUSG00000032127","Vps11",-0.438773742901755,2.97003638606778e-07,4190.81599751905,"Vps11",1,"RI",0.135,-0.135,0.000937881749676158
"ENSMUSG00000022992","Kansl2",0.28905230114892,3.03323182546436e-07,9428.89577371031,"Kansl2",1,"A5SS",0.147,-0.147,0
"ENSMUSG00000037572","Wdhd1",0.397009965685851,3.12733257215935e-07,2554.83423579334,"Wdhd1",1,"MXE",0.16,0.16,0.000513512252379072
"ENSMUSG00000060261","Gtf2i",0.333141055890938,3.1475596989638e-07,15333.7601192226,"Gtf2i",1,"SE",0.123,0.123,0.0495043507073225
"ENSMUSG00000033364","Usp37",0.350054807601368,3.17191147566861e-07,3793.14539248985,"Usp37",1,"SE",0.162,-0.162,0.000399232129861917
"ENSMUSG00000028546","Elavl4",-0.235866997819324,3.42168122075405e-07,13225.4395494026,"Elavl4",3,"SE",0.258,-0.258,3.13897056497055e-14
"ENSMUSG00000022789","Dnm1l",-0.416686626409602,3.50123333108637e-07,10140.7142647094,"Dnm1l",4,"SE",0.34,-0.34,0
"ENSMUSG00000032745","Gpbp1",-0.371874390006143,3.57112591688774e-07,16229.8005740103,"Gpbp1",1,"SE",0.152,0.152,5.0053279788322e-12
"ENSMUSG00000018428","Akap1",0.304162943405384,3.67635542860271e-07,6805.45557838233,"Akap1",1,"SE",0.374,-0.374,0.0287324257703067
"ENSMUSG00000030428","Ttyh1",1.13934467405629,3.856573346005e-07,118.41347339372,"Ttyh1",1,"RI",0.352,-0.352,0.00796360172122572
"ENSMUSG00000043259","Fam13c",0.411214169557331,4.10045426047715e-07,1746.91379195879,"Fam13c",1,"A3SS",0.118,0.118,0.012326937636602
"ENSMUSG00000121500","Pisd-ps1",-0.663476932382295,4.27703149729798e-07,1534.82401157374,"ENSMUSG00000121500",6,"SE,A5SS,MXE,RI",0.503,-0.503,4.24586193768205e-06
"ENSMUSG00000039615","Stub1",0.325010040174973,4.55967157983625e-07,3547.75367120896,"Stub1",1,"A3SS",0.131,-0.131,0.00756016870703424
"ENSMUSG00000026670","Uap1",-0.375454755799997,4.65064340437193e-07,6492.30228994075,"Uap1",3,"SE",0.223,-0.223,0
"ENSMUSG00000001082","Mfsd10",0.349734118548537,4.86918490296824e-07,2909.55200551911,"Mfsd10",1,"RI",0.123,0.123,7.18703713717513e-05
"ENSMUSG00000033981","Gria2",-1.24318445372292,5.45470423991195e-07,3742.81474803917,"Gria2",1,"SE",0.182,-0.182,1.68157406719123e-06
"ENSMUSG00000042138","Msantd2",-0.582354231139981,5.50390749583843e-07,2377.27346549095,"Msantd2",3,"SE",0.187,0.187,3.20736397438526e-06
"ENSMUSG00000071337","Tia1",-0.398161838118333,5.72733038482574e-07,10696.3674928704,"Tia1",4,"SE,A5SS,RI",0.149,-0.149,0
"ENSMUSG00000026718","Stam",-0.254234190693383,5.92080940981448e-07,6730.76513609791,"Stam",1,"SE",0.143,0.143,0.0487516491673954
"ENSMUSG00000027601","Mtfr1",0.362523170644286,5.96806764797839e-07,4836.69507945667,"Mtfr1",1,"SE",0.111,-0.111,0.000379251310856311
"ENSMUSG00000045679","Slc66a3",-0.630224155564849,6.07842392701979e-07,646.464299119959,"Pqlc3",1,"SE",0.291,-0.291,4.63002303079279e-05
"ENSMUSG00000075289","Carns1",-0.700635994763676,6.12314472692902e-07,299.821104110058,"Carns1",1,"SE",0.185,0.185,0.0411710677011618
"ENSMUSG00000050891","Tatdn1",-0.505833793406912,6.22565813643194e-07,1991.38833692932,"Tatdn1",2,"SE,A5SS",0.13,-0.13,7.874527233444e-06
"ENSMUSG00000037126","Psd",-0.289989601570137,6.34389460151507e-07,7691.04285117432,"Psd",1,"SE",0.193,-0.193,3.97563052292051e-07
"ENSMUSG00000034621","Gpatch8",-0.278863771158839,6.36750782510025e-07,8970.08856894913,"Gpatch8",1,"SE",0.107,-0.107,0.00110545444193773
"ENSMUSG00000036873","2410004B18Rik",0.388247027244461,6.40473124278057e-07,2278.67535994569,"2410004B18Rik",1,"SE",0.119,-0.119,9.75537972425887e-08
"ENSMUSG00000021071","Trim9",-0.317545589947429,6.50225678971595e-07,2493.96620768146,"Trim9",3,"SE,A3SS",0.3,0.3,0.011806652062461
"ENSMUSG00000032228","Tcf12",0.322379396605986,6.54861536224773e-07,7664.89828755154,"Tcf12",1,"RI",0.381,-0.381,0.00238602605340393
"ENSMUSG00000032000","Birc3",-0.432721811839854,6.95923496070223e-07,799.867014887211,"Birc3",1,"MXE",0.132,-0.132,0.0135065297750262
"ENSMUSG00000040374","Pex2",-0.306305131655571,7.12433835165795e-07,5174.29691419465,"Pex2",1,"SE",0.184,0.184,0.0191621827079919
"ENSMUSG00000032615","Nt5m",0.394726756775207,7.34579366378188e-07,1961.34981812041,"Nt5m",1,"MXE",0.134,0.134,0.00366476788999049
"ENSMUSG00000032855","Pkd1",0.275367897862331,8.06014213110829e-07,6444.56410260186,"Pkd1",1,"MXE",0.138,0.138,0.00954677571810592
"ENSMUSG00000029699","Ssc4d",0.722798484449453,8.114945967695e-07,392.204907319638,"Ssc4d",1,"SE",0.11,-0.11,0.00214790098016961
"ENSMUSG00000021266","Wars1",0.387468291588407,8.14336045404779e-07,16773.2159486652,"Wars1",1,"A5SS",0.19,-0.19,0.00373735017661656
"ENSMUSG00000042099","Kank3",-0.451103833082116,8.16666457480356e-07,1159.26931451435,"Kank3",1,"RI",0.196,-0.196,0.000515026733105878
"ENSMUSG00000054708","Ankrd24",-0.613284165248294,8.41604296059464e-07,1581.7082142479,"Ankrd24",2,"RI",0.343,-0.343,1.283507514093e-05
"ENSMUSG00000006728","Cdk4",0.242741055911128,8.57700257818583e-07,23511.7972906583,"Cdk4",1,"SE",0.111,-0.111,0
"ENSMUSG00000091568","Gm8206",-0.811417853963529,8.81425314471136e-07,381.876938176278,"Gm8206",1,"SE",0.492,-0.492,1.01396963091344e-08
"ENSMUSG00000058318","Phf21a",-0.251096502453106,8.86673088253916e-07,6985.87257193358,"Phf21a",3,"SE",0.307,-0.307,0.000129630711321597
"ENSMUSG00000028550","Atg4c",-0.504474475778651,9.01394406050084e-07,851.631679508607,"Atg4c",1,"SE",0.132,0.132,0.0209533691185055
"ENSMUSG00000020831","0610010K14Rik",-0.430332858122088,9.10646874723456e-07,6745.81920550555,"0610010K14Rik",1,"SE",0.107,-0.107,9.82594444425382e-05
"ENSMUSG00000121503","H2-K2",-0.484764756498535,9.75842745928606e-07,925.826129591488,"H2-K2",1,"A3SS",0.226,-0.226,0.0131462775583361
"ENSMUSG00000029470","P2rx4",-0.447258671883514,9.94760200381607e-07,1097.82966413131,"P2rx4",1,"SE",0.136,0.136,4.2733933794174e-05
"ENSMUSG00000030727","Rabep2",-0.523894246599661,1.09346197917464e-06,796.630798283306,"Rabep2",1,"RI",0.252,-0.252,1.67735817392475e-10
"ENSMUSG00000004565","Pnpla6",-0.392681228887634,1.17556035837223e-06,3943.57749006046,"Pnpla6",3,"SE,A3SS",0.26,-0.26,2.1272327525896e-06
"ENSMUSG00000040860","Crocc",-0.435855854836098,1.21225952626294e-06,5851.44866795018,"Crocc",3,"SE,RI",0.303,-0.303,0
"ENSMUSG00000021482","Prxl2c",0.773340566491775,1.22081016935657e-06,620.378080288636,"Prxl2c",1,"SE",0.164,0.164,3.19801903985779e-06
"ENSMUSG00000033021","Gmppa",-0.276249797099558,1.24352449967825e-06,4478.34548240089,"Gmppa",1,"SE",0.214,0.214,0.0136940342252428
"ENSMUSG00000034799","Unc13a",-0.378923035452512,1.24384826755273e-06,27067.2151519947,"Unc13a",2,"A3SS,RI",0.354,-0.354,0
"ENSMUSG00000014554","Dguok",-0.342779192209563,1.24580677331954e-06,2739.45371989778,"Dguok",1,"SE",0.178,-0.178,5.57430611737552e-12
"ENSMUSG00000028716","Pdzk1ip1",-0.710585160520967,1.2594882799326e-06,251.397834683134,"Pdzk1ip1",1,"RI",0.191,0.191,0.0352763840279851
"ENSMUSG00000017740","Slc12a5",-0.402980182335511,1.26957836619951e-06,3848.321491039,"Slc12a5",1,"SE",0.12,-0.12,0.00103894471213766
"ENSMUSG00000040351","Ankib1",0.246955720045535,1.30624298283116e-06,5434.17821243054,"Ankib1",1,"A3SS",0.104,0.104,0.0234522585804177
"ENSMUSG00000035266","Helq",0.316654091261441,1.31467343661267e-06,2587.20864387159,"Helq",1,"A3SS",0.103,-0.103,3.1845494850088e-05
"ENSMUSG00000026594","Ralgps2",-0.248208238950438,1.3434970132479e-06,9536.22607887306,"Ralgps2",1,"SE",0.151,-0.151,0
"ENSMUSG00000035851","Ythdc1",0.252139362518431,1.34819738924631e-06,8590.24069775716,"Ythdc1",1,"A5SS",0.168,-0.168,0
"ENSMUSG00000028857","Tmem222",0.341072507805646,1.35852197930877e-06,4209.48482448463,"Tmem222",1,"SE",0.166,-0.166,0.0243979894094775
"ENSMUSG00000010086","Rnf112",-0.379348484093562,1.38709239285535e-06,1855.73225481096,"Rnf112",2,"SE",0.405,-0.405,0.000119537807668699
"ENSMUSG00000032648","Pygm",1.56136844345838,1.43225146333661e-06,77.274949478962,"Pygm",2,"SE",0.872,-0.872,9.92974351010648e-12
"ENSMUSG00000017210","Med24",-0.3072444653636,1.46552222501778e-06,8729.19781600539,"Med24",1,"RI",0.145,-0.145,1.19580554686483e-08
"ENSMUSG00000025813","Homer2",-0.762355312845331,1.51110723538783e-06,218.162981745252,"Homer2",1,"A5SS",0.122,-0.122,7.52817146279924e-05
"ENSMUSG00000032478","Nme6",0.393716998489621,1.71740814583784e-06,1447.82098958981,"Nme6",3,"SE,MXE",0.224,-0.224,1.5418444295404e-08
"ENSMUSG00000032041","Tirap",0.591985219052183,1.73142608691339e-06,582.183446650161,"Tirap",1,"A5SS",0.218,-0.218,0.0300232690416288
"ENSMUSG00000038085","Cnbd2",-0.892528846890104,1.89011063790416e-06,164.276215103705,"Cnbd2",1,"SE",0.154,-0.154,0.00854039767322631
"ENSMUSG00000008892","Vdac3",0.283712663397924,1.99193598579232e-06,39506.0979272333,"Vdac3",1,"MXE",0.199,-0.199,0
"ENSMUSG00000028329","Xpa",-0.461744704605693,2.11900286055422e-06,615.551163285309,"Xpa",1,"SE",0.198,-0.198,0.0115637873941375
"ENSMUSG00000035086","Becn1",0.258778406869556,2.13131722169487e-06,4614.26327782177,"Becn1",2,"A3SS,MXE",0.116,-0.116,0.000417896791558767
"ENSMUSG00000039126","Prune2",-0.327201250822916,2.21367090087813e-06,34810.4955316678,"Prune2",1,"MXE",0.104,0.104,0.00876492001807575
"ENSMUSG00000029860","Zyx",0.315048006123397,2.22687920345178e-06,6159.23907127337,"Zyx",1,"RI",0.104,0.104,6.41465069040177e-09
"ENSMUSG00000031634","Ufsp2",-0.333203917001319,2.27510561709574e-06,5630.92900119454,"Ufsp2",1,"RI",0.12,-0.12,0.000405197619266581
"ENSMUSG00000045555","Mettl24",-0.7091931835084,2.2817840961586e-06,463.968007915575,"Mettl24",1,"SE",0.149,-0.149,0.0434804285075908
"ENSMUSG00000052298","Cdc42se2",0.330462682746627,2.37561298858714e-06,10925.4939324569,"Cdc42se2",1,"SE",0.311,0.311,0.0457473959540343
"ENSMUSG00000031774","Psme3ip1",0.279660775194143,2.4095224341159e-06,3320.77846415884,"Psme3ip1",1,"SE",0.416,0.416,3.40190633600836e-06
"ENSMUSG00000011884","Gltp",0.407154909327424,2.53441526026591e-06,1551.41794476784,"Gltp",1,"A3SS",0.138,-0.138,1.46091387609445e-05
"ENSMUSG00000055491","Pprc1",0.307281547122467,2.57217685687793e-06,6980.24967666904,"Pprc1",1,"SE",0.12,0.12,0.0271203804461278
"ENSMUSG00000002825","Qtrt1",0.408801566768209,2.69067830397748e-06,1585.98582628248,"Qtrt1",1,"SE",0.818,-0.818,2.19995085978325e-11
"ENSMUSG00000044712","Slc38a6",-0.463742990283215,2.89166199066707e-06,705.425333990347,"Slc38a6",1,"SE",0.309,0.309,0.0128915895662323
"ENSMUSG00000097451","ENSMUSG00000097451",-0.931813319372418,2.90308855169345e-06,1904.31200933761,"Rian",7,"SE,A3SS,A5SS,MXE,RI",0.656,-0.656,1.02092732003227e-07
"ENSMUSG00000106799","Gm20756",-0.780630082517031,3.03486762501763e-06,2779.05898183655,"Gm20756",2,"SE",0.328,0.328,0.00822032841843534
"ENSMUSG00000030701","Plekhb1",-1.43992104200799,3.03798015313458e-06,57.771441158168,"Plekhb1",1,"SE",0.167,0.167,0.00306202157361002
"ENSMUSG00000025607","Copg2",-0.277351769936901,3.20840434800037e-06,8578.74702541003,"Copg2",2,"SE",0.532,-0.532,0.0327743426678463
"ENSMUSG00000022312","Eif3h",-0.271195843863962,3.29033330689403e-06,46634.5691221673,"Eif3h",1,"SE",0.1,0.1,0.0263648551460582
"ENSMUSG00000106864","Gtf3c2",0.261643756219272,3.4184691103212e-06,11683.5515648826,"Gtf3c2",1,"SE",0.143,-0.143,4.57590445162856e-08
"ENSMUSG00000025316","Banp",-0.409750796383845,3.46403793863259e-06,3336.31069850232,"Banp",1,"A3SS",0.134,0.134,0.00634519605848627
"ENSMUSG00000022617","Chkb",-0.331560339669323,3.64469319281318e-06,3066.99796870834,"Chkb",1,"RI",0.113,-0.113,5.3496499381512e-07
"ENSMUSG00000031833","Mast3",-0.275196399821827,3.64520306997055e-06,4580.53936510103,"Mast3",1,"SE",0.292,0.292,5.26739603305051e-06
"ENSMUSG00000024381","Bin1",-0.263767159748428,4.08689694228668e-06,10450.5529932295,"Bin1",1,"SE",0.168,-0.168,5.60443015233383e-05
"ENSMUSG00000121399","ENSMUSG00000121399",-0.987612486840033,4.23696101953888e-06,3798.57750961943,"ENSMUSG00000121399",2,"SE,A5SS",0.139,0.139,1.21025351902252e-10
"ENSMUSG00000029290","Zfp326",0.340205176796819,4.5237263431932e-06,5626.76873118357,"Zfp326",1,"RI",0.113,-0.113,4.1341582944059e-05
"ENSMUSG00000033697","Arhgap39",0.333540067055495,4.90105997937235e-06,4014.06239400256,"Arhgap39",1,"SE",0.173,0.173,1.34385251940532e-05
"ENSMUSG00000028649","Macf1",-0.337332810756842,4.98550062978943e-06,12302.7129317082,"Macf1",2,"SE",0.137,-0.137,0
"ENSMUSG00000005917","Otx1",-0.459026987706187,5.51711611219659e-06,1000.7006294452,"Otx1",1,"RI",0.193,-0.193,0.000486441898871423
"ENSMUSG00000037426","Depdc5",0.278844190511105,5.7870203307025e-06,5081.35349173982,"Depdc5",1,"A3SS",0.191,0.191,2.96916896782272e-05
"ENSMUSG00000049295","Zfp219",-0.293319165669667,5.79723862205353e-06,4777.99341644913,"Zfp219",1,"SE",0.138,-0.138,0.00457183343929406
"ENSMUSG00000030629","Zfand6",-0.766926431982468,5.83437079546119e-06,4373.4112526151,"Zfand6",1,"SE",0.138,0.138,0.00457183343929406
"ENSMUSG00000044433","Camsap3",-0.294513958214203,5.88336752597257e-06,3251.14176627141,"Camsap3",1,"SE",0.155,-0.155,0.0108797651684664
"ENSMUSG00000026349","Ccnt2",-0.281197510801599,5.911778852152e-06,5911.05277517072,"Ccnt2",1,"A5SS",0.107,0.107,0.0203267924874174
"ENSMUSG00000026107","Nabp1",0.285802652449481,5.94695674094022e-06,7672.11350947276,"Nabp1",1,"A5SS",0.12,0.12,0.04243713764142
"ENSMUSG00000037259","Dzank1",0.421463850749473,6.39902111159535e-06,1308.67755137615,"Dzank1",1,"SE",0.215,-0.215,0.00172166843415966
"ENSMUSG00000057836","Xlr3a",-0.54460673213849,6.43928411350302e-06,1969.02217610276,"Xlr3a",1,"RI",0.206,-0.206,2.24560669959038e-09
"ENSMUSG00000022973","Synj1",-0.237360150120295,6.44749066745102e-06,6609.34997625925,"Synj1",4,"SE,MXE",0.422,0.422,2.93604005525419e-05
"ENSMUSG00000090799","Klhl33",0.757095927493227,6.73761017992522e-06,276.989799835565,"Klhl33",1,"SE",0.217,-0.217,0.0280012225533749
"ENSMUSG00000080316","Spaca6",-0.47533124479391,6.85287549390261e-06,2003.67242304082,"Spaca6",2,"SE,A3SS",0.21,-0.21,0.000482402194760032
"ENSMUSG00000025060","Slk",-0.33305204744528,6.85287549390261e-06,9600.41329623308,"Slk",1,"RI",0.138,-0.138,8.05682276826439e-08
"ENSMUSG00000026211","Obsl1",0.258669646934066,6.89484608596088e-06,6202.87535427124,"Obsl1",2,"SE",0.134,-0.134,0.00419885573854613
"ENSMUSG00000039159","Ube2h",-0.301161671383768,6.89998052540008e-06,13555.5024197452,"Ube2h",1,"SE",0.147,0.147,0.000615747366875657
"ENSMUSG00000086382","Chrna1os",-1.00176748617572,7.39824560016616e-06,124.157202321483,"Chrna1os",1,"A5SS",0.45,0.45,0.000345081690782519
"ENSMUSG00000062761","Zfp512",-0.277092955591527,7.55622501886744e-06,8217.95709284597,"Zfp512",1,"SE",0.143,0.143,0.00126683737635902
"ENSMUSG00000024843","Chka",-0.272737006794552,7.71647218679316e-06,3951.86807474207,"Chka",1,"SE",0.13,0.13,2.59457583068219e-05
"ENSMUSG00000042709","Atpaf2",0.336101264624522,7.7435210159686e-06,3250.2815106288,"Atpaf2",2,"SE",0.492,-0.492,0.000129630711321597
"ENSMUSG00000021027","Ralgapa1",-0.412067956114729,7.92046297300973e-06,7533.40645430705,"Ralgapa1",1,"SE",0.14,-0.14,4.34727521021452e-07
"ENSMUSG00000046822","Slc39a3",-0.374248587575056,7.98510003791331e-06,2358.73808406292,"Slc39a3",3,"SE,A3SS",0.242,0.242,2.49402715466312e-10
"ENSMUSG00000016346","Kcnq2",-0.253549217956517,8.46966676483365e-06,11381.6863174881,"Kcnq2",2,"SE",0.4,0.4,1.44977024033862e-06
"ENSMUSG00000021614","Vcan",-0.404719166948099,9.02429582768979e-06,5185.65058625234,"Vcan",1,"SE",0.46,0.46,0.000385729549511172
"ENSMUSG00000028015","Ctso",-0.377803814661106,9.06415549181071e-06,1466.2215442508,"Ctso",1,"SE",0.146,-0.146,0.00228540586761088
"ENSMUSG00000097917","Gm26839",-0.812621940380261,9.1113409328625e-06,178.606316310975,"Gm26839",1,"SE",0.333,0.333,0.000266721528451374
"ENSMUSG00000059436","Max",0.247919176491242,9.3533165662112e-06,5882.45016348045,"Max",2,"SE",0.18,0.18,4.27001663896905e-13
"ENSMUSG00000053841","Txlna",0.253323959713743,9.58192075839449e-06,8578.28831645752,"Txlna",1,"RI",0.133,-0.133,1.61865985467776e-14
"ENSMUSG00000069631","Strada",-0.290038628920212,1.03907395144073e-05,4932.81565590472,"Strada",3,"SE,MXE",0.173,0.173,0
"ENSMUSG00000000889","Dbh",1.38921097804763,1.04825112176297e-05,90.3176340713088,"Dbh",1,"SE",0.146,-0.146,0.0114783170626558
"ENSMUSG00000001053","N4bp3",0.345137917014536,1.08153780053314e-05,2264.66376399683,"N4bp3",2,"SE",0.4,0.4,3.301150455564e-05
"ENSMUSG00000022488","Nckap1l",-0.395248220231507,1.10462043708269e-05,1443.79735193252,"Nckap1l",1,"RI",0.179,-0.179,1.28503709382973e-09
"ENSMUSG00000022378","Cyrib",-0.237146556801359,1.12589334247562e-05,8642.03374888895,"Cyrib",1,"SE",0.147,0.147,0.000334680036304387
"ENSMUSG00000056267","Cep70",-0.885981884655769,1.16284782269056e-05,1402.85773613349,"Cep70",1,"MXE",0.116,0.116,0.00250335434340415
"ENSMUSG00000022364","Tbc1d31",-0.296203722146115,1.29719600910152e-05,14104.0363349475,"Tbc1d31",1,"SE",0.285,0.285,0.000181330356383035
"ENSMUSG00000034653","Ythdc2",-0.437352595324726,1.3649409606716e-05,1256.13317090446,"Ythdc2",2,"SE,A3SS",0.178,-0.178,0.0013529374450394
"ENSMUSG00000030374","Strn4",0.244509080643792,1.39493055700689e-05,11673.3762012962,"Strn4",1,"SE",0.101,-0.101,0.0332800409569284
"ENSMUSG00000021224","Numb",-0.324804681954533,1.41757289821202e-05,1685.17641733741,"Numb",1,"SE",0.109,0.109,0.000270324741562492
"ENSMUSG00000026017","Carf",-0.386510468815077,1.44049042833866e-05,1047.90813659105,"Carf",2,"SE,A3SS",0.292,-0.292,0.000221117254660401
"ENSMUSG00000031012","Cask",0.249820411679235,1.4438885498694e-05,6508.20510734828,"Cask",2,"SE,MXE",0.136,0.136,1.23089842693126e-05
"ENSMUSG00000006281","Tep1",-0.298335327874815,1.47259977691482e-05,1873.19507359866,"Tep1",1,"SE",0.123,-0.123,2.08945366409815e-05
"ENSMUSG00000019916","P4ha1",-0.277635436008584,1.48962072686223e-05,7572.949770622,"P4ha1",3,"SE,MXE",0.164,-0.164,3.07246695129838e-13
"ENSMUSG00000053510","Nrdc",-0.352316714778174,1.51799183934172e-05,4475.8316272653,"Nrd1",1,"SE",0.236,-0.236,6.49148509418852e-05
"ENSMUSG00000029765","Plxna4",0.434057347466716,1.61187330994877e-05,8510.44187944144,"Plxna4",1,"SE",0.112,0.112,0.00300474676365773
"ENSMUSG00000039298","Cdk5rap2",0.263104738127729,1.62287252436442e-05,8005.61474415841,"Cdk5rap2",1,"SE",0.2,-0.2,9.75081230277943e-05
"ENSMUSG00000040828","Catsperd",-0.744494340321405,1.66646189555687e-05,380.296846722301,"Catsperd",1,"SE",0.263,-0.263,0.00117353483279512
"ENSMUSG00000063594","Gng8",-0.433077246188005,1.70116114515251e-05,1226.92573884755,"Gng8",2,"SE,A3SS",0.144,-0.144,7.71001050326357e-07
"ENSMUSG00000074305","Peak1",-0.263835725948166,1.72292442519427e-05,5535.73107006331,"Peak1",1,"SE",0.428,-0.428,5.85942704572475e-07
"ENSMUSG00000003813","Rad23a",0.243193590613435,1.86008792658155e-05,7330.13777210992,"Rad23a",1,"SE",0.348,-0.348,2.23142149894934e-05
"ENSMUSG00000032621","Srek1",-0.45509989437328,1.93056130515202e-05,8038.59344476937,"Srek1",2,"SE",0.182,0.182,2.96533741839348e-11
"ENSMUSG00000024983","Vti1a",0.322685787463865,1.93577971428744e-05,2189.15412861999,"Vti1a",1,"SE",0.171,0.171,0.000231369095081125
"ENSMUSG00000015243","Abca1",-0.365004285081849,1.94222179444762e-05,1703.13135228239,"Abca1",1,"SE",0.12,0.12,0.0483734095950714
"ENSMUSG00000061028","Clasrp",-0.317284808864006,1.99600914192054e-05,3496.47318449548,"Clasrp",2,"A5SS,RI",0.238,-0.238,4.55324440222128e-09
"ENSMUSG00000025050","Pcgf6",-0.439035712415069,1.99970152611307e-05,5144.85632458195,"Pcgf6",1,"SE",0.192,-0.192,6.80291273311075e-05
"ENSMUSG00000026150","Mff",-0.252562316746044,2.03985178180896e-05,5544.8329358163,"Mff",1,"SE",0.128,0.128,0.00516888395528102
"ENSMUSG00000001120","Pcbp3",-0.235276631630243,2.067915875788e-05,42926.6419079671,"Pcbp3",2,"SE",0.163,0.163,7.57467863377302e-09
"ENSMUSG00000008140","Emc10",0.239513472764015,2.07526755696591e-05,16008.4113836469,"Emc10",1,"SE",0.109,-0.109,1.19371306669874e-06
"ENSMUSG00000031644","Nek1",-0.379504242403804,2.13727966686717e-05,3893.91551027607,"Nek1",2,"SE",0.304,-0.304,8.62009608993019e-13
"ENSMUSG00000009995","Tafazzin",-0.701152677463244,2.25974681097197e-05,4693.57112180059,"Tafazzin",12,"SE,A5SS,MXE,RI",0.583,-0.583,0
"ENSMUSG00000063317","Usp31",0.234359181674879,2.35439050018164e-05,7162.68413142695,"Usp31",1,"MXE",0.103,0.103,0.00835720663393885
"ENSMUSG00000056342","Usp34",-0.387020405076176,2.35712855000177e-05,19828.943191434,"Usp34",2,"SE,MXE",0.173,-0.173,0.000552996805676707
"ENSMUSG00000086158","Pierce2",-0.613220723904154,2.38887920298813e-05,239.269204009299,"Pierce2",1,"SE",0.613,-0.613,0.00121370927452165
"ENSMUSG00000035829","Ppp1r26",0.43522888041408,2.42094669369757e-05,812.442990883541,"Ppp1r26",1,"SE",0.111,-0.111,0.00734415298529202
"ENSMUSG00000032966","Fkbp1a",0.211123068621202,2.58249606189868e-05,36487.7799653937,"Fkbp1a",1,"A3SS",0.142,-0.142,0.000396544626633196
"ENSMUSG00000035342","Lzts2",0.242390611901908,2.58526128524206e-05,5944.58934280285,"Lzts2",1,"SE",0.455,0.455,5.53412016750923e-05
"ENSMUSG00000041119","Pde9a",-0.479243654345796,2.72742705486043e-05,576.801717692762,"Pde9a",1,"A3SS",0.201,-0.201,0.00597724959881878
"ENSMUSG00000066392","Nrxn3",-0.82587937729314,2.78039518673356e-05,320.956786830207,"Nrxn3",1,"SE",0.107,-0.107,0.00452207672631305
"ENSMUSG00000069227","Gprin1",0.258054875407614,2.86017591909385e-05,5518.48816132691,"Gprin1",1,"SE",0.102,0.102,0.000405519870873261
"ENSMUSG00000039585","Myo9a",-0.461593778726385,2.89275271677906e-05,4417.23749250185,"Myo9a",1,"SE",0.153,-0.153,0.0134667389688252
"ENSMUSG00000034282","Evpl",0.544842197189727,3.12992286887183e-05,393.494101879086,"Evpl",1,"SE",0.247,-0.247,0.0316344891260783
"ENSMUSG00000028796","Phc2",-0.26246490937454,3.13902232626245e-05,7364.17204963865,"Phc2",1,"SE",0.125,-0.125,0.00674014215462902
"ENSMUSG00000038240","Pdss2",-0.371794664037092,3.24435232556869e-05,1091.823370929,"Pdss2",1,"SE",0.184,0.184,0.0261295206872683
"ENSMUSG00000027615","Hps3",-0.303271298974723,3.25983861262289e-05,1700.41439930591,"Hps3",2,"SE,A3SS",0.2,-0.2,3.84121412755355e-09
"ENSMUSG00000063052","Lrrc40",0.280834230554129,3.39705422418648e-05,4957.45050445018,"Lrrc40",2,"SE",0.473,-0.473,0.0105651002969661
"ENSMUSG00000042772","Smg7",0.256128798546076,3.51668483826679e-05,10266.1698952964,"Smg7",2,"SE,A5SS",0.124,-0.124,1.03594209488357e-06
"ENSMUSG00000022099","Dmtn",-0.312217348742464,3.54474045253999e-05,1799.61051373809,"Dmtn",2,"SE",0.174,-0.174,0.000809400786567631
"ENSMUSG00000030557","Mef2a",-0.225858746137825,3.55950434479459e-05,9354.2375403428,"Mef2a",1,"SE",0.188,-0.188,3.82827506342898e-06
"ENSMUSG00000042289","Hsd3b7",-0.319563154810011,3.61351089539708e-05,1355.66893789669,"Hsd3b7",3,"SE",0.506,-0.506,4.17505835581551e-05
