VastDB.ID,gene,length,chrom,start,end,strand,neural.trend,ASD.trend
MmuEX0044474,Sp140,66,chr1,87516733,87534398,+,NA,NA
MmuEX0044459,Sp110,77,chr1,87495355,87500409,-,NA,NA
MmuEX0044460,Sp110,151,chr1,87492685,87500409,-,NA,NA
MmuEX0044461,Sp110,120,chr1,87492685,87495203,-,NA,NA
MmuEX0044462,Sp110,148,chr1,87488365,87494819,-,NA,inconsistent
MmuEX0044463,Sp110,169,chr1,87488365,87492536,-,NA,NA
MmuEX0018676,Fat1,53,chr8,46130523,46136134,+,Neural-high,NA
MmuEX0018677,Fat1,60,chr8,46130523,46136134,+,Neural-high,NA
MmuEX0018678,Fat1,36,chr8,46130523,46136134,+,NA,ASD-low
MmuEX0028789,Mfhas1,127,chr8,36654413,36739783,+,NA,NA
MmuEX0028790,Mfhas1,110,chr8,36727849,36739783,+,NA,n.s.
MmuEX0014116,Ddx43,139,chr9,78266250,78268395,+,NA,NA
MmuEX0014117,Ddx43,88,chr9,78266250,78269504,+,NA,NA
MmuEX0029603,Mpzl3,106,chr9,44870291,44874421,+,NA,NA
MmuEX0001724,4930581F22Rik,94,chr9,34925932,34937416,+,NA,NA
MmuEX0001725,4930581F22Rik,59,chr9,34931280,34937416,+,NA,NA
MmuEX0001726,4930581F22Rik,67,chr9,34931280,34937416,+,NA,NA
MmuEX0040145,Rnf213,129,chr11,119264006,119270027,+,NA,n.s.
MmuEX0036455,Ppapdc1a,109,chr7,136400684,136459781,+,NA,NA
MmuEX0036456,Ppapdc1a,64,chr7,136459873,136522860,+,NA,ASD-low
MmuEX0036457,Ppapdc1a,90,chr7,136459873,136522860,+,NA,ASD-low
MmuEX0037445,Prss36,118,chr7,135077007,135078916,-,NA,NA
MmuEX0037446,Prss36,142,chr7,135077347,135077862,-,NA,NA
MmuEX0037447,Prss36,266,chr7,135077007,135077862,-,NA,NA
MmuEX0037448,Prss36,130,chr7,135079180,135080102,-,NA,NA
MmuEX0037449,Prss36,239,chr7,135079180,135080102,-,NA,NA
MmuEX0053380,Zfp498,202,chr5,146044654,146048176,+,NA,NA
MmuEX0053381,Zfp498,92,chr5,146047379,146049162,+,NA,NA
MmuEX0006302,Art5,151,chr7,109245855,109246729,-,NA,NA
MmuEX0049112,Trpc2,170,chr7,109214457,109218410,+,NA,NA
MmuEX0049113,Trpc2,95,chr7,109214457,109219700,+,NA,NA
MmuEX0049114,Trpc2,86,chr7,109226442,109229996,+,NA,NA
MmuEX0049115,Trpc2,173,chr7,109227412,109229042,+,NA,NA
MmuEX0049116,Trpc2,76,chr7,109226442,109229996,+,NA,NA
MmuEX0039997,Rnf121,134,chr7,109171928,109177525,-,NA,NA
MmuEX0023956,Il18bp,192,chr7,109164916,109165800,-,NA,NA
MmuEX0041793,Serpinh1,79,chr7,106497975,106501562,-,NA,NA
MmuEX0041794,Serpinh1,44,chr7,106497975,106501562,-,NA,inconsistent
MmuEX0007583,BC094916,108,chr1,175455354,175456594,-,NA,NA
MmuEX0032524,Ntn5,249,chr7,52939869,52949343,+,NA,NA
MmuEX0032525,Ntn5,189,chr7,52942196,52949343,+,NA,NA
MmuEX0032526,Ntn5,150,chr7,52946606,52949343,+,NA,NA
MmuEX0032527,Ntn5,54,chr7,52946932,52949343,+,NA,NA
MmuEX0032528,Ntn5,81,chr7,52947308,52949343,+,NA,NA
MmuEX0038904,Rasal2,31,chr1,159071007,159076320,-,NA,n.s.
MmuEX0008636,C87414,73,chr5,94067960,94100361,-,NA,NA
MmuEX0008637,C87414,14,chr5,94067960,94100361,-,NA,NA
MmuEX0041005,Sars2,141,chr7,29529357,29533973,+,NA,NA
MmuEX0041006,Sars2,55,chr7,29529357,29533973,+,NA,NA
MmuEX0041007,Sars2,64,chr7,29532033,29533973,+,NA,inconsistent
MmuEX0041008,Sars2,106,chr7,29529357,29533973,+,NA,NA
MmuEX0039159,Rbm44,171,chr1,93050530,93053231,+,NA,NA
MmuEX0039160,Rbm44,184,chr1,93052133,93053640,+,NA,NA
MmuEX0039161,Rbm44,23,chr1,93053416,93053640,+,NA,NA
MmuEX0039162,Rbm44,129,chr1,93059050,93061490,+,NA,NA
MmuEX0039163,Rbm44,80,chr1,93059758,93061671,+,NA,NA
MmuEX0019677,Fryl,18,chr5,73415238,73418554,-,Neural-high,inconsistent
MmuEX0019678,Fryl,608,chr5,73441745,73458512,-,NA,NA
MmuEX0019679,Fryl,98,chr5,73441745,73456177,-,NA,NA
MmuEX0019680,Fryl,171,chr5,73441745,73455744,-,NA,NA
MmuEX0019681,Fryl,141,chr5,73441745,73450617,-,NA,NA
MmuEX0019682,Fryl,198,chr5,73441745,73448962,-,NA,NA
MmuEX0019683,Fryl,162,chr5,73441745,73446763,-,NA,NA
MmuEX0019684,Fryl,75,chr5,73441745,73445954,-,NA,NA
MmuEX0019685,Fryl,177,chr5,73441745,73445768,-,NA,NA
MmuEX0019686,Fryl,186,chr5,73460154,73465080,-,NA,NA
MmuEX0019687,Fryl,202,chr5,73461244,73463974,-,NA,NA
MmuEX0019688,Fryl,122,chr5,73445844,73462343,-,NA,NA
MmuEX0019689,Fryl,188,chr5,73441745,73461121,-,NA,NA
MmuEX0019690,Fryl,95,chr5,73441745,73459962,-,NA,NA
MmuEX0014406,Dgkd,140,chr1,89818257,89822268,+,NA,NA
MmuEX0014407,Dgkd,85,chr1,89820787,89822268,+,NA,NA
MmuEX0039172,Rbm47,57,chr5,66437453,66488945,-,NA,NA
MmuEX0039173,Rbm47,89,chr5,66437453,66488945,-,NA,NA
MmuEX0053971,Zmynd12,142,chr4,119095601,119109684,+,NA,NA
MmuEX0053972,Zmynd12,172,chr4,119106697,119117364,+,NA,NA
MmuEX0053973,Zmynd12,170,chr4,119109857,119117364,+,NA,NA
MmuEX0053974,Zmynd12,123,chr4,119114524,119122859,+,NA,NA
MmuEX0053975,Zmynd12,112,chr4,119117488,119122859,+,NA,NA
MmuEX0020623,Gltscr1,177,chr7,16565336,16572827,-,NA,NA
MmuEX0020624,Gltscr1,636,chr7,16562462,16572827,-,NA,NA
MmuEX0020625,Gltscr1,181,chr7,16562462,16572827,-,NA,NA
MmuEX0020626,Gltscr1,110,chr7,16562462,16572827,-,NA,NA
MmuEX0002138,6330408A02Rik,110,chr7,13846990,13862494,-,NA,NA
MmuEX0020783,Gm12824,91,chr4,114259238,114275347,+,NA,NA
MmuEX0010102,Ccnyl1,35,chr1,64747618,64757991,+,NA,NA
MmuEX0010103,Ccnyl1,101,chr1,64747618,64759684,+,NA,NA
MmuEX0010104,Ccnyl1,36,chr1,64748955,64759684,+,NA,NA
MmuEX0001716,4930578N16Rik,200,chr2,69620176,69627471,-,NA,NA
MmuEX0001717,4930578N16Rik,174,chr2,69599944,69625216,-,NA,NA
MmuEX0001718,4930578N16Rik,194,chr2,69599944,69620001,-,NA,NA
MmuEX0001719,4930578N16Rik,157,chr2,69599944,69619695,-,NA,NA
MmuEX0001720,4930578N16Rik,140,chr2,69599944,69616116,-,NA,NA
MmuEX0001721,4930578N16Rik,193,chr2,69599944,69614186,-,Neural-low,NA
MmuEX0047122,Tgfbrap1,155,chr1,43132798,43153696,-,NA,NA
MmuEX0038420,Rabepk,158,chr2,34646176,34652890,-,NA,NA
MmuEX0003487,Acnat1,105,chr4,49464007,49493532,-,NA,NA
MmuEX0003488,Acnat1,130,chr4,49464007,49493532,-,NA,NA
MmuEX0010019,Ccl19,133,chr4,42768483,42769801,-,NA,NA
MmuEX0000613,1700106N22Rik,55,chr17,85790974,85793941,+,NA,NA
MmuEX0000614,1700106N22Rik,64,chr17,85790974,85830810,+,NA,NA
MmuEX0000615,1700106N22Rik,67,chr17,85790974,85830810,+,NA,NA
MmuEX0000616,1700106N22Rik,75,chr17,85801833,85838866,+,NA,NA
MmuEX0040921,Safb,577,chr17,56737239,56739045,+,NA,inconsistent
MmuEX0053649,Zfp827,234,chr8,81600438,81642073,+,NA,NA
MmuEX0053650,Zfp827,240,chr8,81615966,81644381,+,NA,NA
MmuEX0053651,Zfp827,58,chr8,81642314,81660458,+,NA,NA
MmuEX0037691,Ptges3,99,chr10,127505842,127509123,+,NA,NA
MmuEX0037692,Ptges3,90,chr10,127507289,127511277,+,NA,NA
MmuEX0052547,Yipf3,114,chr17,46387875,46388514,+,NA,NA
MmuEX0052548,Yipf3,124,chr17,46387875,46388514,+,NA,NA
MmuEX0030828,Naip5,168,chr13,100987567,100991407,-,NA,NA
MmuEX0030829,Naip5,153,chr13,100987110,100989618,-,NA,NA
MmuEX0010719,Cecr2,130,chr6,120701024,120704542,+,NA,NA
MmuEX0053717,Zfp946,85,chr17,22561397,22581134,+,NA,NA
MmuEX0053718,Zfp946,124,chr17,22565533,22583763,+,NA,NA
MmuEX0053719,Zfp946,97,chr17,22581259,22588045,+,NA,NA
MmuEX0053720,Zfp946,66,chr17,22588120,22590418,+,NA,NA
MmuEX0053703,Zfp942,51,chr17,22091021,22099222,-,NA,NA
MmuEX0053704,Zfp942,125,chr17,22070081,22090854,-,Neural-low,NA
MmuEX0053705,Zfp942,82,chr17,22067460,22078692,-,Neural-low,NA
MmuEX0006167,Armc2,224,chr10,41671553,41686506,-,NA,NA
MmuEX0006168,Armc2,146,chr10,41646907,41683444,-,NA,NA
MmuEX0006169,Armc2,100,chr10,41646907,41671406,-,NA,NA
MmuEX0006170,Armc2,256,chr10,41720305,41737998,-,NA,NA
MmuEX0006171,Armc2,73,chr10,41720305,41731573,-,NA,n.s.
MmuEX0047287,Tia1,119,chr6,86369170,86370317,+,NA,n.s.
MmuEX0047288,Tia1,124,chr6,86375740,86380234,+,NA,NA
MmuEX0047289,Tia1,110,chr6,86376685,86377666,+,NA,NA
MmuEX0047290,Tia1,146,chr6,86375740,86380234,+,NA,NA
MmuEX0021210,Gm889,132,chr12,40903816,40925793,-,NA,NA
MmuEX0021211,Gm889,129,chr12,40903816,40925793,-,NA,NA
MmuEX0041869,Setdb2,66,chr14,60042322,60049979,-,NA,NA
MmuEX0040405,Rpl23,39,chr11,97642777,97643657,-,NA,NA
MmuEX0040406,Rpl23,84,chr11,97642777,97643657,-,NA,NA
MmuEX0020664,Gm10332,29,chr14,55458123,55460719,+,NA,NA
MmuEX0020665,Gm10332,49,chr14,55461247,55467410,+,NA,NA
MmuEX0020666,Gm10332,91,chr14,55461673,55467410,+,NA,NA
MmuEX0015822,Dtnb,214,chr12,3591987,3617605,+,NA,inconsistent
MmuEX0015823,Dtnb,90,chr12,3772747,3779618,+,Neural-low,n.s.
MmuEX0015824,Dtnb,41,chr12,3773641,3779618,+,NA,NA
MmuEX0015825,Dtnb,103,chr12,3632965,3648222,+,NA,NA
MmuEX0015826,Dtnb,21,chr12,3751908,3772586,+,Neural-high,n.s.
MmuEX0015827,Dtnb,167,chr12,3632965,3686737,+,NA,NA
MmuEX0015828,Dtnb,90,chr12,3718490,3734938,+,Neural-low,n.s.
MmuEX0015829,Dtnb,88,chr12,3732708,3748424,+,NA,NA
MmuEX0015830,Dtnb,86,chr12,3735027,3772586,+,NA,NA
MmuEX0015831,Dtnb,114,chr12,3748511,3772586,+,NA,NA
MmuEX0000073,1110002L01Rik,85,chr12,3407925,3426500,-,NA,NA
MmuEX0034007,Pcnp,104,chr16,56024552,56029715,-,NA,NA
MmuEX0034008,Pcnp,163,chr16,56018641,56029715,-,NA,NA
MmuEX0034009,Pcnp,75,chr16,56018641,56029715,-,NA,NA
MmuEX0049951,Tut1,191,chr19,9028512,9033576,+,NA,NA
MmuEX0049952,Tut1,99,chr19,9030068,9033576,+,NA,NA
MmuEX0049953,Tut1,316,chr19,9030068,9036833,+,NA,NA
MmuEX0049954,Tut1,101,chr19,9033893,9036833,+,NA,NA
MmuEX0049955,Tut1,479,chr19,9034334,9038509,+,NA,NA
MmuEX0020049,Ganab,199,chr19,8972650,8976753,+,NA,NA
MmuEX0000639,1810009A15Rik,91,chr19,8963809,8964492,+,NA,NA
MmuEX0023141,Hnrnpul2,136,chr19,8895304,8897719,+,NA,NA
MmuEX0036299,Polr2g,160,chr19,8869021,8872690,-,NA,NA
MmuEX0021216,Gm960,111,chr19,4627248,4645599,-,NA,n.s.
MmuEX0021217,Gm960,99,chr19,4627248,4642112,-,NA,NA
MmuEX0021218,Gm960,110,chr19,4649820,4692451,-,NA,NA
MmuEX0021219,Gm960,84,chr19,4649820,4672057,-,NA,inconsistent
MmuEX0021220,Gm960,56,chr19,4649820,4663531,-,NA,NA
MmuEX0021221,Gm960,72,chr19,4649820,4692451,-,NA,inconsistent
MmuEX0021222,Gm960,196,chr19,4649820,4659426,-,NA,NA
MmuEX0021223,Gm960,75,chr19,4649820,4659426,-,NA,NA
MmuEX0021224,Gm960,151,chr19,4649820,4658259,-,NA,NA
MmuEX0044001,Sms,115,chrX,153884109,153898258,-,NA,NA
MmuEX0044002,Sms,80,chrX,153884109,153893925,-,NA,NA
MmuEX0012874,Csf2rb2,58,chr15,78116514,78117402,-,NA,NA
MmuEX0012875,Csf2rb2,188,chr15,78123296,78127405,-,NA,NA
MmuEX0012876,Csf2rb2,158,chr15,78122402,78124771,-,NA,NA
MmuEX0012877,Csf2rb2,169,chr15,78122402,78123137,-,NA,NA
MmuEX0031098,Ncf4,34,chr15,78075306,78080811,+,NA,NA
MmuEX0031099,Ncf4,85,chr15,78075518,78081291,+,NA,NA
MmuEX0022014,Gspt2,135,chrX,91881915,91886264,+,NA,NA
MmuEX0022015,Gspt2,142,chrX,91883720,91886264,+,NA,NA
MmuEX0008502,C230004F18Rik,148,chrX,58372600,58387887,+,NA,NA
MmuEX0008503,C230004F18Rik,138,chrX,58372600,58387887,+,NA,NA
MmuEX0020668,Gm10348,299,chr8,19991126,20005934,-,NA,NA
MmuEX0020669,Gm10348,120,chr8,19991126,20020169,-,NA,NA
MmuEX0020670,Gm10348,168,chr8,19991126,20000698,-,NA,NA
MmuEX0002242,6820431F20Rik,218,chr8,72088755,72090658,-,NA,NA
MmuEX0002243,6820431F20Rik,24,chr8,72072384,72090658,-,NA,NA
MmuEX0002244,6820431F20Rik,79,chr8,72072384,72090658,-,NA,NA
MmuEX0028174,Mcc,96,chr18,44693955,44884118,-,NA,NA
MmuEX0028175,Mcc,585,chr18,44693955,44884118,-,NA,NA
MmuEX0019471,Fndc1,195,chr17,7982066,8019882,-,NA,NA
MmuEX0019472,Fndc1,87,chr17,7982066,8019882,-,NA,NA
MmuEX0010056,Ccnf,114,chr17,24371480,24374025,-,NA,NA
MmuEX0010057,Ccnf,124,chr17,24368437,24371314,-,NA,NA
MmuEX0049871,Tuba1a,57,chr15,98763272,98781899,-,Neural-high,NA
MmuEX0049872,Tuba1a,429,chr15,98763272,98781618,-,NA,NA
MmuEX0049873,Tuba1a,18,chr15,98763272,98781016,-,NA,NA
MmuEX0025692,Klf12,136,chr14,100341316,100421840,-,NA,NA
MmuEX0025693,Klf12,63,chr14,100299459,100386649,-,NA,NA
MmuEX0034751,Phf20l1,250,chr15,66441171,66446781,+,Neural-low,NA
MmuEX0034752,Phf20l1,189,chr15,66441171,66447199,+,NA,inconsistent
MmuEX0034753,Phf20l1,100,chr15,66461544,66464267,+,NA,NA
MmuEX0034754,Phf20l1,82,chr15,66462608,66468245,+,NA,NA
MmuEX0038073,Pvt1,318,chr15,61869757,62007021,+,NA,NA
MmuEX0038074,Pvt1,114,chr15,61939063,62007021,+,Neural-low,NA
MmuEX0038075,Pvt1,132,chr15,61980908,62007021,+,NA,NA
MmuEX0038076,Pvt1,82,chr15,61939063,62073728,+,NA,NA
MmuEX0053611,Zfp783,286,chr6,47893377,47898892,+,NA,NA
MmuEX0053612,Zfp783,80,chr6,47895751,47898892,+,NA,NA
MmuEX0053613,Zfp783,129,chr6,47895962,47898892,+,Neural-low,NA
MmuEX0050489,Ugt3a1,115,chr15,9213929,9235829,+,NA,NA
MmuEX0050490,Ugt3a1,535,chr15,9221846,9243963,+,NA,NA
MmuEX0050491,Ugt3a1,232,chr15,9236365,9243963,+,NA,NA
MmuEX0050492,Ugt3a1,220,chr15,9240464,9243963,+,NA,NA
MmuEX0013621,D6Ertd474e,61,chr6,143196415,143244133,+,NA,NA
MmuEX0013622,D6Ertd474e,233,chr6,143196415,143244133,+,NA,NA
MmuEX0020638,Gm10044,174,chr14,8618628,8622531,-,NA,NA
MmuEX0020639,Gm10044,107,chr14,8609327,8620994,-,NA,NA
MmuEX0020640,Gm10044,302,chr14,8603817,8620994,-,NA,NA
MmuEX0020671,Gm10411,151,chr14,6359220,6374670,+,NA,NA
MmuEX0020673,Gm10419,249,chr5,108798698,108801234,+,NA,NA
MmuEX0020674,Gm10419,193,chr5,108798698,108806892,+,NA,NA
MmuEX0020675,Gm10419,113,chr5,108798698,108806892,+,NA,NA
MmuEX0003551,Acrbp,118,chr6,125000960,125003507,+,NA,NA
MmuEX0003552,Acrbp,463,chr6,125000960,125010827,+,NA,NA
MmuEX0003553,Acrbp,133,chr6,125000960,125010827,+,NA,NA
MmuEX0037708,Ptgr2,129,chr12,85636286,85638960,+,NA,NA
MmuEX0037709,Ptgr2,192,chr12,85636286,85643186,+,NA,NA
MmuEX0037710,Ptgr2,171,chr12,85639153,85646875,+,NA,NA
MmuEX0037711,Ptgr2,210,chr12,85643358,85651852,+,NA,inconsistent
MmuEX0037712,Ptgr2,122,chr12,85636286,85651852,+,NA,NA
MmuEX0037713,Ptgr2,88,chr12,85636286,85651852,+,NA,NA
MmuEX0021753,Gprasp2,72,chrX,132375048,132375759,+,NA,NA
MmuEX0020894,Gm15401,147,chr6,72580140,72586315,+,NA,NA
MmuEX0020895,Gm15401,309,chr6,72580140,72586315,+,NA,NA
MmuEX0051237,Vamp5,96,chr6,72320326,72330374,-,NA,NA
MmuEX0051238,Vamp5,138,chr6,72319465,72330374,-,NA,NA
MmuEX0051239,Vamp5,181,chr6,72319174,72330374,-,NA,NA
MmuEX0021094,Gm5127,158,chrX,103870006,103904414,+,NA,NA
MmuEX0021095,Gm5127,99,chrX,103870006,103904414,+,NA,NA
MmuEX0019463,Fnd3c2,56,chrX,103446510,103640831,-,NA,NA
MmuEX0019464,Fnd3c2,140,chrX,103446510,103640831,-,NA,NA
MmuEX0019465,Fnd3c2,139,chrX,103446510,103640831,-,NA,NA
MmuEX0019466,Fnd3c2,54,chrX,103446510,103640831,-,NA,NA
MmuEX0018107,Fam177a,67,chr12,56231777,56239762,+,NA,NA
MmuEX0018108,Fam177a,98,chr12,56231777,56239762,+,NA,NA
MmuEX0051378,Vma21,183,chrX,69062039,69065406,+,NA,NA
MmuEX0051379,Vma21,65,chrX,69062407,69065406,+,NA,NA
MmuEX0021181,Gm773,70,chrX,53454796,53455849,-,NA,NA
MmuEX0021182,Gm773,35,chrX,53450769,53455183,-,NA,NA
MmuEX0021202,Gm8815,270,chr17,36247889,36248541,-,NA,NA
MmuEX0021203,Gm8815,276,chr17,36247081,36248101,-,NA,NA
MmuEX0022290,H2-Q6,119,chr17,35480334,35564808,+,NA,NA
MmuEX0022291,H2-Q6,270,chr17,35480334,35564808,+,NA,NA
MmuEX0022292,H2-Q6,276,chr17,35480334,35564808,+,NA,NA
MmuEX0022293,H2-Q6,169,chr17,35480334,35565504,+,NA,NA
MmuEX0022294,H2-Q6,116,chr17,35480334,35565504,+,NA,NA
MmuEX0022295,H2-Q6,33,chr17,35565328,35565944,+,NA,NA
MmuEX0022274,H2-Ke6,43,chr17,34163416,34163795,-,NA,NA
MmuEX0022275,H2-Ke6,75,chr17,34163171,34163795,-,NA,NA
MmuEX0013396,Cyp4f15,145,chr17,32823203,32836875,+,NA,NA
MmuEX0013397,Cyp4f15,54,chr17,32827734,32829502,+,NA,NA
MmuEX0013398,Cyp4f15,128,chr17,32823203,32834717,+,NA,NA
MmuEX0013399,Cyp4f15,122,chr17,32829631,32834717,+,NA,NA
MmuEX0013400,Cyp4f15,271,chr17,32823203,32836875,+,NA,NA
MmuEX0005922,Arhgdig,84,chr17,26336774,26337135,-,NA,NA
MmuEX0005923,Arhgdig,59,chr17,26336622,26336959,-,NA,NA
MmuEX0052087,Wdr90,131,chr17,25992180,25992452,-,Neural-low,NA
MmuEX0052088,Wdr90,117,chr17,25991711,25992245,-,NA,NA
MmuEX0052089,Wdr90,171,chr17,25996871,25997599,-,NA,NA
MmuEX0052090,Wdr90,115,chr17,25996871,25997316,-,Neural-low,NA
MmuEX0052091,Wdr90,69,chr17,25994381,25996044,-,NA,NA
MmuEX0052092,Wdr90,111,chr17,25994190,25995680,-,NA,NA
MmuEX0016759,Eme2,92,chr17,25029629,25031075,-,NA,NA
MmuEX0016760,Eme2,94,chr17,25029890,25030495,-,NA,NA
MmuEX0016761,Eme2,116,chr17,25029890,25030249,-,NA,NA
MmuEX0016762,Eme2,190,chr17,25029629,25031075,-,NA,NA
MmuEX0036035,Pnldc1,56,chr17,13085690,13088377,-,NA,NA
MmuEX0036036,Pnldc1,65,chr17,13085240,13087225,-,NA,NA
MmuEX0036037,Pnldc1,54,chr17,13083687,13088377,-,NA,NA
MmuEX0036038,Pnldc1,43,chr17,13083687,13085185,-,NA,NA
MmuEX0041968,Sft2d1,22,chr17,8504151,8513464,+,Neural-high,n.s.
MmuEX0041969,Sft2d1,87,chr17,8504151,8513464,+,Neural-high,NA
MmuEX0041970,Sft2d1,83,chr17,8504151,8513464,+,NA,NA
MmuEX0041971,Sft2d1,82,chr17,8504151,8565259,+,NA,NA
MmuEX0041972,Sft2d1,36,chr17,8504151,8516141,+,NA,NA
MmuEX0041973,Sft2d1,59,chr17,8504151,8565259,+,NA,NA
MmuEX0002479,A330023F24Rik,81,chr1,196802995,196844741,+,NA,NA
MmuEX0002480,A330023F24Rik,340,chr1,196802995,196847579,+,NA,NA
MmuEX0036690,Ppp1r12b,43,chr1,136762538,136769383,-,NA,NA
MmuEX0036691,Ppp1r12b,183,chr1,136762538,136769383,-,Neural-low,NA
MmuEX0012939,Csnk1g3,424,chr18,54022255,54076628,+,NA,inconsistent
MmuEX0012940,Csnk1g3,96,chr18,54093200,54107701,+,NA,n.s.
MmuEX0012941,Csnk1g3,24,chr18,54107809,54112898,+,Neural-high,inconsistent
MmuEX0012942,Csnk1g3,41,chr18,54022255,54076628,+,NA,NA
MmuEX0012943,Csnk1g3,70,chr18,54022255,54076628,+,NA,NA
MmuEX0012944,Csnk1g3,149,chr18,54022255,54107701,+,NA,NA
MmuEX0012945,Csnk1g3,146,chr18,54022255,54107701,+,NA,NA
MmuEX0012946,Csnk1g3,96,chr18,54091994,54107701,+,NA,NA
MmuEX0013541,D2hgdh,58,chr1,95723449,95871929,+,NA,NA
MmuEX0013542,D2hgdh,140,chr1,95723449,95871929,+,NA,NA
MmuEX0013543,D2hgdh,194,chr1,95726474,95731863,+,NA,NA
MmuEX0013544,D2hgdh,169,chr1,95729367,95734516,+,NA,NA
MmuEX0013545,D2hgdh,143,chr1,95723449,95871929,+,NA,NA
MmuEX0013546,D2hgdh,166,chr1,95735541,95747143,+,NA,NA
MmuEX0013547,D2hgdh,23,chr1,95723449,95871929,+,NA,NA
MmuEX0038285,Rab18,62,chr18,6770108,6783117,+,NA,n.s.
MmuEX0005597,Apol7d,230,chr1,71699659,71703618,+,NA,NA
MmuEX0005598,Apol7d,181,chr1,71699961,71703618,+,NA,NA
MmuEX0005599,Apol7d,122,chr1,71699659,71707325,+,NA,NA
MmuEX0031006,Nbeal1,108,chr1,60336645,60338090,+,NA,NA
MmuEX0031007,Nbeal1,96,chr1,60336645,60338668,+,NA,NA
MmuEX0000519,1700029G01Rik,101,chr4,125838666,125838978,-,NA,NA
MmuEX0000520,1700029G01Rik,87,chr4,125837755,125838978,-,NA,NA
MmuEX0008375,Btbd19,69,chr4,116793935,116794823,-,NA,NA
MmuEX0008376,Btbd19,132,chr4,116793467,116794018,-,NA,NA
MmuEX0008377,Btbd19,223,chr4,116796388,116797933,-,NA,NA
MmuEX0008378,Btbd19,202,chr4,116796388,116797933,-,NA,NA
MmuEX0004654,Alg6,69,chr4,99417491,99428561,+,NA,NA
MmuEX0004655,Alg6,199,chr4,99419577,99428561,+,NA,NA
MmuEX0004656,Alg6,83,chr4,99393639,99411180,+,NA,NA
MmuEX0004657,Alg6,65,chr4,99393639,99411180,+,NA,NA
MmuEX0004658,Alg6,186,chr4,99393639,99411180,+,NA,NA
MmuEX0004659,Alg6,136,chr4,99393639,99413016,+,NA,NA
MmuEX0004660,Alg6,86,chr4,99393639,99415376,+,NA,NA
MmuEX0004661,Alg6,85,chr4,99393639,99428561,+,NA,NA
MmuEX0004662,Alg6,71,chr4,99415462,99428561,+,NA,NA
MmuEX0002170,6430531B16Rik,75,chr7,147161858,147162373,-,NA,NA
MmuEX0002171,6430531B16Rik,97,chr7,147158507,147162373,-,NA,NA
MmuEX0002172,6430531B16Rik,112,chr7,147163122,147164445,-,NA,NA
MmuEX0002173,6430531B16Rik,151,chr7,147162573,147164445,-,NA,NA
MmuEX0018231,Fam196a,1162,chr7,142090901,142129394,-,NA,NA
MmuEX0018232,Fam196a,72,chr7,142076275,142109325,-,NA,NA
MmuEX0024442,Iqck,65,chr7,125999476,126019755,+,NA,inconsistent
MmuEX0024443,Iqck,130,chr7,125999476,126021113,+,NA,NA
MmuEX0010022,Ccl27a,60,chr4,41718169,41720608,-,NA,NA
MmuEX0010023,Ccl27a,76,chr4,41716850,41720337,-,NA,NA
MmuEX0021024,Gm1966,129,chr7,113772834,113788042,-,NA,NA
MmuEX0021025,Gm1966,79,chr7,113756814,113788042,-,NA,NA
MmuEX0021026,Gm1966,72,chr7,113756814,113772754,-,NA,NA
MmuEX0021027,Gm1966,67,chr7,113747554,113772754,-,NA,NA
MmuEX0049852,Ttpa,194,chr4,19941932,19950931,+,NA,NA
MmuEX0042743,Slc22a13,92,chr9,119104564,119105476,-,NA,NA
MmuEX0042744,Slc22a13,95,chr9,119104564,119105089,-,NA,NA
MmuEX0018934,Fbxw15,159,chr9,109459804,109462232,-,NA,NA
MmuEX0018935,Fbxw15,179,chr9,109455284,109459592,-,NA,NA
MmuEX0018936,Fbxw15,125,chr9,109455284,109458074,-,NA,NA
MmuEX0033271,Osgin1,137,chr8,121965403,121966815,+,NA,NA
MmuEX0033272,Osgin1,192,chr8,121966470,121967091,+,NA,NA
MmuEX0018065,Fam169b,100,chr7,75445850,75466705,+,NA,NA
MmuEX0018066,Fam169b,86,chr7,75449538,75495119,+,NA,NA
MmuEX0018067,Fam169b,178,chr7,75466792,75495119,+,NA,NA
MmuEX0000564,1700057G04Rik,109,chr9,92204271,92238288,+,NA,NA
MmuEX0000565,1700057G04Rik,233,chr9,92204271,92242639,+,NA,NA
MmuEX0000566,1700057G04Rik,134,chr9,92238522,92242639,+,NA,NA
MmuEX0000567,1700057G04Rik,43,chr9,92238522,92245763,+,NA,NA
MmuEX0024022,Il4i1,66,chr7,52071854,52092000,+,NA,NA
MmuEX0024023,Il4i1,142,chr7,52087552,52092000,+,NA,NA
MmuEX0008568,C330019L16Rik,127,chr7,49871404,49897822,-,NA,NA
MmuEX0008569,C330019L16Rik,61,chr7,49869627,49871602,-,NA,NA
MmuEX0053616,Zfp788,31,chr7,48889065,48902852,+,NA,NA
MmuEX0053617,Zfp788,100,chr7,48889065,48902852,+,NA,NA
MmuEX0025943,Krtdap,42,chr7,31574563,31574930,+,NA,NA
MmuEX0025944,Krtdap,45,chr7,31574563,31575938,+,NA,NA
MmuEX0025945,Krtdap,48,chr7,31574563,31575938,+,NA,NA
MmuEX0053461,Zfp568,218,chr7,30770346,30782768,+,NA,n.s.
MmuEX0053462,Zfp568,59,chr7,30770346,30782768,+,NA,n.s.
MmuEX0013982,Dda1,150,chr8,73993225,73995935,+,NA,NA
MmuEX0013983,Dda1,77,chr8,73993225,73998386,+,NA,NA
